Provincias;Municipios;Secciones;Sexo;Nivel de formación alcanzado;Periodo;Total
05 Ávila;;;Mujeres;Educación superior;2023;20.863
05 Ávila;;;Mujeres;Educación superior;2022;20.440
05 Ávila;;;Mujeres;Educación superior;2021;19.717
05 Ávila;05001 Adanero;;Total;Total;2023;198
05 Ávila;05001 Adanero;;Total;Total;2022;210
05 Ávila;05001 Adanero;;Total;Total;2021;190
05 Ávila;05001 Adanero;;Total;Educación primaria e inferior;2023;42
05 Ávila;05001 Adanero;;Total;Educación primaria e inferior;2022;50
05 Ávila;05001 Adanero;;Total;Educación primaria e inferior;2021;44
05 Ávila;05001 Adanero;;Total;Primera etapa de Educación Secundaria y similar;2023;70
05 Ávila;05001 Adanero;;Total;Primera etapa de Educación Secundaria y similar;2022;73
05 Ávila;05001 Adanero;;Total;Primera etapa de Educación Secundaria y similar;2021;71
05 Ávila;05001 Adanero;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;42
05 Ávila;05001 Adanero;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;41
05 Ávila;05001 Adanero;;Total;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;34
05 Ávila;05001 Adanero;;Total;Educación superior;2023;44
05 Ávila;05001 Adanero;;Total;Educación superior;2022;46
05 Ávila;05001 Adanero;;Total;Educación superior;2021;41
05 Ávila;05001 Adanero;;Hombres;Total;2023;114
05 Ávila;05001 Adanero;;Hombres;Total;2022;116
05 Ávila;05001 Adanero;;Hombres;Total;2021;103
05 Ávila;05001 Adanero;;Hombres;Educación primaria e inferior;2023;21
05 Ávila;05001 Adanero;;Hombres;Educación primaria e inferior;2022;25
05 Ávila;05001 Adanero;;Hombres;Educación primaria e inferior;2021;21
05 Ávila;05001 Adanero;;Hombres;Primera etapa de Educación Secundaria y similar;2023;42
05 Ávila;05001 Adanero;;Hombres;Primera etapa de Educación Secundaria y similar;2022;42
05 Ávila;05001 Adanero;;Hombres;Primera etapa de Educación Secundaria y similar;2021;37
05 Ávila;05001 Adanero;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2023;25
05 Ávila;05001 Adanero;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2022;24
05 Ávila;05001 Adanero;;Hombres;Segunda etapa de Educación Secundaria y Educación Postsecundaria no Superior;2021;23
05 Ávila;05001 Adanero;;Hombres;Educación superior;2023;26
05 Ávila;05001 Adanero;;Hombres;Educación superior;2022;25
05 Ávila;05001 Adanero;;Hombres;Educación superior;2021;22
05 Ávila;05001 Adanero;;Mujeres;Total;2023;84
05 Ávila;05001 Adanero;;Mujeres;Total;2022;94
