Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2018;36.984
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2017;33.371
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2016;33.225
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;;Renta bruta media por hogar;2015;33.178
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2023;16.097
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2022;15.129
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2021;15.691
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2020;14.563
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2019;13.243
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2018;12.667
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2017;11.651
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2016;11.564
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por persona;2015;11.340
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por hogar;2023;40.974
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por hogar;2022;35.662
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por hogar;2021;38.996
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por hogar;2020;37.191
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por hogar;2019;33.302
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por hogar;2018;31.666
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por hogar;2017;28.344
34003 Abia de las Torres;3400301 Abia de las Torres distrito 01;3400301001 Abia de las Torres sección 01001;Renta neta media por hogar;2016;28.503
