CUSEC_origen;centro_salud_id;CUSEC_servicio;distancia
0905907004;8;0905905038;4531,117
0905907004;10;0905905038;4531,117
0905907005;15;0905903006;1944,477
0905907005;8;0905905038;4604,038
0905907005;10;0905905038;4604,038
0905907006;15;0905903006;2149,293
0905907006;8;0905905038;4354,454
0905907006;10;0905905038;4354,454
0905907007;15;0905903006;4757,347
0905907007;8;0905905038;5759,952
0905907007;10;0905905038;5759,952
0905907008;15;0905903006;2201,667
0905907008;8;0905905038;4135,960
0905907008;10;0905905038;4135,960
0905907009;15;0905903006;1716,351
0905907009;8;0905905038;4588,693
0905907009;10;0905905038;4588,693
0905907010;15;0905903006;4171,037
0905907010;8;0905905038;6307,057
0905907010;10;0905905038;6307,057
0905908001;15;0905903006;2016,578
0905908001;8;0905905038;5149,553
0905908001;10;0905905038;5149,553
0905908002;15;0905903006;2058,591
0905908002;8;0905905038;5263,253
0905908002;10;0905905038;5263,253
0905908003;15;0905903006;3213,331
0905908003;8;0905905038;6663,937
0905908003;10;0905905038;6663,937
0905908004;15;0905903006;1585,983
0905908004;8;0905905038;5028,386
0905908004;10;0905905038;5028,386
0905908005;15;0905903006;3101,797
0905908005;8;0905905038;6384,315
0905908005;10;0905905038;6384,315
0905908006;15;0905903006;1611,780
0905908006;8;0905905038;4943,811
0905908006;10;0905905038;4943,811
0905908007;15;0905903006;2130,951
0905908007;8;0905905038;5230,603
0905908007;10;0905905038;5230,603
0905908008;15;0905903006;2276,573
0905908008;8;0905905038;5527,557
0905908008;10;0905905038;5527,557
0905908009;15;0905903006;4979,804
0905908009;8;0905905038;7913,031
0905908009;10;0905905038;7913,031
0905908010;15;0905903006;1945,378
0905908010;8;0905905038;5404,277
0905908010;10;0905905038;5404,277
0905908011;15;0905903006;1680,300
0905908011;8;0905905038;5167,570
0905908011;10;0905905038;5167,570
0905909001;15;0905903006;2808,193
0905909001;8;0905905038;3008,003
0905909001;10;0905905038;3008,003
0905909002;15;0905903006;2887,739
0905909002;8;0905905038;3037,569
0905909002;10;0905905038;3037,569
0905909003;15;0905903006;3263,365
0905909003;8;0905905038;2890,514
0905909003;10;0905905038;2890,514
0905909004;15;0905903006;3426,294
0905909004;8;0905905038;2700,403
0905909004;10;0905905038;2700,403
0905909005;15;0905903006;3426,784
0905909005;8;0905905038;2825,287
0905909005;10;0905905038;2825,287
0905909006;15;0905903006;3581,597
0905909006;8;0905905038;3890,831
0905909006;10;0905905038;3890,831
0905909007;15;0905903006;2950,526
0905909007;8;0905905038;3311,756
0905909007;10;0905905038;3311,756
0905909008;15;0905903006;3216,419
0905909008;8;0905905038;3444,481
0905909008;10;0905905038;3444,481
0905909009;15;0905903006;3417,717
0905909009;8;0905905038;3211,509
0905909009;10;0905905038;3211,509
0905909010;15;0905903006;3001,701
0905909010;8;0905905038;3074,348
0905909010;10;0905905038;3074,348
0905909011;15;0905903006;3218,590
0905909011;8;0905905038;3168,146
0905909011;10;0905905038;3168,146
0905909012;15;0905903006;3584,471
0905909012;8;0905905038;3096,396
0905909012;10;0905905038;3096,396
0905909013;15;0905903006;2920,238
0905909013;8;0905905038;2866,696
0905909013;10;0905905038;2866,696
0905909014;15;0905903006;3641,869
0905909014;8;0905905038;2984,255
0905909014;10;0905905038;2984,255
0905909015;15;0905903006;3477,110
0905909015;8;0905905038;2574,387
0905909015;10;0905905038;2574,387
0905909016;15;0905903006;7380,395
0905909016;8;0905905038;5649,344
0905909016;10;0905905038;5649,344
0905909017;15;0905903006;2714,335
0905909017;8;0905905038;2855,702
0905909017;10;0905905038;2855,702
0905909018;15;0905903006;3328,479
0905909018;8;0905905038;3496,970
0905909018;10;0905905038;3496,970
0905909019;15;0905903006;3470,540
0905909019;8;0905905038;3545,463
0905909019;10;0905905038;3545,463
0905909020;15;0905903006;2883,749
0905909020;8;0905905038;3166,254
0905909020;10;0905905038;3166,254
0905909021;15;0905903006;3282,917
0905909021;8;0905905038;3322,759
0905909021;10;0905905038;3322,759
0905909022;15;0905903006;3064,682
0905909022;8;0905905038;2980,041
0905909022;10;0905905038;2980,041
0905909023;15;0905903006;3807,831
0905909023;8;0905905038;2963,705
0905909023;10;0905905038;2963,705
0905909024;15;0905903006;3779,593
0905909024;8;0905905038;3473,461
0905909024;10;0905905038;3473,461
0905909025;15;0905903006;3517,306
0905909025;8;0905905038;3415,666
0905909025;10;0905905038;3415,666
0905909026;15;0905903006;3198,757
0905909026;8;0905905038;3059,272
0905909026;10;0905905038;3059,272
0905909027;15;0905903006;3329,582
0905909027;8;0905905038;3163,463
0905909027;10;0905905038;3163,463
0905909028;15;0905903006;3704,955
0905909028;8;0905905038;3209,742
0905909028;10;0905905038;3209,742
0905909029;15;0905903006;3108,013
0905909029;8;0905905038;3210,565
0905909029;10;0905905038;3210,565
0905909030;15;0905903006;3038,148
0905909030;8;0905905038;3160,671
0905909030;10;0905905038;3160,671
0905909031;15;0905903006;3567,777
0905909031;8;0905905038;3388,149
0905909031;10;0905905038;3388,149
0905909032;15;0905903006;2702,025
0905909032;8;0905905038;3009,150
0905909032;10;0905905038;3009,150
0905909033;15;0905903006;3603,024
0905909033;8;0905905038;3024,702
0905909033;10;0905905038;3024,702
0905909034;15;0905903006;2759,359
0905909034;8;0905905038;3268,600
0905909034;10;0905905038;3268,600
0905909035;15;0905903006;3721,817
0905909035;8;0905905038;3661,288
0905909035;10;0905905038;3661,288
0905909036;15;0905903006;3400,355
0905909036;8;0905905038;3556,995
0905909036;10;0905905038;3556,995
0905909037;15;0905903006;3628,055
0905909037;8;0905905038;3280,144
0905909037;10;0905905038;3280,144
0905909038;15;0905903006;2711,558
0905909038;8;0905905038;2584,095
0905909038;10;0905905038;2584,095
0905909039;15;0905903006;3180,307
0905909039;8;0905905038;2668,072
0905909039;10;0905905038;2668,072
0905909040;15;0905903006;3825,591
0905909040;8;0905905038;2753,270
0905909040;10;0905905038;2753,270
0905909041;15;0905903006;4154,940
0905909041;8;0905905038;2701,255
0905909041;10;0905905038;2701,255
0905909042;15;0905903006;2968,214
0905909042;8;0905905038;2514,274
0905909042;10;0905905038;2514,274
0905909043;15;0905903006;3688,470
0905909043;8;0905905038;2389,060
0905909043;10;0905905038;2389,060
0905909044;15;0905903006;3310,446
0905909044;8;0905905038;3753,287
0905909044;10;0905905038;3753,287
0906001001;19;0921904001;21533,958
0906101001;12;0901801002;20439,867
0906101001;285;0901801007;20705,021
0906301001;15;0905903006;13511,884
0906301001;8;0905905038;16724,427
0906301001;10;0905905038;16724,427
0906401001;12;0901801002;25126,698
0906401001;285;0901801007;24747,334
0906501001;12;0901801002;7239,999
0906501001;285;0901801007;7470,847
0906801001;275;0990301002;23958,836
0907101001;8;0905905038;26685,134
0907101001;10;0905905038;26685,134
0907201001;15;0905903006;10900,122
0907201001;8;0905905038;12427,535
0907201001;10;0905905038;12427,535
0907301001;15;0905903006;6907,033
0907301001;8;0905905038;9143,445
0907301001;10;0905905038;9143,445
0907401001;15;0905903006;8206,126
0907401001;8;0905905038;8070,201
0907401001;10;0905905038;8070,201
0907501001;15;0905903006;13481,978
0907501001;8;0905905038;11670,822
0907501001;10;0905905038;11670,822
0907701001;19;0921904001;19147,410
0907901001;15;0905903006;26409,860
0907901001;8;0905905038;28576,138
0907901001;10;0905905038;28576,138
0908201001;19;0921904001;28902,707
0908301001;15;0905903006;29768,275
0908301001;8;0905905038;26893,194
0908301001;10;0905905038;26893,194
0908501001;12;0901801002;6695,871
0908501001;285;0901801007;7220,879
0908601001;15;0905903006;11196,473
0908601001;8;0905905038;11259,642
0908601001;10;0905905038;11259,642
0909301001;15;0905903006;12397,688
0909301001;8;0905905038;15859,492
0909301001;10;0905905038;15859,492
0909501001;15;0905903006;21128,487
0909501001;8;0905905038;24100,722
0909501001;10;0905905038;24100,722
0909801001;19;0921904001;23947,508
0910001001;15;0905903006;29132,891
0910001001;8;0905905038;26773,035
0910001001;10;0905905038;26773,035
0910101001;15;0905903006;27985,348
0910201001;275;0990301002;24039,442
0910301001;12;0901801002;26558,590
0910301001;285;0901801007;26779,326
0910401001;12;0901801002;27079,526
0910401001;285;0901801007;27045,759
0910801001;15;0905903006;16702,797
0910801001;8;0905905038;19721,613
0910801001;10;0905905038;19721,613
0910901001;19;0921904001;25630,514
0911201001;12;0901801002;27031,158
0911201001;285;0901801007;26524,073
0911401001;15;0905903006;22458,088
0911401001;8;0905905038;24704,339
0911401001;10;0905905038;24704,339
0911501001;19;0921904001;18090,423
0911701001;12;0901801002;20575,482
0911701001;285;0901801007;21131,942
0911901001;15;0905903006;26701,688
0911901001;8;0905905038;28930,297
0911901001;10;0905905038;28930,297
0912001001;19;0921904001;8771,041
0912401001;275;0990301002;19346,395
0912501001;15;0905903006;16893,982
0912501001;8;0905905038;20086,959
0912501001;10;0905905038;20086,959
0912701001;12;0901801002;29169,748
0912701001;285;0901801007;29286,533
0912801001;15;0905903006;12185,895
0912801001;8;0905905038;15080,480
0912801001;10;0905905038;15080,480
0913101001;12;0901801002;5997,917
0913101001;285;0901801007;5512,325
0913201001;19;0921904001;29701,064
0913301001;15;0905903006;20307,755
0913301001;8;0905905038;17618,915
0913301001;10;0905905038;17618,915
0913401001;19;0921904001;25023,086
0913501001;19;0921904001;20527,340
0913601001;12;0901801002;15328,950
0913601001;285;0901801007;15863,428
0913701001;12;0901801002;8848,574
0913701001;285;0901801007;8539,508
0913801001;12;0901801002;18197,852
0913801001;285;0901801007;18724,936
0913901001;12;0901801002;15410,425
0913901001;285;0901801007;15890,872
0914001001;12;0901801002;18206,244
0914001001;285;0901801007;18318,818
0914101001;12;0901801002;4552,204
0914101001;285;0901801007;4429,778
0914301001;15;0905903006;28421,086
0914301001;8;0905905038;25112,909
0914301001;10;0905905038;25112,909
0914901001;19;0921904001;24525,609
0915101001;12;0901801002;11458,193
0915101001;285;0901801007;11493,432
0915201001;12;0901801002;11802,216
0915201001;285;0901801007;12264,309
0915501001;12;0901801002;15985,426
0915501001;285;0901801007;16413,377
0915901001;15;0905903006;28381,946
0916001001;12;0901801002;11730,664
0916001001;285;0901801007;12089,529
0916201001;15;0905903006;18166,868
0916201001;8;0905905038;20593,672
0916201001;10;0905905038;20593,672
0916401001;12;0901801002;18126,138
0916401001;285;0901801007;17667,319
0916601001;15;0905903006;25168,525
0916601001;8;0905905038;24226,109
0916601001;10;0905905038;24226,109
0916701001;15;0905903006;18228,169
0916701001;8;0905905038;20399,608
0916701001;10;0905905038;20399,608
0916801001;12;0901801002;17245,347
0916801001;285;0901801007;17752,681
0917001001;12;0901801002;13300,136
0917001001;285;0901801007;13856,577
0917201001;15;0905903006;22442,515
0917201001;8;0905905038;20274,014
0917201001;10;0905905038;20274,014
0917601001;15;0905903006;10653,464
0917601001;8;0905905038;7499,876
0917601001;10;0905905038;7499,876
0917701001;15;0905903006;19583,456
0917701001;8;0905905038;19650,122
0917701001;10;0905905038;19650,122
0917801001;19;0921904001;26513,909
0918001001;15;0905903006;24282,507
0918001001;8;0905905038;26743,598
0918001001;10;0905905038;26743,598
0918101001;15;0905903006;18361,430
0918101001;8;0905905038;19550,373
0918101001;10;0905905038;19550,373
0918901001;275;0990301002;17166,150
0919001001;19;0921904001;29558,453
0919201001;19;0921904001;21238,331
0919601001;15;0905903006;23678,358
0919601001;8;0905905038;26405,431
0919601001;10;0905905038;26405,431
0919701001;15;0905903006;22858,173
0919701001;8;0905905038;26041,030
0919701001;10;0905905038;26041,030
0919801001;15;0905903006;29602,021
0919901001;12;0901801002;24733,903
0919901001;285;0901801007;25293,674
0920201001;15;0905903006;22682,779
0920201001;8;0905905038;22929,379
0920201001;10;0905905038;22929,379
0920601001;15;0905903006;23062,907
0920601001;8;0905905038;26417,723
0920601001;10;0905905038;26417,723
0920801001;15;0905903006;29611,087
0920901001;275;0990301002;7888,480
0920901002;275;0990301002;6492,048
0920901003;275;0990301002;14596,359
0920901004;275;0990301002;5463,768
0920901005;275;0990301002;7378,635
0921301001;275;0990301002;15973,498
0921401001;275;0990301002;15861,437
0921501001;275;0990301002;13113,588
0921601001;275;0990301002;17871,924
0921701001;275;0990301002;13134,763
0921801001;12;0901801002;9295,927
0921801001;285;0901801007;9220,538
0921901001;19;0921904001;4593,593
0921901002;19;0921904001;3593,745
0921902001;19;0921904001;4467,525
0921902002;19;0921904001;4317,763
0921902003;19;0921904001;4199,980
0921902004;19;0921904001;4103,987
0921902005;19;0921904001;4343,958
0921902006;19;0921904001;4577,155
0921902007;19;0921904001;4457,902
0921903001;19;0921904001;4645,268
0921903002;19;0921904001;4662,699
0921903003;19;0921904001;4736,698
0921903004;19;0921904001;5169,357
0921903005;19;0921904001;4649,542
0921903006;19;0921904001;4802,035
0921903007;19;0921904001;5094,275
0921903008;19;0921904001;5178,155
0921903009;19;0921904001;4968,215
0921903010;19;0921904001;5113,975
0921903011;19;0921904001;5271,779
0921903012;19;0921904001;5342,936
0921903013;19;0921904001;5313,379
0921903014;19;0921904001;5582,784
0921903015;19;0921904001;4560,363
0921903016;19;0921904001;4959,093
0921903017;19;0921904001;4811,513
0921903018;19;0921904001;5515,579
0921904001;19;0921904001;0,000
0921904002;19;0921904001;7478,568
0921904003;19;0921904001;2971,798
0922001001;19;0921904001;15613,313
0922101001;15;0905903006;10320,224
0922101001;8;0905905038;12680,974
0922101001;10;0905905038;12680,974
0922401001;15;0905903006;21754,197
0922401001;8;0905905038;18630,011
0922401001;10;0905905038;18630,011
0922701001;15;0905903006;26831,311
0922701001;8;0905905038;24299,542
0922701001;10;0905905038;24299,542
0922801001;12;0901801002;15472,072
0922801001;285;0901801007;15735,234
0922901001;12;0901801002;23214,848
0922901001;285;0901801007;23749,194
0923001001;19;0921904001;27206,113
0923501001;12;0901801002;23245,461
0923501001;285;0901801007;23734,592
0923601001;15;0905903006;25391,786
0923601001;8;0905905038;28705,129
0923601001;10;0905905038;28705,129
0923801001;275;0990301002;29024,681
0923901001;12;0901801002;18028,362
0923901001;285;0901801007;18079,051
0924101001;15;0905903006;10641,060
0924101001;8;0905905038;9041,393
0924101001;10;0905905038;9041,393
0924401001;275;0990301002;26381,929
0924801001;15;0905903006;25673,880
0924801001;8;0905905038;26242,443
0924801001;10;0905905038;26242,443
0924901001;15;0905903006;28864,396
0925001001;15;0905903006;24912,256
0925001001;8;0905905038;28108,360
0925001001;10;0905905038;28108,360
0925101001;19;0921904001;11365,972
0925301001;12;0901801002;13088,679
0925301001;285;0901801007;13118,080
0925501001;19;0921904001;18918,977
0925601001;12;0901801002;26200,305
0925601001;285;0901801007;26745,713
0925701001;15;0905903006;23989,198
0925701001;8;0905905038;24554,906
0925701001;10;0905905038;24554,906
0925901001;15;0905903006;13285,043
0925901001;8;0905905038;13455,641
0925901001;10;0905905038;13455,641
0926101001;12;0901801002;19097,820
0926101001;285;0901801007;18545,806
0926701001;12;0901801002;26947,419
0926701001;285;0901801007;26988,323
0927001001;12;0901801002;24185,751
0927001001;285;0901801007;24092,134
0927501001;15;0905903006;22551,101
0927501001;8;0905905038;26024,513
0927501001;10;0905905038;26024,513
0927601001;19;0921904001;17233,105
0927901001;12;0901801002;10460,896
0927901001;285;0901801007;9970,876
0928101001;12;0901801002;11451,244
0928101001;285;0901801007;11716,896
0928301001;19;0921904001;24356,172
0928701001;15;0905903006;11651,723
0928701001;8;0905905038;8581,034
0928701001;10;0905905038;8581,034
0928801001;8;0905905038;13036,096
0928801001;10;0905905038;13036,096
0928801001;15;0905903006;15849,180
0929201001;15;0905903006;27669,770
0929201001;8;0905905038;24650,579
0929201001;10;0905905038;24650,579
0929701001;15;0905903006;11747,201
0929701001;8;0905905038;13268,822
0929701001;10;0905905038;13268,822
0929801001;19;0921904001;22276,413
0930101001;8;0905905038;4054,185
0930101001;10;0905905038;4054,185
0930101001;15;0905903006;7390,933
0930401001;15;0905903006;12177,483
0930401001;8;0905905038;14582,035
0930401001;10;0905905038;14582,035
0930601001;277;3405601001;29964,464
0930801001;19;0921904001;28064,740
0931001001;8;0905905038;28617,540
0931001001;10;0905905038;28617,540
0931401001;15;0905903006;21928,367
0931401001;8;0905905038;23275,894
0931401001;10;0905905038;23275,894
0931501001;15;0905903006;14111,624
0931501001;8;0905905038;16732,352
0931501001;10;0905905038;16732,352
0932101001;12;0901801002;19495,016
0932101001;285;0901801007;20053,769
0932101002;12;0901801002;19097,066
0932101002;285;0901801007;19654,852
0932601001;15;0905903006;11780,007
