CUSEC,dist_min_ceas_km,n_ceas_1km,n_ceas_5km,n_ceas_15km,n_ceas_30km,disp_ponderada_ceas
0905909041,0.7096464807544158,1,9,9,11,6.0
0905909042,0.5164195505034243,3,9,9,11,6.8
0905909043,0.35783343151429964,1,9,9,11,6.0
0905909044,0.4763343977030431,2,9,9,11,6.4
0906001001,10.9924796173471,0,0,3,7,1.2999999999999998
0906101001,16.09622502474453,0,0,0,5,0.5
0906201001,12.806755639995691,0,0,1,4,0.6000000000000001
0906301001,3.3834514311557697,0,1,6,12,2.7
0906401001,12.139970732846672,0,0,1,5,0.7
0906501001,5.500006851696315,0,0,3,4,0.9999999999999999
0906601001,14.616145552141264,0,0,1,1,0.3
0906701001,9.494459217638637,0,0,3,5,1.0999999999999999
0906801001,7.191820606110421,0,0,2,8,1.2000000000000002
0907001001,11.211190857379568,0,0,1,4,0.6000000000000001
0907101001,13.082778716137174,0,0,1,9,1.1
0907201001,9.094121001014377,0,0,9,10,2.8
0907301001,4.9483005086219185,0,2,9,11,3.5
0907401001,5.39475114648923,0,0,9,11,2.9
0907501001,10.059273020582369,0,0,9,13,3.0999999999999996
0907601001,7.833488152072955,0,0,2,4,0.8
0907701001,9.400922996597153,0,0,2,7,1.1
0907801001,10.068211794778081,0,0,1,2,0.4
0907901001,14.098694227684247,0,0,1,14,1.6
0908201001,8.901373126237788,0,0,1,5,0.7
0908301001,11.43510944563751,0,0,1,11,1.3
0908401001,7.884390313429893,0,0,1,4,0.6000000000000001
0908501001,0.0,1,1,4,5,2.0
0908601001,8.504233076512072,0,0,9,11,2.9
0908801001,3.364629402944138,0,1,2,5,1.2
0909001001,15.221556666961003,0,0,0,7,0.7000000000000001
0909101001,19.280307397400517,0,0,0,7,0.7000000000000001
0909301001,6.39957713782504,0,0,9,11,2.9
0909401001,14.306039403523245,0,0,1,3,0.5
0909501001,4.977703265286005,0,1,1,12,1.7000000000000002
0909801001,10.546207267558195,0,0,2,5,0.9
0910001001,14.248996569955342,0,0,1,12,1.4000000000000001
0910101001,7.020426843941801,0,0,2,11,1.5
0910201001,4.04260244739394,0,1,2,6,1.2999999999999998
0910301001,9.947143561214157,0,0,1,6,0.8
0910401001,11.894140827118013,0,0,1,4,0.6000000000000001
0910501001,20.32063409654344,0,0,0,4,0.4
0910801001,14.735537519090743,0,0,2,12,1.6
0910901001,20.999169887869822,0,0,0,2,0.2
0911001001,12.64686618872287,0,0,1,3,0.5
0911201001,7.820047221933042,0,0,1,4,0.6000000000000001
0911301001,20.934132745836944,0,0,0,2,0.2
0911401001,20.433860642396258,0,0,0,11,1.1
0911501001,6.851105182361948,0,0,2,7,1.1
0911701001,4.401945526916506,0,1,2,5,1.2
0911901001,22.06873830386786,0,0,0,12,1.2000000000000002
0912001001,4.109924705529474,0,1,3,6,1.5
0912201001,14.753763899172906,0,0,1,3,0.5
0912301001,7.521089612735007,0,0,1,2,0.4
0912401001,0.0,1,1,1,4,1.3
0912501001,0.0,1,1,1,12,2.1
0912701001,5.82521793468636,0,0,1,4,0.6000000000000001
0912801001,5.615045813229577,0,0,9,12,3.0
0912901001,15.95065329123283,0,0,0,2,0.2
0913001001,4.943195908482507,0,1,1,3,0.8
0913101001,5.4340216697978745,0,0,3,4,0.9999999999999999
0913201001,5.191534540701719,0,0,2,4,0.8
0913301001,16.862541144680456,0,0,0,12,1.2000000000000002
0913401001,8.378422583071261,0,0,2,6,1.0
0913501001,9.291280323009634,0,0,2,7,1.1
0913601001,8.036892123554127,0,0,2,5,0.9
0913701001,8.536088386467727,0,0,3,4,0.9999999999999999
0913801001,8.338643333963306,0,0,2,5,0.9
0913901001,8.898760615263981,0,0,2,5,0.9
0914001001,15.70450666752907,0,0,0,4,0.4
0914101001,4.381192304391188,0,2,3,4,1.6
0914301001,13.189252263919231,0,0,1,13,1.5000000000000002
0914401001,11.244161461723957,0,0,1,4,0.6000000000000001
0914801001,11.152004089671406,0,0,2,5,0.9
0914901001,5.397430436671424,0,0,2,7,1.1
0915101001,11.16962860780268,0,0,2,5,0.9
0915201001,9.866035107577641,0,0,4,5,1.3
0915401001,7.039474322424927,0,0,1,4,0.6000000000000001
0915501001,9.928159839690917,0,0,2,5,0.9
0915901001,14.727058678102876,0,0,1,11,1.3
0916001001,6.796060262337996,0,0,3,5,1.0999999999999999
0916201001,16.132146497377523,0,0,0,11,1.1
0916301001,7.197541528645152,0,0,2,5,0.9
0916401001,16.11358073309074,0,0,0,4,0.4
0916601001,8.515679748423736,0,0,1,13,1.5000000000000002
0916701001,9.08387289033442,0,0,1,13,1.5000000000000002
0916801001,6.941826253057573,0,0,2,6,1.0
0916901001,14.93314474550787,0,0,1,3,0.5
0917001001,6.9988167575413796,0,0,4,5,1.3
0917201001,9.81386591054779,0,0,1,12,1.4000000000000001
0917301001,10.930241637169484,0,0,1,4,0.6000000000000001
0917401001,0.0,1,1,1,3,1.2
0917501001,16.445342637447723,0,0,0,5,0.5
0917601001,7.557932859118046,0,0,9,12,3.0
0917701001,16.949009340046242,0,0,0,10,1.0
0917801001,10.775498244458076,0,0,1,5,0.7
0917901001,7.216143490145318,0,0,1,2,0.4
0918001001,10.684033091827814,0,0,1,13,1.5000000000000002
0918101001,14.712340648361025,0,0,1,13,1.5000000000000002
0918201001,15.659416840808385,0,0,0,8,0.8
0918301001,9.003895471777495,0,0,1,2,0.4
0918401001,8.759189915378984,0,0,1,1,0.3
0918901001,12.938335045070511,0,0,2,5,0.9
0919001001,24.551637224327482,0,0,0,2,0.2
0919101001,18.59088058250052,0,0,0,7,0.7000000000000001
0919201001,17.38642299454785,0,0,0,6,0.6000000000000001
0919401001,9.625049340613526,0,0,1,3,0.5
0919401002,0.0,1,1,1,2,1.1
0919501001,11.49060979638664,0,0,2,6,1.0
0919601001,19.94822268772683,0,0,0,12,1.2000000000000002
0919701001,18.190219970662604,0,0,0,12,1.2000000000000002
0919801001,6.621570324945763,0,0,1,8,1.0
0919901001,6.1731859343705935,0,0,2,5,0.9
0920001001,19.383898184785988,0,0,0,4,0.4
0920101001,12.4141779187327,0,0,1,3,0.5
0920201001,8.55458234753717,0,0,1,13,1.5000000000000002
0920601001,6.9015251012824175,0,0,2,12,1.6
0920801001,19.20402090040268,0,0,0,11,1.1
0920901001,3.215696727952196,0,1,3,7,1.6
0920901002,0.0,1,1,2,6,1.7000000000000002
0920901003,8.513004125816972,0,0,2,6,1.0
0920901004,1.0381928579586193,0,1,2,7,1.4
0920901005,1.8680834859423203,0,1,2,6,1.2999999999999998
0921101001,0.0,1,1,3,5,1.8
0921301001,5.857261523945437,0,0,2,5,0.9
0921401001,10.463558881676878,0,0,1,5,0.7
0921501001,9.061704749043454,0,0,2,3,0.7
0921601001,16.58472472456008,0,0,0,3,0.30000000000000004
0921701001,12.874110806649941,0,0,3,5,1.0999999999999999
0921801001,9.165488230037228,0,0,3,4,0.9999999999999999
0921901001,0.0,1,2,3,3,1.9000000000000001
0921901002,1.0195460995651355,0,2,3,3,1.5
0921902001,0.37046595305230495,1,2,3,3,1.9000000000000001
0921902002,0.5899802352384754,1,2,3,3,1.9000000000000001
0921902003,0.7325710303635344,1,2,3,3,1.9000000000000001
0921902004,0.8444147553895746,1,2,3,3,1.9000000000000001
0921902005,0.7978073903540726,1,2,2,3,1.7000000000000002
0921902006,1.4947043802448141,0,2,2,3,1.3
0921902007,0.9409936159605279,1,2,2,3,1.7000000000000002
0921903001,0.4584514217576931,1,2,2,3,1.7000000000000002
0921903002,0.6697323682531816,1,2,2,3,1.7000000000000002
0921903003,0.44578790876270175,1,2,2,3,1.7000000000000002
0921903004,0.6717289995607255,1,2,2,3,1.7000000000000002
0921903005,0.9376589815815031,1,2,2,3,1.7000000000000002
0921903006,0.91929624497105,1,2,2,3,1.7000000000000002
0921903007,0.874007556558709,1,2,2,3,1.7000000000000002
0921903008,1.0171192897801051,0,2,2,3,1.3
0921903009,1.1129942894892253,0,2,2,3,1.3
0921903010,1.3925178983237292,0,2,2,3,1.3
0921903011,1.1164466499368535,0,2,2,3,1.3
0921903012,1.2602851752675024,0,2,2,3,1.3
0921903013,1.4176831099365217,0,2,2,3,1.3
0921903014,1.4911765622943278,0,2,2,3,1.3
0921903015,0.5596773558605044,1,2,2,3,1.7000000000000002
0921903016,0.7212747504338718,1,2,2,3,1.7000000000000002
0921903017,1.193390871175849,0,2,2,3,1.3
0921903018,1.299252058946822,0,2,2,3,1.3
0921904001,4.5935932343982,0,1,3,4,1.3
0921904002,0.0,1,2,2,3,1.7000000000000002
0921904003,1.7642092042793853,0,2,3,3,1.5
0922001001,6.135119553400859,0,0,1,7,0.9000000000000001
0922101001,8.302554917415577,0,0,9,10,2.8
0922301001,7.385382658603772,0,0,1,5,0.7
0922401001,18.094550282300812,0,0,0,13,1.3
0922501001,12.472098935174103,0,0,1,5,0.7
0922601001,17.498718063108278,0,0,0,2,0.2
0922701001,8.499863791746598,0,0,1,12,1.4000000000000001
0922801001,11.36096378255734,0,0,1,5,0.7
0922901001,9.21934486738408,0,0,2,5,0.9
0923001001,5.409342222700197,0,0,2,5,0.9
0923101001,11.868703906064766,0,0,1,2,0.4
0923201001,5.626082264349537,0,0,1,4,0.6000000000000001
0923501001,9.826929195411292,0,0,1,6,0.8
0923601001,8.827705084539696,0,0,2,12,1.6
0923801001,0.0,1,1,2,8,1.9000000000000001
0923901001,17.3187734705655,0,0,0,5,0.5
0924101001,7.251454999478868,0,0,9,11,2.9
0924201001,7.089296373428698,0,0,1,6,0.8
0924301001,5.9968703621925386,0,0,2,4,0.8
0924401001,14.141985183677747,0,0,1,7,0.9000000000000001
0924601001,10.627200274754115,0,0,2,5,0.9
0924701001,10.393306503127521,0,0,2,6,1.0
0924801001,23.296455133979883,0,0,0,10,1.0
0924901001,7.871786758921536,0,0,2,9,1.3
0925001001,8.024018831574281,0,0,2,11,1.5
0925101001,0.0,1,1,2,7,1.8
0925301001,12.129161343060897,0,0,3,4,0.9999999999999999
0925501001,11.810163015475618,0,0,2,6,1.0
0925601001,7.516033361399294,0,0,1,5,0.7
0925701001,8.72375065660279,0,0,1,13,1.5000000000000002
0925801001,12.775025545061157,0,0,1,6,0.8
0925901001,13.639117303551966,0,0,6,12,2.4
0926101001,17.724426311225518,0,0,0,4,0.4
0926201001,8.002797000809242,0,0,1,5,0.7
0926501001,10.732328904855923,0,0,2,6,1.0
0926601001,19.599374685305776,0,0,0,2,0.2
0926701001,9.35356097809571,0,0,1,4,0.6000000000000001
0926801001,12.05252989877571,0,0,2,4,0.8
0926901001,4.688427729304475,0,1,1,3,0.8
0927001001,15.780151440812872,0,0,0,5,0.5
0927201001,13.33366410872728,0,0,1,5,0.7
0927301001,6.87003073818058,0,0,1,5,0.7
0927401001,11.40170096477304,0,0,1,2,0.4
0927501001,8.94296048838342,0,0,2,12,1.6
0927601001,14.755388188172986,0,0,1,3,0.5
0927701001,16.37755152631943,0,0,0,2,0.2
0927901001,9.49957710641184,0,0,2,5,0.9
0928001001,7.655702382640317,0,0,2,6,1.0
0928101001,11.578759810751357,0,0,3,5,1.0999999999999999
0928301001,8.54478753080097,0,0,3,6,1.2
0928701001,10.79783281869073,0,0,10,12,3.2
0928801001,12.454548025293349,0,0,4,12,2.0
0928901001,4.34601149841475,0,1,1,4,0.9
0928901002,0.0,1,1,2,4,1.5
0929201001,12.914882361035652,0,0,1,13,1.5000000000000002
0929401001,2.888833304541507,0,1,1,2,0.7
0929501001,19.54497225732088,0,0,0,3,0.30000000000000004
0929701001,11.646469547808987,0,0,10,12,3.2
0929801001,8.45711882452552,0,0,3,6,1.2
0930101001,6.14876154611938,0,0,9,12,3.0
0930201001,11.784203994078634,0,0,2,5,0.9
0930301001,14.315084256811696,0,0,1,3,0.5
0930401001,8.01262235441401,0,0,7,13,2.7
0930601001,12.326031241689401,0,0,1,5,0.7
0930701001,10.51993637287277,0,0,1,4,0.6000000000000001
0930801001,7.5460024175455604,0,0,1,5,0.7
0930901001,5.969238078782422,0,0,2,4,0.8
0931001001,8.814148516618364,0,0,1,8,1.0
0931101001,18.65717280439572,0,0,0,3,0.30000000000000004
0931201001,7.261050331412837,0,0,1,4,0.6000000000000001
0931401001,20.04684992919331,0,0,0,11,1.1
0931501001,12.074979138115697,0,0,9,12,3.0
0931601001,12.390109750944227,0,0,1,4,0.6000000000000001
0931701001,7.558445457171701,0,0,2,4,0.8
0931801001,15.556956907304958,0,0,0,3,0.30000000000000004
0932101001,0.0,1,1,2,5,1.6
0932101002,0.5343425942016011,1,1,2,5,1.6
0932301001,13.112535542863503,0,0,1,7,0.9000000000000001
0932501001,13.294855113972266,0,0,1,3,0.5
0932601001,8.33512314480798,0,0,9,12,3.0
0932701001,13.876256332330573,0,0,1,14,1.6
0932801001,12.944342278085806,0,0,2,6,1.0
0932901001,7.573068115697197,0,0,1,8,1.0
0933001001,0.0,1,1,1,4,1.3
0933201001,7.137288924681076,0,0,9,10,2.8
0933401001,7.1619088585067985,0,0,1,6,0.8
0933501001,18.87712538938911,0,0,0,10,1.0
0933701001,13.934677500243314,0,0,2,4,0.8
0933801001,7.0816053716809755,0,0,10,13,3.3
0933901001,8.807160651845624,0,0,2,5,0.9
0934001001,12.646876596128212,0,0,1,1,0.3
0934301001,9.601090570918918,0,0,1,3,0.5
0934501001,12.083582816478234,0,0,2,3,0.7
0934601001,16.109332404537508,0,0,0,2,0.2
0934701001,7.771068191553269,0,0,3,6,1.2
0934801001,10.097312200803517,0,0,1,3,0.5
0935001001,0.0,1,1,1,5,1.4
0935101001,16.964096838995385,0,0,0,12,1.2000000000000002
0935201001,19.931493536005213,0,0,0,5,0.5
0935301001,5.060735280361619,0,0,2,7,1.1
0935401001,14.67513397086671,0,0,1,13,1.5000000000000002
0935501001,16.908003262443458,0,0,0,5,0.5
0935601001,18.99557809865171,0,0,0,3,0.30000000000000004
0935801001,16.36240590249203,0,0,0,3,0.30000000000000004
0936001001,7.065714892564711,0,0,1,2,0.4
0936101001,12.275616196394322,0,0,1,3,0.5
0936201001,9.709406778859794,0,0,10,12,3.2
0936301001,13.868433122530742,0,0,1,13,1.5000000000000002
0936501001,9.890556159949837,0,0,1,5,0.7
0936601001,8.801139397445384,0,0,1,1,0.3
0936801001,9.098850522218804,0,0,2,5,0.9
0936901001,14.810809338595968,0,0,1,5,0.7
0937201001,7.465285304370893,0,0,9,12,3.0
0937301001,10.363332487772311,0,0,1,5,0.7
0937401001,9.116014237037769,0,0,1,13,1.5000000000000002
0937501001,9.519092918503922,0,0,1,14,1.6
0937701001,8.437437044055264,0,0,10,12,3.2
0937801001,17.76676779834529,0,0,0,3,0.30000000000000004
0938001001,13.739999024255908,0,0,1,5,0.7
0938101001,16.746350620768112,0,0,0,2,0.2
0938201001,6.481112763668502,0,0,1,13,1.5000000000000002
0938401001,11.32983107209586,0,0,2,3,0.7
0938601001,15.121132307653534,0,0,0,12,1.2000000000000002
0938701001,8.32394011647524,0,0,3,5,1.0999999999999999
0938801001,23.7121128897325,0,0,0,11,1.1
0938901001,7.184849140319162,0,0,1,4,0.6000000000000001
0939001001,18.211577167670665,0,0,0,6,0.6000000000000001
0939101001,16.90367808216012,0,0,0,4,0.4
0939201001,4.07126762753187,0,1,1,3,0.8
0939401001,0.0,1,1,2,5,1.6
0939501001,6.45010867549612,0,0,1,3,0.5
0939601001,15.948683509104413,0,0,0,5,0.5
0939801001,14.636772219882813,0,0,1,3,0.5
0940001001,10.335946649379853,0,0,2,4,0.8
0940301001,16.76406926829563,0,0,0,5,0.5
0940501001,11.194887950996948,0,0,3,5,1.0999999999999999
0940601001,17.452161298750063,0,0,0,12,1.2000000000000002
0940701001,14.764840386761591,0,0,1,3,0.5
0940801001,7.95878308103489,0,0,2,7,1.1
0940901001,11.243920974919028,0,0,1,5,0.7
0941001001,0.0,1,1,1,3,1.2
0941002001,6.354922423421161,0,0,1,4,0.6000000000000001
0941003001,6.181063788402524,0,0,1,1,0.3
0941101001,11.195814442129489,0,0,2,4,0.8
0941201001,11.577625081018933,0,0,2,6,1.0
0941301001,21.011155857490778,0,0,0,4,0.4
0941401001,12.28739540350832,0,0,2,4,0.8
0941501001,16.54909602102339,0,0,0,4,0.4
0941601001,14.148436452518485,0,0,1,3,0.5
0941701001,13.78622444727859,0,0,1,6,0.8
0941801001,6.988631875666763,0,0,1,4,0.6000000000000001
0941901001,8.02685446052792,0,0,2,6,1.0
0942101001,17.145243510250644,0,0,0,4,0.4
0942201001,9.33218089552616,0,0,3,6,1.2
0942301001,7.8165319323906814,0,0,2,6,1.0
0942401001,7.276607527206592,0,0,1,4,0.6000000000000001
0942501001,9.70665510683408,0,0,2,5,0.9
0942701001,0.0,1,1,1,5,1.4
0942701002,4.440119237244611,0,1,1,5,1.0
0942801001,9.59569410679067,0,0,1,5,0.7
0942901001,17.95974692850365,0,0,0,12,1.2000000000000002
0943001001,12.452474472900107,0,0,1,1,0.3
0943101001,11.024280411517228,0,0,1,5,0.7
0943201001,15.12128123922023,0,0,0,3,0.30000000000000004
0943301001,7.628790034930024,0,0,1,2,0.4
0943401001,4.457938336052618,0,3,10,12,4.1
0943701001,7.817282707972448,0,0,1,3,0.5
0943801001,4.036483564040577,0,1,4,4,1.5
0943901001,4.682574029878565,0,1,10,12,3.5
0944001001,16.556804230662266,0,0,0,6,0.6000000000000001
0944101001,9.024359051318546,0,0,2,13,1.7000000000000002
0944201001,9.951092170374515,0,0,1,5,0.7
0944301001,14.47120044285377,0,0,1,12,1.4000000000000001
0944401001,10.267387915268861,0,0,2,4,0.8
0944501001,5.8489707213655855,0,0,1,3,0.5
0944601001,14.033244485345959,0,0,2,4,0.8
0944701001,20.329277735471052,0,0,0,10,1.0
0944801001,12.433946783855404,0,0,1,12,1.4000000000000001
0944901001,13.911241244013507,0,0,1,13,1.5000000000000002
0945001001,7.847514674755351,0,0,1,4,0.6000000000000001
0945101001,9.094783146724529,0,0,2,6,1.0
0945401001,2.9773792629303575,0,1,1,7,1.2000000000000002
0945501001,17.071520235334486,0,0,0,6,0.6000000000000001
0945601001,11.823970005127626,0,0,2,9,1.3
0945801001,7.233911048600444,0,0,10,11,3.1
0946001001,12.85165008090553,0,0,1,6,0.8
0946301001,20.19299497322698,0,0,0,11,1.1
0946401001,13.344162749624328,0,0,1,5,0.7
0946601001,12.654895668897993,0,0,2,12,1.6
0946701001,6.452396033511596,0,0,1,4,0.6000000000000001
0947101001,4.903612709926785,0,1,9,11,3.2
0947201001,9.260487766466854,0,0,2,4,0.8
0947301001,5.678491504870053,0,0,1,7,0.9000000000000001
0947601001,20.09377203429361,0,0,0,10,1.0
0947801001,6.780865370791547,0,0,1,2,0.4
0948001001,12.95148975919038,0,0,2,8,1.2000000000000002
0948201001,4.453656243699048,0,1,2,5,1.2
0948301001,11.045378245121615,0,0,2,4,0.8
0948501001,8.436070140395248,0,0,2,7,1.1
0990101001,12.20998528894148,0,0,1,2,0.4
0990201001,14.700389680665097,0,0,1,13,1.5000000000000002
0990301001,0.7567684695799403,1,1,2,6,1.7000000000000002
0990301002,0.0,1,1,2,6,1.7000000000000002
0990301003,0.49475775814836953,1,1,2,6,1.7000000000000002
0990401001,11.783909318008867,0,0,2,11,1.5
0990501001,0.0,1,1,1,4,1.3
0990601001,0.0,1,1,1,13,2.2
0990701001,7.740252894546012,0,0,9,12,3.0
0990801001,14.761125611332147,0,0,1,4,0.6000000000000001
2400101001,10.855740650167757,0,0,1,3,0.5
2400201001,11.85590661921736,0,0,1,4,0.6000000000000001
2400301001,16.915364923446504,0,0,0,5,0.5
2400401001,18.73188703620871,0,0,0,3,0.30000000000000004
2400501001,19.160069111290372,0,0,0,4,0.4
2400601001,16.32029826563526,0,0,0,20,2.0
2400701001,7.873321495080835,0,0,9,11,2.9
2400801001,0.9711898427431078,1,1,2,6,1.7000000000000002
2400801002,1.3168732216534678,0,1,2,6,1.2999999999999998
2400802001,2.310220939880928,0,1,2,5,1.2
2400802002,7.031780427072546,0,0,1,6,0.8
2400802003,1.7975930340278443,0,1,1,6,1.1
2400803001,1.6573683974184796,0,1,2,5,1.2
2400803002,0.0,1,1,2,6,1.7000000000000002
2400901001,14.814398062848587,0,0,1,4,0.6000000000000001
2401001001,1.2540263988917033,0,1,2,5,1.2
2401001002,0.0,1,1,2,5,1.6
2401001003,0.3866349483538234,1,1,2,5,1.6
2401001004,1.6911283382313453,0,1,2,5,1.2
2401001005,1.750606603071262,0,1,2,5,1.2
2401001006,2.1508226314096826,0,1,2,5,1.2
2401201001,7.862954981372017,0,0,1,3,0.5
2401401001,1.8162222549073308,0,1,3,10,1.9
2401401003,0.0,1,1,3,10,2.3000000000000003
2401401004,0.66417316783283,1,1,3,10,2.3000000000000003
2401401007,0.7910519773222825,1,1,3,10,2.3000000000000003
2401501001,0.0,1,1,2,18,2.9000000000000004
2401501002,5.213146783616328,0,0,2,14,1.8000000000000003
2401601001,9.740039109041634,0,0,1,7,0.9000000000000001
2401701001,5.249434222151782,0,0,1,17,1.9000000000000001
2401801001,10.740524232409467,0,0,1,3,0.5
2402001001,12.786284708543267,0,0,1,3,0.5
2402101001,0.0,1,1,1,4,1.3
2402201001,8.032434327230467,0,0,6,9,2.0999999999999996
2402301001,12.759574337731642,0,0,2,4,0.8
2402401001,15.35155723935387,0,0,0,3,0.30000000000000004
2402501001,9.93620235235641,0,0,1,3,0.5
2402701001,8.238303097321419,0,0,7,12,2.6
2402801001,12.793907944664426,0,0,1,18,2.0
2402901001,0.0,1,1,2,2,1.3
2403001001,5.242690814060395,0,0,7,11,2.5
2403001003,7.173301586542269,0,0,5,11,2.1
2403101001,7.725798562957563,0,0,1,2,0.4
2403201001,16.25347639546453,0,0,0,2,0.2
2403301001,14.180955559625348,0,0,1,18,2.0
2403601001,12.173889540881598,0,0,1,4,0.6000000000000001
2403701001,13.901978878727338,0,0,1,2,0.4
2403801002,3.8639864283309437,0,1,7,11,2.8
2403901001,10.597111892261909,0,0,1,19,2.1
2403901002,10.64848838913397,0,0,2,19,2.3000000000000003
2404001001,10.236999911997925,0,0,1,17,1.9000000000000001
2404101001,7.421347970488544,0,0,3,8,1.4
2404201001,11.099489089267802,0,0,1,1,0.3
2404301001,20.7695435831497,0,0,0,6,0.6000000000000001
2404401001,13.119360390260765,0,0,1,4,0.6000000000000001
2404601001,14.100570962331632,0,0,1,5,0.7
2404701001,0.0,1,1,1,4,1.3
2405001001,15.450927641091083,0,0,0,3,0.30000000000000004
2405101001,18.863787673848787,0,0,0,2,0.2
2405201001,13.963994179561901,0,0,1,4,0.6000000000000001
2405301001,6.901786048895019,0,0,2,6,1.0
2405401001,13.107893425564338,0,0,1,3,0.5
2405501001,11.925627901373032,0,0,5,19,2.9000000000000004
2405601001,0.0,1,1,1,4,1.3
2405601002,9.729153791360682,0,0,1,4,0.6000000000000001
2405801001,11.825614817087175,0,0,2,18,2.2
2406001001,9.242241186934308,0,0,3,4,0.9999999999999999
2406201001,9.762695792168854,0,0,1,18,2.0
2406301001,20.576286787014354,0,0,0,4,0.4
2406401001,6.750966549988145,0,0,8,11,2.7
2406501001,9.966100660950437,0,0,14,20,4.800000000000001
2406501002,13.84188742970263,0,0,3,21,2.7
2406601001,13.515005615469464,0,0,1,5,0.7
2406701001,20.708090631730045,0,0,0,2,0.2
2406801001,13.02275942313235,0,0,2,4,0.8
2406901001,6.900245844653205,0,0,1,4,0.6000000000000001
2407001001,0.0,1,2,3,10,2.6
2407001002,2.3996380972257727,0,1,3,10,1.9
2407001003,3.50916163756481,0,1,3,11,2.0
2407001004,2.5503843756506295,0,1,3,10,1.9
2407101001,6.727471654096263,0,0,2,9,1.3
2407301001,7.419486317693206,0,0,1,17,1.9000000000000001
2407401001,13.077644610413824,0,0,1,2,0.4
2407701001,8.329353970747103,0,0,1,4,0.6000000000000001
2407801001,19.087333500729002,0,0,0,2,0.2
2407901001,18.589268245970953,0,0,0,18,1.8
2408001001,2.9636105480687114,0,1,1,2,0.7
2408101001,11.209789916621045,0,0,2,16,2.0
2408301001,15.615982920168866,0,0,0,5,0.5
2408401001,17.545254676042028,0,0,0,4,0.4
2408601001,12.11477540907103,0,0,1,4,0.6000000000000001
2408701001,3.3229848733924716,0,1,2,5,1.2
2408801001,14.747418931182757,0,0,1,4,0.6000000000000001
2408901001,0.6238326267171542,4,13,15,18,10.299999999999999
2408901002,0.8084970026064371,2,14,15,18,9.8
2408901003,0.8563241237060633,3,13,15,18,9.9
2408901004,0.9840201643994593,1,13,15,18,9.1
2408901005,1.0328975916565546,0,13,15,18,8.700000000000001
2408901006,0.9444492951867638,2,13,15,18,9.5
2408902001,0.5597131266640364,3,13,15,18,9.9
2408902002,0.33868374601327916,4,14,15,18,10.600000000000001
2408902003,0.42330889702695557,2,14,15,18,9.8
2408902004,0.6287899211266873,2,14,15,18,9.8
2408902005,0.6699079452556987,2,14,15,18,9.8
2408902006,0.3059045406217094,4,13,15,18,10.299999999999999
2408902007,0.3464509690135439,4,14,15,18,10.600000000000001
2408902008,0.43099019562537505,3,14,15,18,10.200000000000001
2408902009,0.6929842759715175,3,14,15,18,10.200000000000001
2408902010,0.6175233113613059,2,14,15,18,9.8
2408903001,0.3713808137246744,3,14,15,18,10.200000000000001
2408903002,0.6784603977566032,2,14,15,18,9.8
2408903003,1.949716196791612,0,14,15,19,9.100000000000001
2408903004,0.3023225543429757,4,13,15,18,10.299999999999999
2408903005,0.0,3,13,15,18,9.9
2408903006,0.4808891606673007,1,13,15,18,9.1
2408903007,0.7858302466854534,1,13,15,18,9.1
2408903008,1.176316286268063,0,14,15,18,9.000000000000002
2408903009,0.7831684278290493,3,14,15,18,10.200000000000001
2408903010,0.1833005058458761,4,14,15,18,10.600000000000001
2408903011,0.20345235610651669,3,14,15,18,10.200000000000001
2408903012,0.2827806229127149,2,13,15,18,9.5
2408903013,0.5176320817516078,3,14,15,18,10.200000000000001
2408903014,0.5079056294414398,3,14,15,18,10.200000000000001
2408903015,1.6376748618343127,0,14,15,19,9.100000000000001
2408903016,0.5346149251925338,3,14,15,18,10.200000000000001
2408903017,0.0,4,14,15,18,10.600000000000001
2408903018,1.051808729545617,0,14,15,18,9.000000000000002
2408903019,0.868497206189057,2,14,15,18,9.8
2408903020,1.2041465883933966,0,13,15,17,8.6
2408903021,1.1087580257241991,0,14,15,19,9.100000000000001
2408904001,0.22159000459331485,4,13,15,18,10.299999999999999
2408904002,0.493123748352169,4,13,15,18,10.299999999999999
2408904003,0.4419916340035342,4,13,15,18,10.299999999999999
2408904004,0.33828983274334395,4,13,15,18,10.299999999999999
2408904005,0.8150938355169469,1,13,15,17,8.999999999999998
2408904006,0.0,4,13,15,18,10.299999999999999
2408904007,0.4238705498293995,4,13,15,18,10.299999999999999
2408904008,0.49279747253251943,4,13,15,18,10.299999999999999
2408904009,0.40191361254013985,4,13,15,18,10.299999999999999
2408904010,0.3564053081157354,4,13,15,18,10.299999999999999
2408904011,0.14723705710613436,4,13,15,18,10.299999999999999
2408904012,0.2781796678922957,4,13,15,18,10.299999999999999
2408904013,0.0,2,13,15,18,9.5
2408904014,0.23440296126240986,4,13,15,18,10.299999999999999
2408904015,1.0554517825527863,0,12,15,17,8.299999999999999
2408905001,0.5787759476787037,3,13,15,18,9.9
2408905002,0.6784171114332631,1,12,15,18,8.8
2408905003,0.540504943547224,2,13,15,18,9.5
2408905004,0.6258786090994792,3,13,15,18,9.9
2408905005,0.4146180195354048,3,13,15,18,9.9
2408905006,0.5440570417990774,1,12,15,18,8.8
2408905007,0.5140847014967124,3,13,15,18,9.9
2408905008,0.38372825307467984,2,12,15,18,9.200000000000001
2408905009,0.25359390191940695,1,12,15,18,8.8
2408905010,0.48350682814947954,2,13,15,18,9.5
2408905011,0.45006999776597323,1,12,15,18,8.8
