CUSEC;dist_min_ceas_km;disp_ponderada_ceas;dist_min_especializada_km;disp_ponderada_especializada;dist_min_primaria_km;disp_ponderada_primaria;dist_min_infantil_y_primaria_km;disp_ponderada_infantil_y_primaria;dist_min_adultos_e_idiomas_km;disp_ponderada_adultos_e_idiomas;dist_min_secundaria_y_bachillerato_km;dist_min_educación_especial_km;disp_ponderada_educación_especial;dist_min_formación_profesional_km;disp_ponderada_formación_profesional;dist_min_inclusión_social_km;disp_ponderada_inclusión_social;dist_min_población_general_km;disp_ponderada_población_general;dist_min_toxicomanías_y_adicciones_km;disp_ponderada_toxicomanías_y_adicciones;dist_min_personas_con_discapacidad_km;disp_ponderada_personas_con_discapacidad;dist_min_familia_km;disp_ponderada_familia;dist_min_mujer_km;disp_ponderada_mujer;dist_min_infancia_y_juventud_km;disp_ponderada_infancia_y_juventud;dist_min_voluntariado_km;disp_ponderada_voluntariado;dist_min_personas_mayores_km;disp_ponderada_personas_mayores;Seccion_id
0905908001;0,145;6,4;2,017;1,2;0,242;11;0,5;18,3;1,489;1,8;0,494;1,507;0,6;1,071;2,1;0,788;28,7;0,788;4,6;2,202;4,9;0,788;11,5;1,785;5,7;1,785;5,2;2,202;2,7;1,785;0,9;5,422;1,5;477
0905908002;0,32;6,4;2,059;1,2;0,4;11;0,677;18,3;1,593;1,8;0,593;1,663;0,6;1,152;2,1;0,909;28,7;0,909;4,6;2,323;4,9;0,909;11,5;1,716;5,7;1,716;5,2;2,323;2,7;1,716;0,9;5,587;1,5;478
0905908003;1,936;5,5;3,213;1,2;1,593;8,3;0;16,1;3,057;1,8;0;3,275;0,6;2,588;2,1;2,255;25,5;2,255;4,2;3,812;4,8;2,255;11,1;2,255;5,7;2,255;5,2;3,812;2,7;2,255;0,9;7,21;1,5;479
0905908004;0,444;6;1,586;1,2;0,44;11,4;0,769;18,7;1,481;1,8;0,836;1,866;0,6;1,031;2,1;0,911;29,9;0,911;6,2;2,223;4,9;0,911;13,9;0,911;7,7;0,911;7,1;2,223;2,7;0,911;1,3;5,739;1,5;480
0905908005;2,322;5;3,102;1,2;1,852;7,3;2,125;15,3;3,508;1,5;2,202;4,056;0,6;3,165;2,1;1,926;25,5;1,926;4,2;2,877;4,8;1,926;11,1;1,926;5,7;1,926;5,1;2,877;2,7;1,926;0,9;7,692;1,5;481
0905908006;0,652;6,8;1,612;1,8;0,435;11,4;0,938;19;1,299;1,8;0,469;1,568;0,6;0,829;2,5;0,748;28,7;0,748;4,6;2,054;4,9;0,748;11,5;1,223;5,7;1,223;5,1;2,054;2,7;1,223;0,9;5,488;1,5;482
0905908007;0,139;6,4;2,131;1,2;0,316;10,6;0,474;18,3;1,581;1,8;0,597;1,555;0,6;1,175;2,1;0,874;28,7;0,874;4,6;2,282;4,9;0,874;11,5;1,904;5,7;1,904;5,2;2,282;2,7;1,904;0,9;5,45;1,5;483
0905908008;0,554;6,4;2,277;1,2;0,669;10,3;0,902;18;1,856;1,8;0,86;1,935;0,6;1,406;2,1;1,18;25,5;1,18;4,2;2,591;4,9;1,18;11,1;1,805;5,7;1,805;5,2;2,591;2,7;1,805;0,9;5,855;1,5;484
0905908009;2,954;4,4;4,98;1,2;3,15;6,5;2,739;14,2;4,39;1,2;2,739;4,148;0,6;4,02;1,5;3,689;23,6;3,689;4,2;5,012;4;3,689;9,6;4,513;5,4;4,513;4,6;5,012;2,1;4,513;0,9;7,533;1,5;485
0905908010;0,984;5,7;1,945;1,2;0,506;9;0,898;17,7;2,197;1,8;1,649;2,712;0,6;1,824;2,1;0,755;29,9;0,755;6,2;2,864;4,8;0,755;13,9;0,755;7,7;0,755;7,1;2,864;2,7;0,755;1,3;6,446;1,5;486
0905908011;0,563;6;1,68;1,2;0;10,3;0,698;18,4;1,775;1,8;1,268;2,241;0,6;1,366;2,1;0,679;29,9;0,679;6,2;2,483;4,8;0,679;13,9;0,679;7,7;0,679;7,1;2,483;2,7;0,679;1,3;6,047;1,5;487
0905909001;0,307;7,2;2,808;1,8;0,424;13;0,424;20,3;0,161;2,6;0,57;1,758;0,6;1,152;2,1;1,727;32,4;2,25;4,8;1,727;7,3;2,25;12,3;2,25;7,5;2,25;5,4;1,727;3,6;2,25;1,2;2,25;3;488
0905909002;0,276;6,8;2,888;1,8;0,46;13;0,46;19,5;0,137;2,2;0,567;1,826;0,6;1,232;2,1;1,807;32,4;2,204;4,8;1,807;7,3;2,204;12,3;2,204;7,5;2,204;5,4;1,807;3,6;2,204;1,2;2,204;3;489
0905909003;0,473;6,8;2,891;1,8;0,331;12,2;0;19,4;0,577;2,2;0,424;2,289;0,6;1,584;2,1;1,742;32,4;1,742;4,8;1,742;7,3;1,742;12,3;1,742;7,5;1,742;5,4;1,742;3,6;1,742;1,2;1,742;3;490
0905909004;0,164;6,8;2,7;1,8;0,396;12,6;0,314;19,4;0,883;2,2;0,42;2,546;0,6;1,753;2,1;1,436;32,4;1,436;4,8;1,436;7,3;1,436;12,3;1,436;7,5;1,436;5,4;1,436;3,6;1,436;1,2;1,436;3;491
0905909005;0,296;6,8;2,825;1,8;0,275;12,2;0,213;19,4;0,79;2,2;0,455;2,493;0,6;1,747;2,1;1,531;32,4;1,531;4,8;1,531;7,3;1,531;12,3;1,531;7,5;1,531;5,4;1,531;3,6;1,531;1,2;1,531;3;492
0905909006;0,705;6,4;3,582;1,8;0,661;11;0,271;17,4;0,832;2,2;0,75;2,27;0,6;2,038;2,1;2,508;32,4;2,508;4,8;2,508;7,3;2,508;12,3;2,508;7,5;2,508;5,4;2,508;3,6;2,508;1,2;2,508;3;493
0905909007;0;6,4;2,951;1,8;0,729;13;0,476;19,4;0,146;2,2;0,769;1,77;0,6;1,348;2,1;1,887;32,4;2,395;4,8;1,887;7,3;2,395;12,3;2,395;7,5;2,395;5,4;1,887;3,6;2,395;1,2;2,395;3;494
0905909008;0,267;6,4;3,216;1,8;0,633;11,4;0,315;18,6;0,369;2,2;0,578;2,009;0,6;1,612;2,1;2,154;32,4;2,303;4,8;2,154;7,3;2,303;12,3;2,303;7,5;2,303;5,4;2,154;3,6;2,303;1,2;2,303;3;495
0905909009;0,568;6,8;3,212;1,8;0,272;11,4;0,322;18,6;0,563;2,2;0,213;2,324;0,6;1,754;2,1;1,89;32,4;1,89;4,8;1,89;7,3;1,89;12,3;1,89;7,5;1,89;5,4;1,89;3,6;1,89;1,2;1,89;3;496
0905909010;0,279;6,8;3,002;1,8;0,521;13;0,394;19,5;0,183;2,2;0,573;1,929;0,6;1,345;2,1;1,921;32,4;2,135;4,8;1,921;7,3;2,135;12,3;2,135;7,5;2,135;5,4;1,921;3,6;2,135;1,2;2,135;3;497
0905909011;0,381;6,8;3,168;1,8;0,446;12,2;0,322;19;0,36;2,2;0,417;2,122;0,6;1,562;2,1;2,027;32,4;2,027;4,8;2,027;7,3;2,027;12,3;2,027;7,5;2,027;5,4;2,027;3,6;2,027;1,2;2,027;3;498
0905909012;0,536;6,8;3,096;1,8;0;11,4;0,331;19;0,797;2,2;0,191;2,556;0,6;1,907;2,1;1,623;32,4;1,623;4,8;1,623;7,3;1,623;12,3;1,623;7,5;1,623;5,4;1,623;3,6;1,623;1,2;1,623;3;499
0905909013;0,462;6,8;2,867;1,8;0,322;13;0,322;19,5;0,328;2,2;0,377;1,94;0,6;1,244;2,1;1,836;32,4;2,042;4,8;1,836;7,3;2,042;12,3;2,042;7,5;2,042;5,4;1,836;3,6;2,042;1,2;2,042;3;500
0905909014;0,41;6,8;2,984;1,8;0,166;11,4;0,385;18,6;0,921;2,2;0,344;2,665;0,6;1,962;2,1;1,459;32,4;1,459;4,8;1,459;7,3;1,459;12,3;1,459;7,5;1,459;5,4;1,459;3,6;1,459;1,2;1,459;3;501
0905909015;0;6;2,574;1,8;0,536;11,8;0,473;18,6;1,031;1,8;0,35;2,655;0,6;1,816;2,1;1,299;32,4;1,299;4,8;1,299;7,3;1,299;12,3;1,299;7,5;1,299;5,4;1,299;3,6;1,299;1,2;1,299;3;502
0905909016;3,921;3,8;5,649;0,9;3,702;6,9;3,303;12,4;4,584;1,2;3,571;6,337;0,3;5,701;1;1,784;26,1;3,108;3;1,784;7;1,784;9,9;1,784;6;1,784;3,9;3,108;3,3;3,108;0,9;3,108;3;503
0905909017;0,467;7,2;2,714;1,8;0,275;12,6;0,275;19,9;0,322;2,6;0,475;1,74;0,6;1,042;2,1;1,63;32,4;2,219;4,8;1,63;7,3;2,219;12,3;2,219;7,5;2,219;5,4;1,63;3,6;2,219;1,2;2,219;3;504
0905909018;0,379;6,4;3,328;1,8;0,538;11,4;0,307;18,6;0,473;2,2;0,511;2,115;0,6;1,722;2,1;2,264;32,4;2,264;4,8;2,264;7,3;2,264;12,3;2,264;7,5;2,264;5,4;2,264;3,6;2,264;1,2;2,264;3;505
0905909019;0,52;6,4;3,471;1,8;0,413;11;0,252;17,8;0,604;2,2;0,427;2,257;0,6;1,856;2,1;2,198;32,4;2,198;4,8;2,198;7,3;2,198;12,3;2,198;7,5;2,198;5,4;2,198;3,6;2,198;1,2;2,198;3;506
0905909020;0,146;6,4;2,884;1,8;0,583;13;0,577;19,8;0;2,2;0,705;1,762;0,6;1,253;2,1;1,81;32,4;2,318;4,8;1,81;7,3;2,318;12,3;2,318;7,5;2,318;5,4;1,81;3,6;2,318;1,2;2,318;3;507
0905909021;0,36;6,8;3,283;1,8;0,505;12,2;0,46;19;0,399;2,2;0,415;2,13;0,6;1,645;2,1;2,121;32,4;2,121;4,8;2,121;7,3;2,121;12,3;2,121;7,5;2,121;5,4;2,121;3,6;2,121;1,2;2,121;3;508
0905909022;0,415;6,8;2,98;1,8;0,477;13;0,261;19,4;0,318;2,2;0,467;2,038;0,6;1,394;2,1;1,981;32,4;1,999;4,8;1,981;7,3;1,999;12,3;1,999;7,5;1,999;5,4;1,981;3,6;1,999;1,2;1,999;3;509
0905909023;0,429;6;2,964;1,8;0,352;10,7;0,573;18,2;1,121;1,8;0,251;2,86;0,6;2,129;2,1;1,275;32,4;1,275;4,8;1,275;7,3;1,275;12,3;1,275;7,5;1,275;5,4;1,275;3,6;1,275;1,2;1,275;3;510
0905909024;0,866;6,8;3,473;1,8;0;11;0,268;17,8;0,902;2,2;0,202;2,635;0,6;2,124;2,1;1,852;32,4;1,852;4,8;1,852;7,3;1,852;12,3;1,852;7,5;1,852;5,4;1,852;3,6;1,852;1,2;1,852;3;511
0905909025;0,589;6,8;3,416;1,8;0,278;11;0,261;18,2;0,634;2,2;0,245;2,357;0,6;1,874;2,1;2,015;32,4;2,015;4,8;2,015;7,3;2,015;12,3;2,015;7,5;2,015;5,4;2,015;3,6;2,015;1,2;2,015;3;512
0905909026;0,45;6,8;3,059;1,8;0,41;12,2;0,217;19,4;0,393;2,2;0,431;2,146;0,6;1,53;2,1;1,945;32,4;1,945;4,8;1,945;7,3;1,945;12,3;1,945;7,5;1,945;5,4;1,945;3,6;1,945;1,2;1,945;3;513
0905909027;0,501;6,8;3,163;1,8;0,324;12,2;0,277;19;0,483;2,2;0,299;2,246;0,6;1,666;2,1;1,923;32,4;1,923;4,8;1,923;7,3;1,923;12,3;1,923;7,5;1,923;5,4;1,923;3,6;1,923;1,2;1,923;3;514
0905909028;0,638;6,8;3,21;1,8;0,136;11;0,464;18,6;0,885;2,2;0,147;2,647;0,6;2,03;2,1;1,626;32,4;1,626;4,8;1,626;7,3;1,626;12,3;1,626;7,5;1,626;5,4;1,626;3,6;1,626;1,2;1,626;3;515
0905909029;0,236;6,8;3,108;1,8;0,591;12,6;0,437;19;0,228;2,2;0,55;1,984;0,6;1,466;2,1;2,032;32,4;2,164;4,8;2,032;7,3;2,164;12,3;2,164;7,5;2,164;5,4;2,032;3,6;2,164;1,2;2,164;3;516
0905909030;0,217;6,8;3,038;1,8;0,606;13;0,44;19,4;0,167;2,2;0,609;1,93;0,6;1,393;2,1;1,961;32,4;2,179;4,8;1,961;7,3;2,179;12,3;2,179;7,5;2,179;5,4;1,961;3,6;2,179;1,2;2,179;3;517
0905909031;0,655;6,8;3,388;1,8;0,214;11;0,273;18,2;0,688;2,2;0,17;2,425;0,6;1,917;2,1;1,941;32,4;1,941;4,8;1,941;7,3;1,941;12,3;1,941;7,5;1,941;5,4;1,941;3,6;1,941;1,2;1,941;3;518
0905909032;0,342;6,8;2,702;1,8;0,435;12,6;0,435;20,2;0,211;2,6;0,628;1,65;0,6;1,053;2,1;1,623;32,4;2,343;4,8;1,623;7,3;2,343;12,3;2,343;7,5;2,343;5,4;1,623;3,6;2,343;1,2;2,343;3;519
0905909033;0,455;6,8;3,025;1,8;0,092;11,4;0,34;18,6;0,855;2,2;0,278;2,605;0,6;1,923;2,1;1,535;32,4;1,535;4,8;1,535;7,3;1,535;12,3;1,535;7,5;1,535;5,4;1,535;3,6;1,535;1,2;1,535;3;520
0905909034;0,193;6,8;2,759;1,8;0,691;12,6;0,615;20,2;0,198;2,6;0,864;1,584;0,6;1,172;2,1;1,7;32,4;2,392;4,8;1,7;7,3;2,392;12,3;2,514;7,5;2,514;5,4;1,7;3,6;2,514;1,2;2,514;3;521
0905909035;0,771;6,4;3,661;1,8;0,268;11;0;17,8;0,848;2,2;0,401;2,503;0,6;2,101;2,1;2,12;32,4;2,12;4,8;2,12;7,3;2,12;12,3;2,12;7,5;2,12;5,4;2,12;3,6;2,12;1,2;2,12;3;522
0905909036;0,453;6,4;3,4;1,8;0,501;11;0,295;17,8;0,551;2,2;0,502;2,174;0,6;1,798;2,1;2,269;32,4;2,269;4,8;2,269;7,3;2,269;12,3;2,269;7,5;2,269;5,4;2,269;3,6;2,269;1,2;2,269;3;523
0905909037;0,726;6,8;3,28;1,8;0,191;11;0,401;18,2;0,775;2,2;0;2,533;0,6;1,961;2,1;1,771;32,4;1,771;4,8;1,771;7,3;1,771;12,3;1,771;7,5;1,771;5,4;1,771;3,6;1,771;1,2;1,771;3;524
0905909038;0,729;7,2;2,584;1,8;0;12,6;0;19,9;0,583;2,6;0,281;1,88;0,6;1,035;2,1;1,633;32,4;2,056;4,8;1,633;7,3;2,056;12,3;2,056;7,5;2,056;5,4;1,633;3,6;2,056;1,2;2,056;3;525
0905909039;0,36;6,8;2,668;1,8;0,469;12,6;0,223;18,6;0,689;2,2;0,236;2,3;0,6;1,504;2,1;1,659;32,4;1,659;4,8;1,659;7,3;1,659;12,3;1,659;7,5;1,659;5,4;1,659;3,6;1,659;1,2;1,659;3;526
0905909040;0,35;6;2,753;1,8;0,569;11,1;0,418;17,8;1,271;1,8;0;2,964;0,6;2,16;2,1;1,062;32,4;1,062;4,8;1,062;7,3;1,062;12,3;1,062;7,5;1,062;5,4;1,062;3,6;1,062;1,2;1,062;3;527
0905909041;0,71;6;2,701;1,8;0,657;10,7;0;16,5;1,688;1,8;0,418;3,362;0,6;2,512;2,1;0,652;37,5;0,652;4,1;0,652;8,5;0,652;13,4;0,652;8,4;0,652;4,7;0,652;5,2;0,652;1,3;0,652;5;528
0905909042;0,516;6,8;2,514;1,8;0,281;12,6;0;19,1;0,705;2,2;0;2,159;0,6;1,3;2,1;1,777;32,4;1,777;4,8;1,777;7,3;1,777;12,3;1,777;7,5;1,777;5,4;1,777;3,6;1,777;1,2;1,777;3;529
0905909043;0,358;6;2,389;1,8;0,437;10,7;0,477;18,2;1,386;1,8;0,365;2,963;0,6;2,062;2,1;0,973;40,8;0,973;5,6;0,973;8,5;0,973;15,5;0,973;9,9;0,973;6,2;0,973;5,2;0,973;1,6;0,973;5;530
0905909044;0,476;6,4;3,31;1,8;0,776;11;0;17,8;0,617;2,2;0,797;2,005;0,6;1,779;2,1;2,279;32,4;2,564;4,8;2,279;7,3;2,564;12,3;2,564;7,5;2,564;5,4;2,279;3,6;2,564;1,2;2,564;3;531
0906001001;10,992;1,3;21,534;0,1;12,103;1,7;10,992;2,2;12,547;0,5;15,687;49,929;0;23,839;0,1;23,839;0,6;23,839;0,2;23,839;0,4;23,839;0,7;23,839;0,2;23,839;0,1;45,995;0;45,995;0;23,839;0,4;532
0906101001;16,096;0,5;20,44;0,2;16,096;0,8;4,416;3,4;20,44;0,2;16,322;20,034;0,1;20,753;0,1;16,096;0,7;21,087;0,4;21,087;0,1;18,729;1,1;21,087;0,2;18,729;0,3;57,821;0;31,897;0;19,032;0,5;533
0906201001;12,807;0,6;47,295;0;12,807;1,2;12,807;1,5;38,873;0;12,807;47,134;0;46,264;0;33,003;0;38,921;0;33,003;0;15,45;0,2;42,875;0;15,45;0,1;59,325;0;33,003;0;33,003;0;534
0906301001;3,383;2,7;13,512;0,5;11,401;3,8;8,163;7,6;13,813;0,5;11,144;14,245;0,3;4,628;1,1;11,943;11,4;12,315;2;11,943;1,9;11,943;5;11,943;2,5;11,943;2,5;11,943;1,1;12,315;0,4;18,074;0,5;535
0906401001;12,14;0,7;24,747;0,2;12,14;1,5;12,14;2;24,999;0,2;23,555;24,525;0,1;23,75;0,1;15,134;0,6;20,48;0,4;15,134;0,2;12,14;1,6;20,48;0,2;12,14;0,6;61,392;0;15,134;0,1;15,134;0,9;536
0906501001;5,5;1;7,24;0,6;7,471;1,7;4,633;4,5;7,228;0,7;6,813;7,883;0,3;8,356;0,3;11,52;2;11,52;1,2;11,52;0,4;11,52;3;11,52;0,6;11,52;0,6;76,155;0;23,769;0,1;11,52;1,7;537
0906601001;14,616;0,3;34,911;0;14,616;0,7;11,528;1;33,036;0;14,616;33,489;0;33,967;0;17,818;0,2;33,603;0;18,841;0,1;33,482;0;33,482;0;26,535;0,1;33,802;0;33,802;0;33,802;0;538
0906701001;9,494;1,1;49,433;0;6,473;2,2;3,706;3,9;21,753;0,1;9,494;48,684;0;49,319;0;22,174;0,1;22,174;0,3;44,631;0;22,174;0,7;53,516;0;27,738;0,1;50,625;0;44,631;0;42,724;0;539
0906801001;7,192;1,2;23,959;0,1;7,192;1,6;7,192;1,4;25,299;0,1;18,248;47,513;0;41,265;0;23,959;0,2;41,265;0;41,265;0;23,959;0,1;41,265;0;41,265;0;41,417;0;43,94;0;38,818;0;540
0907001001;11,211;0,6;42,973;0;11,211;1,2;11,211;0,9;43,224;0;11,211;42,688;0;42,015;0;32,016;0;38,849;0;32,016;0;17,108;0,2;38,849;0;17,108;0,1;51,53;0;32,016;0;32,016;0;541
0907101001;13,083;1,1;26,685;0,2;15,028;1,7;13,083;2,4;18,45;0,3;17,022;30,157;0;29,09;0,2;24,786;3,5;26,436;0,2;24,786;1,1;24,786;1,1;24,786;0,7;24,786;0,3;24,972;0,6;26,436;0,1;26,436;0,5;542
0907201001;9,094;2,8;10,9;0,9;9,016;5;4,958;10,6;9,28;0,9;9,193;9,501;0,3;9,95;1,2;9,586;17,3;9,586;2,4;10,33;4;9,586;6,8;10,6;3,9;10,6;3,1;10,33;1,9;10,6;0,6;10,6;1,5;543
0907301001;4,948;3,5;6,907;0,9;5,122;5;3,846;11,1;6,05;0,9;5,346;5,673;0,3;5,918;1,2;5,549;17,9;5,549;2,4;6,566;4;5,549;7,2;6,777;3,9;6,777;3,1;6,566;2,1;6,777;0,6;7,996;1,5;544
0907401001;5,395;2,9;8,07;0,9;4,776;5,1;3,19;11,2;5,508;0,9;4,976;6,763;0,3;6,734;1;5,466;17,9;5,654;2,4;5,466;4;5,466;7,2;5,466;3,9;5,466;3;5,654;2,1;5,654;0,6;5,654;1,5;545
0907501001;10,059;3,1;11,671;0,9;9,721;5,3;6,749;8,9;10,622;1;9,711;12,319;0,3;11,804;1;7,368;16,1;9,226;2,4;7,368;3,6;7,368;5,8;7,368;3,7;7,368;2,6;9,226;1,7;9,226;0,6;9,226;1,5;546
0907601001;7,833;0,8;33,956;0;9,028;1,4;5,707;1,3;7,833;0,3;5,707;36,024;0;34,797;0;26,448;0,1;32,321;0;22,325;0,1;30,165;0;30,165;0;30,165;0;32,321;0;32,321;0;32,321;0;547
0907701001;9,401;1,1;19,147;0,1;12,98;1,7;9,401;2,2;15,231;0,3;18,479;52,955;0;21,614;0,1;21,614;0,6;21,614;0,2;21,614;0,4;21,614;0,7;21,614;0,2;21,614;0,1;49,021;0;49,021;0;21,614;0,4;548
0907801001;10,068;0,4;40,913;0;10,068;1;10,068;1;39,165;0;10,068;39,521;0;39,952;0;24,189;0,2;39,585;0;24,312;0,1;28,898;0,2;39,793;0;28,077;0,2;40,034;0;40,034;0;40,034;0;549
0907901001;14,099;1,6;26,41;0,3;13,086;2,7;7,029;4,1;27,039;0,3;20,812;27,654;0,1;20,31;0,4;21,937;3,3;25,445;0,6;23,455;0,3;23,455;1,5;23,455;0,6;23,455;0,7;23,455;0,3;25,445;0,1;30,757;0;550
0908201001;8,901;0,7;28,903;0,1;8,901;1,2;8,901;1,5;20,656;0,3;8,901;50,847;0;28,195;0,1;28,195;0,6;28,195;0,2;28,195;0,5;28,195;0,7;28,195;0,2;28,195;0,1;47,509;0;47,509;0;28,195;0,4;551
0908301001;11,435;1,3;26,893;0,3;10,068;2,2;7,99;3,4;11,435;0,6;7,99;28,969;0,1;28,166;0,3;22,5;4;25,172;0,3;20,961;1,2;23,015;1;23,015;0,7;23,015;0,3;25,172;0,6;25,172;0,1;25,172;0,5;552
0908401001;7,884;0,6;51,157;0;7,884;1,2;7,884;1,5;38,383;0;7,884;50,947;0;50,149;0;37,782;0;40,002;0;35,064;0;20,498;0,2;46,826;0;20,498;0,1;55,388;0;37,782;0;37,782;0;553
0908501001;0;2;6,696;0,6;7,221;2;6,05;4,3;6,696;0,8;6,05;7,158;0,3;8,277;0,3;11,699;2;11,699;1,2;11,699;0,4;11,699;3,4;11,699;0,6;11,699;0,8;71,186;0;25,696;0,1;11,699;1,7;554
0908601001;8,504;2,9;11,196;0,9;7,94;4,8;0;10,8;8,626;0,9;8,142;9,716;0,3;9,821;1;8,364;17,1;8,82;2,4;8,364;4;8,364;6,8;8,364;3,9;8,364;3,1;8,82;1,9;8,82;0,6;8,82;1,5;555
0908801001;3,365;1,2;39,426;0;7,823;1,8;7,823;1,5;26,984;0,1;7,823;52,565;0;49,092;0;12,82;0,7;50,607;0;47,716;0;45,329;0;47,716;0;39,072;0;47,608;0;50,607;0;42,121;0;556
0909001001;15,222;0,7;40,226;0;15,222;1;5,096;1,1;40,83;0;15,222;41,43;0;33,342;0;15,222;0,1;39,228;0;37,327;0;37,327;0;37,327;0;37,327;0;37,327;0;39,228;0;33,877;0;557
0909101001;19,28;0,7;36,717;0;16,286;1,2;0;2;37,263;0;19,661;37,833;0;29,195;0,1;19,661;0,3;35,657;0;34,007;0;34,007;0;34,007;0;34,007;0;34,007;0;35,657;0;37,659;0;558
0909301001;6,4;2,9;12,398;0,5;10,743;4,6;4,028;10,2;12,451;0,9;9,441;12,716;0,3;2,737;1,5;11,212;11,7;11,212;2;11,885;1,9;11,212;5;11,212;2,5;11,212;2,5;11,885;1,1;11,212;0,4;16,651;0,5;559
0909401001;14,306;0,5;37,062;0;14,306;1;8,64;1,1;37,155;0;17,879;36,528;0;36,365;0;14,306;0,5;34,365;0;34,365;0;29,655;0,2;34,365;0;14,308;0,4;40,712;0;35,483;0;30,732;0;560
0909501001;4,978;1,7;21,128;0,3;5,165;2,4;5,165;4,5;21,53;0,3;19,037;22,019;0,1;12,603;0,6;19,012;6,2;19,968;0,8;19,012;1,3;19,012;2,4;19,012;1,3;19,012;1,1;19,012;0,7;19,968;0,2;25,726;0,5;561
0909801001;10,546;0,9;23,948;0,1;10,546;1,2;10,546;1,6;13,954;0,5;10,546;49,038;0;23,954;0,1;23,954;0,6;23,954;0,2;23,954;0,4;23,954;0,7;23,954;0,2;23,954;0,1;45,414;0;45,414;0;23,954;0,4;562
0910001001;14,249;1,4;26,773;0,3;14,249;2,4;12,756;3,3;15,952;0,4;12,756;28,08;0,1;27,459;0,3;17,429;4;24,633;0,3;14,71;1,4;22,533;1;22,533;0,7;22,533;0,3;24,633;0,6;24,633;0,1;24,633;0,5;563
0910101001;7,02;1,5;27,985;0,1;6,872;1,7;6,872;3,4;28,08;0,2;16,846;28,355;0,1;18,209;0,4;10,237;3,4;26,785;0,6;26,994;0,3;26,785;1,3;26,785;0,6;20,104;0,8;26,994;0,2;26,785;0,1;23,064;0,1;564
0910201001;4,043;1,3;24,039;0,1;4,043;2,3;4,043;1,8;26,191;0,1;16,573;54,801;0;34,838;0;24,039;0,2;34,838;0;34,838;0;24,039;0,1;34,838;0;34,838;0;49,238;0;51,078;0;34,838;0;565
0910301001;9,947;0,8;26,559;0,2;9,947;1,2;10,203;2,6;26,559;0,2;18,92;26,11;0,1;26,725;0,1;9,947;0,9;26,645;0,4;26,645;0,1;24,153;1,1;26,645;0,2;19,882;0,3;51,534;0;35,938;0;14,852;0,7;566
0910401001;11,894;0,6;27,046;0,2;11,894;1,2;15,739;1,9;27,08;0,2;20,317;26,47;0,1;26,519;0,1;11,894;1;24,862;0,4;24,862;0,2;24,862;1,2;24,862;0,2;18,584;0,5;49,179;0;29,099;0,1;24,862;1;567
0910501001;20,321;0,4;30,337;0;20,321;0,7;15,957;1,4;30,551;0;25,715;29,907;0,1;29,533;0,1;20,4;0,6;26,905;0,4;25,774;0,2;20,321;1,2;26,905;0,2;20,321;0,5;50,396;0;25,774;0,1;25,774;0,9;568
0910801001;14,736;1,6;16,703;0,3;14,931;2,4;7,059;4,9;16,19;0,3;13,748;15,965;0,1;11,969;0,6;3,129;6,8;15,483;0,8;16,831;1,4;15,483;2,4;15,974;1,3;15,126;1,1;16,831;0,7;15,974;0,2;18,985;0,5;569
0910901001;20,999;0,2;25,631;0,1;0;2,3;0;1,9;20,956;0,2;20,732;92,304;0;23,344;0,1;23,344;0,6;23,344;0,2;23,344;0,4;23,344;0,7;23,344;0,2;23,344;0,1;88,532;0;88,532;0;23,344;0,4;570
0911001001;12,647;0,5;42,983;0;12,647;1;9,552;1;41,51;0;12,647;41,662;0;41,658;0;28,13;0,3;41,63;0;29,166;0,1;25,2;0,2;41,658;0;25,2;0,2;42,521;0;37,693;0;37,693;0;571
0911201001;7,82;0,6;26,524;0,2;7,82;1,5;7,82;2,6;26,141;0,3;25,263;26,559;0,1;25,46;0,1;9,909;0,7;22,018;0,4;9,909;0,4;7,82;1,8;22,018;0,2;7,82;1;70,614;0;9,909;0,3;9,909;1,9;572
0911301001;20,934;0,2;35,556;0;20,934;0,4;0;1,8;34,504;0;20,855;34,362;0;32,967;0;19,442;0,3;34,199;0;28,866;0,1;32,252;0;35,226;0;16,624;0,1;35,253;0;35,226;0;35,944;0;573
0911401001;20,434;1,1;22,458;0,3;20,623;2;13,124;4,2;21,549;0,3;18,531;21,299;0,1;20,392;0,4;8,801;6,4;21,104;0,8;22,195;1,4;21,104;2,4;22,105;1,3;15,181;1,1;22,195;0,7;22,105;0,2;23,144;0,5;574
0911501001;6,851;1,1;18,09;0,1;14,028;1,5;6,851;2;12,109;0,5;15,545;51,47;0;20,069;0,1;20,069;0,6;20,069;0,2;20,069;0,4;20,069;0,7;20,069;0,2;20,069;0,1;47,545;0;47,545;0;20,069;0,4;575
0911701001;4,402;1,2;20,575;0,2;4,402;2,2;4,402;3,2;16,898;0,3;4,82;20,903;0,1;22,131;0,1;13,577;1,6;25,353;0,4;25,353;0,1;4,82;2,1;25,353;0,2;4,82;0,7;58,638;0;39,662;0;25,353;0,5;576
0911901001;22,069;1,2;26,702;0,3;22,069;2;8,907;3,8;25,771;0,3;17,919;25,541;0,1;24,262;0,4;11,448;6;25,348;0,8;25,525;1,4;25,348;2,2;26,341;1,3;14,018;1,3;26,437;0,6;26,341;0,2;27,326;0,5;577
0912001001;4,11;1,5;8,771;0,3;13,27;1,5;4,11;3,8;13,013;0,7;13,664;61,168;0;11,249;0,3;11,249;1,8;11,249;0,6;11,249;1,2;11,249;2,1;11,249;0,6;11,249;0,3;57,248;0;57,248;0;11,249;1,2;578
