Provincias;Municipios;Secciones;Sexo;Edad;Periodo;Total
34 Palencia;;;Hombres;De 95 a 99 años;2021;178
34 Palencia;;;Hombres;100 y más años;2024;18
34 Palencia;;;Hombres;100 y más años;2023;17
34 Palencia;;;Hombres;100 y más años;2022;13
34 Palencia;;;Hombres;100 y más años;2021;15
34 Palencia;;;Mujeres;Todas las edades;2024;79.720
34 Palencia;;;Mujeres;Todas las edades;2023;79.662
34 Palencia;;;Mujeres;Todas las edades;2022;79.677
34 Palencia;;;Mujeres;Todas las edades;2021;80.263
34 Palencia;;;Mujeres;De 0 a 4 años;2024;2.223
34 Palencia;;;Mujeres;De 0 a 4 años;2023;2.303
34 Palencia;;;Mujeres;De 0 a 4 años;2022;2.365
34 Palencia;;;Mujeres;De 0 a 4 años;2021;2.495
34 Palencia;;;Mujeres;De 5 a 9 años;2024;2.906
34 Palencia;;;Mujeres;De 5 a 9 años;2023;2.929
34 Palencia;;;Mujeres;De 5 a 9 años;2022;2.913
34 Palencia;;;Mujeres;De 5 a 9 años;2021;2.916
34 Palencia;;;Mujeres;De 10 a 14 años;2024;3.085
34 Palencia;;;Mujeres;De 10 a 14 años;2023;3.070
34 Palencia;;;Mujeres;De 10 a 14 años;2022;3.017
34 Palencia;;;Mujeres;De 10 a 14 años;2021;3.094
34 Palencia;;;Mujeres;De 15 a 19 años;2024;3.303
34 Palencia;;;Mujeres;De 15 a 19 años;2023;3.274
34 Palencia;;;Mujeres;De 15 a 19 años;2022;3.278
34 Palencia;;;Mujeres;De 15 a 19 años;2021;3.208
34 Palencia;;;Mujeres;De 20 a 24 años;2024;3.296
34 Palencia;;;Mujeres;De 20 a 24 años;2023;3.216
34 Palencia;;;Mujeres;De 20 a 24 años;2022;3.206
34 Palencia;;;Mujeres;De 20 a 24 años;2021;3.286
34 Palencia;;;Mujeres;De 25 a 29 años;2024;3.301
34 Palencia;;;Mujeres;De 25 a 29 años;2023;3.335
34 Palencia;;;Mujeres;De 25 a 29 años;2022;3.340
34 Palencia;;;Mujeres;De 25 a 29 años;2021;3.392
34 Palencia;;;Mujeres;De 30 a 34 años;2024;3.570
34 Palencia;;;Mujeres;De 30 a 34 años;2023;3.548
34 Palencia;;;Mujeres;De 30 a 34 años;2022;3.701
34 Palencia;;;Mujeres;De 30 a 34 años;2021;3.852
34 Palencia;;;Mujeres;De 35 a 39 años;2024;4.257
34 Palencia;;;Mujeres;De 35 a 39 años;2023;4.377
34 Palencia;;;Mujeres;De 35 a 39 años;2022;4.462
34 Palencia;;;Mujeres;De 35 a 39 años;2021;4.642
34 Palencia;;;Mujeres;De 40 a 44 años;2024;5.152
34 Palencia;;;Mujeres;De 40 a 44 años;2023;5.393
34 Palencia;;;Mujeres;De 40 a 44 años;2022;5.465
34 Palencia;;;Mujeres;De 40 a 44 años;2021;5.627
34 Palencia;;;Mujeres;De 45 a 49 años;2024;5.791
34 Palencia;;;Mujeres;De 45 a 49 años;2023;5.748
34 Palencia;;;Mujeres;De 45 a 49 años;2022;5.688
34 Palencia;;;Mujeres;De 45 a 49 años;2021;5.665
34 Palencia;;;Mujeres;De 50 a 54 años;2024;5.769
34 Palencia;;;Mujeres;De 50 a 54 años;2023;5.784
34 Palencia;;;Mujeres;De 50 a 54 años;2022;5.878
34 Palencia;;;Mujeres;De 50 a 54 años;2021;6.007
34 Palencia;;;Mujeres;De 55 a 59 años;2024;6.439
34 Palencia;;;Mujeres;De 55 a 59 años;2023;6.527
34 Palencia;;;Mujeres;De 55 a 59 años;2022;6.587
34 Palencia;;;Mujeres;De 55 a 59 años;2021;6.638
34 Palencia;;;Mujeres;De 60 a 64 años;2024;6.603
34 Palencia;;;Mujeres;De 60 a 64 años;2023;6.640
34 Palencia;;;Mujeres;De 60 a 64 años;2022;6.629
34 Palencia;;;Mujeres;De 60 a 64 años;2021;6.562
34 Palencia;;;Mujeres;De 65 a 69 años;2024;6.013
34 Palencia;;;Mujeres;De 65 a 69 años;2023;5.773
34 Palencia;;;Mujeres;De 65 a 69 años;2022;5.488
34 Palencia;;;Mujeres;De 65 a 69 años;2021;5.210
34 Palencia;;;Mujeres;De 70 a 74 años;2024;4.908
34 Palencia;;;Mujeres;De 70 a 74 años;2023;4.747
34 Palencia;;;Mujeres;De 70 a 74 años;2022;4.582
34 Palencia;;;Mujeres;De 70 a 74 años;2021;4.491
34 Palencia;;;Mujeres;De 75 a 79 años;2024;4.138
34 Palencia;;;Mujeres;De 75 a 79 años;2023;4.100
34 Palencia;;;Mujeres;De 75 a 79 años;2022;4.110
34 Palencia;;;Mujeres;De 75 a 79 años;2021;4.038
34 Palencia;;;Mujeres;De 80 a 84 años;2024;3.288
34 Palencia;;;Mujeres;De 80 a 84 años;2023;3.052
34 Palencia;;;Mujeres;De 80 a 84 años;2022;2.966
34 Palencia;;;Mujeres;De 80 a 84 años;2021;3.133
