CUSEC;Periodo;DA;DH;DS;DD;IVST_pond;IVST_pond_grado;Seccion_id;cluster_k2
0921903011;2021;43,093;69,351;37,068;35,864;43,055;Medio-bajo;676;1
0921903011;2022;43,094;69,351;34,499;36,205;42,387;Medio-bajo;676;1
0921903011;2023;43,093;69,351;32,413;35,765;41,629;Medio-bajo;676;0
0921903012;2021;43,127;67,619;38,754;33,783;42,686;Medio-bajo;677;1
0921903012;2022;43,127;68,344;36,248;33,048;41,822;Medio-bajo;677;0
0921903012;2023;43,127;68,344;34,776;32,877;41,329;Medio-bajo;677;0
0921903013;2021;43,311;67,192;39,212;34,474;43,012;Medio-bajo;678;1
0921903013;2022;43,311;67,192;36,851;34,480;42,306;Medio-bajo;678;1
0921903013;2023;43,311;67,192;34,926;34,658;41,782;Medio-bajo;678;0
0921903014;2021;43,566;67,348;29,224;34,302;40,052;Medio-bajo;679;0
0921903014;2022;43,565;67,348;25,645;34,661;39,086;Medio-bajo;679;0
0921903014;2023;43,564;67,348;22,838;34,439;38,176;Bajo;679;0
0921903015;2021;42,509;61,510;38,254;38,022;42,737;Medio-bajo;680;1
0921903015;2022;42,510;61,510;34,700;38,201;41,724;Medio-bajo;680;0
0921903015;2023;42,511;61,510;29,536;37,721;40,032;Medio-bajo;680;0
0921903016;2021;42,702;65,707;32,686;39,721;42,253;Medio-bajo;681;0
0921903016;2022;42,703;65,707;29,574;40,389;41,521;Medio-bajo;681;0
0921903016;2023;42,703;65,707;28,527;40,022;41,096;Medio-bajo;681;0
0921903017;2021;43,091;66,390;37,047;38,091;43,273;Medio-bajo;682;1
0921903017;2022;43,092;65,710;34,908;39,616;42,987;Medio-bajo;682;1
0921903017;2023;43,093;65,710;32,059;40,874;42,510;Medio-bajo;682;1
0921903018;2021;43,428;74,273;29,581;31,083;40,197;Medio-bajo;683;0
0921903018;2022;43,431;73,607;27,643;31,890;39,759;Medio-bajo;683;0
0921903018;2023;43,430;73,607;25,703;32,437;39,341;Medio-bajo;683;0
0921904001;2021;47,381;25,768;32,395;45,224;38,996;Medio-bajo;684;0
0921904001;2022;47,381;26,041;30,113;44,178;38,039;Bajo;684;0
0921904001;2023;47,382;25,768;29,137;45,769;38,182;Bajo;684;0
0921904002;2021;46,138;40,023;33,940;40,701;39,930;Medio-bajo;685;0
0921904002;2022;46,139;40,023;31,228;40,382;39,021;Medio-bajo;685;0
0921904002;2023;46,138;40,023;27,909;40,456;38,047;Bajo;685;0
0921904003;2021;43,508;51,792;27,831;31,785;36,530;Bajo;686;0
0921904003;2022;43,508;51,792;24,652;31,716;35,556;Bajo;686;0
0921904003;2023;43,508;51,792;23,059;31,305;34,955;Bajo;686;0
0922001001;2021;57,880;29,925;38,337;52,529;46,219;Medio-alto;687;1
0922001001;2022;57,851;30,254;38,337;51,777;46,035;Medio-alto;687;1
0922001001;2023;57,851;30,254;38,337;51,417;45,927;Medio-alto;687;1
0922101001;2021;40,578;49,443;28,977;31,521;35,710;Bajo;688;0
0922101001;2022;40,574;49,053;26,548;32,964;35,355;Bajo;688;0
0922101001;2023;40,576;48,664;26,323;34,221;35,607;Bajo;688;0
0922301001;2021;68,248;28,547;38,337;62,018;51,451;Alto;689;1
0922301001;2022;68,210;28,072;38,337;63,956;51,951;Alto;689;1
0922301001;2023;68,269;28,072;38,337;64,857;52,236;Alto;689;1
0922401001;2021;58,188;19,424;34,153;46,624;41,694;Medio-bajo;690;0
0922401001;2022;58,190;19,424;32,697;47,091;41,397;Medio-bajo;690;0
0922401001;2023;58,200;19,424;29,705;46,760;40,403;Medio-bajo;690;0
0922501001;2021;71,155;36,658;38,337;66,072;54,610;Alto;691;1
0922501001;2022;71,164;36,983;38,337;68,928;55,518;Alto;691;1
0922501001;2023;71,146;36,658;38,337;67,652;55,082;Alto;691;1
0922601001;2021;77,023;31,088;38,337;73,189;57,377;Alto;692;1
0922601001;2022;77,029;31,088;38,337;73,701;57,532;Alto;692;1
0922601001;2023;77,023;31,088;38,337;72,502;57,171;Alto;692;1
0922701001;2021;57,433;30,168;27,998;41,874;39,845;Medio-bajo;693;0
0922701001;2022;57,419;30,168;25,623;42,086;39,193;Medio-bajo;693;0
0922701001;2023;57,425;30,468;21,725;42,269;38,125;Bajo;693;0
0922801001;2021;54,349;33,225;28,150;45,480;40,660;Medio-bajo;694;0
0922801001;2022;54,354;33,225;26,808;45,432;40,244;Medio-bajo;694;0
0922801001;2023;54,347;32,605;27,504;47,580;41,003;Medio-bajo;694;0
0922901001;2021;54,376;33,439;37,855;45,604;43,648;Medio-bajo;695;1
0922901001;2022;54,381;33,439;35,885;44,152;42,622;Medio-bajo;695;1
0922901001;2023;54,378;33,439;35,623;44,229;42,566;Medio-bajo;695;1
0923001001;2021;57,670;30,184;38,337;70,870;51,707;Alto;696;1
0923001001;2022;57,833;29,957;38,337;68,417;50,978;Alto;696;1
0923001001;2023;57,881;29,503;38,337;66,534;50,357;Alto;696;1
0923101001;2021;62,251;32,530;38,337;58,156;49,390;Alto;697;1
0923101001;2022;62,241;31,424;38,337;62,058;50,392;Alto;697;1
0923101001;2023;62,223;31,424;38,337;62,068;50,391;Alto;697;1
0923201001;2021;67,287;42,075;38,337;50,948;49,918;Alto;698;1
0923201001;2022;67,292;41,600;38,337;54,555;50,931;Alto;698;1
0923201001;2023;67,309;40,652;38,337;58,846;52,080;Alto;698;1
0923501001;2021;54,842;33,873;48,572;47,037;47,474;Medio-alto;699;1
0923501001;2022;54,837;33,873;44,833;47,792;46,578;Medio-alto;699;1
0923501001;2023;54,847;33,873;47,233;48,644;47,556;Medio-alto;699;1
0923601001;2021;50,479;20,502;38,337;63,757;46,323;Medio-alto;700;1
0923601001;2022;50,479;20,502;38,337;63,234;46,166;Medio-alto;700;1
0923601001;2023;50,520;22,564;38,337;52,096;43,145;Medio-bajo;700;1
0923801001;2021;52,870;41,414;42,691;55,940;49,019;Alto;701;1
0923801001;2022;52,872;41,414;41,294;56,349;48,723;Alto;701;1
0923801001;2023;52,872;41,414;38,256;56,860;47,965;Alto;701;1
0923901001;2021;59,015;31,539;38,337;42,642;43,778;Medio-alto;702;1
0923901001;2022;58,991;31,153;38,337;43,954;44,108;Medio-alto;702;1
0923901001;2023;59,008;30,381;38,337;48,882;45,475;Medio-alto;702;1
0924101001;2021;39,094;39,781;36,391;32,369;36,368;Bajo;703;0
0924101001;2022;39,094;39,394;30,541;34,498;35,194;Bajo;703;0
0924101001;2023;39,093;39,394;28,751;34,310;34,601;Bajo;703;0
0924201001;2021;60,481;22,088;38,337;75,172;52,486;Alto;704;1
0924201001;2022;60,501;22,088;38,337;75,825;52,687;Alto;704;1
0924201001;2023;60,523;22,337;38,337;75,471;52,624;Alto;704;1
0924301001;2021;60,547;27,020;38,337;48,386;45,207;Medio-alto;705;1
0924301001;2022;60,554;27,278;38,337;46,609;44,714;Medio-alto;705;1
0924301001;2023;60,535;27,278;38,337;45,727;44,445;Medio-alto;705;1
0924401001;2021;65,417;27,906;38,337;55,032;48,551;Alto;706;1
0924401001;2022;65,395;30,022;38,337;45,168;45,904;Medio-alto;706;1
0924401001;2023;65,232;28,752;38,337;45,897;45,891;Medio-alto;706;1
0924601001;2021;69,435;37,384;40,611;45,468;48,790;Alto;707;1
0924601001;2022;69,435;37,065;36,447;46,991;47,950;Alto;707;1
0924601001;2023;69,436;37,065;35,885;47,151;47,829;Medio-alto;707;1
0924701001;2021;66,600;26,096;38,337;53,654;48,162;Alto;708;1
0924701001;2022;66,695;26,548;38,337;50,395;47,276;Medio-alto;708;1
0924701001;2023;66,915;26,322;38,337;52,427;47,906;Alto;708;1
0924801001;2021;66,072;40,546;38,337;62,644;52,895;Alto;709;1
0924801001;2022;66,047;41,365;38,337;55,920;50,994;Alto;709;1
0924801001;2023;66,036;40,956;38,337;54,361;50,462;Alto;709;1
0924901001;2021;53,205;32,253;38,337;44,279;42,924;Medio-bajo;710;1
0924901001;2022;53,183;32,539;38,337;42,883;42,543;Medio-bajo;710;1
0924901001;2023;53,183;31,395;38,337;49,143;44,249;Medio-alto;710;1
0925001001;2021;47,470;44,780;23,392;31,017;34,907;Bajo;711;0
0925001001;2022;47,474;44,780;24,631;30,133;35,015;Bajo;711;0
0925001001;2023;47,474;44,780;23,422;31,982;35,207;Bajo;711;0
0925101001;2021;54,128;35,173;39,895;46,171;44,628;Medio-alto;712;1
0925101001;2022;54,129;35,173;38,075;45,886;43,996;Medio-alto;712;1
0925101001;2023;54,127;35,173;39,419;45,340;44,235;Medio-alto;712;1
0925301001;2021;52,367;23,313;33,666;36,865;37,748;Bajo;713;0
0925301001;2022;52,360;22,986;31,049;38,519;37,408;Bajo;713;0
0925301001;2023;52,397;22,331;28,337;42,025;37,558;Bajo;713;0
0925501001;2021;58,652;19,968;38,337;68,589;49,736;Alto;714;1
0925501001;2022;58,665;20,361;38,337;62,622;48,008;Alto;714;1
0925501001;2023;58,636;19,575;38,337;66,119;48,932;Alto;714;1
0925601001;2021;54,371;35,637;39,720;38,140;42,296;Medio-bajo;715;1
0925601001;2022;54,370;35,637;37,509;38,855;41,847;Medio-bajo;715;0
0925601001;2023;54,372;35,272;33,656;39,604;40,862;Medio-bajo;715;0
0925701001;2021;52,950;16,062;38,337;47,661;41,446;Medio-bajo;716;0
0925701001;2022;52,914;15,815;38,337;48,413;41,626;Medio-bajo;716;0
0925701001;2023;52,909;16,062;38,337;43,108;40,070;Medio-bajo;716;0
0925801001;2021;66,680;26,611;38,127;55,541;48,762;Alto;717;1
0925801001;2022;66,678;26,922;33,684;53,607;46,895;Medio-alto;717;1
0925801001;2023;66,678;26,299;33,068;56,390;47,452;Medio-alto;717;1
0925901001;2021;49,282;32,504;24,815;42,200;37,300;Bajo;718;0
0925901001;2022;49,275;31,716;22,856;45,373;37,545;Bajo;718;0
0925901001;2023;49,275;31,716;21,039;46,386;37,304;Bajo;718;0
0926101001;2021;54,674;36,485;45,534;45,338;46,403;Medio-alto;719;1
0926101001;2022;54,673;36,111;42,444;47,595;46,097;Medio-alto;719;1
0926101001;2023;54,677;36,111;41,351;48,845;46,145;Medio-alto;719;1
0926201001;2021;65,525;33,542;27,836;43,888;42,930;Medio-bajo;720;1
0926201001;2022;65,525;33,542;30,042;44,142;43,668;Medio-bajo;720;1
0926201001;2023;65,527;33,542;28,247;45,380;43,501;Medio-bajo;720;1
0926501001;2021;61,379;29,453;38,337;59,114;48,998;Alto;721;1
0926501001;2022;61,303;29,862;38,337;56,845;48,360;Alto;721;1
0926501001;2023;61,347;29,862;38,337;56,128;48,156;Alto;721;1
0926601001;2021;67,386;31,195;38,337;48,861;47,685;Medio-alto;722;1
0926601001;2022;67,385;31,195;38,337;49,558;47,894;Alto;722;1
0926601001;2023;67,391;30,800;38,337;51,956;48,556;Alto;722;1
0926701001;2021;56,632;39,120;26,348;55,091;44,458;Medio-alto;723;1
0926701001;2022;56,640;38,601;27,370;56,744;45,184;Medio-alto;723;1
0926701001;2023;56,647;38,083;38,337;60,762;49,604;Alto;723;1
0926801001;2021;66,233;28,486;38,337;63,194;51,291;Alto;724;1
0926801001;2022;66,233;28,486;35,452;59,366;49,277;Alto;724;1
0926801001;2023;66,230;28,486;38,337;64,353;51,638;Alto;724;1
0926901001;2021;61,358;34,749;38,337;50,384;47,168;Medio-alto;725;1
0926901001;2022;61,416;35,169;38,337;49,158;46,878;Medio-alto;725;1
0926901001;2023;61,484;34,328;38,337;53,113;47,955;Alto;725;1
0927001001;2021;60,525;34,368;28,664;44,161;42,134;Medio-bajo;726;0
0927001001;2022;60,523;34,368;25,698;43,066;40,915;Medio-bajo;726;0
0927001001;2023;60,525;33,966;24,507;45,797;41,317;Medio-bajo;726;0
0927201001;2021;64,371;24,732;40,244;53,854;48,032;Alto;727;1
0927201001;2022;64,373;24,732;36,938;54,159;47,132;Medio-alto;727;1
0927201001;2023;64,372;24,732;32,669;54,907;46,076;Medio-alto;727;1
0927301001;2021;56,396;26,729;38,337;50,613;44,794;Medio-alto;728;1
0927301001;2022;56,402;26,729;38,337;48,134;44,051;Medio-alto;728;1
0927301001;2023;56,376;26,729;38,337;47,319;43,800;Medio-alto;728;1
0927401001;2021;59,604;44,525;41,780;46,211;47,977;Alto;729;1
0927401001;2022;59,604;44,084;37,892;47,478;47,125;Medio-alto;729;1
0927401001;2023;59,605;44,084;35,867;47,569;46,544;Medio-alto;729;1
0927501001;2021;50,572;34,923;30,832;51,916;42,706;Medio-bajo;730;1
0927501001;2022;50,547;34,923;33,463;49,666;42,814;Medio-bajo;730;1
0927501001;2023;50,550;34,923;31,531;49,667;42,235;Medio-bajo;730;0
0927601001;2021;63,748;38,262;28,144;38,578;41,693;Medio-bajo;731;0
0927601001;2022;63,747;38,262;26,329;38,109;41,007;Medio-bajo;731;0
0927601001;2023;63,745;38,262;24,320;38,432;40,501;Medio-bajo;731;0
0927701001;2021;66,394;35,809;36,643;62,768;51,793;Alto;732;1
0927701001;2022;66,393;36,269;34,630;58,641;50,020;Alto;732;1
0927701001;2023;66,395;35,809;29,784;58,498;48,455;Alto;732;1
0927901001;2021;46,519;28,094;38,802;34,498;37,834;Bajo;733;0
0927901001;2022;46,511;27,758;36,732;36,441;37,743;Bajo;733;0
0927901001;2023;46,517;27,422;38,044;37,754;38,482;Medio-bajo;733;0
0928001001;2021;58,783;27,887;38,337;59,804;48,321;Alto;734;1
0928001001;2022;58,681;27,887;38,337;59,096;48,083;Alto;734;1
0928001001;2023;58,713;27,887;38,337;60,151;48,408;Alto;734;1
0928101001;2021;49,658;27,234;36,868;46,050;41,375;Medio-bajo;735;0
0928101001;2022;49,666;27,234;34,460;45,050;40,355;Medio-bajo;735;0
0928101001;2023;49,666;27,559;31,829;42,463;38,838;Medio-bajo;735;0
0928301001;2021;58,858;26,769;38,337;65,401;49,851;Alto;736;1
0928301001;2022;58,821;26,769;38,337;61,901;48,792;Alto;736;1
0928301001;2023;58,756;26,769;38,337;61,423;48,633;Alto;736;1
0928701001;2021;42,938;45,941;29,477;35,250;37,044;Bajo;737;0
0928701001;2022;42,914;46,278;26,564;32,895;35,508;Bajo;737;0
0928701001;2023;42,902;46,278;24,269;32,914;34,822;Bajo;737;0
0928801001;2021;48,730;30,167;31,810;38,255;37,727;Bajo;738;0
0928801001;2022;48,730;30,167;32,271;38,792;38,027;Bajo;738;0
0928801001;2023;48,762;30,167;29,448;38,042;36,963;Bajo;738;0
0928901001;2021;61,877;38,363;44,784;46,786;48,695;Alto;739;1
0928901001;2022;61,879;38,363;40,768;46,556;47,421;Medio-alto;739;1
0928901001;2023;61,879;38,363;37,964;46,901;46,684;Medio-alto;739;1
0928901002;2021;61,206;41,137;45,893;46,566;49,210;Alto;740;1
0928901002;2022;61,207;41,137;43,992;46,312;48,563;Alto;740;1
0928901002;2023;61,208;41,137;41,297;46,682;47,866;Alto;740;1
0929201001;2021;56,652;35,626;38,337;55,234;47,578;Medio-alto;741;1
0929201001;2022;56,686;35,626;38,337;53,546;47,081;Medio-alto;741;1
0929201001;2023;56,705;35,264;38,337;55,453;47,603;Medio-alto;741;1
0929401001;2021;55,362;33,391;35,126;44,507;42,739;Medio-bajo;742;1
0929401001;2022;55,358;33,391;36,769;44,598;43,258;Medio-bajo;742;1
0929401001;2023;55,367;33,391;35,495;44,119;42,735;Medio-bajo;742;1
0929501001;2021;71,139;29,555;38,337;53,426;49,747;Alto;743;1
0929501001;2022;71,131;29,951;38,337;51,217;49,142;Alto;743;1
0929501001;2023;71,135;29,951;38,337;51,500;49,227;Alto;743;1
0929701001;2021;45,862;32,083;33,038;40,526;38,347;Bajo;744;0
0929701001;2022;45,861;32,083;33,520;40,257;38,411;Medio-bajo;744;0
0929701001;2023;45,856;32,083;31,130;39,880;37,580;Bajo;744;0
0929801001;2021;58,563;24,235;38,337;50,401;44,898;Medio-alto;745;1
0929801001;2022;58,597;24,864;38,337;46,714;43,894;Medio-alto;745;1
0929801001;2023;58,616;24,235;38,337;48,678;44,394;Medio-alto;745;1
0930101001;2021;36,330;47,645;26,635;37,306;35,412;Bajo;746;0
0930101001;2022;36,328;48,028;24,320;36,275;34,465;Bajo;746;0
0930101001;2023;36,326;48,028;22,123;35,924;33,700;Bajo;746;0
0930201001;2021;68,658;36,326;38,337;62,781;52,949;Alto;747;1
0930201001;2022;68,665;36,053;34,824;64,453;52,357;Alto;747;1
0930201001;2023;68,649;36,053;38,337;62,685;52,877;Alto;747;1
0930301001;2021;61,069;37,993;38,337;52,820;48,314;Alto;748;1
0930301001;2022;61,062;39,754;38,337;49,963;47,719;Medio-alto;748;1
0930301001;2023;61,053;39,167;38,337;52,813;48,483;Alto;748;1
0930401001;2021;44,447;32,266;28,189;44,270;37,690;Bajo;749;0
0930401001;2022;44,455;31,996;25,693;43,869;36,782;Bajo;749;0
0930401001;2023;44,417;32,266;25,416;44,387;36,885;Bajo;749;0
0930601001;2021;67,925;19,185;38,337;62,014;49,965;Alto;750;1
0930601001;2022;67,937;18,903;38,337;58,776;48,953;Alto;750;1
0930601001;2023;67,925;18,903;38,337;56,073;48,140;Alto;750;1
0930701001;2021;62,809;23,981;46,266;47,277;47,362;Medio-alto;751;1
0930701001;2022;62,809;24,277;42,586;48,261;46,598;Medio-alto;751;1
0930701001;2023;62,812;24,277;38,337;47,813;45,190;Medio-alto;751;1
0930801001;2021;58,441;21,354;38,337;54,789;45,751;Medio-alto;752;1
0930801001;2022;58,441;21,650;38,337;52,313;45,053;Medio-alto;752;1
0930801001;2023;58,422;21,354;38,337;51,871;44,871;Medio-alto;752;1
0930901001;2021;62,597;37,838;38,060;43,347;45,747;Medio-alto;753;1
0930901001;2022;62,599;37,519;34,187;45,000;45,034;Medio-alto;753;1
0930901001;2023;62,601;37,519;31,605;43,643;43,853;Medio-alto;753;1
0931001001;2021;57,852;25,855;38,337;47,090;43,969;Medio-alto;754;1
0931001001;2022;57,852;25,556;38,337;48,026;44,205;Medio-alto;754;1
0931001001;2023;57,715;26,452;38,337;45,114;43,432;Medio-bajo;754;1
0931101001;2021;70,650;19,360;38,337;55,781;48,802;Alto;755;1
0931101001;2022;70,652;19,683;38,337;54,991;48,614;Alto;755;1
0931101001;2023;70,660;19,683;38,337;54,186;48,374;Alto;755;1
0931201001;2021;64,695;38,283;38,337;53,172;49,369;Alto;756;1
0931201001;2022;64,712;38,283;38,337;54,060;49,640;Alto;756;1
0931201001;2023;64,709;38,283;33,154;55,718;48,581;Alto;756;1
0931401001;2021;61,190;35,016;30,374;55,515;46,316;Medio-alto;757;1
0931401001;2022;61,208;35,482;30,495;54,739;46,194;Medio-alto;757;1
0931401001;2023;61,204;35,016;38,337;58,379;49,568;Alto;757;1
0931501001;2021;47,018;43,662;27,396;34,800;36,963;Bajo;758;0
0931501001;2022;47,003;43,662;26,206;34,639;36,553;Bajo;758;0
0931501001;2023;47,001;43,662;25,936;33,941;36,263;Bajo;758;0
0931601001;2021;65,596;32,947;32,240;51,195;46,372;Medio-alto;759;1
0931601001;2022;65,581;33,612;29,679;46,536;44,301;Medio-alto;759;1
0931601001;2023;65,576;33,612;30,436;47,279;44,750;Medio-alto;759;1
0931701001;2021;65,978;23,630;38,337;57,656;48,837;Alto;760;1
0931701001;2022;66,042;23,375;38,337;59,879;49,482;Alto;760;1
0931701001;2023;66,113;22,866;38,337;64,051;50,675;Alto;760;1
0931801001;2021;70,378;40,205;38,337;72,087;56,753;Alto;761;1
0931801001;2022;70,382;39,698;38,337;71,980;56,646;Alto;761;1
0931801001;2023;70,390;39,698;38,337;71,724;56,571;Alto;761;1
0932101001;2021;43,464;48,165;44,924;38,812;43,212;Medio-bajo;762;1
0932101001;2022;43,464;48,662;42,688;37,457;42,209;Medio-bajo;762;0
0932101001;2023;43,464;48,662;41,160;37,385;41,729;Medio-bajo;762;0
0932101002;2021;43,753;40,660;45,706;33,611;40,833;Medio-bajo;763;0
0932101002;2022;43,754;40,660;45,428;32,927;40,544;Medio-bajo;763;0
0932101002;2023;43,752;40,660;42,970;33,003;39,829;Medio-bajo;763;0
0932301001;2021;60,821;30,520;38,337;54,647;47,678;Medio-alto;764;1
0932301001;2022;60,809;30,177;38,337;58,262;48,709;Alto;764;1
0932301001;2023;60,834;30,520;38,337;54,032;47,497;Medio-alto;764;1
0932501001;2021;68,529;39,726;37,963;65,119;54,016;Alto;765;1
0932501001;2022;68,528;39,726;38,166;66,839;54,592;Alto;765;1
0932501001;2023;68,530;39,726;37,339;66,999;54,393;Alto;765;1
0932601001;2021;40,892;39,853;25,605;41,645;36,376;Bajo;766;0
0932601001;2022;40,892;40,214;25,393;39,883;35,838;Bajo;766;0
0932601001;2023;40,871;40,575;23,052;37,365;34,429;Bajo;766;0
0932701001;2021;59,170;32,220;38,337;58,697;48,736;Alto;767;1
0932701001;2022;59,170;32,220;38,337;55,846;47,881;Alto;767;1
0932701001;2023;58,961;32,640;38,337;53,535;47,198;Medio-alto;767;1
0932801001;2021;64,923;26,750;38,337;64,664;51,144;Alto;768;1
0932801001;2022;64,903;26,750;38,337;68,013;52,143;Alto;768;1
0932801001;2023;64,892;26,750;38,337;65,467;51,377;Alto;768;1
0932901001;2021;60,044;30,952;37,031;45,614;44,447;Medio-alto;769;1
0932901001;2022;60,041;30,557;34,012;46,185;43,653;Medio-bajo;769;1
0932901001;2023;60,041;30,557;31,589;47,061;43,189;Medio-bajo;769;1
0933001001;2021;58,247;58,443;38,619;39,534;46,774;Medio-alto;770;1
0933001001;2022;58,247;58,443;36,296;39,486;46,063;Medio-alto;770;1
0933001001;2023;58,247;57,933;35,046;41,231;46,135;Medio-alto;770;1
0933201001;2021;39,439;41,499;26,576;39,005;35,759;Bajo;771;0
0933201001;2022;39,418;41,499;28,726;37,275;35,880;Bajo;771;0
0933201001;2023;39,382;41,499;24,918;37,631;34,835;Bajo;771;0
0933401001;2021;56,897;27,922;38,337;55,241;46,486;Medio-alto;772;1
0933401001;2022;56,909;27,922;38,337;53,914;46,091;Medio-alto;772;1
0933401001;2023;56,934;27,569;38,337;52,890;45,737;Medio-alto;772;1
0933501001;2021;59,762;29,831;38,337;56,509;47,869;Alto;773;1
0933501001;2022;59,754;29,831;38,337;63,088;49,841;Alto;773;1
0933501001;2023;59,762;29,831;38,337;58,765;48,546;Alto;773;1
0933701001;2021;52,384;32,632;43,767;40,666;43,321;Medio-bajo;774;1
0933701001;2022;52,390;31,912;39,066;44,552;42,970;Medio-bajo;774;1
0933701001;2023;52,405;31,912;39,021;42,864;42,453;Medio-bajo;774;1
0933801001;2021;37,865;41,031;32,693;38,358;36,936;Bajo;775;0
0933801001;2022;37,866;41,031;30,242;39,049;36,408;Bajo;775;0
0933801001;2023;37,855;40,616;29,715;40,499;36,620;Bajo;775;0
0933901001;2021;55,267;26,615;43,320;49,979;45,799;Medio-alto;776;1
0933901001;2022;55,270;26,923;43,184;46,563;44,780;Medio-alto;776;1
0933901001;2023;55,265;26,615;37,849;47,459;43,401;Medio-bajo;776;1
0934001001;2021;65,239;36,614;38,337;59,184;51,058;Alto;777;1
0934001001;2022;65,256;36,614;38,337;60,947;51,591;Alto;777;1
0934001001;2023;65,256;36,614;38,337;64,980;52,801;Alto;777;1
0934301001;2021;58,230;36,795;40,055;49,793;47,031;Medio-alto;778;1
0934301001;2022;58,224;37,247;40,941;47,875;46,788;Medio-alto;778;1
0934301001;2023;58,224;37,247;38,571;48,923;46,391;Medio-alto;778;1
0934501001;2021;50,763;30,612;38,904;47,233;43,124;Medio-bajo;779;1
0934501001;2022;50,752;30,260;36,164;47,955;42,463;Medio-bajo;779;1
0934501001;2023;50,753;30,612;36,752;44,924;41,783;Medio-bajo;779;0
0934601001;2021;64,152;29,181;33,406;52,699;46,247;Medio-alto;780;1
0934601001;2022;64,149;28,815;32,417;55,467;46,725;Medio-alto;780;1
0934601001;2023;64,152;29,181;30,988;53,664;45,811;Medio-alto;780;1
0934701001;2021;54,075;28,993;34,508;44,752;41,646;Medio-bajo;781;0
0934701001;2022;54,071;29,319;31,273;42,954;40,184;Medio-bajo;781;0
0934701001;2023;54,062;28,993;29,135;45,441;40,237;Medio-bajo;781;0
0934801001;2021;59,069;43,880;47,703;45,064;49,179;Alto;782;1
0934801001;2022;59,069;43,880;44,993;45,952;48,633;Alto;782;1
0934801001;2023;59,067;43,880;44,618;46,884;48,799;Alto;782;1
0935001001;2021;57,076;31,805;32,826;44,357;42,195;Medio-bajo;783;0
0935001001;2022;57,077;31,805;31,831;45,095;42,118;Medio-bajo;783;0
