CUSEC;Periodo;DA;DH;DS;DD;IVST_pond;IVST_pond_grado;Seccion_id;cluster_k2
4000401001;2022;58,963;37,792;37,433;41,083;43,964;Medio-alto;2100;1
4000401001;2023;58,963;37,792;35,693;40,448;43,252;Medio-bajo;2100;1
4000501001;2021;68,920;30,053;38,337;61,803;51,780;Alto;2101;1
4000501001;2022;68,833;30,053;38,337;64,413;52,541;Alto;2101;1
4000501001;2023;68,833;29,719;38,337;64,404;52,489;Alto;2101;1
4000601001;2021;63,436;9,272;38,337;71,654;50,247;Alto;2102;1
4000601001;2022;63,436;9,526;38,337;65,247;48,363;Alto;2102;1
4000601001;2023;63,530;9,526;38,337;64,316;48,107;Alto;2102;1
4000701001;2021;56,878;32,893;38,337;53,999;46,854;Medio-alto;2103;1
4000701001;2022;56,866;32,550;38,337;56,815;47,645;Medio-alto;2103;1
4000701001;2023;56,860;32,550;38,337;63,148;49,543;Alto;2103;1
4000801001;2021;68,095;28,397;38,337;49,746;47,709;Medio-alto;2104;1
4000801001;2022;68,070;29,228;38,337;42,819;45,749;Medio-alto;2104;1
4000801001;2023;68,045;28,397;38,337;46,873;46,834;Medio-alto;2104;1
4000901001;2021;62,851;34,192;38,337;54,385;48,658;Alto;2105;1
4000901001;2022;62,869;33,755;38,337;55,417;48,907;Alto;2105;1
4000901001;2023;62,833;33,755;38,337;56,312;49,166;Alto;2105;1
4001001001;2021;58,041;20,871;42,956;54,255;46,804;Medio-alto;2106;1
4001001001;2022;58,049;20,871;36,883;64,046;47,922;Alto;2106;1
4001001001;2023;58,057;21,151;37,651;62,847;47,837;Medio-alto;2106;1
4001201001;2021;60,597;32,478;40,969;41,881;44,876;Medio-alto;2107;1
4001201001;2022;60,596;32,787;39,201;41,385;44,243;Medio-alto;2107;1
4001201001;2023;60,598;32,787;38,168;41,387;43,934;Medio-alto;2107;1
4001301001;2021;60,948;26,297;38,337;69,802;51,623;Alto;2108;1
4001301001;2022;60,904;26,596;38,337;63,253;49,692;Alto;2108;1
4001301001;2023;60,925;26,896;38,337;60,606;48,949;Alto;2108;1
4001401001;2021;58,233;34,461;38,337;59,347;49,033;Alto;2109;1
4001401001;2022;58,233;35,811;38,337;55,917;48,206;Alto;2109;1
4001401001;2023;58,198;35,811;38,337;54,893;47,890;Alto;2109;1
4001501001;2021;61,178;26,714;38,337;64,458;50,140;Alto;2110;1
4001501001;2022;61,291;26,714;38,337;64,869;50,292;Alto;2110;1
4001501001;2023;61,356;26,354;38,337;63,013;49,697;Alto;2110;1
4001601001;2021;64,786;25,202;38,337;50,361;46,586;Medio-alto;2111;1
4001601001;2022;64,786;24,920;38,337;51,525;46,893;Medio-alto;2111;1
4001601001;2023;64,794;24,920;38,337;52,120;47,074;Medio-alto;2111;1
4001701001;2021;51,937;34,470;27,420;29,715;35,295;Bajo;2112;0
4001701001;2022;51,931;33,146;24,237;34,210;35,488;Bajo;2112;0
4001701001;2023;51,947;32,815;26,539;36,780;36,905;Bajo;2112;0
4001801001;2021;54,026;28,030;38,337;57,210;46,375;Medio-alto;2113;1
4001801001;2022;54,003;27,335;38,337;58,577;46,675;Medio-alto;2113;1
4001801001;2023;54,003;27,335;38,337;58,591;46,680;Medio-alto;2113;1
4001901001;2021;62,280;27,710;38,337;73,821;53,374;Alto;2114;1
4001901001;2022;62,322;28,023;38,337;65,599;50,965;Alto;2114;1
4001901001;2023;62,417;28,023;38,337;64,989;50,806;Alto;2114;1
4002001001;2021;63,041;34,653;39,517;56,690;49,820;Alto;2115;1
4002001001;2022;63,041;35,362;38,125;54,461;48,840;Alto;2115;1
4002001001;2023;63,032;35,007;36,282;55,497;48,543;Alto;2115;1
4002101001;2021;61,472;27,641;38,337;60,615;49,200;Alto;2116;1
4002101001;2022;61,249;27,048;38,337;65,488;50,517;Alto;2116;1
4002101001;2023;61,389;29,125;38,337;57,237;48,389;Alto;2116;1
4002201001;2021;54,490;29,620;28,766;48,131;41,134;Medio-bajo;2117;0
4002201001;2022;54,490;29,620;27,972;48,879;41,121;Medio-bajo;2117;0
4002201001;2023;54,494;29,620;25,848;49,170;40,572;Medio-bajo;2117;0
4002401001;2021;69,057;46,547;38,037;37,312;46,851;Medio-alto;2118;1
4002401001;2022;69,057;46,547;35,625;37,694;46,242;Medio-alto;2118;1
4002401001;2023;69,058;46,547;32,859;37,209;45,267;Medio-alto;2118;1
4002501001;2021;64,480;30,657;41,325;48,275;47,599;Medio-alto;2119;1
4002501001;2022;64,480;30,657;38,315;48,576;46,786;Medio-alto;2119;1
4002501001;2023;64,477;30,946;40,317;46,343;46,759;Medio-alto;2119;1
4002601001;2021;48,160;41,271;28,113;34,561;37,033;Bajo;2120;0
4002601001;2022;48,166;40,374;28,783;36,688;37,739;Bajo;2120;0
4002601001;2023;48,202;39,925;26,131;38,882;37,543;Bajo;2120;0
4002801001;2021;50,965;26,265;38,452;52,786;44,052;Medio-alto;2121;1
4002801001;2022;50,978;26,265;37,522;50,267;43,021;Medio-bajo;2121;1
4002801001;2023;50,949;26,265;34,391;51,105;42,326;Medio-bajo;2121;1
4002901001;2021;67,608;29,636;38,337;58,517;50,404;Alto;2122;1
4002901001;2022;67,438;29,636;38,337;55,230;49,375;Alto;2122;1
4002901001;2023;67,395;29,333;38,337;62,460;51,488;Alto;2122;1
4003001001;2021;59,240;30,956;37,273;44,717;44,050;Medio-alto;2123;1
4003001001;2022;59,237;30,706;35,068;46,612;43,919;Medio-alto;2123;1
4003001001;2023;59,239;30,706;32,712;47,199;43,389;Medio-bajo;2123;1
4003101001;2021;38,767;55,267;33,492;36,849;39,084;Medio-bajo;2124;0
4003101001;2022;38,759;55,267;31,925;36,353;38,463;Medio-bajo;2124;0
4003101001;2023;38,751;55,763;29,966;33,291;37,029;Bajo;2124;0
4003201001;2021;62,334;49,707;39,868;27,519;43,256;Medio-bajo;2125;1
4003201001;2022;62,337;50,141;36,603;25,718;41,801;Medio-bajo;2125;0
4003201001;2023;62,335;50,141;36,076;25,822;41,674;Medio-bajo;2125;0
4003301001;2021;47,582;34,981;38,337;42,174;41,296;Medio-bajo;2126;0
4003301001;2022;47,571;35,325;38,337;39,147;40,437;Medio-bajo;2126;0
4003301001;2023;47,582;34,981;38,337;39,822;40,591;Medio-bajo;2126;0
4003401001;2021;54,508;29,182;38,337;55,807;46,248;Medio-alto;2127;1
4003401001;2022;54,524;29,547;38,337;54,243;45,837;Medio-alto;2127;1
4003401001;2023;54,508;29,547;38,337;55,106;46,092;Medio-alto;2127;1
4003501001;2021;47,275;39,920;33,908;41,578;40,453;Medio-bajo;2128;0
4003501001;2022;47,259;40,303;28,985;40,451;38,691;Medio-bajo;2128;0
4003501001;2023;47,246;40,303;29,914;41,427;39,259;Medio-bajo;2128;0
4003601001;2021;58,498;32,501;42,237;37,382;43,385;Medio-bajo;2129;1
4003601001;2022;58,498;32,215;39,785;39,139;43,134;Medio-bajo;2129;1
4003601001;2023;58,499;32,215;34,869;39,352;41,723;Medio-bajo;2129;0
4003701001;2021;62,938;26,737;38,337;60,433;49,376;Alto;2130;1
4003701001;2022;62,873;26,737;38,337;66,428;51,159;Alto;2130;1
4003701001;2023;63,083;26,737;38,337;68,402;51,803;Alto;2130;1
4003901001;2021;65,004;31,638;31,974;43,114;43,523;Medio-bajo;2131;1
4003901001;2022;65,005;31,984;31,185;41,158;42,752;Medio-bajo;2131;1
4003901001;2023;65,003;31,638;30,432;41,237;42,497;Medio-bajo;2131;1
4004001001;2021;56,914;36,163;43,137;38,070;44,015;Medio-alto;2132;1
4004001001;2022;56,915;36,163;38,660;37,799;42,591;Medio-bajo;2132;1
4004001001;2023;56,915;36,163;37,740;37,347;42,179;Medio-bajo;2132;0
4004001002;2021;57,171;51,191;40,429;33,540;44,162;Medio-alto;2133;1
4004001002;2022;57,171;51,191;37,985;33,341;43,369;Medio-bajo;2133;1
4004001002;2023;57,170;50,806;36,048;33,899;42,898;Medio-bajo;2133;1
4004002001;2021;60,702;36,208;41,594;36,754;44,111;Medio-alto;2134;1
4004002001;2022;60,701;36,516;39,184;35,106;42,939;Medio-bajo;2134;1
4004002001;2023;60,700;36,516;37,400;35,519;42,528;Medio-bajo;2134;1
4004101001;2021;50,614;48,205;39,082;35,171;42,160;Medio-bajo;2135;0
4004101001;2022;50,615;48,205;34,878;35,321;40,944;Medio-bajo;2135;0
4004101001;2023;50,614;47,829;34,173;35,926;40,857;Medio-bajo;2135;0
4004301001;2021;55,297;44,412;35,926;32,895;41,132;Medio-bajo;2136;0
4004301001;2022;55,297;44,412;34,805;32,733;40,747;Medio-bajo;2136;0
4004301001;2023;55,297;44,412;32,926;32,978;40,257;Medio-bajo;2136;0
4004301002;2021;55,906;36,460;40,095;38,642;43,067;Medio-bajo;2137;1
4004301002;2022;55,905;36,460;37,115;38,158;42,027;Medio-bajo;2137;0
4004301002;2023;55,905;36,460;36,371;37,586;41,632;Medio-bajo;2137;0
4004401001;2021;63,886;39,159;46,965;50,468;51,075;Alto;2138;1
4004401001;2022;63,886;39,159;39,280;49,562;48,498;Alto;2138;1
4004401001;2023;63,895;38,817;37,315;51,578;48,464;Alto;2138;1
4004501001;2021;68,719;35,070;44,161;43,465;48,728;Alto;2139;1
4004501001;2022;68,717;35,070;37,405;42,478;46,404;Medio-alto;2139;1
4004501001;2023;68,719;35,070;34,730;42,778;45,693;Medio-alto;2139;1
4004601001;2021;66,194;42,682;50,169;45,479;51,645;Alto;2140;1
4004601001;2022;66,195;42,682;38,167;46,905;48,473;Alto;2140;1
4004601001;2023;66,201;42,295;34,186;48,014;47,555;Medio-alto;2140;1
4004701001;2021;64,684;28,367;38,337;53,293;47,915;Alto;2141;1
4004701001;2022;64,695;28,367;38,337;58,319;49,426;Alto;2141;1
4004701001;2023;64,717;28,758;38,337;55,250;48,569;Alto;2141;1
4004801001;2021;65,669;36,231;38,337;75,254;55,929;Alto;2142;1
4004801001;2022;65,700;35,815;38,337;76,811;56,342;Alto;2142;1
4004801001;2023;65,700;35,815;38,337;76,111;56,132;Alto;2142;1
4004901001;2021;66,072;26,414;38,337;62,374;50,693;Alto;2143;1
4004901001;2022;66,072;27,035;38,337;58,090;49,501;Alto;2143;1
4004901001;2023;66,021;27,035;38,337;58,237;49,533;Alto;2143;1
4005101001;2021;64,538;30,363;38,337;52,984;48,085;Alto;2144;1
4005101001;2022;64,586;31,074;38,337;48,830;46,958;Medio-alto;2144;1
4005101001;2023;64,678;30,363;38,337;54,481;48,569;Alto;2144;1
4005201001;2021;64,617;29,117;38,337;48,930;46,702;Medio-alto;2145;1
4005201001;2022;64,621;28,521;38,337;52,980;47,828;Medio-alto;2145;1
4005201001;2023;64,635;28,521;38,337;53,147;47,882;Alto;2145;1
4005301001;2021;70,554;37,272;41,246;42,141;48,245;Alto;2146;1
4005301001;2022;70,539;37,272;40,628;39,780;47,348;Medio-alto;2146;1
4005301001;2023;70,532;37,622;39,259;34,340;45,356;Medio-alto;2146;1
4005401001;2021;73,529;51,138;38,638;50,764;52,873;Alto;2147;1
4005401001;2022;73,527;51,975;31,923;49,177;50,508;Alto;2147;1
4005401001;2023;73,529;52,813;33,570;46,861;50,433;Alto;2147;1
4005501001;2021;65,257;26,373;38,337;52,494;47,520;Medio-alto;2148;1
4005501001;2022;65,220;26,108;38,337;52,967;47,612;Medio-alto;2148;1
4005501001;2023;65,277;26,373;38,337;52,290;47,464;Medio-alto;2148;1
4005601001;2021;67,314;34,605;38,337;62,024;52,128;Alto;2149;1
4005601001;2022;67,096;34,266;38,337;59,313;51,209;Alto;2149;1
4005601001;2023;67,250;32,910;38,337;68,598;53,830;Alto;2149;1
4005701001;2021;58,380;36,989;44,054;41,316;45,754;Medio-alto;2150;1
4005701001;2022;58,381;36,989;41,825;41,654;45,187;Medio-alto;2150;1
4005701001;2023;58,382;36,644;41,150;42,180;45,091;Medio-alto;2150;1
4005701002;2021;57,080;49,840;42,094;36,161;45,222;Medio-alto;2151;1
4005701002;2022;57,080;49,840;38,838;35,834;44,148;Medio-alto;2151;1
4005701002;2023;57,080;49,436;37,118;37,114;43,955;Medio-alto;2151;1
4005801001;2021;58,601;23,327;39,905;46,517;44,076;Medio-alto;2152;1
4005801001;2022;58,600;23,327;37,506;45,818;43,146;Medio-bajo;2152;1
4005801001;2023;58,603;23,060;36,506;47,439;43,293;Medio-bajo;2152;1
4005901001;2021;54,078;37,548;28,943;45,571;41,506;Medio-bajo;2153;0
4005901001;2022;54,078;37,548;26,948;46,215;41,101;Medio-bajo;2153;0
4005901001;2023;54,081;36,733;24,797;48,741;41,092;Medio-bajo;2153;0
4006001001;2021;64,415;28,291;38,337;53,108;47,781;Medio-alto;2154;1
4006001001;2022;64,391;28,803;38,337;49,742;46,842;Medio-alto;2154;1
4006001001;2023;64,399;28,291;38,337;51,822;47,391;Medio-alto;2154;1
4006101001;2021;71,228;30,517;38,337;43,441;46,918;Medio-alto;2155;1
4006101001;2022;71,187;29,915;38,337;47,487;48,031;Alto;2155;1
4006101001;2023;71,207;29,613;38,337;51,083;49,070;Alto;2155;1
4006201001;2021;57,234;28,657;38,337;57,315;47,303;Medio-alto;2156;1
4006201001;2022;57,222;28,989;38,337;60,359;48,263;Alto;2156;1
4006201001;2023;57,246;28,989;38,337;61,753;48,687;Alto;2156;1
4006301001;2021;51,045;41,020;45,233;38,102;43,915;Medio-alto;2157;1
4006301001;2022;51,047;41,020;43,292;38,428;43,431;Medio-bajo;2157;1
4006301001;2023;51,047;40,588;40,814;40,057;43,111;Medio-bajo;2157;1
4006301002;2021;51,261;50,880;41,869;32,973;42,900;Medio-bajo;2158;1
4006301002;2022;51,260;50,880;39,838;32,926;42,276;Medio-bajo;2158;0
4006301002;2023;51,260;50,880;37,850;33,432;41,832;Medio-bajo;2158;0
4006301003;2021;54,339;37,908;44,107;41,217;44,868;Medio-alto;2159;1
4006301003;2022;54,340;37,908;39,944;41,614;43,739;Medio-alto;2159;1
4006301003;2023;54,338;38,272;37,873;39,946;42,671;Medio-bajo;2159;1
4006302001;2021;51,013;50,448;39,580;33,904;42,366;Medio-bajo;2160;1
4006302001;2022;51,013;50,035;36,044;35,232;41,641;Medio-bajo;2160;0
4006302001;2023;51,013;50,035;34,495;35,335;41,208;Medio-bajo;2160;0
4006302002;2021;51,743;54,702;37,018;32,792;42,084;Medio-bajo;2161;0
4006302002;2022;51,743;54,702;34,806;32,819;41,429;Medio-bajo;2161;0
4006302002;2023;51,743;54,237;32,408;33,940;40,976;Medio-bajo;2161;0
4006302003;2021;60,520;32,773;42,346;33,075;42,672;Medio-bajo;2162;1
4006302003;2022;60,522;32,773;40,019;33,303;42,043;Medio-bajo;2162;0
4006302003;2023;60,522;32,773;36,709;34,392;41,377;Medio-bajo;2162;0
4006302004;2021;54,515;62,125;40,300;33,387;45,054;Medio-alto;2163;1
4006302004;2022;54,515;62,125;37,350;33,691;44,260;Medio-alto;2163;1
4006302004;2023;54,515;61,544;36,565;35,253;44,406;Medio-alto;2163;1
4006501001;2021;58,012;40,437;38,220;29,988;41,031;Medio-bajo;2164;0
4006501001;2022;58,013;40,437;37,485;29,854;40,770;Medio-bajo;2164;0
4006501001;2023;58,012;40,754;33,241;28,034;38,999;Medio-bajo;2164;0
4006801001;2021;62,669;17,024;38,337;52,767;45,552;Medio-alto;2165;1
4006801001;2022;62,748;18,231;38,337;39,615;41,807;Medio-bajo;2165;0
4006801001;2023;62,600;17,748;38,337;44,193;43,071;Medio-bajo;2165;1
4006901001;2021;55,686;28,302;38,337;40,031;41,677;Medio-bajo;2166;0
4006901001;2022;55,697;28,564;38,337;37,835;41,060;Medio-bajo;2166;0
4006901001;2023;55,686;28,040;38,337;40,876;41,892;Medio-bajo;2166;0
4007001001;2021;68,711;49,517;34,522;48,202;49,423;Alto;2167;1
4007001001;2022;68,717;49,111;29,796;50,627;48,673;Alto;2167;1
4007001001;2023;68,736;49,517;26,652;48,685;47,212;Medio-alto;2167;1
4007101001;2021;64,753;29,048;38,337;51,262;47,425;Medio-alto;2168;1
4007101001;2022;64,753;28,488;38,337;50,166;47,012;Medio-alto;2168;1
4007101001;2023;64,820;28,488;38,337;48,317;46,474;Medio-alto;2168;1
4007201001;2021;43,619;38,585;25,021;33,470;34,240;Bajo;2169;0
4007201001;2022;43,616;38,585;23,286;33,136;33,618;Bajo;2169;0
4007201001;2023;43,614;38,585;22,638;32,123;33,120;Bajo;2169;0
4007301001;2021;58,722;32,291;41,461;39,014;43,667;Medio-bajo;2170;1
4007301001;2022;58,724;32,291;37,657;39,607;42,704;Medio-bajo;2170;1
4007301001;2023;58,726;32,291;34,366;39,868;41,795;Medio-bajo;2170;0
4007401001;2021;54,958;33,168;35,494;43,819;42,509;Medio-bajo;2171;1
4007401001;2022;54,960;33,168;32,379;43,559;41,497;Medio-bajo;2171;0
4007401001;2023;54,962;33,168;28,797;43,481;40,399;Medio-bajo;2171;0
4007501001;2021;54,847;31,683;29,405;46,173;41,137;Medio-bajo;2172;0
4007501001;2022;54,835;31,683;25,756;46,634;40,178;Medio-bajo;2172;0
4007501001;2023;54,834;31,398;23,395;49,012;40,140;Medio-bajo;2172;0
4007601001;2021;50,135;62,929;40,711;33,622;44,273;Medio-alto;2173;1
4007601001;2022;50,135;62,929;37,809;33,708;43,428;Medio-bajo;2173;1
4007601001;2023;50,134;62,326;36,239;34,634;43,144;Medio-bajo;2173;1
4007601002;2021;52,278;54,440;33,966;33,260;41,404;Medio-bajo;2174;0
4007601002;2022;52,277;54,440;31,870;32,553;40,562;Medio-bajo;2174;0
4007601002;2023;52,275;54,440;31,171;33,281;40,570;Medio-bajo;2174;0
4007601003;2021;54,538;57,726;40,464;35,445;45,066;Medio-alto;2175;1
4007601003;2022;54,538;57,172;37,680;37,050;44,629;Medio-alto;2175;1
4007601003;2023;54,538;57,172;36,173;37,286;44,248;Medio-alto;2175;1
4007601004;2021;52,996;53,463;33,788;36,632;42,395;Medio-bajo;2176;1
4007601004;2022;52,996;53,915;32,601;35,881;41,881;Medio-bajo;2176;0
4007601004;2023;52,995;53,463;30,705;36,243;41,353;Medio-bajo;2176;0
4007602001;2021;53,752;61,026;34,422;29,950;41,904;Medio-bajo;2177;0
4007602001;2022;53,752;61,026;33,348;29,839;41,548;Medio-bajo;2177;0
4007602001;2023;53,752;61,026;32,160;30,704;41,451;Medio-bajo;2177;0
4007602002;2021;55,567;48,671;35,943;36,322;42,872;Medio-bajo;2178;1
4007602002;2022;55,567;48,671;33,002;35,294;41,681;Medio-bajo;2178;0
4007602002;2023;55,565;49,065;31,769;32,938;40,663;Medio-bajo;2178;0
4007602003;2021;57,117;46,377;42,835;37,977;45,479;Medio-alto;2179;1
4007602003;2022;57,118;46,377;39,492;38,118;44,519;Medio-alto;2179;1
4007602003;2023;57,118;45,902;39,075;38,405;44,409;Medio-alto;2179;1
4007603001;2021;54,614;52,702;36,303;41,224;44,817;Medio-alto;2180;1
4007603001;2022;54,614;52,702;32,966;40,640;43,640;Medio-bajo;2180;1
4007603001;2023;54,612;52,291;30,792;41,944;43,317;Medio-bajo;2180;1
4007604001;2021;52,456;65,869;33,903;33,939;43,347;Medio-bajo;2181;1
4007604001;2022;52,455;65,869;31,423;33,878;42,584;Medio-bajo;2181;1
4007604001;2023;52,454;65,869;30,011;34,044;42,210;Medio-bajo;2181;0
4007701001;2021;40,923;56,742;32,363;33,633;38,541;Medio-bajo;2182;0
4007701001;2022;40,923;56,742;30,496;33,682;37,996;Bajo;2182;0
4007701001;2023;40,921;56,742;28,129;33,866;37,340;Bajo;2182;0
4007801001;2021;58,893;29,257;37,352;41,026;42,625;Medio-bajo;2183;1
4007801001;2022;58,878;28,986;35,074;40,627;41,778;Medio-bajo;2183;0
4007801001;2023;58,877;28,986;30,061;40,837;40,337;Medio-bajo;2183;0
4007901001;2021;69,697;46,385;31,767;47,541;48,174;Alto;2184;1
4007901001;2022;69,695;46,385;29,849;48,983;48,031;Alto;2184;1
4007901001;2023;69,699;46,385;29,801;49,872;48,284;Alto;2184;1
4008001001;2021;64,606;40,903;38,337;45,618;47,474;Medio-alto;2185;1
4008001001;2022;64,619;41,297;38,337;42,051;46,466;Medio-alto;2185;1
4008001001;2023;64,598;40,903;38,337;44,817;47,231;Medio-alto;2185;1
4008101001;2021;65,388;33,551;38,383;56,010;49,698;Alto;2186;1
4008101001;2022;65,377;33,226;36,038;55,896;48,908;Alto;2186;1
4008101001;2023;65,361;33,226;33,638;59,131;49,155;Alto;2186;1
4008201001;2021;55,996;21,633;36,899;59,135;46,054;Medio-alto;2187;1
4008201001;2022;56,016;21,633;36,889;58,078;45,739;Medio-alto;2187;1
4008201001;2023;56,012;21,633;38,337;58,695;46,358;Medio-alto;2187;1
4008301001;2021;65,859;28,469;48,616;28,965;44,009;Medio-alto;2188;1
4008301001;2022;65,821;28,793;49,325;31,089;44,898;Medio-alto;2188;1
4008301001;2023;65,747;28,793;44,099;28,885;42,651;Medio-bajo;2188;1
4008401001;2021;58,426;24,466;38,337;47,977;44,171;Medio-alto;2189;1
4008401001;2022;58,466;24,466;38,337;45,604;43,469;Medio-bajo;2189;1
4008401001;2023;58,391;24,466;38,337;47,896;44,138;Medio-alto;2189;1
4008601001;2021;62,405;38,250;35,665;41,381;44,453;Medio-alto;2190;1
4008601001;2022;62,406;37,935;32,402;42,493;43,760;Medio-alto;2190;1
4008601001;2023;62,407;38,250;31,033;41,529;43,108;Medio-bajo;2190;1
4008701001;2021;65,304;28,422;38,337;58,037;49,502;Alto;2191;1
4008701001;2022;65,326;28,422;38,337;58,005;49,498;Alto;2191;1
4008701001;2023;65,376;28,696;38,337;57,930;49,529;Alto;2191;1
4008801001;2021;62,262;34,770;41,564;43,084;46,175;Medio-alto;2192;1
4008801001;2022;62,261;35,094;40,000;41,921;45,406;Medio-alto;2192;1
4008801001;2023;62,267;34,770;39,276;43,269;45,545;Medio-alto;2192;1
4008901001;2021;61,617;32,836;34,398;47,885;45,015;Medio-alto;2193;1
4008901001;2022;61,612;33,118;36,466;46,655;45,307;Medio-alto;2193;1
4008901001;2023;61,605;32,836;32,185;48,871;44,643;Medio-alto;2193;1
4009101001;2021;63,192;29,058;38,961;50,008;46,847;Medio-alto;2194;1
4009101001;2022;63,212;28,725;38,337;52,911;47,486;Medio-alto;2194;1
4009101001;2023;63,231;28,392;39,602;54,442;48,280;Alto;2194;1
4009201001;2021;66,776;34,948;38,615;45,900;47,291;Medio-alto;2195;1
4009201001;2022;66,770;35,318;39,905;43,871;47,123;Medio-alto;2195;1
4009201001;2023;66,753;34,578;35,303;49,145;47,209;Medio-alto;2195;1
4009301001;2021;59,574;38,559;45,299;40,585;46,443;Medio-alto;2196;1
4009301001;2022;59,571;37,714;38,337;42,469;44,792;Medio-alto;2196;1
4009301001;2023;59,578;37,714;38,337;42,717;44,868;Medio-alto;2196;1
4009401001;2021;47,985;39,395;33,157;34,392;38,170;Bajo;2197;0
4009401001;2022;47,982;39,731;30,603;32,814;36,980;Bajo;2197;0
4009401001;2023;47,982;39,731;26,854;33,190;35,968;Bajo;2197;0
4009501001;2021;62,526;27,756;40,856;31,432;41,481;Medio-bajo;2198;0
4009501001;2022;62,527;27,536;37,877;32,841;40,978;Medio-bajo;2198;0
4009501001;2023;62,528;27,536;32,405;33,865;39,644;Medio-bajo;2198;0
4009701001;2021;64,426;46,577;33,734;30,514;42,368;Medio-bajo;2199;1
4009701001;2022;64,424;46,201;30,415;31,370;41,572;Medio-bajo;2199;0
4009701001;2023;64,421;46,201;29,451;31,884;41,436;Medio-bajo;2199;0
4009901001;2021;60,305;32,545;38,337;48,078;45,882;Medio-alto;2200;1
4009901001;2022;60,271;30,995;38,337;52,213;46,882;Medio-alto;2200;1
4009901001;2023;60,320;30,995;38,337;54,336;47,531;Medio-alto;2200;1
4010001001;2021;68,651;39,624;41,120;48,148;49,886;Alto;2201;1
4010001001;2022;68,646;39,624;41,897;47,376;49,887;Alto;2201;1
4010001001;2023;68,646;39,624;37,020;48,356;48,718;Alto;2201;1
4010101001;2021;41,022;57,822;35,112;27,621;37,749;Bajo;2202;0
4010101001;2022;41,021;57,822;31,867;27,975;36,881;Bajo;2202;0
4010101001;2023;41,020;57,822;30,226;27,869;36,357;Bajo;2202;0
4010301001;2021;45,374;35,666;33,929;44,169;40,123;Medio-bajo;2203;0
4010301001;2022;45,361;36,084;29,430;44,098;38,811;Medio-bajo;2203;0
4010301001;2023;45,371;35,666;28,862;45,157;38,898;Medio-bajo;2203;0
4010401001;2021;56,177;59,305;35,249;40,392;45,632;Medio-alto;2204;1
4010401001;2022;56,169;58,695;32,900;41,596;45,196;Medio-alto;2204;1
4010401001;2023;56,167;58,085;32,063;42,779;45,207;Medio-alto;2204;1
4010501001;2021;52,576;32,272;38,337;47,301;43,676;Medio-bajo;2205;1
4010501001;2022;52,546;31,587;38,337;49,759;44,303;Medio-alto;2205;1
4010501001;2023;52,561;31,244;38,337;53,571;45,399;Medio-alto;2205;1
4010601001;2021;59,486;28,696;46,759;51,544;48,667;Alto;2206;1
4010601001;2022;59,478;28,696;45,400;52,678;48,597;Alto;2206;1
4010601001;2023;59,483;28,696;42,688;52,052;47,597;Medio-alto;2206;1
4010701001;2021;53,020;33,259;46,971;44,264;45,614;Medio-alto;2207;1
4010701001;2022;53,024;32,917;43,582;45,055;44,785;Medio-alto;2207;1
4010701001;2023;52,994;32,917;47,106;44,591;45,695;Medio-alto;2207;1
4010801001;2021;59,521;32,710;42,386;63,046;51,416;Alto;2208;1
4010801001;2022;59,525;32,710;44,472;63,320;52,125;Alto;2208;1
4010801001;2023;59,512;33,077;40,363;61,998;50,548;Alto;2208;1
4010901001;2021;69,882;30,232;38,337;45,265;47,086;Medio-alto;2209;1
4010901001;2022;69,866;30,518;38,337;42,360;46,253;Medio-alto;2209;1
4010901001;2023;69,849;30,518;38,337;41,032;45,851;Medio-alto;2209;1
4011001001;2021;64,745;37,015;44,524;55,350;51,700;Alto;2210;1
4011001001;2022;64,747;37,407;43,019;53,509;50,756;Alto;2210;1
4011001001;2023;64,748;37,407;39,955;52,798;49,624;Alto;2210;1
4011101001;2021;53,881;34,477;38,337;41,119;42,479;Medio-bajo;2211;1
4011101001;2022;53,863;34,477;38,337;41,249;42,513;Medio-bajo;2211;1
4011101001;2023;53,817;34,477;38,337;41,262;42,505;Medio-bajo;2211;1
4011201001;2021;31,153;54,670;29,630;32,783;34,713;Bajo;2212;0
4011201001;2022;31,152;55,092;26,791;31,906;33,661;Bajo;2212;0
4011201001;2023;31,152;55,092;25,871;32,028;33,422;Bajo;2212;0
4011201002;2021;31,996;50,924;25,639;30,974;32,621;Bajo;2213;0
4011201002;2022;31,994;50,924;23,651;30,110;31,765;Bajo;2213;0
4011201002;2023;31,991;51,229;21,630;29,050;30,886;Bajo;2213;0
4011301001;2021;45,406;45,005;30,207;37,465;38,404;Medio-bajo;2214;0
4011301001;2022;45,404;45,005;28,672;37,796;38,042;Bajo;2214;0
4011301001;2023;45,403;45,005;26,531;37,472;37,302;Bajo;2214;0
4011501001;2021;62,608;33,233;34,862;50,149;46,140;Medio-alto;2215;1
4011501001;2022;62,614;33,558;30,446;50,520;44,977;Medio-alto;2215;1
4011501001;2023;62,625;33,233;27,504;53,071;44,814;Medio-alto;2215;1
4011801001;2021;54,312;23,673;38,337;52,858;44,488;Medio-alto;2216;1
4011801001;2022;54,312;24,214;38,337;50,502;43,862;Medio-alto;2216;1
4011801001;2023;54,337;24,214;38,337;49,919;43,693;Medio-bajo;2216;1
4011901001;2021;47,135;35,379;33,678;35,461;37,832;Bajo;2217;0
4011901001;2022;47,130;35,692;27,265;34,022;35,522;Bajo;2217;0
4011901001;2023;47,117;35,379;29,225;35,206;36,415;Bajo;2217;0
