Provincia;CMuni;Periodo;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia
Zamora;49064;2021;1;8;4;13;9;11;15;15;33;17;25;23;34;43;36;43;50;32;44;27;12;27;223;245;9,074;1,220
Zamora;49064;2022;2;9;4;8;10;12;10;15;38;19;23;20;31;46;42;36;51;34;35;34;9;23;222;243;10,565;1,198
Zamora;49064;2023;2;8;5;6;16;9;7;12;31;25;27;21;33;41;47;37;48;37;36;31;14;22;219;252;11,455;1,251
Zamora;49065;2021;0;13;23;28;28;41;36;32;56;49;74;82;101;91;84;90;87;78;78;50;10;70;584;477;6,814;0,937
Zamora;49065;2022;0;14;22;22;36;38;40;34;51;47;75;77;105;91;93;88;93;76;71;41;17;65;587;479;7,369;0,927
Zamora;49065;2023;0;17;22;28;39;36;39;34;56;50;78;76;105;89;88;96;84;84;64;44;15;75;594;475;6,333;0,926
Zamora;49066;2021;1;12;8;18;14;16;13;16;23;29;27;41;32;33;35;36;47;37;30;22;12;41;241;220;5,366;1,083
Zamora;49066;2022;1;8;11;16;12;19;11;12;23;26;26;37;37;27;41;32;44;40;33;19;13;37;228;223;6,027;1,140
Zamora;49066;2023;2;8;11;11;14;16;12;12;23;27;24;36;37;25;44;31;42;32;34;20;11;33;223;216;6,545;1,117
Zamora;49067;2021;0;4;9;6;14;8;8;15;6;19;25;33;26;21;27;33;39;26;21;10;4;22;172;160;7,273;1,058
Zamora;49067;2022;0;4;9;6;10;13;5;16;9;15;26;31;30;26;26;36;30;30;24;10;4;21;179;160;7,619;1,011
Zamora;49067;2023;1;5;4;12;9;12;8;13;8;16;28;25;39;22;29;33;24;28;31;9;2;23;178;157;6,826;1,011
Zamora;49068;2021;0;7;12;5;8;11;7;26;16;19;19;19;39;47;41;42;42;32;27;17;6;26;209;207;7,962;1,115
Zamora;49068;2022;0;6;9;4;10;6;9;22;14;16;20;15;35;47;45;41;47;31;34;14;6;21;192;218;10,381;1,245
Zamora;49068;2023;0;4;7;7;4;12;11;15;18;17;20;14;30;48;45;50;44;31;36;13;7;19;188;226;11,895;1,303
Zamora;49069;2021;0;3;1;5;2;5;8;12;8;8;14;13;18;27;25;26;42;33;40;23;5;9;115;194;21,556;1,765
Zamora;49069;2022;0;5;2;4;4;5;9;7;17;12;14;21;19;28;26;35;34;35;40;22;8;12;135;200;16,667;1,570
Zamora;49069;2023;0;3;1;4;6;5;7;7;11;13;12;19;21;25;31;31;33;33;37;26;5;9;125;196;21,778;1,640
Zamora;49071;2021;1;7;4;8;13;25;46;31;29;28;42;47;82;64;58;62;55;74;43;28;9;22;404;330;15,000;0,871
Zamora;49071;2022;0;10;4;5;17;25;43;37;28;26;41;50;67;88;62;61;60;63;45;26;13;22;419;330;15,000;0,840
Zamora;49071;2023;2;16;5;6;16;24;36;47;33;28;32;54;66;87;70;62;62;61;49;27;9;30;420;342;11,400;0,886
Zamora;49075;2021;0;0;1;1;4;4;5;2;3;5;6;8;10;10;11;11;12;13;16;2;1;3;56;66;22,000;1,232
Zamora;49075;2022;0;0;0;2;3;5;4;1;5;3;5;7;12;9;12;9;12;10;13;4;1;3;53;61;20,333;1,208
Zamora;49075;2023;0;0;0;2;1;6;7;2;5;3;2;9;12;9;10;9;12;10;10;6;1;2;56;58;29,000;1,071
Zamora;49076;2021;0;9;9;6;10;26;23;25;19;24;21;28;36;27;29;14;19;18;12;4;2;26;237;98;3,769;0,523
Zamora;49076;2022;0;7;7;7;7;23;26;21;15;25;25;20;42;29;27;18;13;18;16;5;2;22;232;99;4,500;0,522
Zamora;49076;2023;0;8;7;7;6;22;20;17;17;27;23;24;38;31;21;21;10;20;18;5;1;23;224;96;4,174;0,531
Zamora;49077;2021;0;2;2;2;6;5;7;7;12;5;20;12;17;6;4;10;6;10;15;8;3;7;96;56;8,000;0,656
Zamora;49077;2022;0;2;3;2;5;5;6;4;11;8;16;17;14;8;5;8;8;7;16;9;3;8;93;56;7,000;0,688
Zamora;49077;2023;0;1;2;1;5;5;7;4;8;9;14;19;12;10;6;9;7;6;14;8;4;5;92;54;10,800;0,641
Zamora;49078;2021;0;4;1;4;3;3;4;6;7;4;5;10;15;17;17;5;8;11;10;7;2;10;73;60;6,000;0,959
Zamora;49078;2022;0;2;0;2;3;3;3;5;6;3;6;8;12;16;22;5;7;9;14;6;1;5;64;64;12,800;1,078
Zamora;49078;2023;0;2;0;1;4;1;4;4;7;3;9;5;12;17;22;5;6;9;13;6;1;4;65;62;15,500;1,015
Zamora;49079;2021;0;1;1;2;1;1;3;6;9;4;5;8;8;7;6;9;12;4;11;4;1;4;52;47;11,750;0,981
Zamora;49079;2022;0;1;1;1;2;0;3;7;7;4;5;8;6;11;8;8;8;6;11;5;1;3;53;47;15,667;0,943
Zamora;49079;2023;0;1;1;0;3;0;2;3;6;2;5;7;10;11;8;8;6;8;7;4;2;3;48;43;14,333;0,958
Zamora;49080;2021;1;14;8;14;12;21;26;31;42;28;24;41;63;81;56;51;53;47;43;11;2;38;367;264;6,947;0,823
Zamora;49080;2022;0;12;8;16;12;15;29;32;34;37;22;38;57;84;58;45;59;39;47;11;0;38;358;259;6,816;0,830
Zamora;49080;2023;0;13;8;12;16;11;24;34;35;41;18;39;47;76;62;49;53;35;52;12;0;36;338;263;7,306;0,885
Zamora;49081;2021;1;32;56;83;69;71;70;73;82;97;118;125;140;121;107;91;80;85;73;26;8;184;953;471;2,560;0,687
Zamora;49081;2022;2;40;51;77;77;76;76;72;86;91;111;121;150;122;112;76;92;71;75;30;6;183;967;464;2,536;0,669
Zamora;49081;2023;0;47;42;80;70;70;81;62;89;87;114;112;146;141;105;92;86;69;73;37;6;183;958;468;2,557;0,680
Zamora;49082;2021;0;9;6;8;13;12;16;9;17;16;25;31;33;27;19;39;32;28;25;10;1;26;196;154;5,923;0,918
Zamora;49082;2022;1;8;6;8;11;15;19;10;14;19;24;33;28;27;25;33;31;24;26;7;2;24;198;149;6,208;0,874
Zamora;49082;2023;1;7;8;6;12;18;17;11;15;20;23;28;31;35;21;28;36;29;23;8;3;23;208;149;6,478;0,827
Zamora;49083;2021;1;0;0;0;0;0;0;0;3;0;2;5;5;1;4;5;5;4;7;1;1;0;16;28;inf;1,750
Zamora;49083;2022;0;0;1;1;0;0;0;0;2;3;2;5;5;0;5;3;7;2;8;3;1;2;17;29;14,500;1,824
Zamora;49083;2023;0;0;1;1;0;0;0;0;2;3;1;5;6;1;4;4;6;3;5;5;1;2;18;28;14,000;1,667
Zamora;49084;2021;0;5;4;10;8;8;2;14;12;30;22;17;20;18;24;22;24;23;11;4;1;21;149;109;5,190;0,872
Zamora;49084;2022;0;4;5;7;10;11;3;11;13;19;29;25;17;11;22;30;22;20;17;5;0;18;147;116;6,444;0,912
Zamora;49084;2023;0;7;6;6;13;10;7;11;12;20;25;29;16;10;23;30;18;25;17;7;0;22;150;120;5,455;0,947
Zamora;49085;2021;3;25;13;23;32;42;44;41;39;54;72;86;89;98;67;57;54;63;47;22;7;67;591;320;4,776;0,655
Zamora;49085;2022;2;24;18;24;28;41;45;46;41;60;69;86;89;103;71;58;61;51;49;27;7;72;602;326;4,528;0,661
Zamora;49085;2023;0;23;19;25;27;42;46;47;47;61;67;80;89;107;82;60;57;51;49;25;10;72;608;334;4,639;0,668
Zamora;49086;2021;0;0;0;0;3;5;7;4;2;2;8;8;15;14;10;7;4;8;10;0;2;1;67;41;41,000;0,627
Zamora;49086;2022;0;1;0;0;2;5;8;5;4;2;5;11;14;12;10;9;4;5;12;1;2;1;68;43;43,000;0,647
Zamora;49086;2023;0;3;0;0;3;5;5;8;5;2;3;11;11;14;10;9;3;6;10;3;1;4;66;42;10,500;0,697
Zamora;49087;2021;1;1;1;1;5;10;14;16;22;19;29;22;29;32;46;46;67;44;39;17;5;4;197;265;66,250;1,365
Zamora;49087;2022;1;1;2;1;4;10;14;19;20;21;28;29;32;33;45;45;63;50;35;19;4;5;209;262;52,400;1,278
Zamora;49087;2023;1;4;2;2;4;8;11;17;23;23;23;31;32;29;40;51;59;51;41;17;3;9;200;263;29,222;1,360
Zamora;49088;2021;0;2;5;2;0;3;3;1;2;11;6;6;6;7;5;1;7;6;13;7;1;9;45;40;4,444;1,089
Zamora;49088;2022;0;1;5;2;1;2;4;2;1;12;6;3;8;7;6;2;6;5;12;7;3;8;46;41;5,125;1,065
Zamora;49088;2023;0;1;4;3;1;1;4;4;0;10;7;4;7;6;10;2;7;7;9;7;3;8;44;45;5,625;1,205
Zamora;49090;2021;0;3;4;4;8;7;10;8;9;13;7;12;12;22;15;17;19;15;9;9;2;13;106;86;6,615;0,934
Zamora;49090;2022;0;3;4;2;8;8;9;9;7;14;7;11;13;21;13;17;20;13;11;8;3;11;105;85;7,727;0,914
Zamora;49090;2023;0;2;5;1;7;3;9;11;5;14;9;8;14;19;17;18;19;11;10;9;4;9;98;88;9,778;0,990
Zamora;49091;2021;0;3;0;5;4;7;13;20;11;12;15;15;33;21;24;23;14;19;19;8;2;9;150;109;12,111;0,787
Zamora;49091;2022;0;2;0;4;4;8;11;20;14;8;16;13;30;20;23;25;16;18;17;9;2;7;143;110;15,714;0,818
Zamora;49091;2023;0;2;0;6;5;4;9;15;8;13;15;16;20;27;23;23;14;15;20;9;2;9;131;106;11,778;0,878
Zamora;49092;2021;0;3;1;1;2;2;1;8;3;7;5;6;4;17;9;5;11;10;11;8;1;5;55;55;11,000;1,091
Zamora;49092;2022;0;1;2;0;3;4;2;5;5;3;6;7;5;16;10;5;10;8;12;6;2;4;55;53;13,250;1,036
Zamora;49092;2023;0;1;1;1;3;2;3;4;7;5;6;5;6;13;10;9;7;11;8;7;3;4;53;55;13,750;1,113
Zamora;49093;2021;0;6;9;11;11;14;9;13;12;17;19;39;33;19;22;23;15;18;19;11;1;28;184;109;3,893;0,745
Zamora;49093;2022;1;5;8;10;12;12;10;16;11;18;19;27;44;16;24;22;16;14;20;11;4;25;183;112;4,480;0,749
Zamora;49093;2023;1;2;10;12;9;10;9;12;10;20;14;35;40;18;25;23;14;19;16;13;6;26;175;117;4,500;0,817
Zamora;49094;2021;0;0;2;4;1;5;3;3;4;10;14;16;19;15;24;32;12;19;16;10;6;6;90;119;19,833;1,389
Zamora;49094;2022;0;2;1;3;3;9;7;6;4;14;19;19;18;22;21;40;16;15;17;9;5;7;120;123;17,571;1,083
Zamora;49094;2023;0;1;1;3;2;7;5;6;6;7;13;22;18;22;14;44;17;16;15;7;6;5;108;119;23,800;1,148
Zamora;49095;2021;0;3;12;6;5;12;13;13;20;24;25;26;28;28;26;14;21;10;12;4;5;22;193;92;4,182;0,591
Zamora;49095;2022;0;2;9;12;4;10;12;18;18;27;23;24;29;30;28;11;22;11;11;7;3;24;194;93;3,875;0,603
Zamora;49095;2023;1;5;4;15;5;7;14;19;19;25;24;20;26;29;33;13;21;9;10;6;2;25;187;95;3,800;0,642
Zamora;49096;2021;1;1;3;1;3;3;3;12;11;10;9;8;11;7;9;18;13;9;13;3;1;6;76;67;11,167;0,961
Zamora;49096;2022;0;1;2;0;3;4;2;11;11;10;9;7;15;3;10;16;16;7;14;3;1;4;74;67;16,750;0,959
Zamora;49096;2023;0;2;2;2;1;6;3;8;11;13;9;7;12;8;13;14;12;7;10;5;1;6;78;62;10,333;0,872
Zamora;49097;2021;0;0;0;1;0;0;0;3;1;4;5;5;4;6;4;10;11;10;5;1;0;1;28;41;41,000;1,500
Zamora;49097;2022;0;0;0;1;0;0;0;2;1;5;7;2;7;6;4;9;11;7;7;0;0;1;30;38;38,000;1,300
Zamora;49097;2023;0;0;0;1;1;1;0;1;3;6;6;4;12;6;3;9;13;7;7;1;0;1;40;40;40,000;1,025
Zamora;49098;2021;1;0;0;6;5;2;5;8;7;5;7;14;19;21;18;20;23;21;20;5;1;7;92;109;15,571;1,261
Zamora;49098;2022;0;2;1;4;6;1;5;5;10;8;4;15;13;22;19;18;23;15;22;8;2;8;88;107;13,375;1,307
Zamora;49098;2023;0;2;1;3;4;4;4;5;10;5;6;10;16;23;17;20;22;16;17;10;1;7;86;103;14,714;1,279
Zamora;49099;2021;0;2;3;0;0;2;3;8;2;5;3;4;6;12;7;9;12;5;4;1;3;5;45;41;8,200;1,022
Zamora;49099;2022;0;1;4;0;0;2;2;6;5;2;5;1;10;13;8;6;12;3;3;3;1;5;46;36;7,200;0,891
Zamora;49099;2023;0;6;4;3;0;1;2;6;7;6;3;2;7;11;10;6;11;4;4;2;2;13;45;39;3,000;1,156
Zamora;49100;2021;0;9;9;4;4;9;8;11;18;12;15;13;34;29;23;21;33;25;24;8;0;23;152;134;5,826;1,033
Zamora;49100;2022;0;5;9;4;5;8;8;10;16;13;15;15;27;27;33;21;31;23;27;8;1;19;143;144;7,579;1,140
Zamora;49100;2023;0;4;12;5;5;6;11;11;16;15;14;15;25;23;35;18;29;26;21;12;1;22;140;142;6,455;1,171
Zamora;49101;2021;0;1;3;3;2;8;8;7;4;11;7;6;10;14;14;11;9;12;9;6;1;7;77;62;8,857;0,896
Zamora;49101;2022;0;2;5;4;1;7;8;8;7;12;10;3;11;14;15;13;9;11;9;5;1;11;81;63;5,727;0,914
Zamora;49101;2023;0;2;1;5;2;6;7;7;6;8;9;6;12;12;15;15;8;10;9;5;1;8;75;63;7,875;0,947
Zamora;49102;2021;0;0;1;4;4;2;7;10;6;8;11;12;23;13;12;11;12;15;18;9;3;6;95;80;13,333;0,905
Zamora;49102;2022;0;0;0;3;4;4;4;10;7;8;11;12;23;18;10;12;11;11;18;9;5;4;100;76;19,000;0,800
Zamora;49102;2023;0;0;0;1;6;4;8;8;8;6;13;13;19;18;12;12;14;7;15;8;6;2;102;74;37,000;0,745
Zamora;49103;2021;0;16;10;20;16;21;14;26;21;28;32;33;35;43;29;30;32;23;15;15;2;49;266;146;2,980;0,733
Zamora;49103;2022;0;19;9;16;20;23;14;26;27;24;34;35;35;44;33;26;34;17;23;12;2;48;278;147;3,062;0,701
Zamora;49103;2023;0;14;16;11;26;15;11;32;24;20;38;35;35;42;32;27;27;26;22;8;5;46;273;147;3,196;0,707
Zamora;49104;2021;0;2;1;3;6;8;3;8;7;8;21;13;18;28;30;31;33;31;26;15;8;7;119;174;24,857;1,521
Zamora;49104;2022;1;2;2;0;7;7;5;9;6;9;17;20;16;28;44;31;28;32;28;14;6;5;123;184;36,800;1,537
Zamora;49104;2023;1;2;3;0;7;7;3;7;7;11;14;26;17;29;44;32;34;32;26;13;5;6;127;187;31,167;1,520
Zamora;49105;2021;0;2;3;5;1;3;2;3;4;9;13;12;13;8;10;17;10;13;8;3;1;10;68;62;6,200;1,059
Zamora;49105;2022;0;1;3;6;1;3;1;3;4;7;10;17;12;12;9;11;16;11;9;2;1;10;70;59;5,900;0,986
Zamora;49105;2023;1;1;2;6;2;1;3;3;4;6;10;17;14;10;9;12;13;12;10;4;0;9;70;61;6,778;1,000
Zamora;49107;2021;0;2;1;1;3;4;3;2;6;1;6;7;13;14;9;11;10;8;11;4;1;5;58;54;10,800;1,017
Zamora;49107;2022;0;1;1;2;3;3;4;2;4;2;5;7;12;14;10;12;9;9;9;4;0;5;55;53;10,600;1,055
Zamora;49107;2023;0;1;1;1;3;4;2;2;4;1;3;6;14;13;12;14;10;8;5;3;1;4;51;53;13,250;1,118
Zamora;49108;2021;0;3;5;8;11;20;15;16;14;26;34;35;37;48;38;32;28;34;32;11;4;18;254;179;9,944;0,776
Zamora;49108;2022;1;6;6;5;10;17;21;14;15;29;25;42;41;43;41;37;24;32;35;11;3;19;255;184;9,684;0,796
Zamora;49108;2023;0;5;5;12;9;16;20;13;15;27;26;40;42;42;43;38;27;28;27;16;2;24;248;181;7,542;0,827
Zamora;49109;2021;0;13;24;26;15;22;32;39;41;50;38;51;56;47;32;25;31;39;34;15;2;66;388;178;2,697;0,629
Zamora;49109;2022;0;15;19;28;14;26;30;45;36;52;40;36;70;44;37;23;29;26;37;16;4;65;390;172;2,646;0,608
Zamora;49109;2023;0;20;21;28;16;27;28;42;36;42;47;40;66;44;41;26;29;21;35;17;4;72;385;173;2,403;0,636
Zamora;49110;2021;0;3;2;4;3;11;8;19;10;11;14;19;28;35;32;38;24;31;28;18;5;10;157;176;17,600;1,185
Zamora;49110;2022;0;4;2;3;3;10;9;13;14;9;16;19;25;41;33;34;34;24;30;16;5;10;158;176;17,600;1,177
Zamora;49110;2023;0;5;4;3;4;10;10;11;17;6;19;17;24;46;33;39;32;18;35;16;6;13;163;179;13,769;1,178
Zamora;49111;2021;0;2;2;3;2;2;3;4;7;3;7;13;12;12;4;6;17;13;14;5;0;7;65;59;8,429;1,015
Zamora;49111;2022;0;2;2;3;3;2;4;5;7;2;7;12;13;11;6;4;16;15;16;5;0;8;65;62;7,750;1,077
Zamora;49111;2023;0;2;1;4;4;3;4;6;5;3;7;12;10;10;10;2;13;15;15;5;0;8;63;60;7,500;1,079
Zamora;49112;2021;0;1;1;0;3;3;1;4;4;4;10;11;13;12;9;12;12;7;8;5;4;3;64;57;19,000;0,938
Zamora;49112;2022;0;2;5;0;2;3;2;3;6;6;7;11;12;19;6;12;15;6;9;1;5;7;71;54;7,714;0,859
Zamora;49112;2023;0;2;4;1;0;4;2;4;6;6;6;14;10;15;10;14;12;6;10;5;5;7;67;62;8,857;1,030
Zamora;49113;2021;1;1;0;0;3;3;11;6;10;9;4;10;22;14;8;17;13;10;10;10;2;2;91;71;35,500;0,802
Zamora;49113;2022;1;1;0;0;2;3;11;7;10;7;6;9;17;19;7;15;17;9;10;10;2;1;91;71;71,000;0,791
Zamora;49113;2023;0;1;0;0;0;4;7;10;10;8;7;5;15;18;12;14;16;7;13;9;2;1;84;73;73,000;0,881
Zamora;49114;2021;1;1;0;0;0;1;3;1;5;1;2;2;4;5;4;1;2;0;2;2;2;1;24;14;14,000;0,625
Zamora;49114;2022;1;1;0;0;0;1;2;2;2;2;0;2;5;3;5;2;2;0;2;2;2;1;19;16;16,000;0,895
Zamora;49114;2023;2;0;1;0;0;1;1;2;2;1;1;2;5;3;5;2;0;2;2;3;0;1;18;16;16,000;0,944
Zamora;49115;2021;1;2;2;4;7;6;3;8;16;10;14;7;12;14;12;20;14;12;7;4;2;9;96;72;8,000;0,844
Zamora;49115;2022;2;2;2;3;4;5;4;7;16;8;16;5;12;13;13;16;16;13;8;2;2;8;89;72;9,000;0,899
Zamora;49115;2023;2;2;1;4;5;3;7;7;10;11;15;8;12;12;12;15;14;11;9;2;2;8;89;67;8,375;0,843
Zamora;49116;2021;0;3;1;2;8;16;13;8;19;14;21;21;37;27;31;29;40;27;24;16;3;8;182;170;21,250;0,978
Zamora;49116;2022;0;3;2;2;3;15;12;7;14;16;18;23;33;26;31;35;34;31;23;12;5;8;166;171;21,375;1,078
Zamora;49116;2023;0;8;6;3;3;15;12;9;16;18;16;25;31;30;27;38;26;32;23;11;5;18;174;162;9,000;1,034
Zamora;49117;2021;1;11;5;7;6;14;18;24;20;23;26;25;38;42;28;34;51;28;26;16;3;24;235;187;7,792;0,898
Zamora;49117;2022;1;10;5;4;11;11;15;26;17;29;21;23;38;44;28;32;46;36;27;14;2;21;233;186;8,857;0,888
Zamora;49117;2023;1;8;5;4;11;6;15;19;21;27;17;25;37;42;30;32;42;37;33;15;3;19;218;193;10,158;0,972
Zamora;49118;2021;0;5;0;2;7;7;7;10;12;15;8;15;27;14;13;17;16;9;12;6;6;8;121;79;9,875;0,719
Zamora;49118;2022;0;4;0;1;6;11;5;10;10;17;9;11;21;20;15;15;15;11;10;8;5;6;119;79;13,167;0,714
Zamora;49118;2023;2;5;0;0;4;11;6;10;10;15;7;10;20;22;15;14;16;9;13;4;5;6;114;78;13,000;0,737
Zamora;49119;2021;0;2;7;7;9;8;8;8;10;17;15;28;22;20;12;16;18;12;13;4;2;18;143;77;4,278;0,664
Zamora;49119;2022;0;1;8;8;8;6;11;8;11;13;20;28;24;17;14;14;16;13;13;6;1;19;144;77;4,053;0,667
Zamora;49119;2023;0;4;6;9;7;9;12;9;8;14;22;24;26;14;17;16;12;15;11;3;2;20;144;76;3,800;0,667
Zamora;49120;2021;0;0;0;0;0;0;1;4;0;1;0;1;6;3;6;5;2;7;4;4;3;0;16;31;inf;1,938
Zamora;49120;2022;0;0;0;1;0;0;1;3;1;1;0;1;4;3;6;8;4;6;6;2;4;1;14;36;36,000;2,643
Zamora;49120;2023;0;0;0;1;1;1;1;1;2;0;1;1;4;3;4;6;4;5;7;4;1;1;15;31;31,000;2,133
Zamora;49121;2021;3;10;6;7;13;20;16;20;24;17;24;34;44;31;31;26;24;21;21;18;4;26;240;148;5,692;0,725
Zamora;49121;2022;2;10;5;6;12;19;17;16;29;16;24;32;42;33;29;25;27;18;20;19;4;23;238;144;6,261;0,702
Zamora;49121;2023;2;8;8;6;11;19;16;15;25;23;22;24;49;36;27;26;25;16;21;15;4;24;238;136;5,667;0,672
Zamora;49122;2021;0;40;51;78;40;40;44;50;90;110;87;77;61;46;43;38;27;13;24;7;2;177;637;154;0,870;0,520
Zamora;49122;2022;0;45;49;74;47;41;37;55;74;121;88;83;60;43;50;34;31;18;22;5;1;177;640;161;0,910;0,528
Zamora;49122;2023;0;50;46;77;49;39;32;53;61;117;102;79;65;50;49;31;35;16;20;10;1;183;637;162;0,885;0,542
Zamora;49123;2021;0;17;11;11;18;14;36;27;30;43;35;36;38;50;33;46;37;36;28;11;4;43;323;195;4,535;0,737
Zamora;49123;2022;0;12;18;11;15;13;36;23;31;37;38;38;39;48;37;39;40;35;28;12;4;44;315;195;4,432;0,759
Zamora;49123;2023;0;11;20;11;17;11;30;29;27;38;38;38;34;51;39;33;47;30;29;9;7;45;310;194;4,311;0,771
Zamora;49124;2021;0;5;6;7;3;9;16;14;19;15;16;16;21;23;23;24;15;8;10;6;4;19;151;90;4,737;0,722
Zamora;49124;2022;0;4;6;7;4;8;17;12;18;18;16;13;25;18;25;24;18;6;8;7;5;18;148;93;5,167;0,750
Zamora;49124;2023;0;6;6;8;3;6;16;13;17;18;15;18;24;21;27;24;18;8;6;7;4;21;150;94;4,476;0,767
Zamora;49125;2021;1;68;97;99;70;74;72;80;140;191;154;154;120;85;74;65;72;60;40;20;11;278;1126;343;1,234;0,552
Zamora;49125;2022;2;61;90;99;83;73;65;81;131;188;172;149;138;88;76;67;72;66;40;15;12;267;1151;350;1,311;0,536
Zamora;49125;2023;1;62;85;106;87;71;59;90;125;175;169;162;134;98;89;62;65;65;41;25;8;270;1153;356;1,319;0,543
Zamora;49126;2021;0;12;4;6;8;12;14;4;11;10;24;24;18;24;23;18;19;19;22;11;2;24;147;114;4,750;0,939
Zamora;49126;2022;0;8;7;5;7;11;16;4;12;10;21;24;21;28;21;16;25;15;19;20;1;21;153;117;5,571;0,902
Zamora;49126;2023;0;6;8;6;7;10;12;10;6;12;16;29;26;30;21;20;22;21;12;22;3;21;157;121;5,762;0,904
Zamora;49127;2021;0;118;155;196;143;127;131;140;229;289;279;249;255;214;149;128;102;62;45;23;4;498;2027;513;1,030;0,499
Zamora;49127;2022;0;116;141;189;163;120;128;161;217;279;291;256;253;234;159;125;94;64;45;22;5;479;2069;514;1,073;0,480
Zamora;49127;2023;2;114;141;186;169;128;125;144;206;274;290;267;249;253;170;128;99;64;40;22;9;474;2072;534;1,127;0,486
Zamora;49128;2021;1;18;10;10;14;25;25;29;21;28;34;49;46;44;38;50;39;37;32;16;5;41;312;218;5,317;0,830
Zamora;49128;2022;1;17;12;8;14;22;28;26;23;23;32;45;45;47;37;49;41;29;34;16;7;40;302;214;5,350;0,841
Zamora;49128;2023;4;15;10;10;15;16;24;22;20;24;32;32;55;43;39;52;38;26;31;13;7;38;280;210;5,526;0,886
Zamora;49129;2021;0;34;28;28;30;50;51;50;57;69;67;85;87;59;55;47;46;54;49;21;5;96;599;277;2,885;0,623
Zamora;49129;2022;0;32;33;26;32;43;55;50;54;62;78;72;86;67;57;50;42;47;53;24;5;97;593;278;2,866;0,632
Zamora;49129;2023;1;29;38;26;28;34;55;42;59;50;85;67;85;73;54;47;48;45;49;20;6;99;572;270;2,727;0,645
Zamora;49130;2021;0;3;0;0;1;0;3;9;4;5;3;8;15;19;18;8;16;18;16;10;0;3;67;86;28,667;1,328
Zamora;49130;2022;0;4;1;0;1;0;1;5;9;7;3;7;15;21;18;13;11;19;18;9;3;5;69;91;18,200;1,391
Zamora;49130;2023;0;1;1;0;1;0;1;4;10;5;5;7;13;16;21;14;12;16;20;6;2;2;62;91;45,500;1,500
Zamora;49131;2021;0;1;1;3;2;15;8;17;6;8;15;18;27;29;15;17;11;12;20;4;2;5;145;81;16,200;0,593
Zamora;49131;2022;0;2;1;3;1;10;11;17;9;7;12;20;25;28;18;17;11;12;16;7;1;6;140;82;13,667;0,629
Zamora;49131;2023;0;1;2;2;2;6;14;12;12;6;10;18;21;30;25;15;11;11;15;8;0;5;131;85;17,000;0,687
Zamora;49132;2021;0;3;7;6;16;10;8;9;11;12;31;33;24;22;16;37;34;20;20;3;3;19;173;133;7,000;0,879
Zamora;49132;2022;0;4;7;5;16;13;8;8;9;15;31;26;33;22;19;30;33;16;24;4;3;19;178;129;6,789;0,831
Zamora;49132;2023;0;4;6;6;14;15;8;7;9;16;25;32;25;26;17;26;34;18;25;6;3;19;174;129;6,789;0,851
Zamora;49133;2021;1;6;7;5;4;17;10;15;6;14;18;29;23;21;18;28;20;28;24;15;2;19;156;136;7,158;0,994
Zamora;49133;2022;2;6;6;3;7;13;13;13;7;12;18;22;29;20;18;22;21;24;25;18;2;16;153;132;8,250;0,967
Zamora;49133;2023;3;4;7;4;6;9;15;11;9;11;16;22;29;21;18;21;22;19;26;15;1;16;148;125;7,812;0,953
Zamora;49134;2021;0;3;2;2;3;6;8;5;9;10;10;16;9;21;11;14;10;17;14;2;0;8;96;68;8,500;0,792
Zamora;49134;2022;0;2;2;2;3;7;8;8;7;14;9;20;6;20;15;16;11;13;16;4;0;7;101;75;10,714;0,812
Zamora;49134;2023;0;3;4;5;4;4;11;12;7;14;7;21;11;17;20;19;11;8;18;7;0;13;107;83;6,385;0,897
Zamora;49135;2021;0;13;10;7;20;19;18;21;29;39;45;36;47;46;42;52;50;52;41;14;4;34;316;255;7,500;0,915
Zamora;49135;2022;0;14;9;9;14;27;16;20;28;39;40;41;42;45;41;53;45;46;37;18;4;35;309;244;6,971;0,903
Zamora;49135;2023;0;12;9;9;16;26;18;24;25;39;40;44;47;46;35;55;48;41;37;17;5;33;322;238;7,212;0,842
Zamora;49136;2021;3;7;5;8;15;17;18;14;21;16;21;25;31;26;20;20;22;21;24;11;5;23;201;126;5,478;0,741
Zamora;49136;2022;2;6;6;8;13;13;21;15;22;20;15;29;28;24;27;15;26;19;22;9;5;23;197;125;5,435;0,751
Zamora;49136;2023;1;2;5;6;13;15;14;17;20;17;13;34;24;28;23;17;27;18;20;9;5;16;192;120;7,500;0,708
Zamora;49137;2021;0;3;2;1;4;9;2;8;11;8;10;13;13;18;10;10;14;17;10;8;5;7;95;74;10,571;0,853
Zamora;49137;2022;0;4;3;0;5;7;4;4;12;6;12;13;15;17;11;8;16;9;15;7;4;8;94;70;8,750;0,830
Zamora;49137;2023;0;3;4;0;4;5;5;2;15;6;14;10;15;15;13;6;15;9;15;7;3;8;90;68;8,500;0,844
