Provincia;CMuni;Periodo;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia
Burgos;09166;2022;0;0;0;2;3;3;2;1;3;3;4;16;14;9;9;5;10;5;7;1;1;3;57;38;12,667;0,719
Burgos;09166;2023;1;1;0;2;3;3;2;1;3;3;3;14;12;10;11;6;8;6;9;1;0;4;53;42;10,500;0,868
Burgos;09167;2021;0;0;1;0;0;1;6;2;3;1;2;4;5;8;5;4;5;1;5;3;0;1;32;23;23,000;0,750
Burgos;09167;2022;0;0;1;0;0;0;3;6;3;0;3;2;7;7;5;4;6;2;3;3;0;1;31;23;23,000;0,774
Burgos;09167;2023;0;0;1;0;0;0;3;5;3;2;1;3;6;7;5;4;6;2;2;2;1;1;30;22;22,000;0,767
Burgos;09168;2021;0;4;9;23;9;12;11;8;11;24;20;34;29;11;18;20;26;14;12;13;4;38;167;107;2,816;0,868
Burgos;09168;2022;0;10;9;16;13;9;17;10;13;17;21;35;30;13;18;15;28;16;11;10;3;38;175;101;2,658;0,794
Burgos;09168;2023;0;11;9;14;14;9;16;4;15;15;23;25;36;17;19;13;31;8;19;6;1;37;171;97;2,622;0,784
Burgos;09169;2021;0;3;0;1;2;3;5;2;4;5;2;10;12;13;16;6;5;3;4;3;0;4;58;37;9,250;0,707
Burgos;09169;2022;0;3;0;1;2;2;6;4;4;3;7;9;10;17;16;8;4;2;6;2;1;4;64;39;9,750;0,672
Burgos;09169;2023;0;1;2;0;1;2;7;4;4;3;8;6;13;17;14;10;5;1;6;1;2;3;65;39;13,000;0,646
Burgos;09170;2021;0;4;7;5;5;11;12;12;10;13;12;18;21;22;16;19;10;11;6;10;1;17;135;73;4,294;0,667
Burgos;09170;2022;0;4;6;2;6;9;14;10;8;13;11;18;20;20;20;18;10;12;4;4;5;13;128;73;5,615;0,672
Burgos;09170;2023;0;6;3;5;4;7;12;9;10;11;11;20;22;19;21;19;8;15;2;2;4;15;124;71;4,733;0,694
Burgos;09172;2021;0;3;3;6;0;8;3;2;8;8;13;19;11;10;17;14;8;13;11;6;1;12;82;70;5,833;1,000
Burgos;09172;2022;0;4;4;7;0;7;5;3;7;11;14;19;13;9;17;13;9;12;9;9;1;15;88;70;4,667;0,966
Burgos;09172;2023;0;2;6;5;3;3;7;2;5;10;14;14;12;8;11;16;9;14;9;6;2;14;77;67;4,786;1,052
Burgos;09173;2021;0;0;0;1;0;3;5;8;10;1;4;13;18;18;12;6;7;11;7;5;0;1;80;48;48,000;0,613
Burgos;09173;2022;0;2;0;0;1;2;2;9;10;3;4;10;15;23;13;8;6;8;5;8;0;2;79;48;24,000;0,633
Burgos;09173;2023;0;1;0;0;0;1;5;5;10;5;4;9;14;22;13;9;5;6;9;7;0;1;75;49;49,000;0,667
Burgos;09174;2021;0;27;18;37;41;31;44;42;41;48;63;69;89;67;66;68;55;34;42;23;4;90;527;292;3,244;0,725
Burgos;09174;2022;0;30;17;29;38;34;40;39;41;53;51;77;79;73;71;66;52;35;39;19;9;84;517;291;3,464;0,725
Burgos;09174;2023;0;27;20;28;38;34;35;42;34;47;48;80;75;79;69;66;60;36;36;19;6;83;504;292;3,518;0,744
Burgos;09175;2021;0;0;0;0;1;1;1;4;3;6;5;9;13;19;16;11;9;12;7;3;1;0;62;59;inf;0,952
Burgos;09175;2022;0;0;0;0;0;2;1;3;4;4;6;8;11;22;16;11;8;10;7;4;1;0;61;57;inf;0,934
Burgos;09175;2023;1;0;0;0;0;1;1;1;5;4;4;11;12;21;12;11;12;10;5;3;1;0;60;55;inf;0,917
Burgos;09176;2021;0;0;0;5;4;2;1;1;3;4;9;4;3;4;5;2;4;4;2;0;0;6;34;17;2,833;0,676
Burgos;09176;2022;0;0;0;2;2;5;2;1;2;4;8;3;5;3;3;4;4;4;1;0;0;2;35;16;8,000;0,514
Burgos;09176;2023;0;0;0;3;2;5;1;0;2;3;8;4;4;5;3;4;2;6;1;1;0;3;34;17;5,667;0,588
Burgos;09177;2021;0;48;75;82;71;53;53;78;98;131;134;127;104;84;77;65;61;41;32;16;7;219;919;299;1,365;0,564
Burgos;09177;2022;0;52;64;84;85;55;47;72;87;122;125;132;118;75;82;67;64;32;35;18;7;217;901;305;1,406;0,579
Burgos;09177;2023;1;47;62;72;96;53;51;69;74;120;119;142;120;75;91;67;62;39;34;17;6;200;900;317;1,585;0,574
Burgos;09178;2021;0;0;0;0;0;0;1;2;1;0;1;4;5;6;2;3;2;3;4;3;0;0;20;17;inf;0,850
Burgos;09178;2022;0;0;0;0;0;1;1;2;0;1;1;2;6;6;1;3;3;1;4;4;0;0;20;16;inf;0,800
Burgos;09178;2023;0;2;0;0;0;2;0;2;0;1;1;2;5;6;1;4;3;1;1;2;0;2;19;12;6,000;0,737
Burgos;09179;2021;0;0;1;0;0;2;3;5;0;2;0;5;9;4;2;2;3;2;3;0;0;1;30;12;12,000;0,433
Burgos;09179;2022;0;1;0;0;0;1;3;6;0;3;1;3;8;7;2;2;4;2;1;1;0;1;32;12;12,000;0,406
Burgos;09179;2023;0;1;0;0;0;0;3;7;1;3;1;1;9;8;3;2;2;3;2;1;0;1;33;13;13,000;0,424
Burgos;09180;2021;1;4;5;4;0;3;9;8;8;9;9;10;10;17;6;10;9;7;13;3;1;13;83;50;3,846;0,759
Burgos;09180;2022;1;4;4;5;0;1;7;11;8;10;10;7;9;20;5;12;9;7;12;4;0;13;83;50;3,846;0,759
Burgos;09180;2023;1;3;4;5;1;0;7;10;6;12;11;7;12;18;6;10;9;9;6;6;1;12;84;48;4,000;0,714
Burgos;09181;2021;0;2;4;4;9;9;14;9;9;14;19;20;31;40;27;24;19;15;11;10;0;12;172;106;8,833;0,686
Burgos;09181;2022;0;2;4;5;8;8;15;8;9;13;19;16;32;40;25;24;19;19;10;7;1;13;166;105;8,077;0,711
Burgos;09181;2023;0;1;2;6;6;8;16;10;10;11;18;20;27;34;36;18;21;18;12;8;1;10;159;114;11,400;0,780
Burgos;09182;2021;0;2;0;0;1;0;4;5;3;6;3;4;10;8;7;7;7;2;8;3;0;2;44;34;17,000;0,818
Burgos;09182;2022;0;3;0;0;1;3;5;6;4;5;3;4;9;9;7;6;7;4;7;2;1;3;49;34;11,333;0,755
Burgos;09182;2023;0;2;0;0;2;2;5;6;3;3;5;3;9;9;4;9;5;3;6;2;0;2;47;29;14,500;0,660
Burgos;09183;2021;0;0;0;0;0;0;3;1;2;0;0;2;3;3;8;7;5;2;4;2;0;0;14;28;inf;2,000
Burgos;09183;2022;0;0;0;0;0;0;1;3;3;1;0;1;1;4;8;9;5;1;5;2;0;0;14;30;inf;2,143
Burgos;09183;2023;0;0;0;0;0;0;1;4;2;2;0;1;1;4;3;10;5;3;5;1;0;0;15;27;inf;1,800
Burgos;09184;2021;0;0;0;0;0;0;0;1;0;1;1;2;3;0;0;0;1;0;0;0;1;0;8;2;inf;0,250
Burgos;09184;2022;0;0;0;0;0;0;0;0;1;1;1;1;3;1;0;0;0;0;0;0;1;0;8;1;inf;0,125
Burgos;09184;2023;0;0;0;1;1;0;0;0;1;0;2;1;2;2;0;0;0;0;0;0;0;1;9;0;0,000;0,111
Burgos;09189;2021;0;1;1;3;1;2;3;3;6;8;3;15;12;15;10;6;10;10;8;3;2;5;68;49;9,800;0,794
Burgos;09189;2022;0;0;3;3;1;3;2;2;5;7;4;14;11;18;9;6;8;9;9;2;2;6;67;45;7,500;0,761
Burgos;09189;2023;0;0;3;2;3;3;2;2;5;8;7;12;16;12;13;8;5;11;9;2;1;6;69;49;8,167;0,797
Burgos;09190;2021;0;0;1;1;2;7;4;2;0;5;9;15;16;6;2;3;6;1;4;3;0;2;66;19;9,500;0,318
Burgos;09190;2022;0;0;0;2;1;4;4;5;1;5;7;11;21;6;2;3;5;1;3;3;0;2;65;17;8,500;0,292
Burgos;09190;2023;0;1;0;2;1;2;4;2;3;3;7;10;18;11;1;4;5;1;2;4;0;3;61;17;5,667;0,328
Burgos;09191;2021;0;0;0;0;0;0;0;0;1;2;2;2;3;3;7;6;0;1;3;1;0;0;13;18;inf;1,385
Burgos;09191;2022;0;0;0;0;0;0;0;1;1;1;3;6;4;3;7;9;0;1;2;2;0;0;19;21;inf;1,105
Burgos;09191;2023;0;0;0;0;0;0;1;1;2;1;2;8;4;2;8;8;1;1;2;2;0;0;21;22;inf;1,048
Burgos;09192;2021;0;0;0;0;2;2;1;4;2;3;3;8;7;3;10;9;1;3;4;0;0;0;35;27;inf;0,771
Burgos;09192;2022;0;1;0;0;2;2;2;3;3;4;3;7;7;5;8;11;2;3;2;1;0;1;38;27;27,000;0,737
Burgos;09192;2023;0;1;0;0;2;3;2;3;3;3;4;4;10;5;7;11;4;3;2;1;0;1;39;28;28,000;0,744
Burgos;09194;2021;1;73;109;124;138;132;126;142;135;189;211;218;213;203;123;109;103;101;84;45;17;334;1679;583;1,746;0,546
Burgos;09194;2022;2;70;102;129;149;123;131;132;132;166;209;217;210;207;139;100;121;86;87;43;21;330;1647;599;1,815;0,564
Burgos;09194;2023;1;67;92;130;155;123;142;133;129;148;217;218;217;221;148;101;119;79;95;41;19;320;1672;603;1,884;0,552
Burgos;09195;2021;0;0;2;0;0;0;3;4;2;2;2;5;10;7;5;1;1;2;3;3;1;2;35;16;8,000;0,514
Burgos;09195;2022;0;0;1;1;0;0;2;4;2;3;2;1;10;10;5;1;1;1;4;2;1;2;34;15;7,500;0,500
Burgos;09195;2023;0;0;1;1;0;1;0;4;1;4;0;3;6;13;5;1;1;0;4;1;2;2;32;14;7,000;0,500
Burgos;09196;2021;0;1;1;3;3;2;4;5;7;7;11;12;29;11;12;11;11;4;15;2;1;6;90;56;9,333;0,689
Burgos;09196;2022;0;1;0;2;3;5;5;4;4;4;12;12;23;18;12;8;11;4;9;4;2;4;89;50;12,500;0,607
Burgos;09196;2023;0;1;0;1;4;4;6;5;4;5;9;17;18;21;12;8;13;6;8;5;2;3;92;54;18,000;0,620
Burgos;09197;2021;0;3;7;6;2;2;11;11;8;18;13;24;11;16;10;9;12;7;5;6;0;16;116;49;3,062;0,560
Burgos;09197;2022;0;4;7;6;4;4;12;11;9;16;13;21;13;18;10;9;12;6;2;7;0;18;120;46;2,556;0,533
Burgos;09197;2023;0;7;7;7;9;3;6;15;11;11;19;17;14;16;14;5;14;6;3;5;0;23;119;47;2,043;0,588
Burgos;09198;2021;0;1;0;0;4;3;9;5;3;4;3;9;15;11;9;11;6;6;7;4;1;2;65;44;22,000;0,708
Burgos;09198;2022;0;0;0;0;3;5;8;4;4;5;3;7;14;11;12;11;4;4;8;4;0;1;63;43;43,000;0,698
Burgos;09198;2023;0;0;0;0;2;5;6;5;5;4;2;5;12;11;13;9;6;5;7;4;0;0;57;44;inf;0,772
Burgos;09199;2021;0;0;2;1;4;2;9;1;5;10;11;8;9;9;8;6;4;5;3;1;2;4;67;29;7,250;0,493
Burgos;09199;2022;0;0;2;1;3;5;7;2;3;11;11;10;12;11;10;4;4;6;3;1;2;4;74;30;7,500;0,459
Burgos;09199;2023;0;1;2;1;2;5;9;2;3;13;10;11;10;14;7;7;5;5;2;2;2;4;79;30;7,500;0,430
Burgos;09200;2021;0;0;0;0;0;0;2;3;2;2;4;3;6;4;6;5;6;2;0;0;0;0;26;19;inf;0,731
Burgos;09200;2022;0;0;0;0;1;0;1;4;1;1;3;5;6;2;9;4;8;1;1;0;0;0;24;23;inf;0,958
Burgos;09200;2023;0;0;0;1;1;0;1;4;2;4;2;5;6;5;7;6;8;2;1;0;0;1;30;24;24,000;0,833
Burgos;09201;2021;0;0;0;0;0;2;0;1;2;0;4;2;2;4;3;2;1;2;1;0;0;0;17;9;inf;0,529
Burgos;09201;2022;0;0;1;1;0;1;1;0;2;2;1;2;2;4;4;1;1;1;2;0;0;2;15;9;4,500;0,733
Burgos;09201;2023;0;0;1;1;0;2;1;1;1;3;1;2;2;3;4;3;1;0;3;0;0;2;16;11;5,500;0,812
Burgos;09202;2021;0;0;0;0;0;0;0;2;2;2;0;1;0;1;4;2;6;2;0;0;0;0;8;14;inf;1,750
Burgos;09202;2022;0;0;0;0;0;0;0;2;3;2;0;0;1;0;2;4;4;3;1;0;0;0;8;14;inf;1,750
Burgos;09202;2023;0;0;0;0;0;0;0;1;4;2;0;0;1;0;2;5;4;3;1;0;0;0;8;15;inf;1,875
Burgos;09206;2021;0;0;2;0;0;2;2;3;1;2;5;4;5;4;7;7;4;4;5;1;1;2;28;29;14,500;1,107
Burgos;09206;2022;0;0;2;0;0;1;3;3;0;3;4;6;4;6;4;10;4;4;3;1;0;2;30;26;13,000;0,933
Burgos;09206;2023;0;0;1;1;0;1;2;2;2;2;4;7;3;6;5;7;3;3;5;1;0;2;29;24;12,000;0,897
Burgos;09208;2021;1;2;4;3;3;3;5;5;8;10;10;17;28;21;18;8;6;7;15;18;4;10;109;77;7,700;0,798
Burgos;09208;2022;1;0;2;2;9;7;5;7;8;6;10;16;22;27;16;11;6;5;14;17;3;6;115;73;12,167;0,687
Burgos;09208;2023;0;0;2;2;7;10;4;9;7;7;7;17;20;30;16;11;9;2;11;19;2;5;117;70;14,000;0,641
Burgos;09209;2021;4;211;218;276;284;257;252;310;331;463;465;530;508;406;313;298;239;186;155;92;29;761;3750;1316;1,729;0,554
Burgos;09209;2022;5;205;212;274;287;255;240;281;330;437;491;533;524;422;336;298;257;166;147;101;30;748;3743;1340;1,791;0,558
Burgos;09209;2023;4;182;213;271;305;259;239;282;324;440;478;503;528;474;340;300;265;182;136;93;35;727;3771;1355;1,864;0,552
Burgos;09211;2021;2;32;38;41;43;74;88;87;83;78;97;109;164;138;101;86;101;81;63;43;9;120;952;486;4,050;0,637
Burgos;09211;2022;2;33;38;38;35;76;88;82;85;81;92;102;160;152;101;89;95;76;69;40;10;116;946;482;4,155;0,632
Burgos;09211;2023;4;43;36;47;30;78;87;78;97;81;82;93;158;144;113;90;88;75;63;38;8;132;922;479;3,629;0,663
Burgos;09213;2021;0;3;2;6;4;8;16;12;14;8;17;25;33;33;19;14;23;15;21;12;3;12;169;107;8,917;0,704
Burgos;09213;2022;0;3;2;6;3;4;13;12;14;8;13;21;38;26;18;14;17;15;24;12;4;12;151;104;8,667;0,768
Burgos;09213;2023;0;5;1;5;4;4;12;12;14;9;9;27;35;29;23;15;13;15;24;14;4;12;154;108;9,000;0,779
Burgos;09214;2021;0;14;15;19;23;8;23;26;41;49;72;76;52;62;65;49;43;39;26;23;3;53;427;248;4,679;0,705
Burgos;09214;2022;0;12;15;16;27;11;22;21;45;49;64;90;56;56;69;48;45;34;32;19;5;48;436;252;5,250;0,688
Burgos;09214;2023;0;11;16;15;26;13;22;20;43;49;68;91;63;58;64;49;40;38;30;17;8;47;448;246;5,234;0,654
Burgos;09215;2021;0;12;6;13;7;9;11;12;20;23;33;39;43;40;33;26;31;16;18;12;5;32;236;141;4,406;0,733
Burgos;09215;2022;0;12;8;10;8;10;5;14;19;18;32;41;49;41;31;25;31;18;15;11;6;32;235;137;4,281;0,719
Burgos;09215;2023;1;10;10;10;15;10;5;16;24;20;30;39;48;43;34;32;26;20;16;11;7;33;247;147;4,455;0,729
Burgos;09216;2021;1;8;12;9;16;13;21;18;19;23;28;35;50;42;27;19;27;19;26;13;5;32;262;137;4,281;0,645
Burgos;09216;2022;1;7;11;8;16;13;14;21;21;22;25;34;45;44;26;19;27;16;18;22;3;29;252;132;4,552;0,639
Burgos;09216;2023;1;7;11;9;11;16;15;19;20;23;26;29;43;51;25;23;27;16;19;23;4;29;251;138;4,759;0,665
Burgos;09217;2021;1;7;6;10;7;10;14;17;15;25;20;44;42;28;33;33;24;23;13;9;5;24;221;141;5,875;0,747
Burgos;09217;2022;1;5;4;8;8;13;15;21;14;25;20;38;40;39;29;35;22;23;15;7;4;19;231;136;7,158;0,671
Burgos;09217;2023;2;6;6;7;8;14;17;29;17;15;26;35;43;42;28;34;28;19;16;7;5;21;244;139;6,619;0,656
Burgos;09218;2021;0;13;11;25;23;15;16;18;13;29;41;37;31;32;29;27;22;12;21;20;6;54;250;137;2,537;0,764
Burgos;09218;2022;0;12;14;24;21;20;14;19;10;23;37;38;34;34;26;34;21;10;14;21;7;54;246;133;2,463;0,760
Burgos;09218;2023;1;12;14;20;14;22;12;18;14;25;33;37;30;37;20;39;19;13;10;21;7;49;239;130;2,653;0,749
Burgos;09219;2021;19;1326;1612;1798;1690;1604;1527;1896;2278;2822;2769;2696;2875;2782;2156;1787;1290;1013;936;519;135;5073;22602;7855;1,548;0,572
Burgos;09219;2022;21;1244;1574;1825;1713;1613;1492;1784;2130;2693;2875;2662;2823;2792;2179;1808;1412;953;942;530;151;4984;22236;7996;1,604;0,584
Burgos;09219;2023;18;1235;1578;1811;1782;1682;1529;1750;2123;2664;2955;2700;2823;2713;2359;1846;1444;977;902;529;167;4980;22365;8242;1,655;0,591
Burgos;09220;2021;1;1;0;3;1;3;4;2;1;3;6;9;12;6;5;8;11;5;3;1;0;4;47;34;8,500;0,809
Burgos;09220;2022;0;1;0;3;3;2;6;2;4;3;4;11;14;4;7;8;8;8;4;2;0;5;52;37;7,400;0,808
Burgos;09220;2023;0;1;1;2;4;2;4;2;6;2;5;6;18;4;6;3;11;10;3;4;0;5;52;37;7,400;0,808
Burgos;09221;2021;0;25;58;67;29;24;28;39;76;99;87;61;44;30;30;29;12;11;12;2;1;156;511;97;0,622;0,495
Burgos;09221;2022;0;27;52;68;41;27;30;39;70;92;97;65;47;31;32;27;17;12;10;2;1;155;531;101;0,652;0,482
Burgos;09221;2023;0;26;46;63;43;27;30;40;68;80;105;65;46;32;36;26;21;10;7;3;3;144;527;106;0,736;0,474
Burgos;09223;2021;0;0;0;0;0;0;2;0;3;3;2;3;7;4;3;6;1;2;3;1;0;0;24;16;inf;0,667
Burgos;09223;2022;0;0;0;0;0;0;0;2;3;4;2;1;8;4;4;5;3;2;2;1;1;0;24;18;inf;0,750
Burgos;09223;2023;0;0;0;0;0;0;0;2;3;3;2;2;7;3;4;4;3;2;3;0;1;0;22;17;inf;0,773
Burgos;09224;2021;0;3;2;2;9;6;8;5;6;9;23;14;16;12;10;9;14;8;5;4;0;9;106;50;5,556;0,557
Burgos;09224;2022;0;2;3;1;11;6;6;5;6;7;21;16;17;11;7;12;16;6;6;5;0;8;104;52;6,500;0,577
Burgos;09224;2023;0;1;2;2;7;9;4;6;5;6;17;22;13;13;8;11;14;7;6;4;0;6;101;50;8,333;0,554
Burgos;09225;2021;1;0;0;2;1;0;0;0;1;2;7;11;7;6;5;3;10;9;9;7;2;2;35;46;23,000;1,371
Burgos;09225;2022;1;0;0;1;2;0;0;0;1;1;7;9;9;6;7;2;6;9;10;8;2;1;35;45;45,000;1,314
Burgos;09225;2023;0;0;0;1;2;1;1;3;2;1;7;7;10;6;8;4;4;9;9;8;2;1;40;44;44,000;1,125
Burgos;09226;2021;0;0;0;0;0;1;0;2;0;3;0;4;8;8;6;4;5;5;8;4;0;0;26;32;inf;1,231
Burgos;09226;2022;0;0;0;0;0;0;1;2;0;2;1;3;7;7;8;3;3;9;6;4;0;0;23;33;inf;1,435
Burgos;09226;2023;0;0;0;0;0;1;1;1;0;2;4;3;5;9;10;2;3;6;6;5;0;0;26;32;inf;1,231
Burgos;09227;2021;0;2;4;3;5;5;9;7;11;15;13;12;4;14;13;9;11;3;4;0;2;10;94;42;4,200;0,553
Burgos;09227;2022;0;1;7;3;5;5;7;10;11;17;13;11;5;13;16;9;11;5;4;1;1;12;96;47;3,917;0,615
Burgos;09227;2023;0;1;6;6;5;3;4;12;10;16;12;11;7;9;16;9;12;6;4;2;0;14;88;49;3,500;0,716
Burgos;09228;2021;1;2;5;4;3;4;4;8;4;9;14;16;13;19;11;18;10;8;9;1;2;12;93;60;5,000;0,774
Burgos;09228;2022;1;2;4;5;3;5;3;6;6;7;14;17;12;20;10;14;11;9;9;2;1;12;92;57;4,750;0,750
Burgos;09228;2023;1;1;6;4;5;6;4;5;7;4;14;17;11;22;9;17;12;7;9;5;1;12;94;61;5,083;0,777
Burgos;09229;2021;1;5;4;15;4;3;7;11;14;15;21;11;10;14;21;16;12;6;10;6;1;25;109;73;2,920;0,899
Burgos;09229;2022;0;4;4;11;4;3;10;8;17;12;20;11;11;18;18;18;11;7;9;5;1;20;113;69;3,450;0,788
Burgos;09229;2023;0;3;7;11;4;4;9;7;19;6;19;19;9;17;15;20;12;7;7;6;4;22;112;71;3,227;0,830
Burgos;09230;2021;0;0;0;0;0;0;0;1;2;1;1;1;2;1;4;2;4;3;5;2;2;0;9;22;inf;2,444
Burgos;09230;2022;1;0;0;0;0;0;0;1;2;1;1;1;1;2;2;3;4;3;3;2;0;0;9;18;inf;2,000
Burgos;09230;2023;1;0;0;0;0;0;0;1;0;3;2;1;1;1;2;3;3;3;2;3;0;0;9;17;inf;1,889
Burgos;09231;2021;0;0;0;0;0;0;0;1;1;3;3;2;5;6;7;4;6;1;6;5;1;0;21;30;inf;1,429
Burgos;09231;2022;0;0;0;0;0;0;0;1;1;3;1;5;4;7;6;5;7;2;5;5;1;0;22;31;inf;1,409
Burgos;09231;2023;0;2;0;0;0;0;0;2;2;2;1;7;4;6;6;5;8;3;4;4;1;2;24;31;15,500;1,375
Burgos;09232;2021;0;0;2;3;4;3;6;4;1;5;7;15;16;20;11;7;12;12;9;5;2;6;80;58;9,667;0,800
Burgos;09232;2022;0;0;2;0;6;4;3;6;0;6;8;13;15;22;12;7;7;11;11;4;2;3;82;54;18,000;0,695
Burgos;09232;2023;0;0;1;0;5;5;2;4;0;4;7;11;14;24;11;9;3;10;9;2;3;2;75;47;23,500;0,653
Burgos;09235;2021;0;4;10;4;4;6;4;12;9;16;16;13;11;12;15;12;17;11;8;4;0;19;102;67;3,526;0,843
Burgos;09235;2022;0;5;8;7;2;5;7;11;15;15;19;13;10;10;18;13;15;8;9;4;1;20;107;68;3,400;0,822
Burgos;09235;2023;0;5;5;9;2;3;7;9;12;11;16;15;7;14;15;15;14;8;8;5;2;19;96;67;3,526;0,896
Burgos;09236;2021;0;0;0;0;0;3;0;1;0;2;2;5;2;3;1;3;2;9;3;0;0;0;18;18;inf;1,000
Burgos;09236;2022;0;0;0;0;0;2;1;1;0;1;2;4;3;4;1;2;2;10;3;0;0;0;18;18;inf;1,000
Burgos;09236;2023;0;0;0;0;0;0;3;1;0;1;3;4;3;4;0;3;2;7;4;0;0;0;19;16;inf;0,842
Burgos;09238;2021;0;18;12;19;22;26;24;34;37;47;59;62;89;75;89;72;91;83;83;52;13;53;471;483;9,113;1,138
Burgos;09238;2022;1;19;11;15;22;26;19;37;37;39;55;60;88;80;90;78;75;72;82;54;14;49;459;466;9,510;1,122
Burgos;09238;2023;2;18;11;13;21;25;15;35;38;41;46;73;67;87;89;72;74;77;88;58;17;46;444;477;10,370;1,178
Burgos;09239;2021;0;0;0;0;0;1;5;1;1;1;3;6;10;5;4;0;1;5;3;1;0;0;33;14;inf;0,424
Burgos;09239;2022;0;1;0;2;1;0;6;1;2;1;2;4;11;6;3;1;1;2;6;1;0;3;34;14;4,667;0,500
Burgos;09239;2023;0;0;1;2;1;0;5;1;2;1;1;5;9;5;4;1;1;2;6;1;0;3;30;15;5,000;0,600
Burgos;09241;2021;0;25;23;16;16;14;26;33;42;28;28;14;21;24;15;16;5;3;2;5;0;67;243;46;0,687;0,465
Burgos;09241;2022;0;27;20;18;17;17;18;34;35;37;23;17;18;16;25;17;5;4;2;4;1;68;229;58;0,853;0,550
Burgos;09241;2023;0;20;24;13;19;19;14;32;37;44;18;20;15;20;23;16;12;5;2;2;2;61;234;62;1,016;0,526
Burgos;09242;2021;1;0;1;0;0;0;2;2;5;2;7;1;5;6;8;12;12;7;3;2;0;1;30;45;45,000;1,533
Burgos;09242;2022;1;0;1;0;0;0;1;1;3;5;5;3;4;6;7;10;15;6;3;1;0;1;28;43;43,000;1,571
Burgos;09242;2023;1;0;0;1;0;0;1;2;1;2;6;3;3;6;9;6;15;8;2;2;0;1;24;43;43,000;1,833
Burgos;09243;2021;0;2;2;0;3;5;5;5;4;3;4;10;8;10;4;4;3;2;7;4;0;5;56;24;4,800;0,518
Burgos;09243;2022;0;3;2;0;2;4;6;4;4;3;3;8;10;10;6;3;4;4;5;2;0;5;54;24;4,800;0,537
Burgos;09243;2023;0;2;4;0;3;5;6;6;4;4;2;8;11;9;6;3;6;2;6;2;0;7;57;25;3,571;0,561
Burgos;09244;2021;0;0;0;0;3;2;1;1;0;4;3;3;5;4;4;2;4;3;2;2;2;1;25;19;19,000;0,800
Burgos;09244;2022;1;0;1;0;2;2;2;1;0;4;4;4;6;4;3;1;2;3;3;3;1;1;29;17;17,000;0,621
Burgos;09244;2023;1;0;2;1;0;6;4;3;3;4;4;3;11;7;3;2;4;3;5;3;0;3;45;21;7,000;0,533
Burgos;09246;2021;0;20;22;19;26;32;34;41;36;37;34;63;58;54;33;35;36;48;44;23;6;66;410;225;3,409;0,710
Burgos;09246;2022;0;18;17;27;21;37;31;49;31;39;36;60;59;58;37;37;33;45;45;24;4;66;417;225;3,409;0,698
Burgos;09246;2023;0;14;23;22;21;35;31;46;29;34;42;55;56;62;42;33;34;45;35;29;4;63;407;222;3,524;0,700
Burgos;09247;2021;0;1;1;1;0;0;2;0;1;0;2;1;3;3;3;0;1;1;1;1;0;3;12;7;2,333;0,833
Burgos;09247;2022;0;1;0;2;0;0;2;0;1;0;2;1;2;3;2;1;1;1;1;1;0;3;11;7;2,333;0,909
Burgos;09247;2023;0;1;0;1;1;0;1;1;1;0;2;1;1;3;2;1;1;1;0;1;0;2;11;6;3,000;0,727
Burgos;09248;2021;0;0;0;1;0;3;4;4;3;5;9;5;8;9;9;7;6;2;5;6;0;1;50;35;35,000;0,720
Burgos;09248;2022;0;1;0;1;0;3;7;4;1;3;12;5;7;9;12;7;5;4;3;8;0;2;51;39;19,500;0,804
Burgos;09248;2023;0;3;1;1;1;3;8;6;1;4;9;6;4;11;10;11;4;5;2;4;1;5;53;37;7,400;0,792
Burgos;09249;2021;0;0;0;2;3;2;0;3;2;2;5;8;2;2;8;4;5;0;3;1;1;3;28;22;7,333;0,893
Burgos;09249;2022;0;0;0;2;3;2;1;2;3;2;4;10;1;2;8;5;5;0;3;1;1;3;29;23;7,667;0,897
Burgos;09249;2023;0;0;0;1;2;4;1;1;4;2;2;8;7;2;6;5;7;0;1;2;0;1;33;21;21,000;0,667
Burgos;09250;2021;1;4;9;7;4;15;9;6;19;14;18;29;34;20;16;16;31;12;26;3;0;21;167;105;5,000;0,754
Burgos;09250;2022;1;4;6;8;5;12;10;7;15;19;18;29;33;20;15;16;26;19;21;4;0;19;167;102;5,368;0,725
Burgos;09250;2023;1;3;5;5;7;12;12;9;13;18;23;23;31;26;13;16;25;21;20;5;0;14;173;101;7,214;0,665
Burgos;09251;2021;0;6;14;28;17;15;12;25;16;32;37;39;32;26;24;29;31;15;17;6;2;51;248;124;2,431;0,706
Burgos;09251;2022;0;8;11;26;18;15;15;23;17;24;38;40;35;28;21;31;27;16;18;9;1;49;249;123;2,510;0,691
Burgos;09251;2023;0;12;10;23;24;15;15;21;23;24;36;40;33;29;22;29;29;19;17;9;3;50;255;128;2,560;0,698
Burgos;09253;2021;0;4;3;3;2;7;6;8;10;8;7;12;7;11;4;7;6;5;1;4;1;10;78;28;2,800;0,487
