Provincia;CMuni;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Avila;05210;2021;38;37;75;50,667;49,333
Avila;05210;2022;38;34;72;52,778;47,222
Avila;05210;2023;34;33;67;50,746;49,254
Avila;05211;2021;260;209;469;55,437;44,563
Avila;05211;2022;241;203;444;54,279;45,721
Avila;05211;2023;243;194;437;55,606;44,394
Avila;05212;2021;118;91;209;56,459;43,541
Avila;05212;2022;115;87;202;56,931;43,069
Avila;05212;2023;130;113;243;53,498;46,502
Avila;05213;2021;57;28;85;67,059;32,941
Avila;05213;2022;56;32;88;63,636;36,364
Avila;05213;2023;54;28;82;65,854;34,146
Avila;05214;2021;17;16;33;51,515;48,485
Avila;05214;2022;16;16;32;50,000;50,000
Avila;05214;2023;17;15;32;53,125;46,875
Avila;05215;2021;94;70;164;57,317;42,683
Avila;05215;2022;96;67;163;58,896;41,104
Avila;05215;2023;98;66;164;59,756;40,244
Avila;05216;2021;114;74;188;60,638;39,362
Avila;05216;2022;124;83;207;59,903;40,097
Avila;05216;2023;124;94;218;56,881;43,119
Avila;05217;2021;31;23;54;57,407;42,593
Avila;05217;2022;32;24;56;57,143;42,857
Avila;05217;2023;39;33;72;54,167;45,833
Avila;05218;2021;56;54;110;50,909;49,091
Avila;05218;2022;57;50;107;53,271;46,729
Avila;05218;2023;57;47;104;54,808;45,192
Avila;05219;2021;25;18;43;58,140;41,860
Avila;05219;2022;26;17;43;60,465;39,535
Avila;05219;2023;26;18;44;59,091;40,909
Avila;05220;2021;227;196;423;53,664;46,336
Avila;05220;2022;238;212;450;52,889;47,111
Avila;05220;2023;266;232;498;53,414;46,586
Avila;05221;2021;168;157;325;51,692;48,308
Avila;05221;2022;170;161;331;51,360;48,640
Avila;05221;2023;167;157;324;51,543;48,457
Avila;05222;2021;81;63;144;56,250;43,750
Avila;05222;2022;93;67;160;58,125;41,875
Avila;05222;2023;106;72;178;59,551;40,449
Avila;05224;2021;56;49;105;53,333;46,667
Avila;05224;2022;59;51;110;53,636;46,364
Avila;05224;2023;55;46;101;54,455;45,545
Avila;05225;2021;199;174;373;53,351;46,649
Avila;05225;2022;203;182;385;52,727;47,273
Avila;05225;2023;193;184;377;51,194;48,806
Avila;05226;2021;41;25;66;62,121;37,879
Avila;05226;2022;38;23;61;62,295;37,705
Avila;05226;2023;42;25;67;62,687;37,313
Avila;05227;2021;252;226;478;52,720;47,280
Avila;05227;2022;262;238;500;52,400;47,600
Avila;05227;2023;275;254;529;51,985;48,015
Avila;05228;2021;113;62;175;64,571;35,429
Avila;05228;2022;110;63;173;63,584;36,416
Avila;05228;2023;108;64;172;62,791;37,209
Avila;05229;2021;41;34;75;54,667;45,333
Avila;05229;2022;41;35;76;53,947;46,053
Avila;05229;2023;38;35;73;52,055;47,945
Avila;05230;2021;43;32;75;57,333;42,667
Avila;05230;2022;47;32;79;59,494;40,506
Avila;05230;2023;46;31;77;59,740;40,260
Avila;05231;2021;93;79;172;54,070;45,930
Avila;05231;2022;93;76;169;55,030;44,970
Avila;05231;2023;93;73;166;56,024;43,976
Avila;05232;2021;70;62;132;53,030;46,970
Avila;05232;2022;68;58;126;53,968;46,032
Avila;05232;2023;71;67;138;51,449;48,551
Avila;05233;2021;131;112;243;53,909;46,091
Avila;05233;2022;130;116;246;52,846;47,154
Avila;05233;2023;155;125;280;55,357;44,643
Avila;05234;2021;20;25;45;44,444;55,556
Avila;05234;2022;21;24;45;46,667;53,333
Avila;05234;2023;21;24;45;46,667;53,333
Avila;05235;2021;69;73;142;48,592;51,408
Avila;05235;2022;69;80;149;46,309;53,691
Avila;05235;2023;63;74;137;45,985;54,015
Avila;05236;2021;63;50;113;55,752;44,248
Avila;05236;2022;64;46;110;58,182;41,818
Avila;05236;2023;61;42;103;59,223;40,777
Avila;05237;2021;89;60;149;59,732;40,268
Avila;05237;2022;88;64;152;57,895;42,105
Avila;05237;2023;85;63;148;57,432;42,568
Avila;05238;2021;441;375;816;54,044;45,956
Avila;05238;2022;429;365;794;54,030;45,970
Avila;05238;2023;421;357;778;54,113;45,887
Avila;05239;2021;137;97;234;58,547;41,453
Avila;05239;2022;140;100;240;58,333;41,667
Avila;05239;2023;146;104;250;58,400;41,600
Avila;05240;2021;2307;2363;4670;49,400;50,600
Avila;05240;2022;2358;2386;4744;49,705;50,295
Avila;05240;2023;2416;2436;4852;49,794;50,206
Avila;05241;2021;2259;2183;4442;50,855;49,145
Avila;05241;2022;2243;2154;4397;51,012;48,988
Avila;05241;2023;2285;2189;4474;51,073;48,927
Avila;05242;2021;404;369;773;52,264;47,736
Avila;05242;2022;396;368;764;51,832;48,168
Avila;05242;2023;390;371;761;51,248;48,752
Avila;05243;2021;50;35;85;58,824;41,176
Avila;05243;2022;53;38;91;58,242;41,758
Avila;05243;2023;51;39;90;56,667;43,333
Avila;05244;2021;23;14;37;62,162;37,838
Avila;05244;2022;23;14;37;62,162;37,838
Avila;05244;2023;23;13;36;63,889;36,111
Avila;05245;2021;215;220;435;49,425;50,575
Avila;05245;2022;219;237;456;48,026;51,974
Avila;05245;2023;220;238;458;48,035;51,965
Avila;05246;2021;26;21;47;55,319;44,681
Avila;05246;2022;23;20;43;53,488;46,512
Avila;05246;2023;22;15;37;59,459;40,541
Avila;05247;2021;117;101;218;53,670;46,330
Avila;05247;2022;127;111;238;53,361;46,639
Avila;05247;2023;125;100;225;55,556;44,444
Avila;05249;2021;55;51;106;51,887;48,113
Avila;05249;2022;54;49;103;52,427;47,573
Avila;05249;2023;54;52;106;50,943;49,057
Avila;05251;2021;39;21;60;65,000;35,000
Avila;05251;2022;40;23;63;63,492;36,508
Avila;05251;2023;36;23;59;61,017;38,983
Avila;05252;2021;36;24;60;60,000;40,000
Avila;05252;2022;37;24;61;60,656;39,344
Avila;05252;2023;39;22;61;63,934;36,066
Avila;05253;2021;39;33;72;54,167;45,833
Avila;05253;2022;39;35;74;52,703;47,297
Avila;05253;2023;37;38;75;49,333;50,667
Avila;05254;2021;108;105;213;50,704;49,296
Avila;05254;2022;109;108;217;50,230;49,770
Avila;05254;2023;106;105;211;50,237;49,763
Avila;05256;2021;56;47;103;54,369;45,631
Avila;05256;2022;56;47;103;54,369;45,631
Avila;05256;2023;55;48;103;53,398;46,602
Avila;05257;2021;74;68;142;52,113;47,887
Avila;05257;2022;80;63;143;55,944;44,056
Avila;05257;2023;75;59;134;55,970;44,030
Avila;05258;2021;66;50;116;56,897;43,103
Avila;05258;2022;65;51;116;56,034;43,966
Avila;05258;2023;65;50;115;56,522;43,478
Avila;05259;2021;50;56;106;47,170;52,830
Avila;05259;2022;53;53;106;50,000;50,000
Avila;05259;2023;45;52;97;46,392;53,608
Avila;05260;2021;61;50;111;54,955;45,045
Avila;05260;2022;62;49;111;55,856;44,144
Avila;05260;2023;58;47;105;55,238;44,762
Avila;05261;2021;21;15;36;58,333;41,667
Avila;05261;2022;24;15;39;61,538;38,462
Avila;05261;2023;23;14;37;62,162;37,838
Avila;05262;2021;177;156;333;53,153;46,847
Avila;05262;2022;178;148;326;54,601;45,399
Avila;05262;2023;177;152;329;53,799;46,201
Avila;05263;2021;93;69;162;57,407;42,593
Avila;05263;2022;90;64;154;58,442;41,558
Avila;05263;2023;85;68;153;55,556;44,444
Avila;05264;2021;29;22;51;56,863;43,137
Avila;05264;2022;25;23;48;52,083;47,917
Avila;05264;2023;25;24;49;51,020;48,980
Avila;05265;2021;49;32;81;60,494;39,506
Avila;05265;2022;49;35;84;58,333;41,667
Avila;05265;2023;47;33;80;58,750;41,250
Avila;05266;2021;48;39;87;55,172;44,828
Avila;05266;2022;49;41;90;54,444;45,556
Avila;05266;2023;45;38;83;54,217;45,783
Avila;05267;2021;54;46;100;54,000;46,000
Avila;05267;2022;49;43;92;53,261;46,739
Avila;05267;2023;44;41;85;51,765;48,235
Avila;05901;2021;148;109;257;57,588;42,412
Avila;05901;2022;148;109;257;57,588;42,412
Avila;05901;2023;137;110;247;55,466;44,534
Avila;05902;2021;178;138;316;56,329;43,671
Avila;05902;2022;178;132;310;57,419;42,581
Avila;05902;2023;179;138;317;56,467;43,533
Avila;05903;2021;68;50;118;57,627;42,373
Avila;05903;2022;69;48;117;58,974;41,026
Avila;05903;2023;68;40;108;62,963;37,037
Avila;05904;2021;64;47;111;57,658;42,342
Avila;05904;2022;63;50;113;55,752;44,248
Avila;05904;2023;60;50;110;54,545;45,455
Avila;05905;2021;112;106;218;51,376;48,624
Avila;05905;2022;132;122;254;51,969;48,031
Avila;05905;2023;124;105;229;54,148;45,852
Burgos;09001;2021;19;10;29;65,517;34,483
Burgos;09001;2022;19;10;29;65,517;34,483
Burgos;09001;2023;18;10;28;64,286;35,714
Burgos;09003;2021;98;99;197;49,746;50,254
Burgos;09003;2022;97;102;199;48,744;51,256
Burgos;09003;2023;99;103;202;49,010;50,990
Burgos;09006;2021;35;21;56;62,500;37,500
Burgos;09006;2022;40;22;62;64,516;35,484
Burgos;09006;2023;40;20;60;66,667;33,333
Burgos;09007;2021;33;19;52;63,462;36,538
Burgos;09007;2022;32;19;51;62,745;37,255
Burgos;09007;2023;34;20;54;62,963;37,037
Burgos;09009;2021;115;107;222;51,802;48,198
Burgos;09009;2022;113;107;220;51,364;48,636
Burgos;09009;2023;120;102;222;54,054;45,946
Burgos;09010;2021;23;10;33;69,697;30,303
Burgos;09010;2022;26;14;40;65,000;35,000
Burgos;09010;2023;29;12;41;70,732;29,268
Burgos;09011;2021;45;30;75;60,000;40,000
Burgos;09011;2022;49;28;77;63,636;36,364
Burgos;09011;2023;47;24;71;66,197;33,803
Burgos;09012;2021;59;46;105;56,190;43,810
Burgos;09012;2022;56;48;104;53,846;46,154
Burgos;09012;2023;52;47;99;52,525;47,475
Burgos;09013;2021;28;19;47;59,574;40,426
Burgos;09013;2022;28;19;47;59,574;40,426
Burgos;09013;2023;27;19;46;58,696;41,304
Burgos;09014;2021;112;80;192;58,333;41,667
Burgos;09014;2022;109;72;181;60,221;39,779
Burgos;09014;2023;124;77;201;61,692;38,308
Burgos;09016;2021;59;57;116;50,862;49,138
Burgos;09016;2022;60;61;121;49,587;50,413
Burgos;09016;2023;57;60;117;48,718;51,282
Burgos;09017;2021;88;63;151;58,278;41,722
Burgos;09017;2022;106;56;162;65,432;34,568
Burgos;09017;2023;106;57;163;65,031;34,969
Burgos;09018;2021;16047;17054;33101;48,479;51,521
Burgos;09018;2022;16086;16990;33076;48,633;51,367
Burgos;09018;2023;16299;17224;33523;48,620;51,380
Burgos;09019;2021;103;55;158;65,190;34,810
Burgos;09019;2022;98;56;154;63,636;36,364
Burgos;09019;2023;102;54;156;65,385;34,615
Burgos;09020;2021;161;124;285;56,491;43,509
Burgos;09020;2022;159;122;281;56,584;43,416
Burgos;09020;2023;153;123;276;55,435;44,565
Burgos;09021;2021;27;20;47;57,447;42,553
Burgos;09021;2022;26;21;47;55,319;44,681
Burgos;09021;2023;24;24;48;50,000;50,000
Burgos;09022;2021;44;27;71;61,972;38,028
Burgos;09022;2022;46;28;74;62,162;37,838
Burgos;09022;2023;39;25;64;60,938;39,062
Burgos;09023;2021;951;865;1816;52,368;47,632
Burgos;09023;2022;965;873;1838;52,503;47,497
Burgos;09023;2023;957;869;1826;52,410;47,590
Burgos;09024;2021;96;67;163;58,896;41,104
Burgos;09024;2022;107;69;176;60,795;39,205
Burgos;09024;2023;105;69;174;60,345;39,655
Burgos;09025;2021;63;55;118;53,390;46,610
Burgos;09025;2022;58;53;111;52,252;47,748
Burgos;09025;2023;59;54;113;52,212;47,788
Burgos;09026;2021;252;172;424;59,434;40,566
Burgos;09026;2022;254;165;419;60,621;39,379
Burgos;09026;2023;261;172;433;60,277;39,723
Burgos;09027;2021;25;21;46;54,348;45,652
Burgos;09027;2022;25;20;45;55,556;44,444
Burgos;09027;2023;26;18;44;59,091;40,909
Burgos;09029;2021;107;76;183;58,470;41,530
Burgos;09029;2022;106;77;183;57,923;42,077
Burgos;09029;2023;105;75;180;58,333;41,667
Burgos;09030;2021;81;50;131;61,832;38,168
Burgos;09030;2022;86;54;140;61,429;38,571
Burgos;09030;2023;98;64;162;60,494;39,506
Burgos;09032;2021;55;48;103;53,398;46,602
Burgos;09032;2022;54;46;100;54,000;46,000
Burgos;09032;2023;55;46;101;54,455;45,545
Burgos;09033;2021;46;35;81;56,790;43,210
Burgos;09033;2022;44;37;81;54,321;45,679
Burgos;09033;2023;42;36;78;53,846;46,154
Burgos;09034;2021;177;145;322;54,969;45,031
Burgos;09034;2022;174;143;317;54,890;45,110
Burgos;09034;2023;167;137;304;54,934;45,066
Burgos;09035;2021;191;132;323;59,133;40,867
Burgos;09035;2022;193;142;335;57,612;42,388
Burgos;09035;2023;183;136;319;57,367;42,633
Burgos;09036;2021;19;13;32;59,375;40,625
Burgos;09036;2022;20;14;34;58,824;41,176
Burgos;09036;2023;20;14;34;58,824;41,176
Burgos;09037;2021;71;41;112;63,393;36,607
Burgos;09037;2022;68;43;111;61,261;38,739
Burgos;09037;2023;65;41;106;61,321;38,679
Burgos;09038;2021;79;65;144;54,861;45,139
Burgos;09038;2022;77;63;140;55,000;45,000
Burgos;09038;2023;77;64;141;54,610;45,390
Burgos;09039;2021;38;27;65;58,462;41,538
Burgos;09039;2022;40;29;69;57,971;42,029
Burgos;09039;2023;39;30;69;56,522;43,478
Burgos;09041;2021;18;14;32;56,250;43,750
Burgos;09041;2022;18;14;32;56,250;43,750
Burgos;09041;2023;18;13;31;58,065;41,935
Burgos;09043;2021;107;78;185;57,838;42,162
Burgos;09043;2022;101;77;178;56,742;43,258
Burgos;09043;2023;100;87;187;53,476;46,524
Burgos;09044;2021;29;23;52;55,769;44,231
Burgos;09044;2022;30;27;57;52,632;47,368
Burgos;09044;2023;31;26;57;54,386;45,614
Burgos;09045;2021;167;124;291;57,388;42,612
Burgos;09045;2022;171;123;294;58,163;41,837
Burgos;09045;2023;175;124;299;58,528;41,472
Burgos;09046;2021;13;8;21;61,905;38,095
Burgos;09046;2022;13;7;20;65,000;35,000
Burgos;09046;2023;14;6;20;70,000;30,000
Burgos;09047;2021;30;27;57;52,632;47,368
Burgos;09047;2022;30;26;56;53,571;46,429
Burgos;09047;2023;28;28;56;50,000;50,000
Burgos;09048;2021;881;862;1743;50,545;49,455
Burgos;09048;2022;901;882;1783;50,533;49,467
Burgos;09048;2023;905;894;1799;50,306;49,694
Burgos;09050;2021;33;21;54;61,111;38,889
Burgos;09050;2022;31;22;53;58,491;41,509
Burgos;09050;2023;29;21;50;58,000;42,000
Burgos;09051;2021;97;86;183;53,005;46,995
Burgos;09051;2022;98;84;182;53,846;46,154
Burgos;09051;2023;108;83;191;56,545;43,455
Burgos;09052;2021;21;6;27;77,778;22,222
Burgos;09052;2022;20;7;27;74,074;25,926
Burgos;09052;2023;19;7;26;73,077;26,923
Burgos;09054;2021;61;40;101;60,396;39,604
Burgos;09054;2022;60;40;100;60,000;40,000
Burgos;09054;2023;60;41;101;59,406;40,594
Burgos;09055;2021;29;21;50;58,000;42,000
Burgos;09055;2022;31;17;48;64,583;35,417
Burgos;09055;2023;31;16;47;65,957;34,043
Burgos;09056;2021;3222;3236;6458;49,892;50,108
Burgos;09056;2022;3182;3179;6361;50,024;49,976
Burgos;09056;2023;3207;3194;6401;50,102;49,898
Burgos;09057;2021;123;73;196;62,755;37,245
Burgos;09057;2022;122;75;197;61,929;38,071
Burgos;09057;2023;123;75;198;62,121;37,879
Burgos;09058;2021;329;274;603;54,561;45,439
Burgos;09058;2022;331;272;603;54,892;45,108
Burgos;09058;2023;344;280;624;55,128;44,872
Burgos;09059;2021;82920;91234;174154;47,613;52,387
Burgos;09059;2022;82446;90751;173197;47,602;52,398
Burgos;09059;2023;82996;91589;174585;47,539;52,461
Burgos;09060;2021;78;60;138;56,522;43,478
Burgos;09060;2022;80;58;138;57,971;42,029
Burgos;09060;2023;81;60;141;57,447;42,553
Burgos;09061;2021;92;71;163;56,442;43,558
Burgos;09061;2022;90;73;163;55,215;44,785
Burgos;09061;2023;87;71;158;55,063;44,937
Burgos;09062;2021;16;24;40;40,000;60,000
Burgos;09062;2022;16;24;40;40,000;60,000
Burgos;09062;2023;16;23;39;41,026;58,974
Burgos;09063;2021;151;100;251;60,159;39,841
Burgos;09063;2022;148;97;245;60,408;39,592
Burgos;09063;2023;148;100;248;59,677;40,323
Burgos;09064;2021;208;206;414;50,242;49,758
Burgos;09064;2022;210;199;409;51,345;48,655
Burgos;09064;2023;200;188;388;51,546;48,454
Burgos;09065;2021;96;69;165;58,182;41,818
Burgos;09065;2022;98;77;175;56,000;44,000
Burgos;09065;2023;97;77;174;55,747;44,253
Burgos;09066;2021;40;16;56;71,429;28,571
Burgos;09066;2022;37;17;54;68,519;31,481
Burgos;09066;2023;35;15;50;70,000;30,000
Burgos;09067;2021;231;203;434;53,226;46,774
Burgos;09067;2022;227;199;426;53,286;46,714
Burgos;09067;2023;229;193;422;54,265;45,735
Burgos;09068;2021;15;10;25;60,000;40,000
Burgos;09068;2022;14;10;24;58,333;41,667
Burgos;09068;2023;13;8;21;61,905;38,095
Burgos;09070;2021;20;10;30;66,667;33,333
Burgos;09070;2022;20;10;30;66,667;33,333
Burgos;09070;2023;26;15;41;63,415;36,585
Burgos;09071;2021;24;21;45;53,333;46,667
Burgos;09071;2022;21;22;43;48,837;51,163
Burgos;09071;2023;27;23;50;54,000;46,000
Burgos;09072;2021;237;211;448;52,902;47,098
Burgos;09072;2022;249;221;470;52,979;47,021
Burgos;09072;2023;264;226;490;53,878;46,122
Burgos;09073;2021;783;634;1417;55,258;44,742
Burgos;09073;2022;772;652;1424;54,213;45,787
Burgos;09073;2023;786;667;1453;54,095;45,905
Burgos;09074;2021;627;548;1175;53,362;46,638
Burgos;09074;2022;640;566;1206;53,068;46,932
Burgos;09074;2023;634;563;1197;52,966;47,034
Burgos;09075;2021;64;45;109;58,716;41,284
Burgos;09075;2022;62;45;107;57,944;42,056
Burgos;09075;2023;64;45;109;58,716;41,284
Burgos;09076;2021;18;7;25;72,000;28,000
Burgos;09076;2022;19;6;25;76,000;24,000
Burgos;09076;2023;18;6;24;75,000;25,000
Burgos;09077;2021;16;13;29;55,172;44,828
Burgos;09077;2022;15;12;27;55,556;44,444
Burgos;09077;2023;16;12;28;57,143;42,857
Burgos;09078;2021;18;14;32;56,250;43,750
Burgos;09078;2022;17;14;31;54,839;45,161
Burgos;09078;2023;15;13;28;53,571;46,429
Burgos;09079;2021;29;20;49;59,184;40,816
Burgos;09079;2022;29;19;48;60,417;39,583
Burgos;09079;2023;30;20;50;60,000;40,000
Burgos;09082;2021;19;14;33;57,576;42,424
Burgos;09082;2022;21;16;37;56,757;43,243
Burgos;09082;2023;20;15;35;57,143;42,857
Burgos;09083;2021;13;12;25;52,000;48,000
Burgos;09083;2022;15;12;27;55,556;44,444
Burgos;09083;2023;13;13;26;50,000;50,000
Burgos;09084;2021;116;57;173;67,052;32,948
Burgos;09084;2022;111;57;168;66,071;33,929
Burgos;09084;2023;107;57;164;65,244;34,756
Burgos;09085;2021;343;302;645;53,178;46,822
Burgos;09085;2022;340;292;632;53,797;46,203
Burgos;09085;2023;331;283;614;53,909;46,091
Burgos;09086;2021;455;352;807;56,382;43,618
Burgos;09086;2022;472;361;833;56,663;43,337
Burgos;09086;2023;465;374;839;55,423;44,577
Burgos;09088;2021;35;24;59;59,322;40,678
Burgos;09088;2022;34;22;56;60,714;39,286
Burgos;09088;2023;36;21;57;63,158;36,842
Burgos;09090;2021;26;23;49;53,061;46,939
Burgos;09090;2022;25;23;48;52,083;47,917
Burgos;09090;2023;26;25;51;50,980;49,020
Burgos;09091;2021;406;356;762;53,281;46,719
Burgos;09091;2022;414;354;768;53,906;46,094
Burgos;09091;2023;398;365;763;52,163;47,837
Burgos;09093;2021;108;81;189;57,143;42,857
Burgos;09093;2022;108;80;188;57,447;42,553
Burgos;09093;2023;108;75;183;59,016;40,984
Burgos;09094;2021;34;20;54;62,963;37,037
Burgos;09094;2022;33;19;52;63,462;36,538
Burgos;09094;2023;34;22;56;60,714;39,286
Burgos;09095;2021;48;54;102;47,059;52,941
Burgos;09095;2022;45;52;97;46,392;53,608
Burgos;09095;2023;45;46;91;49,451;50,549
Burgos;09098;2021;290;242;532;54,511;45,489
Burgos;09098;2022;277;235;512;54,102;45,898
Burgos;09098;2023;276;220;496;55,645;44,355
Burgos;09100;2021;35;17;52;67,308;32,692
Burgos;09100;2022;35;20;55;63,636;36,364
Burgos;09100;2023;34;16;50;68,000;32,000
Burgos;09101;2021;48;28;76;63,158;36,842
Burgos;09101;2022;48;30;78;61,538;38,462
Burgos;09101;2023;47;28;75;62,667;37,333
Burgos;09102;2021;20;10;30;66,667;33,333
Burgos;09102;2022;24;11;35;68,571;31,429
Burgos;09102;2023;22;12;34;64,706;35,294
Burgos;09103;2021;128;96;224;57,143;42,857
Burgos;09103;2022;128;85;213;60,094;39,906
Burgos;09103;2023;126;80;206;61,165;38,835
Burgos;09104;2021;21;20;41;51,220;48,780
Burgos;09104;2022;23;20;43;53,488;46,512
Burgos;09104;2023;27;21;48;56,250;43,750
Burgos;09105;2021;62;43;105;59,048;40,952
Burgos;09105;2022;60;41;101;59,406;40,594
Burgos;09105;2023;61;46;107;57,009;42,991
Burgos;09108;2021;332;255;587;56,559;43,441
Burgos;09108;2022;339;267;606;55,941;44,059
Burgos;09108;2023;347;271;618;56,149;43,851
Burgos;09109;2021;783;639;1422;55,063;44,937
Burgos;09109;2022;796;654;1450;54,897;45,103
Burgos;09109;2023;811;668;1479;54,834;45,166
Burgos;09110;2021;52;29;81;64,198;35,802
Burgos;09110;2022;54;29;83;65,060;34,940
Burgos;09110;2023;55;37;92;59,783;40,217
Burgos;09112;2021;67;38;105;63,810;36,190
Burgos;09112;2022;66;38;104;63,462;36,538
Burgos;09112;2023;62;38;100;62,000;38,000
Burgos;09113;2021;288;248;536;53,731;46,269
Burgos;09113;2022;288;245;533;54,034;45,966
Burgos;09113;2023;292;237;529;55,198;44,802
Burgos;09114;2021;60;42;102;58,824;41,176
Burgos;09114;2022;57;44;101;56,436;43,564
Burgos;09114;2023;57;48;105;54,286;45,714
Burgos;09115;2021;61;45;106;57,547;42,453
Burgos;09115;2022;62;45;107;57,944;42,056
Burgos;09115;2023;59;43;102;57,843;42,157
Burgos;09117;2021;52;52;104;50,000;50,000
Burgos;09117;2022;55;47;102;53,922;46,078
Burgos;09117;2023;50;44;94;53,191;46,809
Burgos;09119;2021;18;24;42;42,857;57,143
Burgos;09119;2022;17;24;41;41,463;58,537
Burgos;09119;2023;19;24;43;44,186;55,814
Burgos;09120;2021;21;22;43;48,837;51,163
Burgos;09120;2022;20;23;43;46,512;53,488
Burgos;09120;2023;23;20;43;53,488;46,512
Burgos;09122;2021;58;32;90;64,444;35,556
Burgos;09122;2022;53;29;82;64,634;35,366
Burgos;09122;2023;51;31;82;62,195;37,805
Burgos;09123;2021;28;18;46;60,870;39,130
Burgos;09123;2022;25;17;42;59,524;40,476
Burgos;09123;2023;26;18;44;59,091;40,909
Burgos;09124;2021;864;807;1671;51,706;48,294
Burgos;09124;2022;858;784;1642;52,253;47,747
Burgos;09124;2023;846;786;1632;51,838;48,162
Burgos;09125;2021;356;248;604;58,940;41,060
Burgos;09125;2022;372;260;632;58,861;41,139
Burgos;09125;2023;366;271;637;57,457;42,543
Burgos;09127;2021;31;19;50;62,000;38,000
Burgos;09127;2022;28;17;45;62,222;37,778
Burgos;09127;2023;32;24;56;57,143;42,857
Burgos;09128;2021;55;42;97;56,701;43,299
Burgos;09128;2022;55;42;97;56,701;43,299
Burgos;09128;2023;54;44;98;55,102;44,898
Burgos;09129;2021;57;37;94;60,638;39,362
Burgos;09129;2022;60;34;94;63,830;36,170
Burgos;09129;2023;65;36;101;64,356;35,644
Burgos;09130;2021;44;25;69;63,768;36,232
Burgos;09130;2022;44;23;67;65,672;34,328
Burgos;09130;2023;44;24;68;64,706;35,294
Burgos;09131;2021;356;338;694;51,297;48,703
Burgos;09131;2022;351;337;688;51,017;48,983
Burgos;09131;2023;358;329;687;52,111;47,889
Burgos;09132;2021;105;73;178;58,989;41,011
Burgos;09132;2022;103;71;174;59,195;40,805
Burgos;09132;2023;101;66;167;60,479;39,521
Burgos;09133;2021;26;20;46;56,522;43,478
Burgos;09133;2022;27;20;47;57,447;42,553
Burgos;09133;2023;27;20;47;57,447;42,553
Burgos;09134;2021;142;128;270;52,593;47,407
Burgos;09134;2022;141;127;268;52,612;47,388
Burgos;09134;2023;140;127;267;52,434;47,566
Burgos;09135;2021;25;18;43;58,140;41,860
Burgos;09135;2022;23;19;42;54,762;45,238
Burgos;09135;2023;26;17;43;60,465;39,535
Burgos;09136;2021;120;103;223;53,812;46,188
Burgos;09136;2022;119;100;219;54,338;45,662
Burgos;09136;2023;132;100;232;56,897;43,103
Burgos;09137;2021;131;129;260;50,385;49,615
Burgos;09137;2022;130;127;257;50,584;49,416
Burgos;09137;2023;141;128;269;52,416;47,584
Burgos;09138;2021;57;48;105;54,286;45,714
Burgos;09138;2022;64;52;116;55,172;44,828
