Provincia;CMuni;Periodo;Edad_media_de_la_población;Porcentaje_de_hogares_unipersonales;Porcentaje_de_población_española;Porcentaje_de_población_extranjera;Tamaño_medio_del_hogar;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia;Hombres;Mujeres;Población;%_Hombres;%_Mujeres;area_km2;Densidad de población;Rural
Valladolid;47100;2021;63,500;52,200;99,200;0,800;1,700;0;0;0;2;1;1;2;5;5;6;8;6;11;8;6;14;21;11;5;4;1;2;53;62;31,000;1,208;60;57;117;51,282;48,718;22,512;5,197;True
Valladolid;47100;2022;64,700;50,800;99,100;0,900;1,700;0;0;0;2;1;1;3;2;8;2;7;9;11;11;5;12;20;12;8;3;1;2;55;61;30,500;1,145;60;58;118;50,847;49,153;22,512;5,242;True
Valladolid;47100;2023;65,600;55,200;98,200;1,800;1,700;0;0;0;1;2;1;2;1;8;2;8;8;7;14;5;10;17;14;11;4;1;1;53;62;62,000;1,189;59;57;116;50,862;49,138;22,512;5,153;True
Valladolid;47101;2021;48,999;30,495;91,202;8,798;2,400;2;58;76;83;90;80;86;93;101;138;133;153;165;161;126;121;105;91;69;30;10;235;1182;554;2,357;0,668;1023;948;1971;51,903;48,097;126,088;15,632;True
Valladolid;47101;2022;49,398;32,992;90,701;9,299;2,300;0;59;74;89;86;78;90;92;108;121;139;149;163;157;128;127;98;85;76;27;9;239;1166;550;2,301;0,677;1012;943;1955;51,765;48,235;126,088;15,505;True
Valladolid;47101;2023;49,798;31,998;89,403;10,597;2,300;0;65;75;87;83;77;75;83;105;125;140;139;164;150;146;114;107;74;80;32;6;243;1125;559;2,300;0,713;983;944;1927;51,012;48,988;126,088;15,283;True
Valladolid;47102;2021;54,500;31,600;99,300;0,700;2,400;0;2;4;8;8;11;11;12;13;22;8;17;29;27;17;28;19;18;16;7;0;16;156;105;6,562;0,776;162;115;277;58,484;41,516;35,803;7,737;True
Valladolid;47102;2022;54,900;32,500;100,000;0,000;2,400;0;5;3;9;9;10;13;12;12;25;10;15;22;34;14;31;20;16;15;8;0;19;160;104;5,474;0,769;162;121;283;57,244;42,756;35,803;7,904;True
Valladolid;47102;2023;55,800;32,800;99,600;0,400;2,300;0;5;3;7;8;13;13;13;10;22;16;15;19;29;21;25;25;16;13;11;1;17;156;112;6,588;0,827;163;122;285;57,193;42,807;35,803;7,960;True
Valladolid;47103;2021;51,300;36,200;90,900;9,100;2,100;0;9;5;7;11;20;8;19;15;13;32;27;40;25;11;20;11;19;13;6;1;23;208;81;3,522;0,500;180;132;312;57,692;42,308;29,320;10,641;True
Valladolid;47103;2022;50,200;34,000;88,700;11,300;2,200;0;11;6;6;11;19;9;16;16;12;26;29;36;33;15;15;15;14;13;8;0;25;205;80;3,200;0,512;175;135;310;56,452;43,548;29,320;10,573;True
Valladolid;47103;2023;50,700;32,400;86,700;13,300;2,300;0;9;7;11;11;21;9;9;17;20;26;25;42;32;14;16;17;15;9;9;0;29;210;80;2,759;0,519;179;140;319;56,113;43,887;29,320;10,880;True
Valladolid;47104;2021;46,670;30,411;90,654;9,346;2,374;1;130;140;153;150;156;177;179;250;326;255;291;295;283;208;173;148;114;80;53;10;452;2333;787;1,741;0,531;1781;1791;3572;49,860;50,140;129,308;27,624;True
Valladolid;47104;2022;47,190;31,909;91,025;8,975;2,314;0;119;148;151;154;155;175;162;242;305;270;285;292;287;233;173;138;117;78;49;17;449;2296;805;1,793;0,546;1771;1779;3550;49,887;50,113;129,308;27,454;True
Valladolid;47104;2023;47,360;32,826;90,981;9,019;2,306;3;108;171;146;159;145;172;160;236;275;291;264;306;277;240;193;141;114;87;48;19;456;2254;845;1,853;0,577;1780;1775;3555;50,070;49,930;129,308;27,492;True
Valladolid;47105;2021;52,300;32,100;98,400;1,600;2,300;0;2;3;7;9;6;2;4;11;12;19;24;15;17;18;17;13;4;2;1;0;14;117;55;3,929;0,590;103;83;186;55,376;44,624;24,834;7,490;True
Valladolid;47105;2022;52,800;29,600;96,400;3,600;2,400;0;1;3;7;7;8;5;3;9;11;16;26;14;18;18;20;10;8;2;1;0;12;116;59;4,917;0,612;101;86;187;54,011;45,989;24,834;7,530;True
Valladolid;47105;2023;52,100;30,900;96,500;3,500;2,500;0;0;3;7;4;10;7;5;10;10;16;23;23;16;19;19;9;9;3;2;0;11;123;61;5,545;0,585;108;87;195;55,385;44,615;24,834;7,852;True
Valladolid;47106;2021;66,300;47,600;97,600;2,400;1,900;1;0;0;2;0;1;0;2;4;3;5;5;0;5;2;1;9;4;3;4;0;2;25;24;12,000;1,040;31;20;51;60,784;39,216;16,111;3,166;True
Valladolid;47106;2022;64,000;50,000;97,600;2,400;1,900;0;0;0;1;0;0;0;0;2;3;1;9;0;3;4;1;8;3;2;5;0;1;18;23;23,000;1,333;24;18;42;57,143;42,857;16,111;2,607;True
Valladolid;47106;2023;64,400;60,900;97,400;2,600;1,600;0;0;0;1;0;1;0;0;3;1;3;6;2;2;4;2;7;2;3;4;0;1;18;22;22,000;1,278;24;17;41;58,537;41,463;16,111;2,545;True
Valladolid;47109;2021;52,600;51,100;96,400;3,600;1,800;0;5;0;4;3;12;7;9;7;11;15;18;17;15;15;9;9;10;4;4;0;10;113;51;5,100;0,540;89;85;174;51,149;48,851;32,200;5,404;True
Valladolid;47109;2022;53,500;47,700;96,900;3,100;1,800;0;3;0;4;4;7;10;9;6;12;15;15;20;12;15;10;10;9;5;3;0;8;109;52;6,500;0,550;85;84;169;50,296;49,704;32,200;5,248;True
Valladolid;47109;2023;52,900;44,200;98,100;1,900;1,900;0;1;3;1;6;5;8;7;4;13;13;17;16;14;17;12;11;6;6;1;0;6;102;53;8,833;0,578;85;76;161;52,795;47,205;32,200;5,000;True
Valladolid;47110;2021;53,200;35,600;99,600;0,400;2,200;0;13;7;12;16;21;23;18;28;25;30;43;42;49;43;21;32;25;23;8;8;35;292;160;4,571;0,668;244;243;487;50,103;49,897;44,762;10,880;True
Valladolid;47110;2022;52,800;36,600;99,200;0,800;2,200;1;13;8;12;15;20;18;25;23;27;27;44;46;48;47;24;33;22;19;12;6;36;290;164;4,556;0,690;247;243;490;50,408;49,592;44,762;10,947;True
Valladolid;47110;2023;53,400;37,400;99,400;0,600;2,200;0;14;12;9;16;18;24;26;20;23;32;42;49;39;49;27;28;33;15;16;3;38;286;171;4,500;0,731;246;249;495;49,697;50,303;44,762;11,058;True
Valladolid;47111;2021;47,900;31,600;97,800;2,200;2,400;0;30;33;43;44;44;67;71;67;88;75;80;110;100;84;65;49;37;25;6;6;115;737;272;2,365;0,525;580;544;1124;51,601;48,399;56,739;19,810;True
Valladolid;47111;2022;48,400;31,000;97,000;3,000;2,400;0;25;41;43;45;43;59;67;76;80;89;75;104;112;85;72;52;30;34;8;4;118;741;285;2,415;0,544;592;552;1144;51,748;48,252;56,739;20,162;True
Valladolid;47111;2023;49,000;31,900;96,400;3,600;2,300;0;31;37;42;46;46;53;71;73;89;84;81;109;116;88;72;62;32;30;16;3;119;759;303;2,546;0,556;612;569;1181;51,820;48,180;56,739;20,815;True
Valladolid;47112;2021;45,223;23,761;89,524;10,476;2,600;0;110;124;172;181;158;178;171;196;273;238;300;290;261;177;169;122;96;72;37;9;442;2210;682;1,543;0,509;1693;1641;3334;50,780;49,220;30,699;108,603;True
Valladolid;47112;2022;45,191;24,493;88,760;11,240;2,600;0;105;135;170;180;161;193;162;199;260;253;276;308;260;195;171;130;88;68;38;13;446;2216;703;1,576;0,519;1706;1659;3365;50,698;49,302;30,699;109,613;True
Valladolid;47112;2023;45,737;24,674;88,107;11,893;2,600;0;109;126;164;182;171;178;182;183;257;265;267;322;259;204;172;138;83;69;36;12;436;2229;714;1,638;0,516;1715;1664;3379;50,755;49,245;30,699;110,069;True
Valladolid;47113;2021;57,300;33,300;92,500;7,500;2,100;0;1;1;2;4;2;7;6;10;13;6;17;11;15;11;15;13;7;11;5;0;5;90;62;12,400;0,744;85;72;157;54,140;45,860;51,930;3,023;True
Valladolid;47113;2022;56,200;44,200;93,300;6,700;1,900;0;1;2;4;4;3;3;9;7;7;12;13;14;17;9;17;10;6;7;7;1;8;88;57;7,125;0,739;85;68;153;55,556;44,444;51,930;2,946;True
Valladolid;47113;2023;56,900;40,800;94,600;5,400;1,900;0;1;2;3;3;6;2;8;9;4;15;11;16;16;12;13;11;5;4;7;1;7;89;53;7,571;0,674;83;66;149;55,705;44,295;51,930;2,869;True
Valladolid;47114;2021;47,878;31,900;93,364;6,636;2,400;4;184;216;273;264;249;239;268;319;361;355;414;454;375;283;255;181;148;136;81;26;726;3245;1114;1,534;0,567;2567;2518;5085;50,482;49,518;76,083;66,835;True
Valladolid;47114;2022;47,880;33,286;91,471;8,529;2,400;3;174;229;234;282;268;248;261;333;360;351;438;421;401;293;254;186;137;134;80;28;693;3307;1115;1,609;0,547;2597;2518;5115;50,772;49,228;76,083;67,229;True
Valladolid;47114;2023;48,080;29,123;91,861;8,139;2,400;2;188;218;240;279;285;241;278;319;369;356;412;401;428;310;256;194;138;129;79;34;702;3312;1142;1,627;0,557;2631;2525;5156;51,028;48,972;76,083;67,768;True
Valladolid;47115;2021;53,200;38,500;97,000;3,000;2,300;0;7;8;4;7;11;14;11;10;28;28;40;34;20;19;15;34;14;13;10;2;20;202;107;5,350;0,629;178;151;329;54,103;45,897;66,201;4,970;True
Valladolid;47115;2022;53,400;37,600;96,500;3,500;2,300;0;11;7;5;7;12;12;11;13;27;25;41;36;25;18;19;31;15;13;10;1;24;208;107;4,458;0,630;182;157;339;53,687;46,313;66,201;5,121;True
Valladolid;47115;2023;53,800;40,500;95,700;4,300;2,300;0;12;6;6;10;11;12;12;11;24;29;37;34;30;13;23;22;24;13;10;2;26;208;107;4,115;0,639;185;156;341;54,252;45,748;66,201;5,151;True
Valladolid;47116;2021;53,400;36,000;98,800;1,200;2,500;0;9;6;17;14;19;21;14;14;19;36;54;45;33;23;25;25;29;26;7;2;35;266;137;3,914;0,647;237;201;438;54,110;45,890;55,829;7,845;True
Valladolid;47116;2022;53,000;37,700;98,100;1,900;2,400;0;7;7;17;15;15;19;18;13;17;31;44;54;36;22;26;23;28;28;7;1;34;259;135;3,971;0,653;227;201;428;53,037;46,963;55,829;7,666;True
Valladolid;47116;2023;52,400;37,200;96,500;3,500;2,500;1;8;6;14;19;16;20;17;11;21;31;39;56;35;22;26;23;23;27;8;1;32;261;131;4,094;0,625;226;198;424;53,302;46,698;55,829;7,595;True
Valladolid;47117;2021;51,000;30,800;97,800;2,200;2,400;0;8;9;11;14;16;9;23;11;28;25;24;27;26;25;18;18;10;12;8;2;31;200;93;3,000;0,620;170;154;324;52,469;47,531;29,951;10,818;True
Valladolid;47117;2022;51,200;30,500;97,500;2,500;2,400;0;7;6;12;13;18;9;17;14;18;30;28;28;26;24;23;14;12;13;8;3;28;198;97;3,464;0,631;167;156;323;51,703;48,297;29,951;10,784;True
Valladolid;47117;2023;51,400;29,700;97,800;2,200;2,400;0;5;8;12;10;21;11;9;16;19;27;26;30;28;24;23;14;13;7;11;4;27;195;96;3,556;0,631;168;150;318;52,830;47,170;29,951;10,617;True
Valladolid;47118;2021;54,500;39,700;92,100;7,900;2,200;0;3;5;5;7;2;12;10;10;7;8;12;9;17;8;12;14;11;12;7;0;14;93;64;4,571;0,839;97;74;171;56,725;43,275;21,259;8,044;True
Valladolid;47118;2022;54,000;43,700;93,100;6,900;2,200;0;1;4;3;6;3;11;8;8;8;7;12;10;13;9;10;14;9;13;2;1;9;85;58;6,444;0,788;86;66;152;56,579;43,421;21,259;7,150;True
Valladolid;47118;2023;54,100;41,100;93,300;6,700;2,300;0;3;3;4;6;2;11;9;8;7;9;14;10;11;16;9;15;8;9;4;1;11;86;62;5,636;0,849;91;68;159;57,233;42,767;21,259;7,479;True
Valladolid;47119;2021;58,400;56,900;96,700;3,300;1,800;0;4;0;0;2;2;3;2;6;5;6;7;4;9;6;8;9;5;10;5;1;4;46;44;11,000;1,043;48;46;94;51,064;48,936;23,400;4,017;True
Valladolid;47119;2022;59,200;52,100;94,400;5,600;1,900;0;5;0;0;2;2;4;1;6;6;4;6;7;8;4;8;9;6;7;5;2;5;46;41;8,200;1,000;48;44;92;52,174;47,826;23,400;3,932;True
Valladolid;47119;2023;58,900;52,100;95,500;4,500;1,800;0;6;0;0;1;2;3;1;4;6;5;8;4;8;6;5;9;6;6;6;3;6;42;41;6,833;1,119;47;42;89;52,809;47,191;23,400;3,803;True
Valladolid;47121;2021;53,700;30,700;88,800;11,200;2,300;0;11;9;11;22;29;24;40;33;19;40;47;53;49;43;31;53;36;40;16;3;35;352;222;6,343;0,730;340;269;609;55,829;44,171;50,528;12,053;True
Valladolid;47121;2022;54,100;33,000;89,700;10,300;2,200;0;12;8;12;20;28;34;40;37;23;37;43;54;56;38;30;49;34;42;17;3;36;368;213;5,917;0,677;353;264;617;57,212;42,788;50,528;12,211;True
Valladolid;47121;2023;55,000;36,300;93,100;6,900;2,100;0;10;9;10;19;24;30;36;33;28;28;49;53;56;42;31;42;36;33;21;2;33;352;207;6,273;0,682;334;258;592;56,419;43,581;50,528;11,716;True
Valladolid;47122;2021;50,792;27,706;95,401;4,599;2,400;1;79;99;97;83;82;99;131;151;185;203;186;179;175;164;182;103;78;71;37;13;292;1457;649;2,223;0,646;1239;1159;2398;51,668;48,332;64,400;37,236;True
Valladolid;47122;2022;51,788;28,701;96,694;3,306;2,300;2;82;90;95;85;81;100;128;144;201;211;171;178;188;152;184;108;84;63;44;9;284;1470;646;2,275;0,633;1231;1169;2400;51,292;48,708;64,400;37,267;True
Valladolid;47122;2023;51,589;29,500;94,997;5,003;2,300;0;79;95;106;77;79;96;111;142;195;211;185;172;190;154;170;123;83;64;40;12;296;1442;646;2,182;0,653;1228;1156;2384;51,510;48,490;64,400;37,019;True
Valladolid;47123;2021;48,000;34,100;97,700;2,300;2,400;1;12;26;17;29;24;23;27;30;47;38;46;35;49;32;27;34;23;8;8;1;61;342;134;2,197;0,570;296;241;537;55,121;44,879;35,094;15,302;True
Valladolid;47123;2022;47,900;34,100;97,400;2,600;2,500;1;10;21;20;30;20;23;28;27;41;48;37;42;48;30;26;32;24;12;5;3;57;338;133;2,333;0,562;284;244;528;53,788;46,212;35,094;15,045;True
Valladolid;47123;2023;48,400;31,800;98,300;1,700;2,500;1;15;17;28;26;18;20;31;27;33;52;42;41;42;40;28;24;25;12;8;3;65;327;141;2,169;0,630;284;249;533;53,283;46,717;35,094;15,188;True
Valladolid;47124;2021;48,700;32,400;87,800;12,200;2,400;1;8;19;19;22;19;17;26;25;47;36;21;32;29;40;48;28;22;16;9;2;50;270;166;3,320;0,800;258;228;486;53,086;46,914;27,956;17,384;True
Valladolid;47124;2022;49,000;31,500;86,300;13,700;2,400;1;10;21;23;29;26;14;28;32;46;38;23;31;30;40;45;30;23;15;11;2;60;291;167;2,783;0,780;280;238;518;54,054;45,946;27,956;18,529;True
Valladolid;47124;2023;50,100;31,800;88,200;11,800;2,300;2;12;17;21;24;32;15;23;31;40;41;28;31;31;38;40;37;20;17;9;0;55;291;163;2,964;0,749;276;233;509;54,224;45,776;27,956;18,207;True
Valladolid;47125;2021;61,500;52,200;98,000;2,000;2,100;0;0;0;0;0;1;3;1;0;4;4;3;8;5;3;4;4;2;3;1;0;0;29;17;inf;0,586;28;18;46;60,870;39,130;20,475;2,247;True
Valladolid;47125;2022;57,700;40,000;96,300;3,700;2,200;0;0;0;0;0;1;2;1;0;3;2;5;10;5;4;3;4;2;3;2;1;0;29;19;inf;0,655;28;20;48;58,333;41,667;20,475;2,344;True
Valladolid;47125;2023;58,500;33,300;96,200;3,800;2,200;0;1;0;1;1;0;4;1;0;3;3;5;10;5;6;3;3;3;3;2;0;2;32;20;10,000;0,688;32;22;54;59,259;40,741;20,475;2,637;True
Valladolid;47126;2021;55,600;44,400;100,000;0,000;2,400;0;0;1;1;0;4;0;1;1;2;8;3;3;1;2;3;3;2;5;2;0;2;23;17;8,500;0,826;23;19;42;54,762;45,238;10,832;3,877;True
Valladolid;47126;2022;56,600;41,200;100,000;0,000;2,500;0;0;1;1;0;4;1;0;3;2;8;4;2;2;2;2;2;3;5;2;0;2;26;16;8,000;0,692;24;20;44;54,545;45,455;10,832;4,062;True
Valladolid;47126;2023;57,000;23,500;100,000;0,000;2,600;0;0;1;1;0;4;1;0;2;3;6;5;2;2;2;2;2;2;6;2;0;2;25;16;8,000;0,720;23;20;43;53,488;46,512;10,832;3,970;True
Valladolid;47127;2021;50,800;34,300;91,800;8,200;2,400;0;8;5;6;3;8;7;11;10;11;10;9;12;14;9;10;11;12;3;5;0;20;94;50;2,500;0,745;91;73;164;55,488;44,512;28,063;5,844;True
Valladolid;47127;2022;50,100;34,300;92,000;8,000;2,400;0;6;6;7;2;7;6;11;4;15;9;9;14;12;10;11;10;6;11;4;0;19;89;52;2,737;0,798;90;70;160;56,250;43,750;28,063;5,701;True
Valladolid;47127;2023;50,900;35,800;91,300;8,700;2,400;0;6;8;6;4;2;10;10;6;12;13;9;13;9;11;11;11;8;10;1;2;21;87;54;2,571;0,862;91;71;162;56,173;43,827;28,063;5,773;True
Valladolid;47128;2021;53,400;34,800;92,500;7,500;2,300;0;1;2;0;1;2;4;6;4;3;1;4;6;9;4;1;4;0;3;2;0;3;40;14;4,667;0,425;28;29;57;49,123;50,877;14,594;3,906;True
Valladolid;47128;2022;55,200;39,100;91,800;8,200;2,100;0;0;2;0;0;1;5;3;4;4;1;2;7;8;7;1;2;2;2;2;0;2;35;16;8,000;0,514;26;27;53;49,057;50,943;14,594;3,632;True
Valladolid;47128;2023;55,700;40,900;93,800;6,200;2,200;0;0;2;0;0;1;3;3;2;5;1;1;7;8;8;1;1;2;2;0;2;2;31;16;8,000;0,581;24;25;49;48,980;51,020;14,594;3,358;True
Valladolid;47129;2021;49,000;30,200;95,600;4,400;2,500;2;35;32;52;33;40;50;47;52;78;87;82;95;74;58;62;53;39;40;15;2;126;631;271;2,151;0,629;550;478;1028;53,502;46,498;55,138;18,644;True
Valladolid;47129;2022;49,700;31,500;95,100;4,900;2,400;1;24;39;49;31;40;45;46;55;69;87;71;93;84;69;55;58;38;42;15;2;118;615;280;2,373;0,647;538;475;1013;53,110;46,890;55,138;18,372;True
Valladolid;47129;2023;49,700;30,800;94,700;5,300;2,400;1;25;30;48;34;39;38;49;54;60;90;73;91;90;69;62;58;40;34;16;3;110;611;283;2,573;0,643;532;472;1004;52,988;47,012;55,138;18,209;True
Valladolid;47130;2021;55,800;34,000;98,100;1,900;2,200;0;1;4;1;3;4;1;4;6;7;8;13;8;9;4;12;8;5;6;1;0;7;62;36;5,143;0,694;50;55;105;47,619;52,381;32,201;3,261;True
Valladolid;47130;2022;55,900;42,900;99,000;1,000;2,000;0;0;2;3;2;2;3;5;4;7;4;18;8;10;5;12;6;4;7;2;0;5;63;36;7,200;0,651;51;53;104;49,038;50,962;32,201;3,230;True
Valladolid;47130;2023;55,400;39,600;98,000;2,000;2,100;0;0;2;3;1;3;3;0;7;8;5;16;9;10;4;9;9;2;7;2;0;5;62;33;6,600;0,613;51;49;100;51,000;49,000;32,201;3,105;True
Valladolid;47131;2021;60,000;36,100;98,300;1,700;2,100;1;2;1;4;6;6;3;6;4;3;9;16;18;11;17;9;19;12;11;8;3;8;81;80;10,000;1,086;89;80;169;52,663;47,337;27,628;6,117;True
Valladolid;47131;2022;59,900;40,500;99,400;0,600;2,000;1;3;1;5;7;5;4;4;5;2;8;14;22;12;13;15;16;10;14;8;4;10;82;81;8,100;1,110;90;83;173;52,023;47,977;27,628;6,262;True
Valladolid;47131;2023;59,900;38,600;98,900;1,100;2,000;2;4;1;2;8;7;4;4;3;3;7;12;20;19;11;15;14;12;12;8;4;9;85;78;8,667;1,024;88;84;172;51,163;48,837;27,628;6,226;True
Valladolid;47132;2021;56,400;22,200;100,000;0,000;2,600;0;0;1;4;1;0;0;1;0;5;7;4;1;1;1;1;7;12;2;0;0;5;20;23;4,600;1,400;26;22;48;54,167;45,833;21,192;2,265;True
Valladolid;47132;2022;57,300;22,200;97,900;2,100;2,700;0;0;0;4;4;0;0;0;0;5;5;6;2;0;1;1;7;10;2;0;0;5;21;21;4,200;1,238;27;20;47;57,447;42,553;21,192;2,218;True
Valladolid;47132;2023;56,200;22,200;97,800;2,200;2,600;0;0;0;3;5;0;0;0;0;6;4;6;2;0;0;3;6;10;3;0;0;4;22;22;5,500;1,182;27;21;48;56,250;43,750;21,192;2,265;True
Valladolid;47133;2021;37,580;18,193;98,860;1,140;2,807;0;186;324;336;222;162;110;131;318;549;432;359;234;193;143;70;42;32;23;8;4;891;2665;322;0,361;0,455;1987;1891;3878;51,238;48,762;29,083;133,343;True
Valladolid;47133;2022;38,182;18,199;98,700;1,300;2,807;0;163;305;363;245;162;101;139;263;543;460;367;261;187;150;86;37;36;24;11;3;880;2679;347;0,394;0,458;1987;1919;3906;50,870;49,130;29,083;134,305;True
Valladolid;47133;2023;38,751;18,036;98,512;1,488;2,806;0;143;302;366;262;165;101;130;231;513;480;405;279;187;152;103;48;34;21;13;2;863;2701;373;0,432;0,458;1994;1943;3937;50,648;49,352;29,083;135,371;True
Valladolid;47134;2021;56,100;39,700;93,100;6,900;2,200;0;1;1;2;2;8;6;8;5;7;15;16;20;10;11;8;10;20;6;4;0;4;97;59;14,750;0,649;87;73;160;54,375;45,625;22,701;7,048;True
Valladolid;47134;2022;57,000;37,300;94,600;5,400;2,200;0;2;2;3;1;7;8;10;5;9;13;15;21;15;9;12;11;17;9;3;2;7;104;63;9,000;0,673;96;78;174;55,172;44,828;22,701;7,665;True
Valladolid;47134;2023;56,900;35,100;93,300;6,700;2,200;0;1;2;3;1;6;9;7;5;8;12;14;23;15;8;10;11;13;12;4;1;6;100;59;9,833;0,650;91;74;165;55,152;44,848;22,701;7,268;True
Valladolid;47135;2021;56,900;17,200;100,000;0,000;3,100;0;0;2;5;3;1;0;1;3;11;7;10;5;6;2;7;15;3;4;4;0;8;46;35;4,375;0,935;52;37;89;58,427;41,573;8,843;10,064;True
Valladolid;47135;2022;56,700;13,800;100,000;0,000;3,200;0;0;1;5;4;1;0;1;3;7;9;12;5;4;5;8;13;4;2;4;1;7;45;37;5,286;0,978;51;38;89;57,303;42,697;8,843;10,064;True
Valladolid;47135;2023;58,100;10,700;100,000;0,000;3,100;0;0;1;2;7;0;1;2;4;3;11;13;6;6;4;7;11;9;1;3;1;4;52;36;9,000;0,769;53;39;92;57,609;42,391;8,843;10,404;True
Valladolid;47137;2021;63,100;42,900;100,000;0,000;2,100;0;0;0;1;1;1;0;0;0;0;2;4;4;1;1;5;3;4;0;1;1;1;13;15;15,000;1,231;17;12;29;58,621;41,379;11,487;2,525;True
Valladolid;47137;2022;59,700;41,700;100,000;0,000;2,200;0;0;0;1;1;0;1;0;0;0;2;5;4;1;0;6;3;3;1;1;1;1;14;15;15,000;1,143;18;12;30;60,000;40,000;11,487;2,612;True
Valladolid;47137;2023;58,200;41,700;100,000;0,000;2,200;0;0;0;1;0;1;1;0;0;1;2;3;4;3;0;2;4;3;0;0;1;1;15;10;10,000;0,733;16;10;26;61,538;38,462;11,487;2,263;True
Valladolid;47138;2021;54,700;35,800;98,100;1,900;2,200;0;0;2;0;9;10;7;11;12;13;12;25;26;20;17;9;10;13;12;5;1;4;143;67;16,750;0,497;122;92;214;57,009;42,991;25,585;8,364;True
Valladolid;47138;2022;54,700;34,700;96,400;3,600;2,300;0;1;3;1;7;11;10;8;10;12;10;30;23;20;18;10;10;10;12;7;1;6;140;68;11,333;0,529;126;88;214;58,879;41,121;25,585;8,364;True
Valladolid;47138;2023;55,100;34,700;95,400;4,600;2,300;0;1;4;1;6;11;10;10;14;11;9;27;24;23;19;14;9;8;13;8;1;7;144;72;10,286;0,549;126;97;223;56,502;43,498;25,585;8,716;True
Valladolid;47139;2021;49,400;36,400;90,600;9,400;2,200;0;33;32;31;36;58;67;88;74;81;93;87;101;124;83;69;45;29;44;26;5;103;802;301;2,922;0,504;630;576;1206;52,239;47,761;90,493;13,327;True
Valladolid;47139;2022;49,700;35,700;88,700;11,300;2,200;0;30;31;27;35;51;54;91;68;77;90;83;96;110;93;75;40;35;34;25;5;95;748;307;3,232;0,537;595;555;1150;51,739;48,261;90,493;12,708;True
Valladolid;47139;2023;50,200;34,700;89,600;10,400;2,200;0;29;30;26;38;43;59;72;79;71;93;82;96;108;103;73;45;30;38;24;6;93;733;319;3,430;0,562;591;554;1145;51,616;48,384;90,493;12,653;True
Valladolid;47140;2021;62,300;37,500;95,500;4,500;2,100;1;1;1;1;3;2;0;3;4;4;3;8;10;14;14;14;9;6;9;4;1;4;50;58;14,500;1,240;68;44;112;60,714;39,286;15,828;7,076;True
Valladolid;47140;2022;62,500;36,500;92,900;7,100;2,100;2;1;1;1;3;2;1;2;3;4;3;6;10;14;17;10;8;8;9;3;1;4;47;58;14,500;1,319;68;41;109;62,385;37,615;15,828;6,887;True
Valladolid;47140;2023;61,500;34,000;93,700;6,300;2,200;1;1;3;1;1;2;3;1;2;7;3;5;9;14;17;9;10;9;9;4;1;5;47;60;12,000;1,383;71;41;112;63,393;36,607;15,828;7,076;True
Valladolid;47141;2021;57,100;41,700;100,000;0,000;2,200;0;0;0;1;0;4;7;6;4;10;6;8;8;10;7;10;10;8;7;4;0;1;63;46;46,000;0,746;64;46;110;58,182;41,818;26,313;4,180;True
Valladolid;47141;2022;57,700;36,200;99,100;0,900;2,300;0;0;0;1;0;5;4;8;2;11;7;5;10;13;7;8;11;7;2;4;0;1;65;39;39,000;0,615;59;46;105;56,190;43,810;26,313;3,990;True
Valladolid;47141;2023;58,200;38,300;100,000;0,000;2,200;0;0;0;0;1;3;4;9;2;9;10;6;9;15;6;7;12;7;2;4;0;0;68;38;inf;0,559;60;46;106;56,604;43,396;26,313;4,028;True
Valladolid;47142;2021;62,600;45,800;99,100;0,900;1,900;0;1;1;1;1;5;5;2;1;4;5;15;11;13;18;10;11;6;7;5;1;3;62;58;19,333;0,984;71;52;123;57,724;42,276;35,500;3,465;True
Valladolid;47142;2022;62,200;43,300;98,300;1,700;1,900;1;1;0;0;1;4;4;2;0;4;4;13;13;12;15;12;13;6;7;3;0;1;57;57;57,000;1,018;68;47;115;59,130;40,870;35,500;3,239;True
Valladolid;47142;2023;63,300;54,400;98,100;1,900;1,800;0;1;0;0;0;3;5;3;0;5;3;10;16;13;12;13;12;8;5;5;0;1;58;55;55,000;0,966;66;48;114;57,895;42,105;35,500;3,211;True
Valladolid;47143;2021;61,600;37,000;93,300;6,700;1,900;1;1;1;0;3;1;4;5;2;7;5;9;8;5;14;15;7;8;9;0;4;3;48;58;19,333;1,271;63;46;109;57,798;42,202;24,874;4,382;True
Valladolid;47143;2022;63,300;39,600;96,000;4,000;1,900;0;0;1;0;3;1;3;4;4;5;7;8;7;7;13;13;10;5;9;2;3;2;48;55;27,500;1,188;60;45;105;57,143;42,857;24,874;4,221;True
Valladolid;47143;2023;63,700;43,400;95,700;4,300;1,800;0;0;1;0;2;1;4;2;4;4;7;4;7;8;13;12;9;7;9;3;3;1;43;56;56,000;1,326;59;41;100;59,000;41,000;24,874;4,020;True
