Provincia;CMuni;CUSEC;Periodo;Hombres;Mujeres;Población;%_Hombres;%_Mujeres
Palencia;34161;3416101001;2022;15;8;23;65,220;34,780
Palencia;34161;3416101001;2023;13;6;19;68,420;31,580
Palencia;34163;3416301001;2021;26;23;49;53,060;46,940
Palencia;34163;3416301001;2022;23;22;45;51,110;48,890
Palencia;34163;3416301001;2023;24;22;46;52,170;47,830
Palencia;34165;3416501001;2021;38;25;63;60,320;39,680
Palencia;34165;3416501001;2022;36;24;60;60,000;40,000
Palencia;34165;3416501001;2023;33;21;54;61,110;38,890
Palencia;34167;3416701001;2021;61;46;107;57,010;42,990
Palencia;34167;3416701001;2022;61;44;105;58,100;41,900
Palencia;34167;3416701001;2023;53;42;95;55,790;44,210
Palencia;34168;3416801001;2021;30;19;49;61,220;38,780
Palencia;34168;3416801001;2022;31;19;50;62,000;38,000
Palencia;34168;3416801001;2023;29;20;49;59,180;40,820
Palencia;34169;3416901001;2021;235;177;412;57,040;42,960
Palencia;34169;3416901001;2022;236;184;420;56,190;43,810
Palencia;34169;3416901001;2023;227;177;404;56,190;43,810
Palencia;34170;3417001001;2021;27;20;47;57,450;42,550
Palencia;34170;3417001001;2022;26;21;47;55,320;44,680
Palencia;34170;3417001001;2023;27;20;47;57,450;42,550
Palencia;34171;3417101001;2021;492;510;1002;49,100;50,900
Palencia;34171;3417101001;2022;479;499;978;48,980;51,020
Palencia;34171;3417101001;2023;463;498;961;48,180;51,820
Palencia;34174;3417401001;2021;105;85;190;55,260;44,740
Palencia;34174;3417401001;2022;104;86;190;54,740;45,260
Palencia;34174;3417401001;2023;104;86;190;54,740;45,260
Palencia;34175;3417501001;2021;61;33;94;64,890;35,110
Palencia;34175;3417501001;2022;55;33;88;62,500;37,500
Palencia;34175;3417501001;2023;53;36;89;59,550;40,450
Palencia;34176;3417601001;2021;83;61;144;57,640;42,360
Palencia;34176;3417601001;2022;89;65;154;57,790;42,210
Palencia;34176;3417601001;2023;91;67;158;57,590;42,410
Palencia;34177;3417701001;2021;110;82;192;57,290;42,710
Palencia;34177;3417701001;2022;106;81;187;56,680;43,320
Palencia;34177;3417701001;2023;100;75;175;57,140;42,860
Palencia;34178;3417801001;2021;72;65;137;52,550;47,450
Palencia;34178;3417801001;2022;74;67;141;52,480;47,520
Palencia;34178;3417801001;2023;73;65;138;52,900;47,100
Palencia;34179;3417901001;2021;15;9;24;62,500;37,500
Palencia;34179;3417901001;2022;15;8;23;65,220;34,780
Palencia;34179;3417901001;2023;15;9;24;62,500;37,500
Palencia;34180;3418001001;2021;39;35;74;52,700;47,300
Palencia;34180;3418001001;2022;39;34;73;53,420;46,580
Palencia;34180;3418001001;2023;39;36;75;52,000;48,000
Palencia;34181;3418101001;2021;254;228;482;52,700;47,300
Palencia;34181;3418101001;2022;256;223;479;53,440;46,560
Palencia;34181;3418101001;2023;254;231;485;52,370;47,630
Palencia;34182;3418201001;2021;529;439;968;54,650;45,350
Palencia;34182;3418201001;2022;513;435;948;54,110;45,890
Palencia;34182;3418201001;2023;513;434;947;54,170;45,830
Palencia;34184;3418401001;2021;24;22;46;52,170;47,830
Palencia;34184;3418401001;2022;26;18;44;59,090;40,910
Palencia;34184;3418401001;2023;27;17;44;61,360;38,640
Palencia;34185;3418501001;2021;39;32;71;54,930;45,070
Palencia;34185;3418501001;2022;43;32;75;57,330;42,670
Palencia;34185;3418501001;2023;43;31;74;58,110;41,890
Palencia;34186;3418601001;2021;23;24;47;48,940;51,060
Palencia;34186;3418601001;2022;25;26;51;49,020;50,980
Palencia;34186;3418601001;2023;27;27;54;50,000;50,000
Palencia;34189;3418901001;2021;32;25;57;56,140;43,860
Palencia;34189;3418901001;2022;31;24;55;56,360;43,640
Palencia;34189;3418901001;2023;33;23;56;58,930;41,070
Palencia;34190;3419001001;2021;26;22;48;54,170;45,830
Palencia;34190;3419001001;2022;25;22;47;53,190;46,810
Palencia;34190;3419001001;2023;26;23;49;53,060;46,940
Palencia;34192;3419201001;2021;51;30;81;62,960;37,040
Palencia;34192;3419201001;2022;53;31;84;63,100;36,900
Palencia;34192;3419201001;2023;51;31;82;62,200;37,800
Palencia;34196;3419601001;2021;51;37;88;57,950;42,050
Palencia;34196;3419601001;2022;52;37;89;58,430;41,570
Palencia;34196;3419601001;2023;45;37;82;54,880;45,120
Palencia;34199;3419901001;2021;264;266;530;49,810;50,190
Palencia;34199;3419901001;2022;603;571;1174;51,360;48,640
Palencia;34199;3419901001;2023;584;565;1149;50,830;49,170
Palencia;34199;3419901002;2021;343;314;657;52,210;47,790
Palencia;34201;3420101001;2021;90;79;169;53,250;46,750
Palencia;34201;3420101001;2022;87;80;167;52,100;47,900
Palencia;34201;3420101001;2023;84;78;162;51,850;48,150
Palencia;34202;3420201001;2021;18;14;32;56,250;43,750
Palencia;34202;3420201001;2022;20;14;34;58,820;41,180
Palencia;34202;3420201001;2023;19;14;33;57,580;42,420
Palencia;34204;3420401001;2021;27;18;45;60,000;40,000
Palencia;34204;3420401001;2022;27;19;46;58,700;41,300
Palencia;34204;3420401001;2023;27;19;46;58,700;41,300
Palencia;34205;3420501001;2021;37;22;59;62,710;37,290
Palencia;34205;3420501001;2022;34;22;56;60,710;39,290
Palencia;34205;3420501001;2023;32;23;55;58,180;41,820
Palencia;34206;3420601001;2021;456;443;899;50,720;49,280
Palencia;34206;3420601001;2022;441;431;872;50,570;49,430
Palencia;34206;3420601001;2023;430;419;849;50,650;49,350
Palencia;34208;3420801001;2021;33;20;53;62,260;37,740
Palencia;34208;3420801001;2022;33;18;51;64,710;35,290
Palencia;34208;3420801001;2023;32;17;49;65,310;34,690
Palencia;34210;3421001001;2021;53;43;96;55,210;44,790
Palencia;34210;3421001001;2022;56;42;98;57,140;42,860
Palencia;34210;3421001001;2023;59;40;99;59,600;40,400
Palencia;34211;3421101001;2021;107;96;203;52,710;47,290
Palencia;34211;3421101001;2022;122;106;228;53,510;46,490
Palencia;34211;3421101001;2023;115;102;217;53,000;47,000
Palencia;34213;3421301001;2021;30;22;52;57,690;42,310
Palencia;34213;3421301001;2022;33;26;59;55,930;44,070
Palencia;34213;3421301001;2023;33;24;57;57,890;42,110
Palencia;34214;3421401001;2021;103;88;191;53,930;46,070
Palencia;34214;3421401001;2022;106;94;200;53,000;47,000
Palencia;34214;3421401001;2023;111;91;202;54,950;45,050
Palencia;34215;3421501001;2021;86;82;168;51,190;48,810
Palencia;34215;3421501001;2022;91;85;176;51,700;48,300
Palencia;34215;3421501001;2023;90;85;175;51,430;48,570
Palencia;34216;3421601001;2021;36;25;61;59,020;40,980
Palencia;34216;3421601001;2022;33;25;58;56,900;43,100
Palencia;34216;3421601001;2023;29;24;53;54,720;45,280
Palencia;34217;3421701001;2021;886;882;1768;50,110;49,890
Palencia;34217;3421701001;2022;913;917;1830;49,890;50,110
Palencia;34217;3421701001;2023;939;934;1873;50,130;49,870
Palencia;34218;3421801001;2021;332;241;573;57,940;42,060
Palencia;34218;3421801001;2022;321;230;551;58,260;41,740
Palencia;34218;3421801001;2023;301;222;523;57,550;42,450
Palencia;34220;3422001001;2021;104;84;188;55,320;44,680
Palencia;34220;3422001001;2022;99;83;182;54,400;45,600
Palencia;34220;3422001001;2023;95;80;175;54,290;45,710
Palencia;34221;3422101001;2021;106;75;181;58,560;41,440
Palencia;34221;3422101001;2022;108;74;182;59,340;40,660
Palencia;34221;3422101001;2023;111;70;181;61,330;38,670
Palencia;34222;3422201001;2021;62;46;108;57,410;42,590
Palencia;34222;3422201001;2022;63;47;110;57,270;42,730
Palencia;34222;3422201001;2023;65;47;112;58,040;41,960
Palencia;34223;3422301001;2021;144;99;243;59,260;40,740
Palencia;34223;3422301001;2022;143;98;241;59,340;40,660
Palencia;34223;3422301001;2023;151;100;251;60,160;39,840
Palencia;34224;3422401001;2021;24;12;36;66,670;33,330
Palencia;34224;3422401001;2022;24;13;37;64,860;35,140
Palencia;34224;3422401001;2023;25;13;38;65,790;34,210
Palencia;34225;3422501001;2021;665;630;1295;51,350;48,650
Palencia;34225;3422501001;2022;655;637;1292;50,700;49,300
Palencia;34225;3422501001;2023;643;619;1262;50,950;49,050
Palencia;34225;3422501002;2021;1127;1060;2187;51,530;48,470
Palencia;34225;3422501002;2022;1123;1054;2177;51,580;48,420
Palencia;34225;3422501002;2023;1108;1075;2183;50,760;49,240
Palencia;34225;3422501003;2021;955;872;1827;52,270;47,730
Palencia;34225;3422501003;2022;959;893;1852;51,780;48,220
Palencia;34225;3422501003;2023;956;886;1842;51,900;48,100
Palencia;34225;3422501004;2021;605;563;1168;51,800;48,200
Palencia;34225;3422501004;2022;605;553;1158;52,250;47,750
Palencia;34225;3422501004;2023;611;558;1169;52,270;47,730
Palencia;34227;3422701001;2021;35;33;68;51,470;48,530
Palencia;34227;3422701001;2022;34;31;65;52,310;47,690
Palencia;34227;3422701001;2023;37;32;69;53,620;46,380
Palencia;34228;3422801001;2021;52;40;92;56,520;43,480
Palencia;34228;3422801001;2022;51;43;94;54,260;45,740
Palencia;34228;3422801001;2023;50;42;92;54,350;45,650
Palencia;34229;3422901001;2021;34;18;52;65,380;34,620
Palencia;34229;3422901001;2022;34;16;50;68,000;32,000
Palencia;34229;3422901001;2023;36;16;52;69,230;30,770
Palencia;34230;3423001001;2021;12;6;18;66,670;33,330
Palencia;34230;3423001001;2022;12;7;19;63,160;36,840
Palencia;34230;3423001001;2023;13;7;20;65,000;35,000
Palencia;34231;3423101001;2021;99;93;192;51,560;48,440
Palencia;34231;3423101001;2022;101;86;187;54,010;45,990
Palencia;34231;3423101001;2023;95;88;183;51,910;48,090
Palencia;34232;3423201001;2021;439;392;831;52,830;47,170
Palencia;34232;3423201001;2022;423;373;796;53,140;46,860
Palencia;34232;3423201001;2023;434;387;821;52,860;47,140
Palencia;34233;3423301001;2021;82;55;137;59,850;40,150
Palencia;34233;3423301001;2022;76;50;126;60,320;39,680
Palencia;34233;3423301001;2023;81;57;138;58,700;41,300
Palencia;34234;3423401001;2021;43;21;64;67,190;32,810
Palencia;34234;3423401001;2022;43;21;64;67,190;32,810
Palencia;34234;3423401001;2023;43;20;63;68,250;31,750
Palencia;34236;3423601001;2021;85;71;156;54,490;45,510
Palencia;34236;3423601001;2022;84;71;155;54,190;45,810
Palencia;34236;3423601001;2023;73;66;139;52,520;47,480
Palencia;34237;3423701001;2021;325;329;654;49,690;50,310
Palencia;34237;3423701001;2022;320;327;647;49,460;50,540
Palencia;34237;3423701001;2023;321;319;640;50,160;49,840
Palencia;34238;3423801001;2021;170;186;356;47,750;52,250
Palencia;34238;3423801001;2022;172;191;363;47,380;52,620
Palencia;34238;3423801001;2023;174;185;359;48,470;51,530
Palencia;34240;3424001001;2021;43;43;86;50,000;50,000
Palencia;34240;3424001001;2022;41;41;82;50,000;50,000
Palencia;34240;3424001001;2023;39;34;73;53,420;46,580
Palencia;34241;3424101001;2021;9;8;17;52,940;47,060
Palencia;34241;3424101001;2022;10;7;17;58,820;41,180
Palencia;34241;3424101001;2023;12;9;21;57,140;42,860
Palencia;34242;3424201001;2021;60;49;109;55,050;44,950
Palencia;34242;3424201001;2022;57;48;105;54,290;45,710
Palencia;34242;3424201001;2023;56;50;106;52,830;47,170
Palencia;34243;3424301001;2021;172;153;325;52,920;47,080
Palencia;34243;3424301001;2022;177;160;337;52,520;47,480
Palencia;34243;3424301001;2023;181;155;336;53,870;46,130
Palencia;34245;3424501001;2021;181;136;317;57,100;42,900
Palencia;34245;3424501001;2022;178;131;309;57,610;42,390
Palencia;34245;3424501001;2023;177;129;306;57,840;42,160
Palencia;34246;3424601001;2021;37;31;68;54,410;45,590
Palencia;34246;3424601001;2022;36;32;68;52,940;47,060
Palencia;34246;3424601001;2023;36;30;66;54,550;45,450
Palencia;34901;3490101001;2021;609;562;1171;52,010;47,990
Palencia;34901;3490101001;2022;609;558;1167;52,190;47,810
Palencia;34901;3490101001;2023;610;563;1173;52,000;48,000
Palencia;34902;3490201001;2021;96;76;172;55,810;44,190
Palencia;34902;3490201001;2022;95;83;178;53,370;46,630
Palencia;34902;3490201001;2023;92;77;169;54,440;45,560
Palencia;34903;3490301001;2021;118;80;198;59,600;40,400
Palencia;34903;3490301001;2022;115;74;189;60,850;39,150
Palencia;34903;3490301001;2023;114;70;184;61,960;38,040
Palencia;34904;3490401001;2021;185;133;318;58,180;41,820
Palencia;34904;3490401001;2022;185;131;316;58,540;41,460
Palencia;34904;3490401001;2023;185;133;318;58,180;41,820
Salamanca;37001;3700101001;2021;88;79;167;52,690;47,310
Salamanca;37001;3700101001;2022;84;77;161;52,170;47,830
Salamanca;37001;3700101001;2023;79;71;150;52,670;47,330
Salamanca;37002;3700201001;2021;65;64;129;50,390;49,610
Salamanca;37002;3700201001;2022;69;62;131;52,670;47,330
Salamanca;37002;3700201001;2023;71;55;126;56,350;43,650
Salamanca;37003;3700301001;2021;62;52;114;54,390;45,610
Salamanca;37003;3700301001;2022;56;45;101;55,450;44,550
Salamanca;37003;3700301001;2023;52;42;94;55,320;44,680
Salamanca;37004;3700401001;2021;14;10;24;58,330;41,670
Salamanca;37004;3700401001;2022;15;12;27;55,560;44,440
Salamanca;37004;3700401001;2023;18;13;31;58,060;41,940
Salamanca;37005;3700501001;2021;37;31;68;54,410;45,590
Salamanca;37005;3700501001;2022;35;34;69;50,720;49,280
Salamanca;37005;3700501001;2023;38;41;79;48,100;51,900
Salamanca;37006;3700601001;2021;62;58;120;51,670;48,330
Salamanca;37006;3700601001;2022;61;55;116;52,590;47,410
Salamanca;37006;3700601001;2023;55;53;108;50,930;49,070
Salamanca;37007;3700701001;2021;226;201;427;52,930;47,070
Salamanca;37007;3700701001;2022;236;212;448;52,680;47,320
Salamanca;37007;3700701001;2023;231;210;441;52,380;47,620
Salamanca;37008;3700801001;2021;753;721;1474;51,090;48,910
Salamanca;37008;3700801001;2022;751;704;1455;51,620;48,380
Salamanca;37008;3700801001;2023;770;702;1472;52,310;47,690
Salamanca;37008;3700801002;2021;824;789;1613;51,080;48,920
Salamanca;37008;3700801002;2022;806;770;1576;51,140;48,860
Salamanca;37008;3700801002;2023;785;757;1542;50,910;49,090
Salamanca;37008;3700801003;2021;1003;1074;2077;48,290;51,710
Salamanca;37008;3700801003;2022;997;1062;2059;48,420;51,580
Salamanca;37008;3700801003;2023;987;1052;2039;48,410;51,590
Salamanca;37009;3700901001;2021;119;96;215;55,350;44,650
Salamanca;37009;3700901001;2022;116;94;210;55,240;44,760
Salamanca;37009;3700901001;2023;109;92;201;54,230;45,770
Salamanca;37010;3701001001;2021;525;539;1064;49,340;50,660
Salamanca;37010;3701001001;2022;531;541;1072;49,530;50,470
Salamanca;37010;3701001001;2023;522;537;1059;49,290;50,710
Salamanca;37011;3701101001;2021;55;51;106;51,890;48,110
Salamanca;37011;3701101001;2022;57;49;106;53,770;46,230
Salamanca;37011;3701101001;2023;58;45;103;56,310;43,690
Salamanca;37012;3701201001;2021;77;67;144;53,470;46,530
Salamanca;37012;3701201001;2022;77;65;142;54,230;45,770
Salamanca;37012;3701201001;2023;78;62;140;55,710;44,290
Salamanca;37013;3701301001;2021;52;47;99;52,530;47,470
Salamanca;37013;3701301001;2022;53;46;99;53,540;46,460
Salamanca;37013;3701301001;2023;51;42;93;54,840;45,160
Salamanca;37014;3701401001;2021;590;595;1185;49,790;50,210
Salamanca;37014;3701401001;2022;579;583;1162;49,830;50,170
Salamanca;37014;3701401001;2023;574;558;1132;50,710;49,290
Salamanca;37015;3701501001;2021;141;118;259;54,440;45,560
Salamanca;37015;3701501001;2022;154;121;275;56,000;44,000
Salamanca;37015;3701501001;2023;153;128;281;54,450;45,550
Salamanca;37016;3701601001;2021;336;332;668;50,300;49,700
Salamanca;37016;3701601001;2022;337;337;674;50,000;50,000
Salamanca;37016;3701601001;2023;335;332;667;50,220;49,780
Salamanca;37017;3701701001;2021;132;114;246;53,660;46,340
Salamanca;37017;3701701001;2022;129;108;237;54,430;45,570
Salamanca;37017;3701701001;2023;136;119;255;53,330;46,670
Salamanca;37018;3701801001;2021;70;41;111;63,060;36,940
Salamanca;37018;3701801001;2022;67;40;107;62,620;37,380
Salamanca;37018;3701801001;2023;69;38;107;64,490;35,510
Salamanca;37019;3701901001;2021;79;68;147;53,740;46,260
Salamanca;37019;3701901001;2022;81;67;148;54,730;45,270
Salamanca;37019;3701901001;2023;82;65;147;55,780;44,220
Salamanca;37020;3702001001;2021;286;236;522;54,790;45,210
Salamanca;37020;3702001001;2022;284;242;526;53,990;46,010
Salamanca;37020;3702001001;2023;274;241;515;53,200;46,800
Salamanca;37021;3702101001;2021;40;34;74;54,050;45,950
Salamanca;37021;3702101001;2022;38;34;72;52,780;47,220
Salamanca;37021;3702101001;2023;39;27;66;59,090;40,910
Salamanca;37022;3702201001;2021;133;123;256;51,950;48,050
Salamanca;37022;3702201001;2022;128;123;251;51,000;49,000
Salamanca;37022;3702201001;2023;131;124;255;51,370;48,630
Salamanca;37023;3702301001;2021;1166;1145;2311;50,450;49,550
Salamanca;37023;3702301001;2022;1220;1197;2417;50,480;49,520
Salamanca;37023;3702301001;2023;1283;1251;2534;50,630;49,370
Salamanca;37024;3702401001;2021;56;45;101;55,450;44,550
Salamanca;37024;3702401001;2022;56;48;104;53,850;46,150
Salamanca;37024;3702401001;2023;54;46;100;54,000;46,000
Salamanca;37025;3702501001;2021;153;128;281;54,450;45,550
Salamanca;37025;3702501001;2022;156;131;287;54,360;45,640
Salamanca;37025;3702501001;2023;146;125;271;53,870;46,130
Salamanca;37026;3702601001;2021;102;91;193;52,850;47,150
Salamanca;37026;3702601001;2022;101;89;190;53,160;46,840
Salamanca;37026;3702601001;2023;104;88;192;54,170;45,830
Salamanca;37027;3702701001;2021;157;132;289;54,330;45,670
Salamanca;37027;3702701001;2022;165;137;302;54,640;45,360
Salamanca;37027;3702701001;2023;160;138;298;53,690;46,310
Salamanca;37028;3702801001;2021;80;60;140;57,140;42,860
Salamanca;37028;3702801001;2022;77;58;135;57,040;42,960
Salamanca;37028;3702801001;2023;68;57;125;54,400;45,600
Salamanca;37029;3702901001;2021;115;73;188;61,170;38,830
Salamanca;37029;3702901001;2022;109;76;185;58,920;41,080
Salamanca;37029;3702901001;2023;111;76;187;59,360;40,640
Salamanca;37030;3703001001;2021;47;44;91;51,650;48,350
Salamanca;37030;3703001001;2022;47;42;89;52,810;47,190
Salamanca;37030;3703001001;2023;48;41;89;53,930;46,070
Salamanca;37031;3703101001;2021;193;147;340;56,760;43,240
Salamanca;37031;3703101001;2022;192;146;338;56,800;43,200
Salamanca;37031;3703101001;2023;194;142;336;57,740;42,260
Salamanca;37032;3703201001;2021;362;309;671;53,950;46,050
Salamanca;37032;3703201001;2022;371;324;695;53,380;46,620
Salamanca;37032;3703201001;2023;394;334;728;54,120;45,880
Salamanca;37033;3703301001;2021;49;47;96;51,040;48,960
Salamanca;37033;3703301001;2022;50;47;97;51,550;48,450
Salamanca;37033;3703301001;2023;54;47;101;53,470;46,530
Salamanca;37034;3703401001;2021;48;45;93;51,610;48,390
Salamanca;37034;3703401001;2022;45;46;91;49,450;50,550
Salamanca;37034;3703401001;2023;45;48;93;48,390;51,610
Salamanca;37035;3703501001;2021;113;82;195;57,950;42,050
Salamanca;37035;3703501001;2022;114;74;188;60,640;39,360
Salamanca;37035;3703501001;2023;160;98;258;62,020;37,980
Salamanca;37036;3703601001;2021;31;23;54;57,410;42,590
Salamanca;37036;3703601001;2022;29;23;52;55,770;44,230
Salamanca;37036;3703601001;2023;26;22;48;54,170;45,830
Salamanca;37037;3703701001;2021;60;48;108;55,560;44,440
Salamanca;37037;3703701001;2022;59;45;104;56,730;43,270
Salamanca;37037;3703701001;2023;53;47;100;53,000;47,000
Salamanca;37038;3703801001;2021;489;442;931;52,520;47,480
Salamanca;37038;3703801001;2022;492;445;937;52,510;47,490
Salamanca;37038;3703801001;2023;489;438;927;52,750;47,250
Salamanca;37039;3703901001;2021;142;139;281;50,530;49,470
Salamanca;37039;3703901001;2022;147;140;287;51,220;48,780
Salamanca;37039;3703901001;2023;142;137;279;50,900;49,100
Salamanca;37040;3704001001;2021;212;183;395;53,670;46,330
Salamanca;37040;3704001001;2022;222;190;412;53,880;46,120
Salamanca;37040;3704001001;2023;221;179;400;55,250;44,750
Salamanca;37041;3704101001;2021;42;32;74;56,760;43,240
Salamanca;37041;3704101001;2022;42;32;74;56,760;43,240
Salamanca;37041;3704101001;2023;42;29;71;59,150;40,850
Salamanca;37042;3704201001;2021;26;18;44;59,090;40,910
Salamanca;37042;3704201001;2022;29;19;48;60,420;39,580
Salamanca;37042;3704201001;2023;29;19;48;60,420;39,580
Salamanca;37044;3704401001;2021;246;195;441;55,780;44,220
Salamanca;37044;3704401001;2022;234;187;421;55,580;44,420
Salamanca;37044;3704401001;2023;236;183;419;56,320;43,680
