Provincia;CMuni;CUSEC;Periodo;Distribución_de_la_renta_P80_P20;Índice_de_Gini
Salamanca;37181;3718101001;2022;2,9;30
Salamanca;37181;3718101001;2023;2,8;31,6
Salamanca;37183;3718301001;2021;2,1;25
Salamanca;37183;3718301001;2022;2;21,1
Salamanca;37183;3718301001;2023;2,2;28,4
Salamanca;37184;3718401001;2021;2,3;25,4
Salamanca;37184;3718401001;2022;2,2;28
Salamanca;37184;3718401001;2023;2,2;25,2
Salamanca;37185;3718501001;2021;2,3;26,4
Salamanca;37185;3718501001;2022;2,4;26,3
Salamanca;37185;3718501001;2023;2,3;26,6
Salamanca;37186;3718601001;2021;3;31
Salamanca;37186;3718601001;2022;3,6;32
Salamanca;37186;3718601001;2023;3,7;35,1
Salamanca;37187;3718701001;2021;2,4;27,5
Salamanca;37187;3718701001;2022;2,1;25,6
Salamanca;37187;3718701001;2023;2,3;26,9
Salamanca;37188;3718801001;2021;2,4;25
Salamanca;37188;3718801001;2022;2,4;28,2
Salamanca;37188;3718801001;2023;2,5;26
Salamanca;37189;3718901001;2021;1,9;25,8
Salamanca;37189;3718901001;2022;2,1;26,9
Salamanca;37189;3718901001;2023;2,4;27,6
Salamanca;37190;3719001001;2021;2,4;27,5
Salamanca;37190;3719001001;2022;2,3;27,1
Salamanca;37190;3719001001;2023;2,2;26,1
Salamanca;37192;3719201001;2021;2,4;27
Salamanca;37192;3719201001;2022;2,2;25,4
Salamanca;37192;3719201001;2023;2,3;26,4
Salamanca;37193;3719301001;2021;2;29,1
Salamanca;37193;3719301001;2022;2,1;28
Salamanca;37193;3719301001;2023;2,2;28,2
Salamanca;37194;3719401001;2021;2,6;31
Salamanca;37194;3719401001;2022;2,5;33,8
Salamanca;37194;3719401001;2023;2,4;32,5
Salamanca;37198;3719801001;2021;2,3;26,3
Salamanca;37198;3719801001;2022;2,2;26,1
Salamanca;37198;3719801001;2023;2,2;26,4
Salamanca;37199;3719901001;2021;2,1;24,5
Salamanca;37199;3719901001;2022;2;24,2
Salamanca;37199;3719901001;2023;1,9;22,3
Salamanca;37200;3720001001;2021;2,4;25,8
Salamanca;37200;3720001001;2022;2,4;25
Salamanca;37200;3720001001;2023;2,4;26,4
Salamanca;37201;3720101001;2021;2,4;31,8
Salamanca;37201;3720101001;2022;2,4;31,8
Salamanca;37201;3720101001;2023;2,6;31,1
Salamanca;37202;3720201001;2021;2,4;26,9
Salamanca;37202;3720201001;2022;2,2;26,4
Salamanca;37202;3720201001;2023;2,2;25,9
Salamanca;37203;3720301001;2021;2,9;31,2
Salamanca;37203;3720301001;2022;3,2;34,7
Salamanca;37203;3720301001;2023;2,8;34,3
Salamanca;37204;3720401001;2021;2,2;25,9
Salamanca;37204;3720401001;2022;2,4;24,6
Salamanca;37204;3720401001;2023;2,2;25,6
Salamanca;37205;3720501001;2021;2,3;26,4
Salamanca;37205;3720501001;2022;2,3;26,8
Salamanca;37205;3720501001;2023;2,2;28
Salamanca;37207;3720701001;2021;2,1;22,6
Salamanca;37207;3720701001;2022;1,9;26,5
Salamanca;37207;3720701001;2023;2;24,3
Salamanca;37209;3720901001;2021;2,6;30,6
Salamanca;37209;3720901001;2022;2,5;29,9
Salamanca;37209;3720901001;2023;2,5;29,5
Salamanca;37211;3721101001;2021;2,9;31,9
Salamanca;37211;3721101001;2022;3,2;32,5
Salamanca;37211;3721101001;2023;2,9;30,7
Salamanca;37212;3721201001;2021;2,3;26,8
Salamanca;37212;3721201001;2022;2,2;27,6
Salamanca;37212;3721201001;2023;2,4;27,1
Salamanca;37214;3721401001;2021;2,6;34,9
Salamanca;37214;3721401001;2022;2,8;33,9
Salamanca;37214;3721401001;2023;2,4;29,9
Salamanca;37215;3721501001;2021;3;32,3
Salamanca;37215;3721501001;2022;3,1;34
Salamanca;37215;3721501001;2023;2,7;29,6
Salamanca;37216;3721601001;2021;2,6;28,5
Salamanca;37216;3721601001;2022;2,6;30,3
Salamanca;37216;3721601001;2023;2,2;24,8
Salamanca;37219;3721901001;2021;2,6;29
Salamanca;37219;3721901001;2022;2,4;25,8
Salamanca;37219;3721901001;2023;2,1;24,6
Salamanca;37221;3722101001;2021;2,2;26,5
Salamanca;37221;3722101001;2022;2,1;25,6
Salamanca;37221;3722101001;2023;2,3;26,2
Salamanca;37224;3722401001;2021;3;31,2
Salamanca;37224;3722401001;2022;3,2;32,3
Salamanca;37224;3722401001;2023;2,9;31,4
Salamanca;37225;3722501001;2021;2;27,1
Salamanca;37225;3722501001;2022;2,2;29,2
Salamanca;37225;3722501001;2023;2;29,4
Salamanca;37226;3722601001;2021;2,3;29,1
Salamanca;37226;3722601001;2022;3;33
Salamanca;37226;3722601001;2023;2,3;29,1
Salamanca;37228;3722801001;2021;2,2;30,5
Salamanca;37228;3722801001;2022;2,3;31,8
Salamanca;37228;3722801001;2023;2,2;27,1
Salamanca;37229;3722901001;2021;2,3;30,3
Salamanca;37229;3722901001;2022;2,3;31,5
Salamanca;37229;3722901001;2023;2,3;28,6
Salamanca;37230;3723001001;2021;2,4;25,2
Salamanca;37230;3723001001;2022;2,4;27,1
Salamanca;37230;3723001001;2023;2,3;26,6
Salamanca;37231;3723101001;2021;2,4;28,9
Salamanca;37231;3723101001;2022;2,1;26,3
Salamanca;37231;3723101001;2023;2;26,4
Salamanca;37232;3723201001;2021;2;24,8
Salamanca;37232;3723201001;2022;2,1;23,3
Salamanca;37232;3723201001;2023;2;24
Salamanca;37234;3723401001;2021;2,8;31,9
Salamanca;37234;3723401001;2022;2,4;31,2
Salamanca;37234;3723401001;2023;2,4;30,1
Salamanca;37235;3723501001;2021;2,5;27,9
Salamanca;37235;3723501001;2022;2;27,7
Salamanca;37235;3723501001;2023;2,1;24,3
Salamanca;37236;3723601001;2021;2,5;26,7
Salamanca;37236;3723601001;2022;2,1;24,8
Salamanca;37236;3723601001;2023;2,7;28,7
Salamanca;37237;3723701001;2021;2;26
Salamanca;37237;3723701001;2022;2,1;25,5
Salamanca;37237;3723701001;2023;2;26,8
Salamanca;37238;3723801001;2021;2,4;28,3
Salamanca;37238;3723801001;2022;2,7;30,4
Salamanca;37238;3723801001;2023;2,4;30
Salamanca;37239;3723901001;2021;2,4;26,8
Salamanca;37239;3723901001;2022;2,5;29,6
Salamanca;37239;3723901001;2023;2,4;29,1
Salamanca;37240;3724001001;2021;2,4;29,5
Salamanca;37240;3724001001;2022;2,4;29
Salamanca;37240;3724001001;2023;2,4;28,6
Salamanca;37241;3724101001;2021;2;26,4
Salamanca;37241;3724101001;2022;2,1;27,7
Salamanca;37241;3724101001;2023;2;27,9
Salamanca;37244;3724401001;2021;2,4;28,3
Salamanca;37244;3724401001;2022;2,7;28,2
Salamanca;37244;3724401001;2023;2,8;25,8
Salamanca;37245;3724501001;2021;2;25,6
Salamanca;37245;3724501001;2022;2,5;28,7
Salamanca;37245;3724501001;2023;2;25
Salamanca;37246;3724601001;2021;2,1;25,8
Salamanca;37246;3724601001;2022;2,2;26,6
Salamanca;37246;3724601001;2023;2;26,1
Salamanca;37246;3724601002;2021;2,2;27,7
Salamanca;37246;3724601002;2022;2,3;27,6
Salamanca;37246;3724601002;2023;2,1;26,7
Salamanca;37246;3724602001;2021;2,1;24,1
Salamanca;37246;3724602001;2022;2,1;24,2
Salamanca;37246;3724602001;2023;2,2;25,9
Salamanca;37246;3724602002;2021;2,2;27,1
Salamanca;37246;3724602002;2022;2,1;25,6
Salamanca;37246;3724602002;2023;2;25,1
Salamanca;37247;3724701001;2021;2,2;27,7
Salamanca;37247;3724701001;2022;2,5;33,5
Salamanca;37247;3724701001;2023;2;29,4
Salamanca;37248;3724801001;2021;2,6;29,4
Salamanca;37248;3724801001;2022;3,4;35,1
Salamanca;37248;3724801001;2023;2,6;30,4
Salamanca;37250;3725001001;2021;2,4;29
Salamanca;37250;3725001001;2022;2,3;27,5
Salamanca;37250;3725001001;2023;2;24,3
Salamanca;37251;3725101001;2021;2;21,6
Salamanca;37251;3725101001;2022;2,1;23,8
Salamanca;37251;3725101001;2023;2,1;25,9
Salamanca;37252;3725201001;2021;1,8;22,6
Salamanca;37252;3725201001;2022;1,8;21,9
Salamanca;37253;3725301001;2021;2,7;30,4
Salamanca;37253;3725301001;2022;2,4;29
Salamanca;37253;3725301001;2023;2,6;30,9
Salamanca;37254;3725401001;2021;3,1;29
Salamanca;37254;3725401001;2022;2,7;30,1
Salamanca;37254;3725401001;2023;2,3;27,1
Salamanca;37256;3725601001;2021;2;21,9
Salamanca;37256;3725601001;2022;2;24,5
Salamanca;37256;3725601001;2023;2;23,3
Salamanca;37258;3725801001;2021;2,1;29,2
Salamanca;37258;3725801001;2022;2,3;29,5
Salamanca;37258;3725801001;2023;2,2;29,4
Salamanca;37260;3726001001;2021;2,2;28,6
Salamanca;37260;3726001001;2022;2;24,7
Salamanca;37260;3726001001;2023;2,1;26,6
Salamanca;37261;3726101001;2021;2;27,5
Salamanca;37261;3726101001;2022;2;28,1
Salamanca;37261;3726101001;2023;2,1;29
Salamanca;37263;3726301001;2021;2;26,5
Salamanca;37263;3726301001;2022;2,2;29
Salamanca;37263;3726301001;2023;2;26,6
Salamanca;37265;3726501001;2021;2,5;30,5
Salamanca;37265;3726501001;2022;2,5;32,2
Salamanca;37265;3726501001;2023;2,7;31,3
Salamanca;37267;3726701001;2021;1,8;23,1
Salamanca;37267;3726701001;2022;1,8;23,4
Salamanca;37267;3726701001;2023;2;25,1
Salamanca;37268;3726801001;2021;2,6;27,3
Salamanca;37268;3726801001;2022;2,6;27,2
Salamanca;37268;3726801001;2023;2,2;26,2
Salamanca;37269;3726901001;2021;2,4;28,6
Salamanca;37269;3726901001;2022;2,2;27,1
Salamanca;37269;3726901001;2023;2,2;28,5
Salamanca;37270;3727001001;2021;2,2;29,6
Salamanca;37270;3727001001;2022;2,2;26,8
Salamanca;37270;3727001001;2023;2,1;27,4
Salamanca;37271;3727101001;2021;2;23,3
Salamanca;37271;3727101001;2022;2,3;26,1
Salamanca;37271;3727101001;2023;2,4;26,3
Salamanca;37272;3727201001;2021;2,5;26,4
Salamanca;37272;3727201001;2022;2,9;27,1
Salamanca;37272;3727201001;2023;2,4;27,1
Salamanca;37274;3727401001;2021;3,1;39
Salamanca;37274;3727401001;2022;3;36,4
Salamanca;37274;3727401001;2023;3,2;35,7
Salamanca;37274;3727401002;2021;3;34,6
Salamanca;37274;3727401002;2022;3,2;34,3
Salamanca;37274;3727401002;2023;2,9;34,6
Salamanca;37274;3727401003;2021;2,7;31,7
Salamanca;37274;3727401003;2022;2,7;31,6
Salamanca;37274;3727401003;2023;2,7;33,4
Salamanca;37274;3727401004;2021;2,9;33,9
Salamanca;37274;3727401004;2022;3;34,1
Salamanca;37274;3727401004;2023;3,1;37,2
Salamanca;37274;3727401005;2021;2,6;30,4
Salamanca;37274;3727401005;2022;2,6;30,7
Salamanca;37274;3727401005;2023;2,6;30,7
Salamanca;37274;3727401006;2021;3,9;37,8
Salamanca;37274;3727401006;2022;4;37,8
Salamanca;37274;3727401006;2023;3,7;36,2
Salamanca;37274;3727401007;2021;3,1;34,5
Salamanca;37274;3727401007;2022;3,1;34,1
Salamanca;37274;3727401007;2023;3,1;35
Salamanca;37274;3727401008;2021;3,1;29,7
Salamanca;37274;3727401008;2022;2,8;30,8
Salamanca;37274;3727401008;2023;2,8;29,7
Salamanca;37274;3727401009;2021;3,4;37,1
Salamanca;37274;3727401009;2022;3,5;36,5
Salamanca;37274;3727401009;2023;3,3;36
Salamanca;37274;3727401010;2021;2,8;33,2
Salamanca;37274;3727401010;2022;3,3;36
Salamanca;37274;3727401010;2023;3,2;36
Salamanca;37274;3727401011;2021;3;32,2
Salamanca;37274;3727401011;2022;3,2;32,6
Salamanca;37274;3727401011;2023;3,1;33,1
Salamanca;37274;3727401012;2021;2,3;27,3
Salamanca;37274;3727401012;2022;2,3;26,8
Salamanca;37274;3727401012;2023;2,4;28
Salamanca;37274;3727402001;2021;2,8;31,8
Salamanca;37274;3727402001;2022;2,9;32,8
Salamanca;37274;3727402001;2023;3;33
Salamanca;37274;3727402002;2021;2,7;31
Salamanca;37274;3727402002;2022;3,1;31,4
Salamanca;37274;3727402002;2023;2,8;31,3
Salamanca;37274;3727402003;2021;2,9;32,8
Salamanca;37274;3727402003;2022;3;32,3
Salamanca;37274;3727402003;2023;3;33,4
Salamanca;37274;3727402004;2021;2,7;31,1
Salamanca;37274;3727402004;2022;3;33,1
Salamanca;37274;3727402004;2023;2,8;32,9
Salamanca;37274;3727402005;2021;2,5;28,1
Salamanca;37274;3727402005;2022;2,6;28,7
Salamanca;37274;3727402005;2023;2,6;28,4
Salamanca;37274;3727402006;2021;2,5;27,6
Salamanca;37274;3727402006;2022;2,4;28
Salamanca;37274;3727402006;2023;2,3;27,3
Salamanca;37274;3727402007;2021;2,3;26,4
Salamanca;37274;3727402007;2022;2,2;27,6
Salamanca;37274;3727402007;2023;2,2;26,9
Salamanca;37274;3727402008;2021;2,6;30,7
Salamanca;37274;3727402008;2022;2,5;30,5
Salamanca;37274;3727402008;2023;2,7;30,8
Salamanca;37274;3727402009;2021;2,6;29,7
Salamanca;37274;3727402009;2022;2,5;29,5
Salamanca;37274;3727402009;2023;2,7;30,1
Salamanca;37274;3727402010;2021;2,7;30,3
Salamanca;37274;3727402010;2022;2,7;31,2
Salamanca;37274;3727402010;2023;2,8;31,3
Salamanca;37274;3727402011;2021;2,5;28,3
Salamanca;37274;3727402011;2022;2,5;27,4
Salamanca;37274;3727402011;2023;2,3;27,8
Salamanca;37274;3727402012;2021;2,5;28,9
Salamanca;37274;3727402012;2022;2,5;29,2
Salamanca;37274;3727402012;2023;2,4;29,3
Salamanca;37274;3727402013;2021;2,5;27,6
Salamanca;37274;3727402013;2022;2,5;30,2
Salamanca;37274;3727402013;2023;2,3;27,7
Salamanca;37274;3727402014;2021;2,8;32,2
Salamanca;37274;3727402014;2022;2,8;33,7
Salamanca;37274;3727402014;2023;3,1;32,6
Salamanca;37274;3727402015;2021;2,7;28,8
Salamanca;37274;3727402015;2022;2,6;28,5
Salamanca;37274;3727402015;2023;2,8;28,6
Salamanca;37274;3727402016;2021;2,7;29,1
Salamanca;37274;3727402016;2022;2,8;30,5
Salamanca;37274;3727402016;2023;2,7;29,1
Salamanca;37274;3727402017;2021;2,7;28,4
Salamanca;37274;3727402017;2022;2,4;27
Salamanca;37274;3727402017;2023;2,5;26,5
Salamanca;37274;3727402018;2021;2,4;26,9
Salamanca;37274;3727402018;2022;2,4;27,1
Salamanca;37274;3727402018;2023;2,4;26,6
Salamanca;37274;3727402019;2021;2,3;27,2
Salamanca;37274;3727402019;2022;2,2;27,5
Salamanca;37274;3727402019;2023;2,2;27,2
Salamanca;37274;3727402020;2021;2,1;24,6
Salamanca;37274;3727402020;2022;2;23,8
Salamanca;37274;3727402020;2023;2;24,6
Salamanca;37274;3727403001;2021;2,5;27,5
Salamanca;37274;3727403001;2022;2,7;29,2
Salamanca;37274;3727403001;2023;2,9;29,4
Salamanca;37274;3727403002;2021;3,3;35,4
Salamanca;37274;3727403002;2022;3,2;35,1
Salamanca;37274;3727403002;2023;3;34,3
Salamanca;37274;3727403003;2021;2,2;26,5
Salamanca;37274;3727403003;2022;2,3;26,1
Salamanca;37274;3727403003;2023;2,3;25,4
Salamanca;37274;3727403004;2021;2,9;34,3
Salamanca;37274;3727403004;2022;2,7;33
Salamanca;37274;3727403004;2023;2,9;34,1
Salamanca;37274;3727403005;2021;3;30,1
Salamanca;37274;3727403005;2022;2,4;29,3
Salamanca;37274;3727403005;2023;2,7;27,9
Salamanca;37274;3727403006;2021;3;31,8
Salamanca;37274;3727403006;2022;3,4;32,1
Salamanca;37274;3727403006;2023;3,4;31,5
Salamanca;37274;3727403007;2021;2,3;26,9
Salamanca;37274;3727403007;2022;2,1;25,8
Salamanca;37274;3727403007;2023;2,3;26,1
Salamanca;37274;3727403008;2021;2,3;27,6
Salamanca;37274;3727403008;2022;2,4;28,5
Salamanca;37274;3727403008;2023;2,2;26
Salamanca;37274;3727403009;2021;2,7;33,1
Salamanca;37274;3727403009;2022;2,7;32,8
Salamanca;37274;3727403009;2023;2,6;31,7
Salamanca;37274;3727403010;2021;2,3;28,7
Salamanca;37274;3727403010;2022;2,2;27,9
Salamanca;37274;3727403010;2023;2,2;27,1
Salamanca;37274;3727403011;2021;3,1;37
Salamanca;37274;3727403011;2022;3;37,2
Salamanca;37274;3727403011;2023;2,8;35,9
Salamanca;37274;3727403012;2021;2,6;27,5
Salamanca;37274;3727403012;2022;2,6;29,4
Salamanca;37274;3727403012;2023;2,7;27,5
Salamanca;37274;3727403013;2021;3;32,6
Salamanca;37274;3727403013;2022;3,3;34,8
Salamanca;37274;3727403013;2023;2,7;32
Salamanca;37274;3727403014;2021;3;30,8
Salamanca;37274;3727403014;2022;2,6;30,3
Salamanca;37274;3727403014;2023;2,4;28,5
Salamanca;37274;3727403015;2021;2,7;27,8
Salamanca;37274;3727403015;2022;2,6;28,1
Salamanca;37274;3727403015;2023;2,5;26,8
Salamanca;37274;3727403016;2021;2,2;25,7
Salamanca;37274;3727403016;2022;2,2;24,8
Salamanca;37274;3727403016;2023;2;24,7
Salamanca;37274;3727403017;2021;2,4;28
Salamanca;37274;3727403017;2022;2,3;27,3
Salamanca;37274;3727403017;2023;2,2;26,6
Salamanca;37274;3727403018;2021;2,3;26,3
Salamanca;37274;3727403018;2022;2,2;25,8
Salamanca;37274;3727403018;2023;2,2;24,4
Salamanca;37274;3727403019;2021;3,2;31,2
Salamanca;37274;3727403019;2022;3,6;33,9
Salamanca;37274;3727403019;2023;2,9;31,3
Salamanca;37274;3727403020;2021;2,1;23,1
Salamanca;37274;3727403020;2022;2;22,4
Salamanca;37274;3727403020;2023;1,9;21,3
Salamanca;37274;3727404001;2021;3,1;32,5
Salamanca;37274;3727404001;2022;2,9;34,3
Salamanca;37274;3727404001;2023;3;34,2
Salamanca;37274;3727404002;2021;2,8;32,1
Salamanca;37274;3727404002;2022;2,8;31,9
Salamanca;37274;3727404002;2023;2,9;31,8
Salamanca;37274;3727404003;2021;2,9;31
Salamanca;37274;3727404003;2022;2,4;28,7
Salamanca;37274;3727404003;2023;2,9;31,6
Salamanca;37274;3727404004;2021;2,8;29,4
Salamanca;37274;3727404004;2022;2,9;31,2
Salamanca;37274;3727404004;2023;3;31,1
Salamanca;37274;3727404005;2021;3;35,4
Salamanca;37274;3727404005;2022;3,2;36,1
Salamanca;37274;3727404005;2023;3,5;37,6
Salamanca;37274;3727404006;2021;2,5;31,3
Salamanca;37274;3727404006;2022;2,8;31,8
Salamanca;37274;3727404006;2023;2,8;32,1
Salamanca;37274;3727404008;2021;3,9;35
Salamanca;37274;3727404008;2022;3,2;32
Salamanca;37274;3727404008;2023;3,1;32,8
Salamanca;37274;3727404009;2021;2,5;29,6
Salamanca;37274;3727404009;2022;2,4;30,1
Salamanca;37274;3727404009;2023;2,5;30
Salamanca;37274;3727404010;2021;2,2;27,3
Salamanca;37274;3727404010;2022;2,3;27,7
Salamanca;37274;3727404010;2023;2,3;26,8
Salamanca;37274;3727404011;2021;2,7;29,1
Salamanca;37274;3727404011;2022;2,8;30,4
Salamanca;37274;3727404011;2023;2,5;28,4
Salamanca;37274;3727404012;2021;2,7;29,8
Salamanca;37274;3727404012;2022;2,3;29,6
Salamanca;37274;3727404012;2023;2,4;28
Salamanca;37274;3727404013;2021;2,3;26,4
Salamanca;37274;3727404013;2022;2,4;27,8
Salamanca;37274;3727404013;2023;2,3;26,7
Salamanca;37274;3727404014;2021;2,7;30
Salamanca;37274;3727404014;2022;2,8;32,3
Salamanca;37274;3727404014;2023;2,5;29
Salamanca;37274;3727404016;2021;2,9;32,7
Salamanca;37274;3727404016;2022;3,2;33,7
Salamanca;37274;3727404016;2023;3;34,3
Salamanca;37274;3727404017;2021;2,8;32,9
Salamanca;37274;3727404017;2022;2,9;34,8
Salamanca;37274;3727404017;2023;2,9;33
Salamanca;37274;3727404018;2021;2,7;31,5
Salamanca;37274;3727404018;2022;2,5;28,3
Salamanca;37274;3727404018;2023;2,8;30,2
Salamanca;37274;3727404019;2021;2,4;28,3
Salamanca;37274;3727404019;2022;2,3;27,6
Salamanca;37274;3727404019;2023;2,4;27,3
Salamanca;37274;3727404020;2021;2,4;28,9
Salamanca;37274;3727404020;2022;2,5;29,4
Salamanca;37274;3727404020;2023;2,6;30,1
Salamanca;37274;3727404021;2021;2,1;24,4
Salamanca;37274;3727404021;2022;2;24
Salamanca;37274;3727404021;2023;2;23,7
Salamanca;37274;3727404022;2021;2,3;27,7
Salamanca;37274;3727404022;2022;2,2;27,1
Salamanca;37274;3727404022;2023;2,4;26,1
Salamanca;37274;3727404023;2021;2,6;28,6
Salamanca;37274;3727404023;2022;2,6;29,4
Salamanca;37274;3727404023;2023;2,8;30,4
Salamanca;37274;3727404024;2021;2,4;28,4
Salamanca;37274;3727404024;2022;2,5;28,4
Salamanca;37274;3727404024;2023;2,3;27,5
Salamanca;37274;3727404025;2021;2,7;30,1
Salamanca;37274;3727404025;2022;2,6;30,1
Salamanca;37274;3727404025;2023;2,7;30,9
Salamanca;37274;3727405001;2021;2,7;31
Salamanca;37274;3727405001;2022;2,7;31
Salamanca;37274;3727405001;2023;2,8;31,1
Salamanca;37274;3727405002;2021;2,8;31
Salamanca;37274;3727405002;2022;3,1;32,6
Salamanca;37274;3727405002;2023;2,9;30,9
Salamanca;37274;3727405003;2021;3,2;33,5
Salamanca;37274;3727405003;2022;3,2;34,2
Salamanca;37274;3727405003;2023;3,4;35,1
Salamanca;37274;3727405004;2021;2,8;31,5
Salamanca;37274;3727405004;2022;2,9;31,9
Salamanca;37274;3727405004;2023;2,5;31,2
Salamanca;37274;3727405005;2021;2,9;33,1
Salamanca;37274;3727405005;2022;3,1;33,6
Salamanca;37274;3727405005;2023;2,7;32,5
Salamanca;37274;3727405006;2021;2,5;31
Salamanca;37274;3727405006;2022;2,6;31,9
Salamanca;37274;3727405006;2023;2,3;30,2
Salamanca;37274;3727405007;2021;2,8;32,8
Salamanca;37274;3727405007;2022;2,7;32,5
Salamanca;37274;3727405007;2023;2,9;30,9
Salamanca;37274;3727405008;2021;2,9;31,3
Salamanca;37274;3727405008;2022;2,8;30,7
Salamanca;37274;3727405008;2023;2,6;28,9
Salamanca;37274;3727405009;2021;2,5;29,8
Salamanca;37274;3727405009;2022;2,8;31,4
Salamanca;37274;3727405009;2023;2,6;29,9
Salamanca;37274;3727405010;2021;2,7;30,4
Salamanca;37274;3727405010;2022;2,6;30,9
Salamanca;37274;3727405010;2023;2,5;29,6
Salamanca;37274;3727405011;2021;2,4;29
Salamanca;37274;3727405011;2022;2,6;29,7
Salamanca;37274;3727405011;2023;2,5;29,5
Salamanca;37274;3727405012;2021;2,6;30,1
Salamanca;37274;3727405012;2022;2,8;30,4
Salamanca;37274;3727405012;2023;2,6;29,4
Salamanca;37274;3727405013;2021;2,3;28,3
Salamanca;37274;3727405013;2022;2,4;26,8
Salamanca;37274;3727405013;2023;2,4;28,1
Salamanca;37274;3727405014;2021;2,3;24,4
Salamanca;37274;3727405014;2022;2,4;26,1
Salamanca;37274;3727405014;2023;2,4;26,8
Salamanca;37274;3727405015;2021;2,7;30,2
Salamanca;37274;3727405015;2022;2,6;30,7
Salamanca;37274;3727405015;2023;2,6;31,3
Salamanca;37274;3727405016;2021;2,1;25,7
Salamanca;37274;3727405016;2022;2,3;26,7
Salamanca;37274;3727405016;2023;2,1;26,7
Salamanca;37274;3727405017;2021;2,9;31
Salamanca;37274;3727405017;2022;2,7;30,4
Salamanca;37274;3727405017;2023;2,9;31,4
Salamanca;37274;3727405018;2021;2,3;27,2
Salamanca;37274;3727405018;2022;2,4;27,6
Salamanca;37274;3727405018;2023;2,4;28,7
Salamanca;37274;3727405019;2021;3,1;32,5
Salamanca;37274;3727405019;2022;3,1;32
Salamanca;37274;3727405019;2023;2,9;31,4
Salamanca;37274;3727405020;2021;2,7;29,3
Salamanca;37274;3727405020;2022;2,6;29,4
Salamanca;37274;3727405020;2023;2,7;30,5
Salamanca;37274;3727405022;2021;2,2;24,6
Salamanca;37274;3727405022;2022;2,2;25,9
Salamanca;37274;3727405022;2023;2;24,8
Salamanca;37274;3727405025;2021;2,3;28,2
Salamanca;37274;3727405025;2022;2,5;28,7
Salamanca;37274;3727405025;2023;2,5;28,8
Salamanca;37274;3727405026;2021;2,8;31,6
Salamanca;37274;3727405026;2022;2,8;31,8
Salamanca;37274;3727405026;2023;2,9;32,3
Salamanca;37274;3727406001;2021;2,6;31,5
Salamanca;37274;3727406001;2022;2,7;32,3
Salamanca;37274;3727406001;2023;2,7;31,7
Salamanca;37274;3727406002;2021;2,9;33,4
Salamanca;37274;3727406002;2022;3,1;33,2
Salamanca;37274;3727406002;2023;2,8;31,3
Salamanca;37274;3727406003;2021;2,7;30,8
Salamanca;37274;3727406003;2022;2,4;30,4
Salamanca;37274;3727406003;2023;2,8;31,1
Salamanca;37274;3727406004;2021;2,8;30,7
Salamanca;37274;3727406004;2022;2,8;29,9
Salamanca;37274;3727406004;2023;2,8;30,1
Salamanca;37274;3727406005;2021;3,1;33
Salamanca;37274;3727406005;2022;3;33,1
Salamanca;37274;3727406005;2023;3;34,2
Salamanca;37274;3727406006;2021;2,9;32,6
Salamanca;37274;3727406006;2022;2,7;31,5
Salamanca;37274;3727406006;2023;2,8;31,5
Salamanca;37274;3727406007;2021;3;32,6
Salamanca;37274;3727406007;2022;3;32,8
Salamanca;37274;3727406007;2023;2,9;31,7
Salamanca;37274;3727406008;2021;2,7;30,5
Salamanca;37274;3727406008;2022;2,9;32,2
Salamanca;37274;3727406008;2023;3;31,7
Salamanca;37274;3727406009;2021;2,6;29,7
Salamanca;37274;3727406009;2022;2,5;30,7
Salamanca;37274;3727406009;2023;2,7;30,3
Salamanca;37274;3727406010;2021;2,9;33,2
Salamanca;37274;3727406010;2022;2,6;33,5
Salamanca;37274;3727406010;2023;2,9;34,5
Salamanca;37274;3727406011;2021;2,4;28,4
Salamanca;37274;3727406011;2022;2,4;28,3
Salamanca;37274;3727406011;2023;2,6;28,9
Salamanca;37274;3727406012;2021;2,5;28,6
Salamanca;37274;3727406012;2022;2,6;29,7
Salamanca;37274;3727406012;2023;2,7;31,3
Salamanca;37274;3727406013;2021;3,2;33,8
Salamanca;37274;3727406013;2022;3;32,3
Salamanca;37274;3727406013;2023;2,9;31,9
Salamanca;37274;3727406014;2021;2,6;30,7
Salamanca;37274;3727406014;2022;2,6;30
Salamanca;37274;3727406014;2023;2,5;31
Salamanca;37274;3727406015;2021;2,6;29
Salamanca;37274;3727406015;2022;2,5;29,4
Salamanca;37274;3727406015;2023;2,5;28,4
Salamanca;37274;3727406016;2021;2,6;31,8
Salamanca;37274;3727406016;2022;2,5;32
Salamanca;37274;3727406016;2023;2,6;32
Salamanca;37274;3727406017;2021;2,6;28,7
Salamanca;37274;3727406017;2022;2,5;30,3
Salamanca;37274;3727406017;2023;2,6;29,2
Salamanca;37274;3727406019;2021;2,5;28,6
Salamanca;37274;3727406019;2022;2,4;27,7
Salamanca;37274;3727406019;2023;2,5;28,4
Salamanca;37274;3727406020;2021;2,3;27,9
Salamanca;37274;3727406020;2022;2,4;28,9
Salamanca;37274;3727406020;2023;2,4;28,4
Salamanca;37274;3727406021;2021;2,2;26,4
Salamanca;37274;3727406021;2022;2,2;27
Salamanca;37274;3727406021;2023;2,1;25,4
Salamanca;37274;3727406022;2021;2,5;31,8
Salamanca;37274;3727406022;2022;2,3;29,3
Salamanca;37274;3727406022;2023;2,4;29,1
Salamanca;37274;3727406023;2021;2,7;28,3
Salamanca;37274;3727406023;2022;2,6;28
Salamanca;37274;3727406023;2023;2,3;27,1
