Provincia;CMuni;CUSEC;Periodo;Media_de_la_renta_por_unidad_de_consumo;Mediana_de_la_renta_por_unidad_de_consumo;Renta_bruta_media_por_hogar;Renta_bruta_media_por_persona;Renta_neta_media_por_hogar;Renta_neta_media_por_persona
Avila;05101;0510101001;2023;20738;17850;34124;19046;28906;16134
Avila;05102;0510201001;2021;13811;12950;24699;10481;22074;9367
Avila;05102;0510201001;2022;13945;12950;24928;10763;22083;9534
Avila;05102;0510201001;2023;14755;13650;26588;11428;23628;10155
Avila;05102;0510201002;2021;13528;11550;24460;10524;21739;9353
Avila;05102;0510201002;2022;14094;12250;25081;11089;22176;9805
Avila;05102;0510201002;2023;15023;12950;27249;12067;24057;10653
Avila;05103;0510301001;2021;;;26888;14274;23577;12516
Avila;05103;0510301001;2022;;;25142;14063;22227;12433
Avila;05103;0510301001;2023;;;26695;15122;23630;13386
Avila;05104;0510401001;2021;;;26888;14274;23577;12516
Avila;05104;0510401001;2022;;;24722;13269;21557;11570
Avila;05104;0510401001;2023;;;27780;15319;23964;13215
Avila;05105;0510501001;2021;18372;15050;34206;15481;29192;13212
Avila;05105;0510501001;2022;19477;17150;35014;16138;29957;13807
Avila;05105;0510501001;2023;20896;18550;38973;17604;33292;15038
Avila;05106;0510601001;2021;;;26888;14274;23577;12516
Avila;05106;0510601001;2022;;;24722;13269;21557;11570
Avila;05106;0510601001;2023;;;27780;15319;23964;13215
Avila;05107;0510701001;2021;;;26888;14274;23577;12516
Avila;05107;0510701001;2022;;;28445;15360;24792;13387
Avila;05107;0510701001;2023;;;30618;16653;26544;14437
Avila;05108;0510801001;2021;;;26888;14274;23577;12516
Avila;05108;0510801001;2022;;;25142;14063;22227;12433
Avila;05108;0510801001;2023;;;26695;15122;23630;13386
Avila;05109;0510901001;2021;16798;15750;31937;12596;28236;11136
Avila;05109;0510901001;2022;18151;16450;34937;13789;30572;12066
Avila;05109;0510901001;2023;19543;18550;39013;15281;33563;13146
Avila;05110;0511001001;2021;13979;12250;23683;11291;21244;10129
Avila;05110;0511001001;2022;14354;12950;24256;11603;21560;10313
Avila;05110;0511001001;2023;15615;14350;27176;12731;23138;10840
Avila;05112;0511201001;2021;17614;13650;27270;16362;23095;13857
Avila;05112;0511201001;2022;16394;12950;27408;14928;23310;12696
Avila;05112;0511201001;2023;19523;17150;30281;18471;25289;15426
Avila;05113;0511301001;2021;;;26888;14274;23577;12516
Avila;05113;0511301001;2022;;;25142;14063;22227;12433
Avila;05113;0511301001;2023;;;26695;15122;23630;13386
Avila;05114;0511401001;2021;15456;15050;28071;11840;25323;10681
Avila;05114;0511401001;2022;15753;15750;28758;12457;25732;11146
Avila;05114;0511401001;2023;17309;17150;31089;13643;27828;12212
Avila;05114;0511402001;2021;15098;14350;27130;12087;23895;10646
Avila;05114;0511402001;2022;15480;14350;28354;12408;25000;10940
Avila;05114;0511402001;2023;16882;15750;30606;13591;26955;11970
Avila;05115;0511501001;2021;19652;16450;32854;17193;27263;14267
Avila;05115;0511501001;2022;19412;16450;33782;17084;28062;14192
Avila;05115;0511501001;2023;19687;16450;34862;17201;29671;14639
Avila;05116;0511601001;2021;;;26888;14274;23577;12516
Avila;05116;0511601001;2022;;;25142;14063;22227;12433
Avila;05116;0511601001;2023;;;26695;15122;23630;13386
Avila;05117;0511701001;2021;15938;14350;28292;12432;25298;11116
Avila;05117;0511701001;2022;17715;15750;30278;13372;26661;11774
Avila;05117;0511701001;2023;17283;16100;31577;14127;27282;12205
Avila;05118;0511801001;2021;;;26888;14274;23577;12516
Avila;05118;0511801001;2022;;;28445;15360;24792;13387
Avila;05118;0511801001;2023;;;30618;16653;26544;14437
Avila;05119;0511901001;2021;;;26888;14274;23577;12516
Avila;05119;0511901001;2022;;;28445;15360;24792;13387
Avila;05119;0511901001;2023;;;30618;16653;26544;14437
Avila;05120;0512001001;2021;;;26888;14274;23577;12516
Avila;05120;0512001001;2022;;;28445;15360;24792;13387
Avila;05120;0512001001;2023;;;30618;16653;26544;14437
Avila;05121;0512101001;2021;20801;17850;41718;16319;35475;13877
Avila;05121;0512101001;2022;19697;18200;38408;15830;32625;13446
Avila;05121;0512101001;2023;21268;19950;41116;17269;35059;14725
Avila;05122;0512201001;2021;14942;12250;23200;12492;20898;11253
Avila;05122;0512201001;2022;14875;12600;22608;12494;20028;11068
Avila;05122;0512201001;2023;15970;13650;25274;14041;22468;12482
Avila;05123;0512301001;2021;27049;20650;57695;25757;45130;20147
Avila;05123;0512301001;2022;22302;19950;42731;19524;35338;16146
Avila;05123;0512301001;2023;24843;22750;47891;21845;39348;17948
Avila;05124;0512401001;2021;;;26888;14274;23577;12516
Avila;05124;0512401001;2022;;;25142;14063;22227;12433
Avila;05124;0512401001;2023;;;26695;15122;23630;13386
Avila;05125;0512501001;2021;;;26888;14274;23577;12516
Avila;05125;0512501001;2022;;;28445;15360;24792;13387
Avila;05125;0512501001;2023;;;30618;16653;26544;14437
Avila;05126;0512601001;2021;;;26888;14274;23577;12516
Avila;05126;0512601001;2022;;;25142;14063;22227;12433
Avila;05126;0512601001;2023;;;26695;15122;23630;13386
Avila;05127;0512701001;2021;14234;12950;24113;11573;21346;10245
Avila;05127;0512701001;2022;15126;13650;25331;12403;22386;10961
Avila;05127;0512701001;2023;16090;14350;27560;13492;24146;11820
Avila;05128;0512801001;2021;20600;17850;38417;16550;32723;14097
Avila;05128;0512801001;2022;20312;17150;37905;16161;32507;13859
Avila;05128;0512801001;2023;22355;18550;40557;17980;34640;15357
Avila;05129;0512901001;2021;16874;14350;26129;14383;23206;12774
Avila;05129;0512901001;2022;;;25142;14063;22227;12433
Avila;05129;0512901001;2023;;;26695;15122;23630;13386
Avila;05130;0513001001;2021;19613;19250;32848;16717;28116;14309
Avila;05130;0513001001;2022;20059;18550;32757;17130;28137;14714
Avila;05130;0513001001;2023;20092;19250;33432;17456;28552;14907
Avila;05131;0513101001;2021;;;26888;14274;23577;12516
Avila;05131;0513101001;2022;;;28445;15360;24792;13387
Avila;05131;0513101001;2023;;;30618;16653;26544;14437
Avila;05132;0513201001;2021;15444;13650;26243;12369;22947;10816
Avila;05132;0513201001;2022;16903;14350;29080;13794;25235;11970
Avila;05132;0513201001;2023;16897;15050;29196;13927;25493;12161
Avila;05133;0513301001;2021;;;26888;14274;23577;12516
Avila;05133;0513301001;2022;;;33547;16581;28680;14175
Avila;05133;0513301001;2023;;;35976;18005;30364;15197
Avila;05134;0513401001;2021;;;26888;14274;23577;12516
Avila;05134;0513401001;2022;;;33547;16581;28680;14175
Avila;05134;0513401001;2023;;;35976;18005;30364;15197
Avila;05135;0513501001;2021;17200;13650;28923;14527;24468;12289
Avila;05135;0513501001;2022;18245;14350;31237;15551;26173;13030
Avila;05135;0513501001;2023;18888;16450;35309;15586;29972;13231
Avila;05136;0513601001;2021;;;26888;14274;23577;12516
Avila;05136;0513601001;2022;;;28445;15360;24792;13387
Avila;05136;0513601001;2023;;;30618;16653;26544;14437
Avila;05138;0513801001;2021;19012;16450;35189;15601;30307;13437
Avila;05138;0513801001;2022;20332;18550;37436;16708;32326;14427
Avila;05138;0513801001;2023;20844;19250;38494;17123;33134;14739
Avila;05139;0513901001;2021;;;26888;14274;23577;12516
Avila;05139;0513901001;2022;;;28445;15360;24792;13387
Avila;05139;0513901001;2023;;;30618;16653;26544;14437
Avila;05140;0514001001;2021;15240;14350;27077;12786;23524;11109
Avila;05140;0514001001;2022;17989;15050;31970;15129;27126;12836
Avila;05140;0514001001;2023;19390;15050;36860;16419;30746;13696
Avila;05141;0514101001;2021;;;26888;14274;23577;12516
Avila;05141;0514101001;2022;19649;19250;36294;15301;31430;13250
Avila;05141;0514101001;2023;22036;21350;44420;17947;37319;15078
Avila;05142;0514201001;2021;;;26888;14274;23577;12516
Avila;05142;0514201001;2022;;;33547;16581;28680;14175
Avila;05142;0514201001;2023;;;35976;18005;30364;15197
Avila;05143;0514301001;2021;;;26888;14274;23577;12516
Avila;05143;0514301001;2022;;;28445;15360;24792;13387
Avila;05143;0514301001;2023;;;30618;16653;26544;14437
Avila;05144;0514401001;2021;;;26888;14274;23577;12516
Avila;05144;0514401001;2022;;;28445;15360;24792;13387
Avila;05144;0514401001;2023;;;30618;16653;26544;14437
Avila;05145;0514501001;2021;;;26888;14274;23577;12516
Avila;05145;0514501001;2022;;;28445;15360;24792;13387
Avila;05145;0514501001;2023;;;30618;16653;26544;14437
Avila;05147;0514701001;2021;16934;16450;29830;13258;26594;11820
Avila;05147;0514701001;2022;18451;17150;31014;14570;27359;12853
Avila;05147;0514701001;2023;19703;17150;34717;15657;30129;13588
Avila;05148;0514801001;2021;;;26888;14274;23577;12516
Avila;05148;0514801001;2022;;;28445;15360;24792;13387
Avila;05148;0514801001;2023;;;30618;16653;26544;14437
Avila;05149;0514901001;2021;15858;14700;22680;13957;20277;12478
Avila;05149;0514901001;2022;15191;12950;21953;12573;19523;11182
Avila;05149;0514901001;2023;18057;17150;26467;15628;23333;13777
Avila;05151;0515101001;2021;;;26888;14274;23577;12516
Avila;05151;0515101001;2022;;;25142;14063;22227;12433
Avila;05151;0515101001;2023;;;26695;15122;23630;13386
Avila;05152;0515201001;2021;19397;16450;36605;15213;31234;12980
Avila;05152;0515201001;2022;20016;16450;39148;16273;33142;13777
Avila;05152;0515201001;2023;22650;17850;44334;19058;36545;15710
Avila;05153;0515301001;2021;;;26888;14274;23577;12516
Avila;05153;0515301001;2022;;;25142;14063;22227;12433
Avila;05153;0515301001;2023;;;26695;15122;23630;13386
Avila;05154;0515401001;2021;;;26888;14274;23577;12516
Avila;05154;0515401001;2022;;;24722;13269;21557;11570
Avila;05154;0515401001;2023;;;27780;15319;23964;13215
Avila;05155;0515501001;2021;;;26888;14274;23577;12516
Avila;05155;0515501001;2022;;;25142;14063;22227;12433
Avila;05155;0515501001;2023;;;26695;15122;23630;13386
Avila;05156;0515601001;2021;16339;13650;30316;14272;25298;11910
Avila;05156;0515601001;2022;17869;14350;33716;16125;27663;13230
Avila;05156;0515601001;2023;19510;15750;36569;17784;29836;14509
Avila;05157;0515701001;2021;21460;18550;35877;18974;30366;16059
Avila;05157;0515701001;2022;23069;19950;39299;20568;33346;17452
Avila;05157;0515701001;2023;24046;21350;41512;21892;34819;18362
Avila;05158;0515801001;2021;15638;13650;23567;12843;21053;11472
Avila;05158;0515801001;2022;15715;12950;24282;13245;21645;11806
Avila;05158;0515801001;2023;17192;15050;27659;14565;24574;12940
Avila;05159;0515901001;2021;13901;11200;20410;11438;18601;10424
Avila;05159;0515901001;2022;14420;12250;20510;11690;18666;10639
Avila;05159;0515901001;2023;15498;13650;22650;12872;20584;11698
Avila;05160;0516001001;2021;15495;15050;25007;13141;22116;11622
Avila;05160;0516001001;2022;16509;14350;26339;13742;23316;12165
Avila;05160;0516001001;2023;18170;17150;29351;15370;25768;13494
Avila;05161;0516101001;2021;14643;12250;25720;12019;22592;10557
Avila;05161;0516101001;2022;14881;12950;26686;12253;23292;10694
Avila;05161;0516101001;2023;15494;12950;28354;12974;24647;11278
Avila;05162;0516201001;2021;;;26888;14274;23577;12516
Avila;05162;0516201001;2022;;;24722;13269;21557;11570
Avila;05162;0516201001;2023;;;27780;15319;23964;13215
Avila;05163;0516301001;2021;15817;13650;25723;13549;22247;11718
Avila;05163;0516301001;2022;16514;14350;26674;14203;22983;12238
Avila;05163;0516301001;2023;17549;15400;28977;15343;24940;13205
Avila;05163;0516301002;2021;15377;12600;26777;12453;23283;10828
Avila;05163;0516301002;2022;15479;13650;27246;12690;23432;10914
Avila;05163;0516301002;2023;16807;14350;30458;13988;26263;12062
Avila;05164;0516401001;2021;;;26888;14274;23577;12516
Avila;05164;0516401001;2022;;;24722;13269;21557;11570
Avila;05164;0516401001;2023;;;27780;15319;23964;13215
Avila;05165;0516501001;2021;18774;17150;31788;16289;26941;13805
Avila;05165;0516501001;2022;19516;17150;33499;17275;27805;14339
Avila;05165;0516501001;2023;20712;18550;36164;18527;30125;15433
Avila;05166;0516601001;2021;17103;13650;26252;14256;23549;12788
Avila;05166;0516601001;2022;18486;15050;30101;15697;26747;13948
Avila;05166;0516601001;2023;18809;16450;31462;15935;27660;14010
Avila;05167;0516701001;2021;17341;15050;26675;15361;22660;13049
Avila;05167;0516701001;2022;18377;16450;29736;16720;25141;14137
Avila;05167;0516701001;2023;19685;17150;32416;18184;27019;15157
Avila;05168;0516801001;2021;13855;12250;24983;11009;22025;9706
Avila;05168;0516801001;2022;14805;12950;27401;11659;23929;10182
Avila;05168;0516801001;2023;15437;13650;29136;12194;25358;10613
Avila;05168;0516801002;2021;13518;12250;24683;10369;21781;9150
Avila;05168;0516801002;2022;14102;12250;26398;10997;23140;9640
Avila;05168;0516801002;2023;14627;12950;27793;11504;24463;10125
Avila;05168;0516802001;2021;15515;13650;30835;11999;26470;10300
Avila;05168;0516802001;2022;16016;14350;32640;12458;27807;10613
Avila;05168;0516802001;2023;17539;15750;36444;13876;30835;11741
Avila;05168;0516802002;2021;14181;12250;27600;11077;24094;9669
Avila;05168;0516802002;2022;14979;13650;28895;11708;25165;10197
Avila;05168;0516802002;2023;15930;14350;30499;12582;26597;10972
Avila;05169;0516901001;2021;15792;15750;25385;13179;22741;11806
Avila;05169;0516901001;2022;17122;16450;26774;14019;23888;12508
Avila;05169;0516901001;2023;17893;17150;28244;14794;25254;13228
Avila;05170;0517001001;2021;;;26888;14274;23577;12516
Avila;05170;0517001001;2022;;;25142;14063;22227;12433
Avila;05170;0517001001;2023;;;26695;15122;23630;13386
Avila;05171;0517101001;2021;;;26888;14274;23577;12516
Avila;05171;0517101001;2022;;;25142;14063;22227;12433
Avila;05171;0517101001;2023;;;26695;15122;23630;13386
Avila;05172;0517201001;2021;18328;15750;34239;14823;30053;13011
Avila;05172;0517201001;2022;18858;16450;34394;15072;29949;13124
Avila;05172;0517201001;2023;19681;15050;36716;15877;31823;13761
Avila;05173;0517301001;2021;;;26888;14274;23577;12516
Avila;05173;0517301001;2022;;;28445;15360;24792;13387
Avila;05173;0517301001;2023;;;30618;16653;26544;14437
Avila;05174;0517401001;2021;;;26888;14274;23577;12516
Avila;05174;0517401001;2022;;;33547;16581;28680;14175
Avila;05174;0517401001;2023;;;35976;18005;30364;15197
Avila;05175;0517501001;2021;17648;15750;26144;12888;21390;10544
Avila;05175;0517501001;2022;19166;15750;31514;16823;27096;14465
Avila;05175;0517501001;2023;20544;16800;34191;18698;28756;15726
Avila;05176;0517601001;2021;19144;17150;32539;15984;28195;13850
Avila;05176;0517601001;2022;20208;18550;35570;17136;30476;14682
Avila;05176;0517601001;2023;20552;19950;36286;17343;31046;14838
Avila;05177;0517701001;2021;18587;15050;33928;15798;29129;13564
Avila;05177;0517701001;2022;19088;17850;35475;16195;30119;13750
Avila;05177;0517701001;2023;21646;19250;38784;18198;33240;15597
Avila;05178;0517801001;2021;18330;16450;33963;14593;29411;12638
Avila;05178;0517801001;2022;18907;17150;34906;15165;29932;13004
Avila;05178;0517801001;2023;19760;17850;36349;16176;31054;13819
Avila;05179;0517901001;2021;16548;13650;26449;13398;23389;11848
Avila;05179;0517901001;2022;17806;15050;29294;14448;25354;12505
Avila;05179;0517901001;2023;18268;16450;30236;15597;25979;13401
Avila;05180;0518001001;2021;;;26888;14274;23577;12516
Avila;05180;0518001001;2022;;;28445;15360;24792;13387
Avila;05180;0518001001;2023;;;30618;16653;26544;14437
Avila;05181;0518101001;2021;;;26888;14274;23577;12516
Avila;05181;0518101001;2022;;;28445;15360;24792;13387
Avila;05181;0518101001;2023;;;30618;16653;26544;14437
Avila;05182;0518201001;2021;14676;12950;22564;12392;20130;11055
Avila;05182;0518201001;2022;15649;14350;24326;13290;21604;11803
Avila;05182;0518201001;2023;16771;15050;26543;14436;23273;12658
Avila;05183;0518301001;2021;16262;15050;27717;13658;24326;11987
Avila;05183;0518301001;2022;16751;14350;28983;14169;25469;12452
Avila;05183;0518301001;2023;19069;16450;31954;16492;27295;14088
Avila;05184;0518401001;2021;18266;15050;28914;17158;24375;14464
Avila;05184;0518401001;2022;19152;14700;32598;18184;27053;15091
Avila;05184;0518401001;2023;18181;15050;30553;17398;25607;14582
Avila;05185;0518501001;2021;16013;14350;27998;13357;24540;11707
Avila;05185;0518501001;2022;15590;12950;25914;12957;22949;11475
Avila;05185;0518501001;2023;17204;15050;28547;15097;24411;12910
Avila;05186;0518601001;2021;17618;15750;32407;13967;28002;12069
Avila;05186;0518601001;2022;18526;16450;34229;14855;29367;12745
Avila;05186;0518601001;2023;19813;17850;37007;16317;31689;13972
Avila;05187;0518701001;2021;14317;12250;25498;11460;22405;10070
Avila;05187;0518701001;2022;14625;12950;25735;11751;22480;10265
Avila;05187;0518701001;2023;16281;14350;28707;13280;25005;11567
Avila;05187;0518702001;2021;14249;12250;23761;11703;20612;10152
Avila;05187;0518702001;2022;14628;13650;24328;11973;21062;10366
Avila;05187;0518702001;2023;15342;14350;26334;13070;22759;11295
Avila;05188;0518801001;2021;;;26888;14274;23577;12516
Avila;05188;0518801001;2022;;;28445;15360;24792;13387
Avila;05188;0518801001;2023;;;30618;16653;26544;14437
Avila;05189;0518901001;2021;12787;11550;19274;10750;17497;9759
Avila;05189;0518901001;2022;13603;12250;20591;11205;18438;10033
Avila;05189;0518901001;2023;15246;14350;23935;12956;21424;11597
Avila;05190;0519001001;2021;;;26888;14274;23577;12516
Avila;05190;0519001001;2022;;;33547;16581;28680;14175
Avila;05190;0519001001;2023;;;35976;18005;30364;15197
Avila;05191;0519101001;2021;14875;14000;25560;12580;22497;11073
Avila;05191;0519101001;2022;16853;15750;27187;14309;23770;12511
Avila;05191;0519101001;2023;18136;17150;29123;15621;25383;13615
Avila;05192;0519201001;2021;18018;17150;27829;15685;23913;13478
Avila;05192;0519201001;2022;18352;17850;27512;16507;23758;14255
Avila;05192;0519201001;2023;;;26695;15122;23630;13386
Avila;05193;0519301001;2021;17498;16450;26629;14979;23541;13242
Avila;05193;0519301001;2022;18150;15750;27933;15636;24697;13824
Avila;05193;0519301001;2023;18327;16800;28997;16150;25570;14242
Avila;05194;0519401001;2021;17925;15750;29053;14854;25232;12901
Avila;05194;0519401001;2022;19309;15750;31858;16780;27123;14286
Avila;05194;0519401001;2023;22818;19250;36913;20407;30871;17067
Avila;05195;0519501001;2021;19219;17150;30304;16643;26390;14494
Avila;05195;0519501001;2022;20049;18550;32208;16676;28191;14596
Avila;05195;0519501001;2023;21305;19950;34502;18168;30083;15842
Avila;05196;0519601001;2021;;;26888;14274;23577;12516
Avila;05196;0519601001;2022;;;33547;16581;28680;14175
Avila;05196;0519601001;2023;;;35976;18005;30364;15197
Avila;05197;0519701001;2021;17491;18550;32037;13854;27811;12027
Avila;05197;0519701001;2022;19483;18900;35322;15664;30278;13428
Avila;05197;0519701001;2023;21023;19950;36883;17914;31088;15100
Avila;05198;0519801001;2021;;;26888;14274;23577;12516
Avila;05198;0519801001;2022;;;33547;16581;28680;14175
Avila;05198;0519801001;2023;;;35976;18005;30364;15197
Avila;05199;0519901001;2021;;;26888;14274;23577;12516
Avila;05199;0519901001;2022;;;25142;14063;22227;12433
Avila;05199;0519901001;2023;;;26695;15122;23630;13386
Avila;05200;0520001001;2021;;;26888;14274;23577;12516
Avila;05200;0520001001;2022;;;25142;14063;22227;12433
Avila;05200;0520001001;2023;;;26695;15122;23630;13386
Avila;05201;0520101001;2021;15632;14350;24791;13740;21564;11952
Avila;05201;0520101001;2022;16817;15050;26783;14736;23059;12687
Avila;05201;0520101001;2023;18072;16450;28643;15992;24744;13815
Avila;05204;0520401001;2021;16972;15050;31215;13648;27134;11864
Avila;05204;0520401001;2022;17198;15750;31988;14166;25835;11441
Avila;05204;0520401001;2023;18269;17150;33200;14883;28836;12926
Avila;05205;0520501001;2021;;;26888;14274;23577;12516
Avila;05205;0520501001;2022;;;28445;15360;24792;13387
Avila;05205;0520501001;2023;;;30618;16653;26544;14437
Avila;05206;0520601001;2021;;;26888;14274;23577;12516
Avila;05206;0520601001;2022;;;28445;15360;24792;13387
Avila;05206;0520601001;2023;;;30618;16653;26544;14437
Avila;05207;0520701001;2021;13939;11550;23394;11557;20720;10236
