Provincia;CMuni;CUSEC;Periodo;Fuente_de_ingreso_otras_prestaciones;Fuente_de_ingreso_otros_ingresos;Fuente_de_ingreso_pensiones;Fuente_de_ingreso_prestaciones_por_desempleo;Fuente_de_ingreso_salario
Salamanca;37274;3727403004;2022;3,7;14,5;31,6;0,7;49,4
Salamanca;37274;3727403004;2023;3,8;16,5;30,5;0,7;48,5
Salamanca;37274;3727403005;2021;17,4;2,7;33,5;6,4;40,1
Salamanca;37274;3727403005;2022;19,4;1,8;33,3;4,4;41
Salamanca;37274;3727403005;2023;20,8;1,7;30,8;4,2;42,6
Salamanca;37274;3727403006;2021;8,6;5,9;30,2;3,5;51,8
Salamanca;37274;3727403006;2022;8,5;6,9;31,6;2,4;50,5
Salamanca;37274;3727403006;2023;9,3;7,1;31,7;2,3;49,7
Salamanca;37274;3727403007;2021;5,1;5,4;19,8;3,8;65,8
Salamanca;37274;3727403007;2022;5,1;5,3;21,2;2,2;66,2
Salamanca;37274;3727403007;2023;5,6;5;21,6;2;65,7
Salamanca;37274;3727403008;2021;7,8;3,9;43,9;3,7;40,7
Salamanca;37274;3727403008;2022;7,3;3,5;44,5;3;41,7
Salamanca;37274;3727403008;2023;9,2;2,7;42,5;2,7;42,9
Salamanca;37274;3727403009;2021;5,7;7,7;19,4;2,9;64,3
Salamanca;37274;3727403009;2022;5,1;8;21,5;1,6;63,8
Salamanca;37274;3727403009;2023;5,4;8,1;21,2;1,7;63,6
Salamanca;37274;3727403010;2021;4,4;6,9;19;3,7;66
Salamanca;37274;3727403010;2022;4,6;6,1;19,3;1,9;68,2
Salamanca;37274;3727403010;2023;4,8;5;20,9;2,1;67,2
Salamanca;37274;3727403011;2021;5,2;9,4;23,5;2,8;59,1
Salamanca;37274;3727403011;2022;5,4;9,6;24,2;2;58,8
Salamanca;37274;3727403011;2023;5,8;10,8;26,1;1,9;55,5
Salamanca;37274;3727403012;2021;5,6;3,9;39,7;2,9;48
Salamanca;37274;3727403012;2022;5,3;3,5;43,5;2,3;45,4
Salamanca;37274;3727403012;2023;6,7;3,8;43,6;2,1;43,9
Salamanca;37274;3727403013;2021;11,6;5,4;30,2;4,9;47,9
Salamanca;37274;3727403013;2022;11,2;4,8;32;3,6;48,5
Salamanca;37274;3727403013;2023;13,9;4,5;31,4;2,9;47,2
Salamanca;37274;3727403014;2021;6,4;6;25,1;3;59,5
Salamanca;37274;3727403014;2022;5,4;6,3;26,4;1,6;60,3
Salamanca;37274;3727403014;2023;6,3;6,9;26,3;1,7;58,8
Salamanca;37274;3727403015;2021;6,4;4,9;29,8;4,2;54,7
Salamanca;37274;3727403015;2022;6,5;4,1;31,7;2,4;55,3
Salamanca;37274;3727403015;2023;6,9;5;32,4;2;53,7
Salamanca;37274;3727403016;2021;4;5;21,2;3,1;66,8
Salamanca;37274;3727403016;2022;3,9;6;22;2,1;65,9
Salamanca;37274;3727403016;2023;4,3;4,8;22,3;2,4;66,3
Salamanca;37274;3727403017;2021;2,8;8,5;10,8;2,7;75,3
Salamanca;37274;3727403017;2022;2,8;8,8;11,4;1,5;75,5
Salamanca;37274;3727403017;2023;3,3;10,1;11,2;1,4;74
Salamanca;37274;3727403018;2021;4,5;5,5;10,9;4,7;74,4
Salamanca;37274;3727403018;2022;4,7;6;10,9;2,8;75,6
Salamanca;37274;3727403018;2023;5,4;4,8;11,1;2,4;76,3
Salamanca;37274;3727403019;2021;5,5;9,6;19,1;3,3;62,5
Salamanca;37274;3727403019;2022;5,2;10,9;19,7;1,4;62,9
Salamanca;37274;3727403019;2023;6;9;21,1;1,3;62,7
Salamanca;37274;3727403020;2021;5;4,4;8,8;5;76,9
Salamanca;37274;3727403020;2022;4,8;5;9,6;2,7;77,9
Salamanca;37274;3727403020;2023;5;4,5;10;2,4;78,1
Salamanca;37274;3727404001;2021;2,7;18,7;33,8;1,3;43,5
Salamanca;37274;3727404001;2022;2,6;23,7;30,6;0,9;42,2
Salamanca;37274;3727404001;2023;2,8;24,2;29,8;0,9;42,4
Salamanca;37274;3727404002;2021;5,3;11,9;38,4;2,3;42,2
Salamanca;37274;3727404002;2022;5,6;12,5;38,5;1,2;42,1
Salamanca;37274;3727404002;2023;6,3;10,8;37,2;1;44,7
Salamanca;37274;3727404003;2021;3,9;8,9;39,1;1,3;46,8
Salamanca;37274;3727404003;2022;3,9;9;39,1;1,3;46,8
Salamanca;37274;3727404003;2023;3,8;10;40,6;1,4;44,2
Salamanca;37274;3727404004;2021;3,7;11,6;39;1,6;44,1
Salamanca;37274;3727404004;2022;4,1;11,3;38,5;1;45
Salamanca;37274;3727404004;2023;4,1;12,6;38;1,1;44,2
Salamanca;37274;3727404005;2021;4,1;8,8;38,3;2,3;46,5
Salamanca;37274;3727404005;2022;3,7;8,4;37,8;1,9;48,1
Salamanca;37274;3727404005;2023;4,4;8,7;36,7;1,7;48,6
Salamanca;37274;3727404006;2021;6,2;5,4;37,3;3,5;47,6
Salamanca;37274;3727404006;2022;6,7;5,8;35,3;2;50,2
Salamanca;37274;3727404006;2023;6,2;6,1;33,5;2,4;51,9
Salamanca;37274;3727404008;2021;11,2;6,2;39,4;3,9;39,4
Salamanca;37274;3727404008;2022;10,4;5,5;39,5;2,9;41,7
Salamanca;37274;3727404008;2023;10,2;6,2;36,5;2,8;44,3
Salamanca;37274;3727404009;2021;6,3;7,8;15,1;4,2;66,7
Salamanca;37274;3727404009;2022;6,4;7;15,9;2,5;68,3
Salamanca;37274;3727404009;2023;6,1;8,4;15,2;2;68,4
Salamanca;37274;3727404010;2021;7,1;5,9;24,1;4,1;58,8
Salamanca;37274;3727404010;2022;6,8;6,4;24,9;2,9;59
Salamanca;37274;3727404010;2023;7,1;5,8;24,7;2,9;59,5
Salamanca;37274;3727404011;2021;6,2;7,2;29,8;3,8;53
Salamanca;37274;3727404011;2022;5,8;6,5;31,7;2,5;53,5
Salamanca;37274;3727404011;2023;6;7,4;30,8;2,7;53,2
Salamanca;37274;3727404012;2021;3,5;6,5;21;2,5;66,6
Salamanca;37274;3727404012;2022;3,4;7,2;20,4;1,5;67,5
Salamanca;37274;3727404012;2023;3,6;8,1;21,1;1,2;66
Salamanca;37274;3727404013;2021;6,6;5,8;24,3;4,7;58,6
Salamanca;37274;3727404013;2022;6,3;5,5;25,6;2,9;59,7
Salamanca;37274;3727404013;2023;6,6;5,5;25,2;2,5;60,1
Salamanca;37274;3727404014;2021;8,3;6,3;38,8;4,2;42,4
Salamanca;37274;3727404014;2022;8;6,2;38,6;2,9;44,3
Salamanca;37274;3727404014;2023;9,3;6,7;38,9;2,5;42,6
Salamanca;37274;3727404016;2021;3,3;10,6;40,5;1,7;43,9
Salamanca;37274;3727404016;2022;3,5;9,5;41;1,2;44,8
Salamanca;37274;3727404016;2023;3,3;11,1;40,3;1;44,3
Salamanca;37274;3727404017;2021;2,7;8,4;22,3;2,8;63,9
Salamanca;37274;3727404017;2022;2,5;8,6;22,6;1,6;64,7
Salamanca;37274;3727404017;2023;2,6;8,7;21,9;1,4;65,4
Salamanca;37274;3727404018;2021;5,7;11,6;43,6;1,6;37,5
Salamanca;37274;3727404018;2022;5,1;11,4;44,9;1,6;37,1
Salamanca;37274;3727404018;2023;5,7;11,7;43,7;1,1;37,9
Salamanca;37274;3727404019;2021;6,1;4,2;23,6;4,3;61,8
Salamanca;37274;3727404019;2022;5,8;4,2;23,5;2,3;64,2
Salamanca;37274;3727404019;2023;5,8;4,4;23,2;2,2;64,6
Salamanca;37274;3727404020;2021;3,3;17,6;35,2;1,3;42,6
Salamanca;37274;3727404020;2022;3,1;18;35,8;0,8;42,3
Salamanca;37274;3727404020;2023;3;18,5;36,1;0,8;41,6
Salamanca;37274;3727404021;2021;4,9;5,8;27,4;4,1;57,9
Salamanca;37274;3727404021;2022;5,4;4,9;27,3;2,8;59,6
Salamanca;37274;3727404021;2023;5,4;5,1;28,9;2,5;58,1
Salamanca;37274;3727404022;2021;4,7;5,7;22;4,1;63,5
Salamanca;37274;3727404022;2022;4,8;6,2;22,2;2,6;64,3
Salamanca;37274;3727404022;2023;5,7;6,4;21,4;2,1;64,4
Salamanca;37274;3727404023;2021;3,7;6,5;23,2;2,5;64,1
Salamanca;37274;3727404023;2022;3,5;8,2;25;1,4;62
Salamanca;37274;3727404023;2023;3,2;8,3;26,1;1,8;60,7
Salamanca;37274;3727404024;2021;3,1;7;8,7;2,5;78,8
Salamanca;37274;3727404024;2022;2,9;10,3;9,1;1,8;75,9
Salamanca;37274;3727404024;2023;3,4;7,1;10,1;1,6;77,8
Salamanca;37274;3727404025;2021;3,5;6,7;10,4;3,1;76,3
Salamanca;37274;3727404025;2022;3,9;6,1;10,8;2,1;77,1
Salamanca;37274;3727404025;2023;3,9;7;11,5;2;75,7
Salamanca;37274;3727405001;2021;2,4;23,6;31,7;1;41,3
Salamanca;37274;3727405001;2022;2,5;24,4;31,1;0,5;41,5
Salamanca;37274;3727405001;2023;2,5;24,2;30,6;0,5;42,3
Salamanca;37274;3727405002;2021;3,6;20;36,6;1,5;38,4
Salamanca;37274;3727405002;2022;3,1;18,1;36;0,9;41,9
Salamanca;37274;3727405002;2023;3,6;16,3;39,1;0,7;40,3
Salamanca;37274;3727405003;2021;4,5;13,4;40,5;1,6;40,1
Salamanca;37274;3727405003;2022;4,3;16,1;39,9;0,8;38,9
Salamanca;37274;3727405003;2023;4,2;16,5;37,7;0,7;40,9
Salamanca;37274;3727405004;2021;4,4;8,1;34,1;3,1;50,3
Salamanca;37274;3727405004;2022;4,1;7,2;33,2;1,7;53,9
Salamanca;37274;3727405004;2023;4,8;7,7;32,9;1,2;53,5
Salamanca;37274;3727405005;2021;4,5;10,4;36,4;2,6;46
Salamanca;37274;3727405005;2022;4,7;9,6;36;1,3;48,5
Salamanca;37274;3727405005;2023;4,9;9,1;35,8;1,5;48,8
Salamanca;37274;3727405006;2021;6;7,4;36,5;3,2;47,1
Salamanca;37274;3727405006;2022;5,5;8,2;35,6;2,2;48,5
Salamanca;37274;3727405006;2023;5,4;8,2;35,3;2,2;49
Salamanca;37274;3727405007;2021;6,3;9;33,5;3,5;47,7
Salamanca;37274;3727405007;2022;6,4;6,5;33,8;2,4;50,9
Salamanca;37274;3727405007;2023;6,8;7,7;33;2,7;50
Salamanca;37274;3727405008;2021;3,1;11,1;26,5;2,1;57,2
Salamanca;37274;3727405008;2022;3,7;14,4;24,9;1,3;55,7
Salamanca;37274;3727405008;2023;4,9;10,7;25,1;1,4;57,9
Salamanca;37274;3727405009;2021;4,7;10,9;30,9;2,6;50,9
Salamanca;37274;3727405009;2022;5,5;10,9;31,2;1,5;50,9
Salamanca;37274;3727405009;2023;5,3;9,7;32,3;1,6;51,2
Salamanca;37274;3727405010;2021;4;9,2;38,2;2,3;46,3
Salamanca;37274;3727405010;2022;3,8;9,3;37,1;1,7;48,1
Salamanca;37274;3727405010;2023;4,1;9,3;36,5;1,5;48,6
Salamanca;37274;3727405011;2021;6,6;7,6;38,7;3,2;43,9
Salamanca;37274;3727405011;2022;6,4;9,1;38,8;2,2;43,4
Salamanca;37274;3727405011;2023;6,7;8;39,1;1,7;44,5
Salamanca;37274;3727405012;2021;4,2;6,8;38,2;2,5;48,3
Salamanca;37274;3727405012;2022;5,1;7,1;38,6;1,3;48
Salamanca;37274;3727405012;2023;5,2;8,5;36,9;1,2;48,3
Salamanca;37274;3727405013;2021;5,3;6,5;27,8;4,5;55,9
Salamanca;37274;3727405013;2022;5,3;6,5;28,2;3,1;56,9
Salamanca;37274;3727405013;2023;5,6;6,2;25,3;2,9;60,1
Salamanca;37274;3727405014;2021;4;6,4;43;3;43,6
Salamanca;37274;3727405014;2022;4,2;7,5;45,2;1,8;41,4
Salamanca;37274;3727405014;2023;4;6,7;43,6;1,5;44,2
Salamanca;37274;3727405015;2021;5,1;7,9;34,3;3,8;49
Salamanca;37274;3727405015;2022;5,3;7,4;30,9;2;54,5
Salamanca;37274;3727405015;2023;5,8;8;29,4;1,8;55,1
Salamanca;37274;3727405016;2021;5;5,6;41,6;2,3;45,5
Salamanca;37274;3727405016;2022;5,1;5,2;42,6;1,5;45,6
Salamanca;37274;3727405016;2023;5,8;6;43,7;1;43,5
Salamanca;37274;3727405017;2021;4,4;8,5;34;2,8;50,3
Salamanca;37274;3727405017;2022;4,9;7,5;35;1,8;50,8
Salamanca;37274;3727405017;2023;4,8;8;34,9;1,8;50,6
Salamanca;37274;3727405018;2021;6,1;5,2;39,7;3,6;45,4
Salamanca;37274;3727405018;2022;6,3;4,9;40,1;1,8;46,9
Salamanca;37274;3727405018;2023;7,3;5,7;37,3;1,4;48,4
Salamanca;37274;3727405019;2021;3,1;12,3;37,3;2;45,4
Salamanca;37274;3727405019;2022;3,2;12,2;38;1,3;45,4
Salamanca;37274;3727405019;2023;3,3;13,6;37;1,2;44,9
Salamanca;37274;3727405020;2021;2,9;9,3;30,2;2,5;55,1
Salamanca;37274;3727405020;2022;3,1;9,4;30,3;1,4;55,9
Salamanca;37274;3727405020;2023;3,1;9,4;31,6;1,4;54,6
Salamanca;37274;3727405022;2021;4,1;3,1;42,6;3,5;46,7
Salamanca;37274;3727405022;2022;5,2;3,3;41,5;2,1;47,9
Salamanca;37274;3727405022;2023;5,6;3,6;40,6;2,1;48,2
Salamanca;37274;3727405025;2021;3,4;8,4;24,7;2,4;61,1
Salamanca;37274;3727405025;2022;2,7;8;26,6;1,2;61,4
Salamanca;37274;3727405025;2023;2,9;7,2;28,7;1,2;60
Salamanca;37274;3727405026;2021;5,3;7,1;28,8;2,8;55,9
Salamanca;37274;3727405026;2022;5,2;7,1;27,9;1,4;58,5
Salamanca;37274;3727405026;2023;5,2;8,3;28;1,6;56,9
Salamanca;37274;3727406001;2021;4,1;13,3;31,6;2,7;48,3
Salamanca;37274;3727406001;2022;4,5;13,3;31,7;1,7;48,9
Salamanca;37274;3727406001;2023;4,7;12,7;32,4;1,4;48,9
Salamanca;37274;3727406002;2021;3,2;11,3;34,6;2,7;48,3
Salamanca;37274;3727406002;2022;3,1;11,7;34,3;1,5;49,4
Salamanca;37274;3727406002;2023;3,1;12,1;33,7;1;50,1
Salamanca;37274;3727406003;2021;3,8;16,9;32,6;1;45,7
Salamanca;37274;3727406003;2022;3,6;17,8;33;0,7;44,9
Salamanca;37274;3727406003;2023;4;17,8;33;0,8;44,4
Salamanca;37274;3727406004;2021;4,4;21,6;33,8;0,9;39,3
Salamanca;37274;3727406004;2022;4,6;20;36,1;0,8;38,5
Salamanca;37274;3727406004;2023;4,3;19;35,6;0,5;40,7
Salamanca;37274;3727406005;2021;2,7;8,4;36,9;2,8;49,2
Salamanca;37274;3727406005;2022;3,1;8,5;35,9;1,9;50,6
Salamanca;37274;3727406005;2023;3,7;8,2;32,9;1,8;53,4
Salamanca;37274;3727406006;2021;4,4;13,5;27,5;1,9;52,6
Salamanca;37274;3727406006;2022;4;13,9;28,7;1,3;52,1
Salamanca;37274;3727406006;2023;4,9;12;30;1,3;52
Salamanca;37274;3727406007;2021;4,4;11,8;36,4;2,1;45,3
Salamanca;37274;3727406007;2022;4,1;11;35,6;1,2;48,1
Salamanca;37274;3727406007;2023;4,8;11,1;33,9;1,4;48,9
Salamanca;37274;3727406008;2021;6,1;3,6;29,6;3,8;57
Salamanca;37274;3727406008;2022;6,8;3,8;29,2;2,4;57,9
Salamanca;37274;3727406008;2023;6,3;4,7;28,8;3,3;56,9
Salamanca;37274;3727406009;2021;3,7;8,8;36,6;2;49
Salamanca;37274;3727406009;2022;3,9;8,2;36,9;1,2;49,8
Salamanca;37274;3727406009;2023;3,9;8,3;36,3;1,4;50,1
Salamanca;37274;3727406010;2021;4,1;10,8;35,5;2,8;46,8
Salamanca;37274;3727406010;2022;5,7;12,2;35,6;1,6;44,9
Salamanca;37274;3727406010;2023;5,2;11,6;36,5;1,6;45,1
Salamanca;37274;3727406011;2021;4,6;11,7;22,3;3,3;58,2
Salamanca;37274;3727406011;2022;4,3;11,3;22,7;1,8;59,8
Salamanca;37274;3727406011;2023;4,6;11,2;23,4;1,7;59,1
Salamanca;37274;3727406012;2021;3,1;10,8;38,8;1,7;45,5
Salamanca;37274;3727406012;2022;2,7;11,4;38,3;1;46,6
Salamanca;37274;3727406012;2023;2,9;12,9;36,7;1;46,6
Salamanca;37274;3727406013;2021;4,1;11,8;32,8;1,8;49,5
Salamanca;37274;3727406013;2022;3,7;11,8;32,3;1;51,2
Salamanca;37274;3727406013;2023;4,1;11,7;31,9;1,3;51,1
Salamanca;37274;3727406014;2021;5,9;7,4;35,2;3,4;48,2
Salamanca;37274;3727406014;2022;5,8;7,3;34,9;1,9;50,1
Salamanca;37274;3727406014;2023;6,2;7,8;33,5;1,9;50,6
Salamanca;37274;3727406015;2021;4,7;8,3;35,3;3,1;48,7
Salamanca;37274;3727406015;2022;4,5;7,4;33,5;2;52,7
Salamanca;37274;3727406015;2023;4,7;8;32,8;1,5;53
Salamanca;37274;3727406016;2021;3,3;30,1;25,1;1;40,5
Salamanca;37274;3727406016;2022;3,6;27,8;27,5;0,5;40,5
Salamanca;37274;3727406016;2023;3,5;29,8;26,6;0,5;39,6
Salamanca;37274;3727406017;2021;3,1;9,2;35,3;1,6;50,8
Salamanca;37274;3727406017;2022;3,2;10,9;35,3;1,1;49,5
Salamanca;37274;3727406017;2023;3,3;10,3;35,5;1;49,9
Salamanca;37274;3727406019;2021;4,2;8,2;33,7;2,6;51,3
Salamanca;37274;3727406019;2022;4,5;8,7;34,5;1,6;50,7
Salamanca;37274;3727406019;2023;4,4;12,5;34,8;1,4;47
Salamanca;37274;3727406020;2021;4,9;7;13,9;5,1;69,1
Salamanca;37274;3727406020;2022;5;7;14,9;2,5;70,6
Salamanca;37274;3727406020;2023;5,1;7,4;15;2,4;70,1
Salamanca;37274;3727406021;2021;4,4;6,8;15,5;4;69,3
Salamanca;37274;3727406021;2022;4,9;6;16,7;2,4;70
Salamanca;37274;3727406021;2023;5;6,8;18,5;2;67,8
Salamanca;37274;3727406022;2021;3,2;33;28,7;1,9;33,3
Salamanca;37274;3727406022;2022;2,5;53,4;20,5;0,6;23
Salamanca;37274;3727406022;2023;4,9;15;35;1;44
Salamanca;37274;3727406023;2021;4;7,8;21,7;3,2;63,4
Salamanca;37274;3727406023;2022;3,5;7,4;22,4;2,2;64,6
Salamanca;37274;3727406023;2023;3,8;7,1;23,8;1,6;63,8
Salamanca;37275;3727501001;2021;8;9,4;50,9;1,1;30,7
Salamanca;37275;3727501001;2022;7,2;11,5;50,6;0,9;29,8
Salamanca;37276;3727601001;2021;6,8;22,9;31,7;3,5;35,1
Salamanca;37276;3727601001;2022;8,2;20,9;32,8;2,1;36
Salamanca;37276;3727601001;2023;8,4;18,1;34,9;1,5;37
Salamanca;37278;3727801001;2021;3,2;9,9;11,5;3,8;71,7
Salamanca;37278;3727801001;2022;3;9,7;12,2;2,2;72,9
Salamanca;37278;3727801001;2023;3,8;8,5;12,8;2,3;72,5
Salamanca;37279;3727901001;2021;4,5;11,8;32,1;3,1;48,4
Salamanca;37279;3727901001;2022;4,8;13,8;31,6;1,8;48
Salamanca;37279;3727901001;2023;4,7;13,6;31;1,8;49
Salamanca;37282;3728201001;2021;4,7;7,2;36,8;3;48,3
Salamanca;37282;3728201001;2022;4,8;6,7;35,7;1,8;51
Salamanca;37282;3728201001;2023;4,7;8,4;35,3;1,7;49,9
Salamanca;37283;3728301001;2021;3,4;8;30,1;3;55,6
Salamanca;37283;3728301001;2022;3,3;10,6;29,3;1,1;55,6
Salamanca;37283;3728301001;2023;3,6;10,9;29,1;1,7;54,8
Salamanca;37284;3728401001;2021;4;9,1;30;4,3;52,7
Salamanca;37284;3728401001;2022;4,4;10,9;30,4;2,4;51,8
Salamanca;37284;3728401001;2023;5,3;17,1;32,1;2,4;43,1
Salamanca;37285;3728501001;2021;6;9,6;46;3;35,4
Salamanca;37285;3728501001;2022;6,8;8,8;43,6;1,5;39,3
Salamanca;37285;3728501001;2023;6,3;10,5;43,2;2,1;38
Salamanca;37286;3728601001;2021;4,1;13,7;26,8;4,3;51,2
Salamanca;37286;3728601001;2022;4,5;14,7;29,5;3,2;48,2
Salamanca;37286;3728601001;2023;4,3;12,3;30,8;2,2;50,3
Salamanca;37287;3728701001;2021;4,7;22,2;28,3;2,5;42,4
Salamanca;37287;3728701001;2022;4,5;19,9;31,8;2;41,8
Salamanca;37287;3728701001;2023;5,3;16,3;36,8;1,7;39,9
Salamanca;37288;3728801001;2021;6,1;17,6;13,2;3,3;59,8
Salamanca;37288;3728801001;2022;6,1;20,2;12,7;1,7;59,4
Salamanca;37288;3728801001;2023;6;18,2;13;1,8;61
Salamanca;37289;3728901001;2021;3,8;12,3;38,1;2,4;43,5
Salamanca;37289;3728901001;2022;3,5;9,6;37,3;0,9;48,6
Salamanca;37289;3728901001;2023;4;11,8;37,3;0,6;46,3
Salamanca;37290;3729001001;2021;2,5;10,1;31,6;3,5;52,3
Salamanca;37290;3729001001;2022;3,4;12,3;31,8;2,4;50,1
Salamanca;37290;3729001001;2023;2,2;21,4;30,2;1,7;44,5
Salamanca;37291;3729101001;2021;3,4;8,6;25,1;4,1;58,9
Salamanca;37291;3729101001;2022;4,7;9,1;26;1,6;58,7
Salamanca;37291;3729101001;2023;4,6;9;28,8;2,1;55,5
Salamanca;37294;3729401001;2021;4,5;7;24,5;4,9;59,2
Salamanca;37294;3729401001;2022;4,4;7,6;24,5;3,3;60,3
Salamanca;37294;3729401001;2023;5;7,4;25,6;3,1;58,9
Salamanca;37294;3729401002;2021;4,2;6;26,5;4;59,4
Salamanca;37294;3729401002;2022;3,9;6,2;26,8;3;60,2
Salamanca;37294;3729401002;2023;4,1;5,5;27,7;2,8;60
Salamanca;37294;3729401003;2021;4,6;5;16,7;4,7;69
Salamanca;37294;3729401003;2022;4,9;4,8;17,3;2,9;70,1
Salamanca;37294;3729401003;2023;5;5,2;17,8;2,7;69,4
Salamanca;37294;3729401004;2021;3,8;8,9;19,8;4;63,6
Salamanca;37294;3729401004;2022;4,5;9,4;20,6;2;63,5
Salamanca;37294;3729401004;2023;4,4;9,1;20,7;2,1;63,7
Salamanca;37294;3729401005;2021;3,5;8,7;14;3,7;70,1
Salamanca;37294;3729401005;2022;3,5;9;17,2;2,1;68,3
Salamanca;37294;3729401005;2023;3,7;9;18,9;1,8;66,6
Salamanca;37294;3729401006;2021;4,6;8,5;16,5;3,9;66,6
Salamanca;37294;3729401006;2022;4,7;8,8;18;2,1;66,4
Salamanca;37294;3729401006;2023;4,7;8;18,7;2,1;66,5
Salamanca;37294;3729401007;2021;1,2;21,8;29,2;0,8;47,1
Salamanca;37294;3729401007;2022;1,6;20,7;30,6;0,5;46,6
Salamanca;37294;3729401007;2023;1,5;21,3;31;0,3;45,9
Salamanca;37294;3729401008;2021;1,6;10,5;12,2;2;73,7
Salamanca;37294;3729401008;2022;1,5;10,9;14,2;1,1;72,2
Salamanca;37294;3729401008;2023;2,2;12;15,4;1;69,5
Salamanca;37294;3729401009;2021;1,9;18,4;15,9;1,3;62,6
Salamanca;37294;3729401009;2022;2;18,1;17,6;0,7;61,6
Salamanca;37294;3729401009;2023;2,4;17,6;18,2;0,5;61,3
Salamanca;37294;3729401010;2021;3,7;8;19,2;2,6;66,5
Salamanca;37294;3729401010;2022;3,6;7,3;19,4;1,4;68,3
Salamanca;37294;3729401010;2023;3,9;7,1;19,3;1,4;68,4
Salamanca;37296;3729601001;2021;3,5;11,6;45,3;4;35,7
Salamanca;37296;3729601001;2022;4,2;11,4;46,5;2,7;35,2
Salamanca;37296;3729601001;2023;4,3;11,5;45,1;2,6;36,4
Salamanca;37297;3729701001;2021;7,7;17,2;24;4;47,2
Salamanca;37297;3729701001;2022;6,8;17,9;23,4;3,3;48,6
Salamanca;37297;3729701001;2023;7;17,6;25,1;2,4;48
Salamanca;37298;3729801001;2021;8,1;11,6;40,8;3,9;35,7
Salamanca;37298;3729801001;2022;6,7;10,9;40,4;2,4;39,6
Salamanca;37298;3729801001;2023;6,3;12,8;39,1;2,5;39,3
Salamanca;37299;3729901001;2021;4,7;15,7;34,6;4,6;40,4
Salamanca;37299;3729901001;2022;4,7;18,5;34,3;1,8;40,7
Salamanca;37299;3729901001;2023;5;18,3;32,5;1,3;42,9
Salamanca;37300;3730001001;2021;6,3;14,1;27,7;3,2;48,7
Salamanca;37300;3730001001;2022;6,1;14,2;27,8;2,1;49,8
Salamanca;37300;3730001001;2023;6,1;14,9;27,4;1,4;50,3
Salamanca;37301;3730101001;2021;4,8;10,2;33,9;1,9;49,3
Salamanca;37301;3730101001;2023;4,1;18,6;34,2;1,6;41,5
Salamanca;37302;3730201001;2021;9,3;6,7;35,4;1,7;47
Salamanca;37302;3730201001;2022;10;7,1;37;2,6;43,3
Salamanca;37302;3730201001;2023;9,7;8,2;35,2;2,6;44,4
Salamanca;37303;3730301001;2021;7,9;8,9;35,8;4,5;43
Salamanca;37303;3730301001;2022;7,1;10,4;35,3;2,8;44,4
Salamanca;37303;3730301001;2023;5,6;9,8;37,3;2,8;44,7
Salamanca;37304;3730401001;2021;3,3;21,8;38,2;2,2;34,4
Salamanca;37304;3730401001;2022;3,4;25,5;35,4;1,3;34,3
Salamanca;37304;3730401001;2023;3,6;25,4;36,1;1;33,9
Salamanca;37305;3730501001;2021;2;10,6;41,3;5,5;40,7
Salamanca;37305;3730501001;2022;2,4;10,2;42,4;3,1;42
Salamanca;37305;3730501001;2023;2,4;10,1;46,4;2,5;38,6
Salamanca;37306;3730601001;2021;5,6;19,8;33,9;1,8;38,9
Salamanca;37306;3730601001;2022;5,5;16,7;35,1;1,5;41,3
Salamanca;37306;3730601001;2023;3,9;29,4;28,1;0,7;38
Salamanca;37307;3730701001;2021;6,3;7,9;42,5;4,5;38,8
Salamanca;37307;3730701001;2022;6,8;7,7;44,5;2;39,1
Salamanca;37307;3730701001;2023;6,1;8,4;38,1;1,8;45,6
Salamanca;37310;3731001001;2021;4,9;14,9;24,6;1,6;54
Salamanca;37310;3731001001;2022;4,5;23,4;24,1;0,9;47,1
Salamanca;37311;3731101001;2021;7,1;14,3;40;2,4;36,2
Salamanca;37311;3731101001;2022;8,2;11,2;43;1,9;35,8
Salamanca;37311;3731101001;2023;7,2;16,2;42,2;1,4;33
Salamanca;37312;3731201001;2021;5;14,6;24,9;2,7;52,8
Salamanca;37312;3731201001;2022;5,1;15,5;25,7;2,9;50,8
Salamanca;37312;3731201001;2023;5,2;16;25,6;3;50,3
Salamanca;37313;3731301001;2021;3,7;8,4;33;4,5;50,5
Salamanca;37313;3731301001;2022;4,2;8,9;34,3;2,7;49,9
Salamanca;37313;3731301001;2023;3,9;9,3;34,1;2,6;50,1
Salamanca;37314;3731401001;2021;2,5;35,8;14,7;0,9;46,2
Salamanca;37314;3731401001;2022;3,1;38,9;13,3;0,6;44,2
Salamanca;37316;3731601001;2021;5,4;18,9;27,1;2,1;46,5
Salamanca;37316;3731601001;2022;5,7;18,8;28,2;1,6;45,7
Salamanca;37316;3731601001;2023;4,7;17,9;29,3;1,1;47,1
Salamanca;37317;3731701001;2021;4;24,3;27,7;2,1;41,9
Salamanca;37317;3731701001;2022;4,3;18,7;30,7;1,5;44,8
Salamanca;37317;3731701001;2023;4,9;20,4;30,9;2,6;41,3
Salamanca;37318;3731801001;2021;3,2;15,7;28,6;1,7;50,9
Salamanca;37318;3731801001;2022;3,7;14,5;29,8;0,8;51,2
Salamanca;37318;3731801001;2023;3,4;12,8;32,3;1,1;50,4
Salamanca;37321;3732101001;2021;6;15,1;36,7;0,4;41,8
Salamanca;37321;3732101001;2022;6,4;13,1;40,3;0,1;40,1
Salamanca;37321;3732101001;2023;6,4;15;40,1;0,2;38,3
