Provincia;CMuni;CUSEC;Periodo;Fuente_de_ingreso_otras_prestaciones;Fuente_de_ingreso_otros_ingresos;Fuente_de_ingreso_pensiones;Fuente_de_ingreso_prestaciones_por_desempleo;Fuente_de_ingreso_salario
Avila;05152;0515201001;2023;3,6;33,6;22,1;1,6;39,2
Avila;05156;0515601001;2021;3,6;5,1;19,4;4,3;67,6
Avila;05156;0515601001;2022;3,4;5,9;21,5;2,3;66,9
Avila;05156;0515601001;2023;4,4;5,5;20,1;2;68
Avila;05157;0515701001;2021;4,1;12,7;32,2;1,4;49,5
Avila;05157;0515701001;2022;4,5;12,5;31;1,2;50,8
Avila;05157;0515701001;2023;3,6;13,2;30,5;0,7;52
Avila;05158;0515801001;2021;5,2;16,5;41;3,2;34,2
Avila;05158;0515801001;2022;5,2;16,7;42,7;1,5;33,9
Avila;05158;0515801001;2023;5,6;18,1;42,4;1,2;32,7
Avila;05159;0515901001;2021;7,5;7,9;46,6;2,1;35,9
Avila;05159;0515901001;2022;7,4;7;47,8;0,8;37
Avila;05159;0515901001;2023;6,9;9,2;46,5;0,7;36,6
Avila;05160;0516001001;2021;2,6;8,5;39,2;2,6;47,1
Avila;05160;0516001001;2022;3,5;7,7;38,8;1,6;48,4
Avila;05160;0516001001;2023;3,2;9,7;38,6;1,6;46,9
Avila;05161;0516101001;2021;5,6;13,2;31,4;3;46,8
Avila;05161;0516101001;2022;5,9;13,4;30,8;2,3;47,6
Avila;05161;0516101001;2023;6,3;11,7;32,5;1,9;47,7
Avila;05163;0516301001;2021;4,9;16,1;31,9;4,2;43
Avila;05163;0516301001;2022;4,7;16;32;2,9;44,4
Avila;05163;0516301001;2023;5,1;15,9;31,1;2,8;45,1
Avila;05163;0516301002;2021;5,2;13,4;30,5;4,4;46,5
Avila;05163;0516301002;2022;6;13,6;32,9;2,8;44,7
Avila;05163;0516301002;2023;5,9;13,9;32,8;2,2;45,3
Avila;05165;0516501001;2021;3,9;15;23,2;3,9;54,1
Avila;05165;0516501001;2022;4,1;17,6;22,9;1,8;53,7
Avila;05165;0516501001;2023;4,3;16,8;23;1,7;54,2
Avila;05166;0516601001;2021;8,9;12,9;40;1,8;36,4
Avila;05166;0516601001;2022;7,4;13,8;38;0,8;40
Avila;05166;0516601001;2023;2,3;14,8;38,2;0,8;43,9
Avila;05167;0516701001;2021;4,8;9,7;22,9;3;59,6
Avila;05167;0516701001;2022;5;13,9;23,8;1,5;55,8
Avila;05167;0516701001;2023;4,2;14,1;26;1,8;54
Avila;05168;0516801001;2021;5,6;11,4;26,4;3,2;53,4
Avila;05168;0516801001;2022;5,6;12;25,4;2,1;54,9
Avila;05168;0516801001;2023;6,4;11,2;24;2;56,5
Avila;05168;0516801002;2021;6,2;15;19,7;3,9;55,3
Avila;05168;0516801002;2022;5,8;16,9;20,9;2,6;53,8
Avila;05168;0516801002;2023;6,9;16;21,7;2,3;53,2
Avila;05168;0516802001;2021;4,9;13,7;18,2;3,2;60
Avila;05168;0516802001;2022;4,9;12,9;18,7;1,8;61,8
Avila;05168;0516802001;2023;5,2;14,5;17,5;1,9;60,9
Avila;05168;0516802002;2021;5,4;11,6;26,8;3,9;52,3
Avila;05168;0516802002;2022;5,1;13,2;26,9;2,4;52,3
Avila;05168;0516802002;2023;5,5;11,7;27,1;2,2;53,5
Avila;05169;0516901001;2021;4,3;10,9;40,7;3,1;40,9
Avila;05169;0516901001;2022;4,4;8,6;41,4;2,2;43,4
Avila;05169;0516901001;2023;6;9,3;41;1,9;41,8
Avila;05172;0517201001;2021;5;14,1;24;5;52
Avila;05172;0517201001;2022;4,5;12,6;20,3;4,4;58,2
Avila;05172;0517201001;2023;4;14;20,2;3,4;58,3
Avila;05175;0517501001;2021;2,9;0,8;32;3,2;61,1
Avila;05175;0517501001;2022;2,8;16,5;31;1,2;48,5
Avila;05175;0517501001;2023;2;12;31,6;1;53,5
Avila;05176;0517601001;2021;5,5;8,4;30,8;2,6;52,8
Avila;05176;0517601001;2022;6,2;7,1;29,3;1,1;56,5
Avila;05176;0517601001;2023;5,9;7,3;29;1,7;56,2
Avila;05177;0517701001;2021;2,3;28,6;26,1;2;41
Avila;05177;0517701001;2022;2,5;23,5;26,3;1,5;46,3
Avila;05177;0517701001;2023;2,3;23,2;25,9;1,8;46,8
Avila;05178;0517801001;2021;2,6;24,8;24,4;2,1;46,2
Avila;05178;0517801001;2022;2,6;20,7;26,1;1,5;49,1
Avila;05178;0517801001;2023;2,9;19,9;25,4;1,7;50,1
Avila;05179;0517901001;2021;4,5;14,3;35,8;1,5;43,9
Avila;05179;0517901001;2022;4,3;18,6;35,4;0,4;41,4
Avila;05179;0517901001;2023;3,9;16,2;34,4;0,7;44,8
Avila;05182;0518201001;2021;4,8;12,9;35,5;3,9;43
Avila;05182;0518201001;2022;5,3;14,2;33,9;2,8;43,8
Avila;05182;0518201001;2023;5,8;13,7;34,3;2,7;43,5
Avila;05183;0518301001;2021;3,9;11,1;33;1,4;50,7
Avila;05183;0518301001;2022;4,5;11,2;35,4;1,5;47,5
Avila;05183;0518301001;2023;4,4;14,8;34,9;1,9;43,9
Avila;05184;0518401001;2021;4,4;15,8;25,5;2,2;52,2
Avila;05184;0518401001;2022;3,5;22;26,4;0,8;47,2
Avila;05184;0518401001;2023;4;20,3;24,6;1,5;49,6
Avila;05185;0518501001;2021;3,7;8;30,6;2,3;55,4
Avila;05185;0518501001;2022;5,3;4,3;36;1,9;52,5
Avila;05185;0518501001;2023;5,6;5,6;32,7;1,8;54,4
Avila;05186;0518601001;2021;4,5;14,9;31,9;2,7;46
Avila;05186;0518601001;2022;4,4;14,9;32,1;1,1;47,5
Avila;05186;0518601001;2023;4,1;15,4;31,6;1,1;47,8
Avila;05187;0518701001;2021;4,2;14,1;28,9;4,5;48,3
Avila;05187;0518701001;2022;4,5;13;28,1;3,2;51,1
Avila;05187;0518701001;2023;4,6;16;26,8;2,8;49,8
Avila;05187;0518702001;2021;5;13,1;29,9;5,6;46,6
Avila;05187;0518702001;2022;4,7;11,7;29,6;3,9;50,1
Avila;05187;0518702001;2023;4,9;10,7;28,8;3,6;52
Avila;05189;0518901001;2021;6,7;11,5;39,1;5,6;37
Avila;05189;0518901001;2022;6,6;10,4;36,9;4,2;41,8
Avila;05189;0518901001;2023;6,8;13,2;37;3,2;39,8
Avila;05191;0519101001;2021;6,1;11,3;33,1;1,2;48,4
Avila;05191;0519101001;2022;5,6;10,3;33,1;0,6;50,5
Avila;05191;0519101001;2023;4,8;11,9;28,5;0,7;54,1
Avila;05192;0519201001;2021;6,6;18,8;27,5;3,3;43,8
Avila;05192;0519201001;2022;7,8;24,2;31,3;2,1;34,7
Avila;05193;0519301001;2021;6,6;17,4;40,8;1,8;33,4
Avila;05193;0519301001;2022;6,5;16,8;40,5;1,5;34,7
Avila;05193;0519301001;2023;8,5;12,7;42,6;1,1;35,1
Avila;05194;0519401001;2021;6,2;22,5;35,6;1,6;34,2
Avila;05194;0519401001;2022;5,3;24,6;33,8;1,8;34,5
Avila;05194;0519401001;2023;5;25,8;33,3;2,3;33,6
Avila;05195;0519501001;2021;3,7;9,6;38;2,5;46,3
Avila;05195;0519501001;2022;4,2;9,8;41,1;1,4;43,6
Avila;05195;0519501001;2023;4;8,3;38,1;1,1;48,6
Avila;05197;0519701001;2021;2,9;11,6;27,3;2,7;55,5
Avila;05197;0519701001;2022;3,3;16,4;30,2;1,4;48,7
Avila;05197;0519701001;2023;3,7;20,1;26,7;1,2;48,4
Avila;05201;0520101001;2021;4,9;8,6;27,7;3,2;55,6
Avila;05201;0520101001;2022;4,7;10,1;26,9;2,3;56
Avila;05201;0520101001;2023;5,1;11,2;26,2;2,1;55,4
Avila;05204;0520401001;2021;4,3;13,6;28,6;2,8;50,7
Avila;05204;0520401001;2022;4;11;31,6;1,7;51,6
Avila;05204;0520401001;2023;4,9;10;29,4;1,9;53,8
Avila;05207;0520701001;2021;4,6;10,7;41,1;4;39,6
Avila;05207;0520701001;2022;4,4;11,6;42,9;2,7;38,4
Avila;05207;0520701001;2023;4,5;11,1;43,1;2,3;39
Avila;05211;0521101001;2021;4,9;11,8;32,9;5,6;44,9
Avila;05211;0521101001;2022;4,3;9,4;33,3;2,8;50,2
Avila;05211;0521101001;2023;4,5;12,5;32,7;2,6;47,7
Avila;05212;0521201001;2021;7;10,2;33,5;2,6;46,7
Avila;05212;0521201001;2022;6,9;14,6;35,7;1,7;41,1
Avila;05212;0521201001;2023;7,3;15;36,4;1,4;40
Avila;05215;0521501001;2021;4;17,4;25,3;2,1;51,2
Avila;05215;0521501001;2022;2,9;16,6;32,1;1;47,4
Avila;05215;0521501001;2023;3,6;17,4;30,3;0,9;47,8
Avila;05216;0521601001;2021;4,6;23,8;25;2,9;43,7
Avila;05216;0521601001;2022;3,8;25,4;25,4;1,5;44
Avila;05216;0521601001;2023;3,7;23,8;25,5;1,6;45,3
Avila;05218;0521801001;2021;11,8;22,6;39,7;1,3;24,7
Avila;05218;0521801001;2022;9,3;17,6;41,1;2,6;29,4
Avila;05218;0521801001;2023;8,1;22,5;37,6;1;30,7
Avila;05220;0522001001;2021;3,6;18,1;25;3,6;49,7
Avila;05220;0522001001;2022;4,2;8,6;27,4;4;55,8
Avila;05220;0522001001;2023;4,7;14,6;25,2;2,8;52,8
Avila;05221;0522101001;2021;6,1;2,7;37,6;4,4;49,3
Avila;05221;0522101001;2022;6,4;3,1;36,8;3,4;50,4
Avila;05221;0522101001;2023;6,4;4,8;37,7;2,1;48,9
Avila;05222;0522201001;2021;4,2;10,1;30,6;2,6;52,6
Avila;05222;0522201001;2022;5,9;11,9;35,1;1,3;45,8
Avila;05222;0522201001;2023;5,6;14,2;36,4;1,8;42,1
Avila;05224;0522401001;2021;3,6;24,5;24,7;1;46,4
Avila;05224;0522401001;2022;4,1;25,5;23,6;0,7;46,1
Avila;05224;0522401001;2023;3,8;28,9;22,6;1;43,7
Avila;05225;0522501001;2021;3,9;22,3;29,2;3,2;41,4
Avila;05225;0522501001;2022;3,9;23,2;28,9;1,2;42,9
Avila;05225;0522501001;2023;3,9;22;28,8;1,1;44,3
Avila;05227;0522701001;2021;5,9;8,7;27;4,3;54,1
Avila;05227;0522701001;2022;6,5;9,3;27;3,1;54,1
Avila;05227;0522701001;2023;6,7;9,8;23,9;3,7;55,9
Avila;05228;0522801001;2021;5;12,4;41,9;2,3;38,4
Avila;05228;0522801001;2022;4,8;12,5;41,6;1,3;39,8
Avila;05228;0522801001;2023;5,1;13,3;40,9;1,7;39,1
Avila;05231;0523101001;2021;3,7;26,7;31,9;2,5;35,2
Avila;05231;0523101001;2022;4,1;30;24,3;1,8;39,9
Avila;05231;0523101001;2023;4,6;26,2;24,8;2,3;42,1
Avila;05232;0523201001;2021;6,2;6,9;29,2;2,4;55,3
Avila;05232;0523201001;2022;5,5;7,3;30,5;2;54,8
Avila;05232;0523201001;2023;9,6;6,5;27,7;2,6;53,6
Avila;05233;0523301001;2021;4,7;26,8;29,4;2,4;36,7
Avila;05233;0523301001;2022;4,5;16,2;32,8;2,1;44,4
Avila;05233;0523301001;2023;5,2;17,7;33,5;1,6;42
Avila;05235;0523501001;2021;2;19;21;4,1;53,9
Avila;05235;0523501001;2022;2,7;17,3;22,9;1,7;55,4
Avila;05235;0523501001;2023;3,3;14,7;23,4;0,7;58
Avila;05236;0523601001;2021;3,7;9,6;38;3,9;44,9
Avila;05236;0523601001;2022;3,1;12,9;46,4;2,6;35,1
Avila;05236;0523601001;2023;3,9;14,9;39,3;3,1;38,8
Avila;05237;0523701001;2021;5,8;26,6;29,6;1,5;36,5
Avila;05237;0523701001;2022;6,4;21,2;31,2;1,3;39,9
Avila;05237;0523701001;2023;5,6;25,3;31,2;1,6;36,3
Avila;05238;0523801001;2021;5,8;8,5;27,6;3,4;54,8
Avila;05238;0523801001;2022;5,8;9;28,7;1,6;54,9
Avila;05238;0523801001;2023;6,2;9,8;28,2;1,5;54,4
Avila;05239;0523901001;2021;3,1;11,5;26,4;3,8;55,3
Avila;05239;0523901001;2022;3,4;11,1;26,9;2;56,5
Avila;05239;0523901001;2023;3,2;12;22;1,6;61,2
Avila;05240;0524001001;2021;6,6;13,2;22,8;3,7;53,7
Avila;05240;0524001001;2022;6,9;13,6;22,9;2,8;53,8
Avila;05240;0524001001;2023;7,3;13,5;22,1;2,6;54,6
Avila;05240;0524002001;2021;5,8;10,6;25,9;4,6;53,2
Avila;05240;0524002001;2022;6,4;11;25,7;2,5;54,4
Avila;05240;0524002001;2023;6,7;11,3;24,7;2,6;54,7
Avila;05241;0524101001;2021;5,3;11,3;25,4;3,8;54,3
Avila;05241;0524101001;2022;6;9,5;26,3;2,9;55,2
Avila;05241;0524101001;2023;6,4;10,2;25,8;3;54,5
Avila;05241;0524101002;2021;6,2;7,3;27,2;4,5;54,8
Avila;05241;0524101002;2022;6,3;7,8;26,7;2,9;56,4
Avila;05241;0524101002;2023;7,1;8,8;26,5;3;54,6
Avila;05242;0524201001;2021;5,4;12,8;22,7;4,8;54,3
Avila;05242;0524201001;2022;4,9;13,9;22,6;3,5;55
Avila;05242;0524201001;2023;5,5;12,7;22,8;3;56,1
Avila;05245;0524501001;2021;4,7;8,4;20,6;3,2;63,3
Avila;05245;0524501001;2022;4,2;9;21,2;1,8;63,8
Avila;05245;0524501001;2023;4;6,5;20,2;1,9;67,4
Avila;05247;0524701001;2021;5;13,6;41,9;3,2;36,4
Avila;05247;0524701001;2022;5,1;15;41,8;1,7;36,4
Avila;05247;0524701001;2023;5,7;17,3;39,6;1,5;36
Avila;05249;0524901001;2022;3,8;8,5;31;3,6;53,2
Avila;05249;0524901001;2023;4,6;10,6;31,5;5,2;48,1
Avila;05254;0525401001;2021;6,9;20,2;26,2;4,3;42,4
Avila;05254;0525401001;2022;6,9;18,9;26,1;2;46,1
Avila;05254;0525401001;2023;6,5;13,7;28,8;1,7;49,3
Avila;05256;0525601001;2021;4;19,2;27,5;2,7;46,6
Avila;05256;0525601001;2022;4,2;22,6;27,6;1,4;44,2
Avila;05257;0525701001;2021;5,9;18;20,7;3,9;51,6
Avila;05257;0525701001;2022;4,3;31,7;21,3;2;40,7
Avila;05257;0525701001;2023;5,7;23,6;21,6;1,8;47,4
Avila;05258;0525801001;2021;5,8;6,9;34;2,8;50,5
Avila;05258;0525801001;2022;3,6;5,9;32,8;1,8;55,9
Avila;05258;0525801001;2023;4,5;5,8;34,1;1,9;53,8
Avila;05259;0525901001;2021;5,1;13,9;26,6;2,4;51,9
Avila;05260;0526001001;2021;1,8;20,4;28,6;3,4;45,9
Avila;05260;0526001001;2022;2;19,1;26,3;1,6;51,2
Avila;05260;0526001001;2023;2;20,3;25,7;1;50,9
Avila;05262;0526201001;2021;3,2;8,3;35,8;4,1;48,6
Avila;05262;0526201001;2022;3,4;10,9;39,5;3;43,3
Avila;05262;0526201001;2023;2,7;14,2;38,4;2,9;42
Avila;05263;0526301001;2021;3,5;16,5;42,6;3,7;33,7
Avila;05263;0526301001;2022;2,4;16,8;43,6;1,1;36,2
Avila;05263;0526301001;2023;2,8;16,3;43,8;1,6;35,5
Avila;05901;0590101001;2021;3,7;13,3;28,2;3,3;51,6
Avila;05901;0590101001;2022;3,2;15;29,3;1,6;51
Avila;05901;0590101001;2023;3,1;14,5;30,9;1,4;50,1
Avila;05902;0590201001;2021;2,7;15,1;26,9;3,2;52
Avila;05902;0590201001;2022;2,5;19,4;25,9;1,5;50,8
Avila;05902;0590201001;2023;3,1;22,3;25,5;1,1;48
Avila;05903;0590301001;2021;6,4;9,7;39,1;2,9;41,9
Avila;05903;0590301001;2022;4,7;8,9;42;2,3;42,1
Avila;05903;0590301001;2023;3,9;9,5;45,9;2,1;38,6
Avila;05904;0590401001;2021;4,7;11,6;32,9;3,6;47,2
Avila;05904;0590401001;2022;4,8;11,5;34,5;3;46,2
Avila;05904;0590401001;2023;4,6;11,2;35,8;3;45,4
Avila;05905;0590501001;2021;3,4;15,8;29,1;2,8;49
Avila;05905;0590501001;2022;3,9;17,5;31,9;1,4;45,2
Avila;05905;0590501001;2023;4,4;18,4;32,5;1,6;43,1
Burgos;09003;0900301001;2021;5,2;14;32,6;4,4;43,9
Burgos;09003;0900301001;2022;4,4;13,9;31,2;2,6;47,8
Burgos;09003;0900301001;2023;3,9;14,3;29,8;2,6;49,5
Burgos;09009;0900901001;2021;2;10,6;15,7;3;68,7
Burgos;09009;0900901001;2022;2,7;9,9;14,7;2,1;70,6
Burgos;09009;0900901001;2023;2,2;15,1;13;1,1;68,6
Burgos;09012;0901201001;2021;6,4;15,3;24,9;0,9;52,4
Burgos;09012;0901201001;2023;7,1;13,4;32,8;0,8;45,9
Burgos;09014;0901401001;2021;3,8;24,1;27;2,4;42,6
Burgos;09014;0901401001;2022;4;12,7;35,3;2;46
Burgos;09014;0901401001;2023;4,2;11,1;36;1,7;47,1
Burgos;09016;0901601001;2021;5;12,8;17,9;2,6;61,7
Burgos;09016;0901601001;2022;5,7;10,3;21,9;1,2;60,9
Burgos;09016;0901601001;2023;5,3;11,8;18,9;0,9;63,1
Burgos;09017;0901701001;2021;3,7;32,2;28,5;1,5;34,1
Burgos;09017;0901701001;2022;3,4;25,2;34;2,9;34,6
Burgos;09017;0901701001;2023;3,4;32,2;29,9;1,5;32,9
Burgos;09018;0901801001;2021;2,5;8,8;10,9;2;75,9
Burgos;09018;0901801001;2022;1,9;9,1;11,1;1,1;76,8
Burgos;09018;0901801001;2023;1,9;8,4;11,4;1,4;77
Burgos;09018;0901801002;2021;3,6;9,1;21,6;2,3;63,3
Burgos;09018;0901801002;2022;3,4;8,7;20,1;1,1;66,7
Burgos;09018;0901801002;2023;3,4;9,9;18,5;1,4;66,8
Burgos;09018;0901801003;2021;2,5;8,9;36,5;2,6;49,4
Burgos;09018;0901801003;2022;2,3;13,7;35,5;1,9;46,6
Burgos;09018;0901801003;2023;2,8;9;35,4;1,6;51,2
Burgos;09018;0901801004;2021;2,8;5,8;38,5;2,5;50,4
Burgos;09018;0901801004;2022;2,7;5,2;39,3;1,3;51,5
Burgos;09018;0901801004;2023;2,9;5,7;38,5;1,6;51,3
Burgos;09018;0901801005;2021;4,4;6,7;21,9;3,4;63,5
Burgos;09018;0901801005;2022;4,4;8;24;2,1;61,5
Burgos;09018;0901801005;2023;5;8,6;24,1;2;60,3
Burgos;09018;0901801006;2021;5,8;4,9;21,6;3,3;64,4
Burgos;09018;0901801006;2022;5,8;4,9;22,2;2,1;64,9
Burgos;09018;0901801006;2023;6,2;5,2;22,7;1,5;64,4
Burgos;09018;0901801007;2021;2,5;8,5;24;2,2;62,9
Burgos;09018;0901801007;2022;2,9;8,8;25;1,3;62
Burgos;09018;0901801007;2023;3;9,3;25,8;1,1;60,9
Burgos;09018;0901801008;2021;2,3;11,9;28,9;2;54,9
Burgos;09018;0901801008;2022;2,5;14,3;28,2;1,2;53,8
Burgos;09018;0901801008;2023;2,9;12,5;28,9;1,4;54,3
Burgos;09018;0901801009;2021;2,8;8,7;19,9;2,2;66,4
Burgos;09018;0901801009;2022;3,1;8,4;20,5;1,5;66,4
Burgos;09018;0901801009;2023;2,9;9,3;21,8;1,3;64,6
Burgos;09018;0901802001;2021;2;19,8;20,7;2,2;55,3
Burgos;09018;0901802001;2022;2,3;19;20,8;1,3;56,6
Burgos;09018;0901802001;2023;2,7;16,8;21,4;1,2;57,9
Burgos;09018;0901802002;2021;2,9;12,4;26,1;3,2;55,4
Burgos;09018;0901802002;2022;3,1;12,9;25,4;1,8;56,9
Burgos;09018;0901802002;2023;3,6;12,8;25,2;1,4;57
Burgos;09018;0901802003;2021;2,1;26,4;25,6;2;44
Burgos;09018;0901802003;2022;2;24,5;25,5;1;47
Burgos;09018;0901802003;2023;1,8;24,9;25,4;1,1;46,8
Burgos;09018;0901802004;2021;3,3;12,6;22,5;2,9;58,7
Burgos;09018;0901802004;2022;3,1;11,6;22,8;1,7;60,9
Burgos;09018;0901802004;2023;3,4;12,2;21,4;1,5;61,5
Burgos;09018;0901802005;2021;3,2;7,2;20,6;2,4;66,6
Burgos;09018;0901802005;2022;2,7;7,2;19,2;1,3;69,6
Burgos;09018;0901802005;2023;3,4;8,2;17,8;1,2;69,5
Burgos;09018;0901803001;2021;4,3;6,6;29,4;4,3;55,5
Burgos;09018;0901803001;2022;4,5;6,7;28,5;2,2;58
Burgos;09018;0901803001;2023;4,7;6,7;28,2;2,5;57,9
Burgos;09018;0901803002;2021;5,5;6,7;32,8;4,6;50,4
Burgos;09018;0901803002;2022;5,8;6,3;32,4;2,5;53,1
Burgos;09018;0901803002;2023;5;7,5;29,7;2,5;55,3
Burgos;09018;0901803003;2021;5,1;6,6;31,3;3,8;53,3
Burgos;09018;0901803003;2022;4,7;5,8;29,1;2,1;58,2
Burgos;09018;0901803003;2023;5,6;5,5;29,2;2,5;57,3
Burgos;09018;0901803004;2021;2,9;9,3;22,1;2,6;63,1
Burgos;09018;0901803004;2022;3,6;9,1;21,7;1,3;64,4
Burgos;09018;0901803004;2023;3,8;8,9;22,1;1,4;63,9
Burgos;09018;0901803005;2021;2,6;12,7;17,5;2,1;65,2
Burgos;09018;0901803005;2022;2,8;12,5;18,5;1,2;65,1
Burgos;09018;0901803005;2023;2,4;13,7;17,5;0,9;65,5
Burgos;09018;0901803006;2021;3,5;8,6;37,3;2,6;48
Burgos;09018;0901803006;2022;4;7,8;36,8;1,7;49,8
Burgos;09018;0901803006;2023;4,6;8,2;36,2;1,9;49,2
Burgos;09018;0901803007;2021;4,1;4,6;36,7;2,5;52,1
Burgos;09018;0901803007;2022;4,4;4,2;37,3;1,6;52,5
Burgos;09018;0901803007;2023;4,4;3,4;37,5;2;52,8
Burgos;09018;0901803008;2021;3,3;9;26,3;2,4;59
Burgos;09018;0901803008;2022;4;7,5;28,2;1,2;59
Burgos;09018;0901803008;2023;3,7;7,8;25,8;1;61,7
Burgos;09019;0901901001;2021;5,6;23,7;33;1,9;35,9
Burgos;09019;0901901001;2022;4,5;17,9;33,3;0,8;43,5
Burgos;09019;0901901001;2023;4,6;18,8;33;1,2;42,4
Burgos;09020;0902001001;2021;4,6;12,5;27,8;2,7;52,5
Burgos;09020;0902001001;2022;3,2;15,9;28,1;2,5;50,4
Burgos;09020;0902001001;2023;2,8;12;28,7;2,2;54,3
Burgos;09023;0902301001;2021;3,4;9,3;8,7;2,7;76
Burgos;09023;0902301001;2022;3,6;9,7;8,8;1,6;76,3
Burgos;09023;0902301001;2023;3,4;9,6;8,2;1,5;77,4
Burgos;09024;0902401001;2021;4,8;27,1;25,1;1,9;41,1
Burgos;09024;0902401001;2022;6;18,4;28,5;1,4;45,8
Burgos;09024;0902401001;2023;6,8;17,8;28,3;1,5;45,6
Burgos;09025;0902501001;2021;3,1;8,4;45,4;3,2;40
Burgos;09025;0902501001;2022;2,2;10,5;49,1;1,6;36,6
Burgos;09025;0902501001;2023;2,3;8,4;44,3;2,6;42,5
Burgos;09026;0902601001;2021;3,5;13,6;34;1,6;47,3
Burgos;09026;0902601001;2022;3,4;13,2;34,4;1,1;47,9
Burgos;09026;0902601001;2023;4;14,2;34,8;1,3;45,6
Burgos;09029;0902901001;2021;3,3;17,6;29;3,7;46,5
Burgos;09029;0902901001;2022;3,7;13,7;29,2;1,7;51,7
Burgos;09029;0902901001;2023;4,9;14,1;28;1,4;51,6
Burgos;09030;0903001001;2021;2;12,7;36;2,3;47,1
Burgos;09030;0903001001;2022;2,5;6;35,2;1,9;54,5
Burgos;09030;0903001001;2023;4,3;6,4;32,4;0,8;56
Burgos;09032;0903201001;2022;2,7;17,3;26,9;1,3;51,8
Burgos;09034;0903401001;2021;3,8;23,5;24,2;1,8;46,8
Burgos;09034;0903401001;2022;3,6;22,2;27,5;1,3;45,5
Burgos;09034;0903401001;2023;3,6;21,9;27,8;1,3;45,4
Burgos;09035;0903501001;2021;4,9;13,3;33,4;2,9;45,5
Burgos;09035;0903501001;2022;5,5;9,7;35,3;1,9;47,7
Burgos;09035;0903501001;2023;4;8,9;35,1;2,7;49,4
Burgos;09037;0903701001;2021;7,2;8,3;37;2,3;45,2
Burgos;09037;0903701001;2022;6,9;11,9;36,3;2;42,9
Burgos;09037;0903701001;2023;7,1;9,5;37,1;1,3;45
Burgos;09038;0903801001;2021;2,5;28,6;29,8;2,1;37
Burgos;09038;0903801001;2022;2,5;28,9;30,5;1,5;36,6
Burgos;09038;0903801001;2023;2,3;30,4;30,1;0,9;36,3
Burgos;09043;0904301001;2021;2;26,4;24,1;2,2;45,3
Burgos;09043;0904301001;2022;2;21;26,8;3;47,3
Burgos;09043;0904301001;2023;1,8;20,9;27,3;2,5;47,6
Burgos;09045;0904501001;2021;3,8;20,6;28,2;1,9;45,6
Burgos;09045;0904501001;2022;3,6;17,9;29,5;1,8;47,3
Burgos;09045;0904501001;2023;4,1;18,2;27,6;1,3;48,8
Burgos;09048;0904801001;2021;4;15,1;25,1;3,3;52,5
Burgos;09048;0904801001;2022;4;13,8;25,5;1,7;55
Burgos;09048;0904801001;2023;4,2;13,4;26,1;1,9;54,5
Burgos;09048;0904801002;2021;3,9;15,9;25,2;3,5;51,5
Burgos;09048;0904801002;2022;4,4;14,3;25,4;2,2;53,7
Burgos;09048;0904801002;2023;5,3;12,7;26,2;1,6;54,3
Burgos;09051;0905101001;2021;3;12,1;30,2;1,8;53
Burgos;09051;0905101001;2022;3,1;14,5;32,3;1,1;49
Burgos;09051;0905101001;2023;3,6;16,6;28;1,4;50,5
Burgos;09054;0905401001;2022;4,8;19,2;33,9;1,7;40,4
Burgos;09054;0905401001;2023;3,9;13,9;38,8;1,2;42,3
Burgos;09056;0905601001;2021;4;13;20,9;3,2;59,1
Burgos;09056;0905601001;2022;4,3;13,3;21,6;2,8;58
Burgos;09056;0905601001;2023;4,1;13,7;21,3;2,6;58,3
Burgos;09056;0905601002;2021;3,5;14,9;24;3,3;54,3
Burgos;09056;0905601002;2022;3,8;14,5;25,8;2,7;53,3
Burgos;09056;0905601002;2023;3,8;14,3;25,3;2,2;54,5
Burgos;09056;0905601003;2021;4,2;10,6;25,3;4,2;55,8
Burgos;09056;0905601003;2022;4,3;11,2;26,8;3,7;54,1
Burgos;09056;0905601003;2023;4,5;8,8;26,9;3,5;56,5
Burgos;09056;0905601004;2021;2,9;11,8;17,4;3,5;64,4
Burgos;09056;0905601004;2022;3,3;11,8;18,7;2,8;63,4
Burgos;09056;0905601004;2023;3;13,3;16,9;2;64,8
Burgos;09057;0905701001;2021;2,6;13,6;15,5;2,4;65,9
Burgos;09057;0905701001;2022;1,5;10,9;19,8;1,5;66,3
Burgos;09057;0905701001;2023;1,3;12,8;23;1,1;61,8
Burgos;09058;0905801001;2021;2,6;7,4;14,2;3;72,9
Burgos;09058;0905801001;2022;2,7;7,5;12,6;1,4;75,8
Burgos;09058;0905801001;2023;2,4;7,6;13,1;1,7;75,3
Burgos;09059;0905901001;2021;2,3;41,5;14,7;2,1;39,4
Burgos;09059;0905901001;2022;2,9;19,1;20;1,6;56,4
Burgos;09059;0905901001;2023;3,4;17,9;19;1,7;58,1
Burgos;09059;0905901002;2021;2,9;17,1;20,9;2,8;56,4
Burgos;09059;0905901002;2022;3;18,6;20,5;1,6;56,3
Burgos;09059;0905901002;2023;3,6;20,7;19,2;1,6;54,9
Burgos;09059;0905902001;2021;3,2;17,8;17,4;2;59,5
Burgos;09059;0905902001;2022;2,5;29,1;16,9;1,2;50,4
Burgos;09059;0905902001;2023;2,7;27,2;15;1;54,2
Burgos;09059;0905902002;2021;1,4;25,6;25,2;1,5;46,3
Burgos;09059;0905902002;2022;1,5;26,3;27,5;0,7;44,1
Burgos;09059;0905902002;2023;1,7;30,9;24,8;0,9;41,7
