CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;viviendas_pre2000;viviendas_reformadas_2000;pct_reformado_2000;Seccion_id
4706001001;252;243,361;1959;0,020;0,610;235;44;18,720;2670
4706101001;254;221,012;1953;0,020;0,620;235;31;13,190;2671
4706201001;170;235,659;1915;0,030;0,600;161;24;14,910;2672
4706301001;89;209,202;1961;0,030;0,560;78;10;12,820;2673
4706401001;46;309,348;1886;0,030;0,580;41;14;34,150;2674
4706501001;599;196,706;1960;0,020;0,670;526;99;18,820;2675
4706601001;1103;180,913;2001;0,020;0,570;472;47;9,960;2676
4706701001;107;246,187;1942;0,020;0,620;103;16;15,530;2677
4706801001;52;309,481;1936;0,020;0,530;42;26;61,900;2678
4706901001;87;201,701;1976;0,020;0,670;79;4;5,060;2679
4707001001;75;300,667;1903;0,020;0,460;72;40;55,560;2680
4707101001;219;250,553;1963;0,030;0,540;168;15;8,930;2681
4707301001;137;334,781;1924;0,030;0,470;123;50;40,650;2682
4707401001;228;188,737;1965;0,020;0,520;172;26;15,120;2683
4707501001;595;166,652;1982;0,010;0,710;492;17;3,460;2684
4707501002;900;211,082;1984;0,010;0,560;653;21;3,220;2685
4707502001;728;164,955;1978;0,010;0,630;619;13;2,100;2686
4707502002;972;186,475;1991;0,010;0,550;596;20;3,360;2687
4707601001;827;123,963;1993;0,010;0,650;420;4;0,950;2688
4707601002;819;128,719;1988;0,010;0,570;667;9;1,350;2689
4707601003;982;132,679;1998;0,010;0,460;572;9;1,570;2690
4707601004;480;102,150;1980;0,000;0,070;480;0;0,000;2691
4707601005;673;103,793;1981;0,000;0,070;673;0;0,000;2692
4707601006;721;192,341;1993;0,010;0,330;510;4;0,780;2693
4707601007;517;177,420;1994;0,000;0,360;509;0;0,000;2694
4707601008;426;159,819;1999;0,000;0,180;401;0;0,000;2695
4707601009;473;200,805;1993;0,010;0,460;250;14;5,600;2696
4707601010;496;230,375;1988;0,010;0,440;298;21;7,050;2697
4707601011;336;103,179;1983;0,000;0,040;336;0;0,000;2698
4707601012;343;146,163;1998;0,000;0,130;343;0;0,000;2699
4707601013;363;159,066;1999;0,000;0,250;239;0;0,000;2700
4707601014;530;116,911;2002;0,000;0,230;80;0;0,000;2701
4707601015;450;131,936;1988;0,010;0,490;275;9;3,270;2702
4707601016;359;292,975;2009;0,000;0,370;18;0;0,000;2703
4707601017;708;167,452;2000;0,010;0,380;220;34;15,450;2704
4707601018;452;147,611;2000;0,000;0,090;180;0;0,000;2705
4707701001;207;259,251;1941;0,020;0,540;201;41;20,400;2706
4707801001;121;261,050;1920;0,030;0,610;107;26;24,300;2707
4707901001;47;288,043;1914;0,020;0,600;44;26;59,090;2708
4708001001;49;208,939;1948;0,020;0,420;45;14;31,110;2709
4708101001;38;281,053;1953;0,030;0,630;30;2;6,670;2710
4708201001;674;211,932;1970;0,030;0,630;539;58;10,760;2711
4708301001;57;325,456;1951;0,020;0,480;52;5;9,620;2712
4708401001;944;206,365;1956;0,030;0,660;819;86;10,500;2713
4708501001;446;143,038;1973;0,010;0,750;411;11;2,680;2714
4708501002;1079;125,005;1991;0,010;0,460;732;26;3,550;2715
4708501003;1124;146,317;1985;0,010;0,480;693;53;7,650;2716
4708501004;850;124,652;1976;0,010;0,630;800;7;0,880;2717
4708501005;815;137,169;1991;0,010;0,590;408;25;6,130;2718
4708501006;633;179,929;1988;0,010;0,500;457;20;4,380;2719
4708502001;670;131,839;1981;0,010;0,540;531;22;4,140;2720
4708502002;844;126,861;1978;0,010;0,750;691;21;3,040;2721
4708502003;567;129,351;1984;0,010;0,590;435;10;2,300;2722
4708502004;617;125,562;1989;0,010;0,440;376;28;7,450;2723
4708503001;751;122,956;1966;0,010;0,730;691;66;9,550;2724
4708503002;459;94,575;1973;0,010;0,650;459;1;0,220;2725
4708503003;981;111,492;1988;0,010;0,520;561;31;5,530;2726
4708503004;842;131,165;1984;0,010;0,650;538;40;7,430;2727
4708601001;457;156,442;1966;0,020;0,930;417;29;6,950;2728
4708601002;693;150,450;1983;0,020;0,730;471;19;4,030;2729
4708602001;538;166,743;1971;0,030;0,770;330;28;8,480;2730
4708602002;931;155,585;1981;0,020;0,580;729;32;4,390;2731
4708701001;298;230,698;1961;0,020;0,530;252;16;6,350;2732
4708801001;193;242,565;1917;0,040;0,610;168;41;24,400;2733
4708901001;208;254,433;1897;0,030;0,600;190;45;23,680;2734
4709001001;949;182,437;1993;0,020;0,640;603;32;5,310;2735
4709001002;924;197,974;1992;0,020;0,530;601;53;8,820;2736
4709101001;91;236,802;1917;0,030;0,660;82;15;18,290;2737
4709201001;113;300,018;1956;0,020;0,610;105;28;26,670;2738
4709301001;750;184,732;1960;0,030;0,600;615;88;14,310;2739
4709401001;116;320,267;1922;0,020;0,530;114;21;18,420;2740
4709501001;38;208,579;1981;0,020;0,710;12;2;16,670;2741
4709601001;130;268,369;1904;0,040;0,590;115;14;12,170;2742
4709701001;282;268,348;1929;0,020;0,680;247;20;8,100;2743
4709801001;439;220,428;1975;0,020;0,600;286;34;11,890;2744
4709901001;110;253,127;1935;0,030;0,640;94;7;7,450;2745
4710001001;150;235,107;1933;0,030;0,730;143;25;17,480;2746
4710101001;611;189,714;1949;0,020;0,690;503;70;13,920;2747
4710101002;836;203,642;1950;0,020;0,650;705;117;16,600;2748
4710201001;215;214,772;1956;0,030;0,630;190;19;10,000;2749
4710301001;238;204,252;1967;0,030;0,540;189;47;24,870;2750
4710401001;393;179,972;1975;0,020;0,700;322;66;20,500;2751
4710401002;734;160,153;1985;0,020;0,630;444;57;12,840;2752
4710402001;590;151,593;1983;0,010;0,730;396;69;17,420;2753
4710402002;448;174,670;1982;0,020;0,650;295;56;18,980;2754
4710501001;141;223,433;1964;0,030;0,660;115;21;18,260;2755
4710601001;69;224,884;1932;0,020;0,450;60;15;25,000;2756
4710901001;175;279,240;1913;0,030;0,610;166;35;21,080;2757
4711001001;336;228,738;1962;0,020;0,590;304;69;22,700;2758
4711101001;601;259,181;1985;0,020;0,510;460;106;23,040;2759
4711201001;963;190,975;1978;0,020;0,560;750;93;12,400;2760
4711201002;776;196,865;1985;0,010;0,520;574;83;14,460;2761
4711301001;131;293,275;1938;0,020;0,690;124;5;4,030;2762
4711401001;1134;153,735;1986;0,010;0,570;803;75;9,340;2763
4711401002;857;166,623;1979;0,020;0,720;607;80;13,180;2764
4711402001;902;184,462;1971;0,020;0,660;675;161;23,850;2765
4711402002;418;184,761;1980;0,020;0,570;342;32;9,360;2766
4711501001;233;249,708;1926;0,030;0,620;206;79;38,350;2767
4711601001;359;207,217;1978;0,020;0,570;297;107;36,030;2768
4711701001;217;227,276;1937;0,030;0,590;183;47;25,680;2769
4711801001;144;207,514;1967;0,020;0,500;128;39;30,470;2770
4711901001;140;213,200;1936;0,020;0,550;135;37;27,410;2771
4712101001;456;232,768;1956;0,020;0,590;410;59;14,390;2772
4712201001;506;215,907;1969;0,020;0,590;419;29;6,920;2773
4712202001;992;210,042;1976;0,020;0,660;703;53;7,540;2774
4712301001;299;223,920;1966;0,030;0,540;211;51;24,170;2775
4712401001;371;231,235;1949;0,030;0,710;294;61;20,750;2776
4712501001;62;299,468;1901;0,030;0,630;57;11;19,300;2777
4712601001;29;361,862;1926;0,020;0,570;27;13;48,150;2778
4712701001;205;201,029;1919;0,020;0,580;190;39;20,530;2779
4712801001;39;330,667;1880;0,030;0,560;38;6;15,790;2780
4712901001;669;180,040;1979;0,020;0,580;553;116;20,980;2781
4713001001;87;229,092;1906;0,020;0,520;82;4;4,880;2782
4713101001;253;193,561;1964;0,030;0,590;208;52;25,000;2783
4713201001;32;247,781;1924;0,030;0,580;25;5;20,000;2784
4713301001;837;183,393;1991;0,020;0,540;367;42;11,440;2785
4713301002;821;206,076;2005;0,000;0,270;95;0;0,000;2786
4713401001;183;292,508;1929;0,030;0,560;171;21;12,280;2787
4713501001;39;272,308;1962;0,020;0,730;37;10;27,030;2788
4713701001;38;174,474;1975;0,020;0,460;34;9;26,470;2789
4713801001;160;232,588;1920;0,030;0,630;140;28;20,000;2790
4713901001;787;230,825;1953;0,030;0,600;688;128;18,600;2791
4714001001;117;271,291;1921;0,030;0,540;108;36;33,330;2792
4714101001;100;268,640;1937;0,030;0,610;92;32;34,780;2793
4714201001;146;244,829;1892;0,030;0,730;136;17;12,500;2794
4714301001;121;210,017;1919;0,020;0,560;114;31;27,190;2795
4714401001;67;279,791;1914;0,030;0,550;61;9;14,750;2796
4714501001;617;224,297;1960;0,020;0,530;505;137;27,130;2797
4714601001;218;172,862;1986;0,020;0,610;105;35;33,330;2798
4714701001;79;245,152;1953;0,020;0,530;77;18;23,380;2799
4714801001;397;216,111;1985;0,020;0,600;348;40;11,490;2800
4714901001;26;258,000;1903;0,020;0,720;24;0;0,000;2801
4715001001;360;218,244;1959;0,020;0,630;349;36;10,320;2802
4715101001;25;345,720;1920;0,020;0,740;24;1;4,170;2803
4715201001;100;247,580;1966;0,020;0,690;96;12;12,500;2804
4715301001;172;277,023;1892;0,030;0,570;161;28;17,390;2805
4715401001;173;214,520;1967;0,030;0,540;145;38;26,210;2806
4715501001;1176;147,401;1999;0,010;0,570;495;32;6,460;2807
4715501002;1001;149,304;1999;0,010;0,530;400;52;13,000;2808
4715601001;110;244,064;1935;0,030;0,670;99;17;17,170;2809
4715701001;536;153,343;1978;0,020;0,530;442;38;8,600;2810
4715801001;686;205,155;1967;0,030;0,640;539;146;27,090;2811
4715901001;561;215,529;1984;0,020;0,600;405;63;15,560;2812
4716001001;404;221,708;1976;0,020;0,590;374;43;11,500;2813
4716101001;937;186,284;1987;0,020;0,620;668;46;6,890;2814
4716101002;777;294,120;1995;0,010;0,460;438;49;11,190;2815
4716101003;865;226,126;1999;0,000;0,430;515;2;0,390;2816
4716201001;66;312,894;1880;0,030;0,680;61;1;1,640;2817
4716301001;369;267,114;1895;0,030;0,550;338;78;23,080;2818
4716401001;313;303,553;1983;0,020;0,590;290;47;16,210;2819
4716501001;947;171,457;1984;0,020;0,790;662;47;7,100;2820
4716501002;394;155,137;1972;0,020;0,720;340;21;6,180;2821
4716501003;587;156,847;1983;0,010;0,520;378;38;10,050;2822
4716502001;1147;144,189;1990;0,010;0,580;683;25;3,660;2823
4716502002;1305;216,597;1982;0,020;0,630;917;54;5,890;2824
4716502003;736;173,531;1991;0,010;0,510;437;27;6,180;2825
4716601001;199;239,342;1944;0,020;0,600;175;39;22,290;2826
4716701001;319;214,147;1920;0,030;0,790;284;56;19,720;2827
4716801001;17;279,176;1902;0,020;0,710;16;2;12,500;2828
4716901001;63;222,143;1936;0,020;0,530;58;12;20,690;2829
4717001001;85;174,094;1941;0,020;0,570;78;14;17,950;2830
4717101001;335;229,642;1963;0,020;0,660;306;34;11,110;2831
4717201001;141;247,213;1944;0,020;0,530;124;35;28,230;2832
4717301001;885;203,845;1985;0,010;0,550;537;149;27,750;2833
4717401001;311;257,958;1957;0,030;0,630;232;44;18,970;2834
4717501001;490;152,408;1986;0,020;0,710;240;10;4,170;2835
4717501002;364;149,374;1986;0,010;0,620;309;17;5,500;2836
4717501003;1474;201,210;1992;0,010;0,550;868;43;4,950;2837
4717502001;708;138,257;1976;0,020;0,700;512;15;2,930;2838
4717502002;1152;158,748;1988;0,010;0,650;756;105;13,890;2839
4717502003;994;146,765;1990;0,010;0,590;799;15;1,880;2840
4717601001;201;343,179;1947;0,020;0,560;188;26;13,830;2841
4717701001;79;368,937;1890;0,030;0,500;73;15;20,550;2842
4717801001;152;261,993;1960;0,020;0,620;128;48;37,500;2843
4717901001;313;225,780;1942;0,020;0,520;267;116;43,450;2844
4718001001;91;209,791;1929;0,020;0,570;88;21;23,860;2845
4718101001;125;216,432;1913;0,030;0,680;121;17;14,050;2846
4718201001;908;186,445;1983;0,020;0,560;651;63;9,680;2847
4718301001;187;281,556;1962;0,020;0,560;172;32;18,600;2848
4718401001;499;205,357;1963;0,030;0,710;375;65;17,330;2849
4718501001;70;258,386;1977;0,030;0,580;58;7;12,070;2850
4718601001;1041;140,068;1975;0,020;0,560;850;27;3,180;2851
4718601003;868;145,922;1972;0,020;0,580;787;46;5,840;2852
4718601006;547;143,399;1973;0,000;0,400;547;6;1,100;2853
4718601007;331;188,039;1970;0,010;0,370;331;1;0,300;2854
4718602001;458;141,762;1970;0,020;0,580;396;2;0,510;2855
4718602002;615;160,320;1966;0,020;0,520;564;4;0,710;2856
4718602004;559;123,877;1962;0,010;0,330;555;0;0,000;2857
4718602005;797;111,529;1978;0,000;0,410;797;0;0,000;2858
4718602006;534;124,816;1964;0,010;0,320;492;0;0,000;2859
4718602007;492;123,819;1967;0,010;0,270;462;3;0,650;2860
4718602008;394;139,718;1966;0,000;0,540;383;3;0,780;2861
4718602009;354;118,816;1967;0,000;0,320;354;0;0,000;2862
4718602010;670;130,557;1970;0,000;0,310;670;28;4,180;2863
4718602012;477;121,140;1967;0,010;0,430;477;0;0,000;2864
4718602013;496;133,992;1968;0,010;0,320;486;2;0,410;2865
4718602014;619;121,507;1964;0,000;0,390;619;19;3,070;2866
4718602015;737;113,119;1952;0,010;0,210;722;0;0,000;2867
4718602017;490;96,127;1966;0,000;0,270;479;0;0,000;2868
4718602019;617;100,532;1969;0,010;0,540;617;0;0,000;2869
4718603001;423;121,574;1973;0,010;0,750;368;6;1,630;2870
4718603002;403;149,903;1960;0,010;0,380;396;16;4,040;2871
4718603003;571;108,788;1974;0,010;0,280;500;0;0,000;2872
4718603004;554;100,733;1969;0,010;0,590;519;3;0,580;2873
4718603005;839;96,298;1968;0,010;0,290;796;2;0,250;2874
4718603007;406;116,217;1972;0,010;0,690;345;0;0,000;2875
4718603008;769;150,609;1978;0,020;0,410;519;3;0,580;2876
4718603009;402;150,736;1965;0,010;0,360;402;4;1,000;2877
4718604001;703;106,366;1976;0,010;0,260;667;1;0,150;2878
4718604002;357;114,342;1981;0,010;0,530;243;0;0,000;2879
4718604003;808;101,609;1978;0,010;0,240;762;0;0,000;2880
4718604004;754;98,009;1977;0,010;0,260;661;0;0,000;2881
4718604005;506;107,741;1966;0,010;0,320;460;2;0,430;2882
4718604006;652;116,413;1979;0,000;0,260;619;0;0,000;2883
4718604007;962;89,308;1971;0,010;0,310;942;0;0,000;2884
4718604008;348;108,641;1975;0,000;0,230;348;0;0,000;2885
4718604009;490;73,202;1969;0,000;0,190;490;0;0,000;2886
4718604010;415;89,183;1974;0,000;0,280;380;0;0,000;2887
4718604011;456;51,417;1963;0,000;0,050;456;0;0,000;2888
4718604012;497;99,976;1975;0,010;0,350;449;2;0,450;2889
4718604013;458;98,548;1980;0,010;0,320;360;0;0,000;2890
4718604014;412;94,148;1972;0,010;0,260;368;0;0,000;2891
4718604015;516;96,781;1972;0,000;0,240;507;1;0,200;2892
4718604016;697;93,277;1973;0,010;0,260;668;0;0,000;2893
4718604017;660;92,550;1972;0,010;0,580;606;0;0,000;2894
4718604018;666;99,432;1982;0,010;0,290;548;0;0,000;2895
4718604020;391;66,801;1963;0,000;0,110;391;0;0,000;2896
4718604021;830;66,671;1965;0,000;0,120;830;0;0,000;2897
4718604023;426;66,049;1966;0,000;0,100;426;0;0,000;2898
4718604024;435;98,579;1973;0,000;0,210;435;1;0,230;2899
4718604025;396;78,098;1967;0,000;0,100;396;0;0,000;2900
4718604026;633;108,833;1979;0,000;0,160;625;0;0,000;2901
4718604027;553;85,089;1972;0,010;0,200;490;0;0,000;2902
4718604028;655;71,220;1969;0,000;0,370;655;0;0,000;2903
4718604029;489;89,417;1974;0,000;0,110;489;0;0,000;2904
4718604030;550;102,876;1979;0,010;0,520;490;4;0,820;2905
4718604032;393;112,165;1991;0,010;0,150;169;0;0,000;2906
4718604033;374;81,799;1974;0,010;0,200;361;0;0,000;2907
4718604034;546;96,504;1979;0,010;0,350;483;3;0,620;2908
4718604036;335;89,519;1975;0,000;0,170;335;1;0,300;2909
4718604037;704;132,457;1989;0,010;0,200;630;0;0,000;2910
4718604038;842;114,057;2003;0,000;0,210;54;1;1,850;2911
4718604039;622;119,198;1990;0,010;0,250;394;2;0,510;2912
4718604040;616;126,657;2003;0,000;0,670;53;2;3,770;2913
4718604041;1377;128,540;2008;0,000;0,270;0;0;;2914
4718605001;850;122,124;1973;0,020;0,690;678;66;9,730;2915
4718605002;883;129,384;1964;0,020;0,580;802;29;3,620;2916
4718605004;422;141,950;1970;0,020;0,500;365;2;0,550;2917
4718605006;612;122,673;1973;0,010;0,510;586;30;5,120;2918
4718605007;434;114,800;1978;0,010;0,390;386;22;5,700;2919
4718606001;499;127,954;1977;0,000;0,180;499;0;0,000;2920
4718606002;556;93,576;1966;0,010;0,300;540;0;0,000;2921
4718606003;809;101,595;1969;0,020;0,700;714;13;1,820;2922
4718606005;491;118,709;1982;0,000;0,160;491;0;0,000;2923
4718606006;682;110,859;1970;0,010;0,310;679;5;0,740;2924
4718606007;961;99,386;1973;0,010;0,460;875;3;0,340;2925
4718606009;785;95,639;1978;0,010;0,300;650;1;0,150;2926
4718606010;662;93,295;1970;0,010;0,230;652;1;0,150;2927
4718606012;510;102,580;1974;0,000;0,060;510;0;0,000;2928
4718606013;537;68,765;1968;0,000;0,160;537;0;0,000;2929
4718606014;402;102,975;1979;0,000;0,190;402;1;0,250;2930
4718606015;469;92,861;1971;0,000;0,420;460;1;0,220;2931
4718606016;443;71,865;1965;0,000;0,250;443;1;0,230;2932
4718606017;556;89,246;1969;0,000;0,170;554;0;0,000;2933
4718606018;402;119,428;1983;0,010;0,260;317;0;0,000;2934
4718606019;588;69,643;1965;0,000;0,230;588;0;0,000;2935
4718606020;568;119,504;1973;0,010;0,450;477;22;4,610;2936
4718606021;434;119,329;1976;0,010;0,360;414;0;0,000;2937
4718606022;559;115,605;1987;0,010;0,370;261;12;4,600;2938
4718606023;484;68,114;1966;0,000;0,220;484;0;0,000;2939
4718606024;616;79,972;1970;0,000;0,240;616;0;0,000;2940
4718606025;547;79,572;1970;0,000;0,150;547;0;0,000;2941
4718606026;358;57,885;1964;0,000;0,180;358;0;0,000;2942
4718606027;740;87,977;1971;0,000;0,160;740;0;0,000;2943
4718606028;414;79,766;1968;0,000;0,080;414;1;0,240;2944
4718606029;402;99,955;1975;0,000;0,170;402;1;0,250;2945
4718606030;489;83,200;1972;0,000;0,210;489;3;0,610;2946
4718606031;565;160,628;1996;0,010;0,530;110;3;2,730;2947
4718606032;508;110,671;1980;0,010;0,250;453;4;0,880;2948
4718606034;619;104,129;1976;0,000;0,370;581;0;0,000;2949
4718606036;970;161,933;1995;0,010;0,530;493;22;4,460;2950
4718606037;363;104,207;1981;0,000;0,220;341;0;0,000;2951
4718606038;704;108,143;1989;0,010;0,370;508;1;0,200;2952
4718606039;583;137,611;2005;0,000;0,110;0;0;;2953
4718607001;682;107,795;1975;0,010;0,470;666;2;0,300;2954
4718607003;457;108,499;1973;0,010;0,560;449;3;0,670;2955
4718607004;815;97,669;1972;0,010;0,340;782;0;0,000;2956
4718607005;915;101,873;1972;0,000;0,200;899;0;0,000;2957
4718607006;512;91,941;1969;0,010;0,310;498;1;0,200;2958
4718607007;527;94,205;1970;0,010;0,360;526;2;0,380;2959
4718607008;814;79,985;1966;0,000;0,230;814;1;0,120;2960
4718607010;349;99,693;1977;0,000;0,150;349;0;0,000;2961
4718607011;807;126,701;1985;0,030;0,420;234;6;2,560;2962
4718607013;582;98,009;1978;0,010;0,250;582;0;0,000;2963
4718607014;833;133,587;1989;0,010;0,400;477;32;6,710;2964
4718607015;434;109,892;1973;0,000;0,280;434;0;0,000;2965
4718607016;341;97,282;1976;0,000;0,040;341;1;0,290;2966
4718607018;565;120,083;1980;0,010;0,320;527;0;0,000;2967
4718607019;437;104,931;1974;0,000;0,310;437;1;0,230;2968
4718607020;479;104,641;1978;0,000;0,200;465;0;0,000;2969
4718607021;523;87,046;1970;0,010;0,360;472;2;0,420;2970
4718607022;1237;148,966;2008;0,010;0,420;89;3;3,370;3510
4718608001;566;98,781;1973;0,010;0,240;540;0;0,000;2971
4718608002;749;81,338;1965;0,010;0,410;733;3;0,410;2972
4718608004;994;81,555;1965;0,000;0,240;994;0;0,000;2973
4718608005;601;100,777;1977;0,010;0,280;566;1;0,180;2974
4718608006;804;70,005;1961;0,000;0,340;804;0;0,000;2975
4718608009;1016;75,333;1964;0,000;0,140;1016;0;0,000;2976
4718608012;614;102,163;1976;0,010;0,230;597;0;0,000;2977
4718608013;664;95,123;1971;0,010;0,340;652;0;0,000;2978
4718608014;615;88,182;1970;0,000;0,170;595;0;0,000;2979
4718608015;447;83,087;1969;0,000;0,060;447;0;0,000;2980
4718608016;388;81,348;1969;0,000;0,200;388;0;0,000;2981
4718608017;590;88,047;1971;0,000;0,180;590;0;0,000;2982
4718608018;631;69,412;1967;0,000;0,110;631;0;0,000;2983
4718608020;393;69,204;1965;0,000;0,300;393;0;0,000;2984
4718608021;656;71,724;1964;0,000;0,150;656;0;0,000;2985
4718608023;527;75,935;1969;0,000;0,070;527;0;0,000;2986
4718608024;564;108,300;1976;0,000;0,220;564;0;0,000;2987
4718608025;476;106,040;1978;0,000;0,230;452;0;0,000;2988
4718608026;602;77,678;1969;0,000;0,100;602;0;0,000;2989
4718608027;507;79,846;1970;0,000;0,100;507;0;0,000;2990
4718608028;1021;88,130;1974;0,000;0,200;1021;99;9,700;2991
4718608030;370;84,257;1971;0,000;0,150;370;0;0,000;2992
4718608031;804;108,602;1985;0,010;0,350;795;1;0,130;2993
4718608032;488;102,740;1962;0,010;0,500;468;18;3,850;2994
4718608033;415;113,810;1961;0,020;0,670;294;42;14,290;2995
4718608034;370;94,286;1973;0,010;0,570;313;4;1,280;2996
4718608035;973;134,374;1996;0,010;0,250;371;103;27,760;2997
4718608036;613;129,649;1982;0,010;0,610;502;33;6,570;3511
4718608037;770;103,321;1975;0,000;0,170;762;2;0,260;2998
4718608038;501;101,607;1973;0,010;0,280;482;0;0,000;2999
4718608039;347;84,375;1971;0,000;0,060;347;0;0,000;3000
4718609001;444;132,932;1965;0,020;0,430;426;5;1,170;3001
4718609002;751;125,815;1976;0,010;0,450;734;8;1,090;3002
4718609003;439;138,144;1978;0,010;0,340;415;2;0,480;3003
4718609004;800;122,465;1971;0,010;0,400;778;1;0,130;3004
4718609006;576;99,736;1970;0,000;0,280;576;1;0,170;3005
4718609007;976;120,870;1976;0,010;0,390;943;2;0,210;3006
4718609009;693;133,968;1979;0,000;0,420;670;1;0,150;3007
4718609010;511;102,147;1976;0,010;0,430;489;1;0,200;3008
4718609011;1044;93,444;1973;0,010;0,250;969;0;0,000;3009
4718610001;879;139,882;1989;0,010;0,570;498;1;0,200;3514
4718610002;479;105,846;1975;0,000;0,350;461;0;0,000;3010
4718610003;535;95,639;1975;0,010;0,230;489;0;0,000;3011
4718610004;431;104,879;1974;0,000;0,150;431;0;0,000;3012
4718610005;793;111,120;1977;0,010;0,420;766;0;0,000;3013
4718610006;703;150,634;1977;0,020;0,740;462;28;6,060;3520
4718610007;851;125,043;1982;0,010;0,210;805;134;16,650;3014
4718610008;762;145,785;1978;0,010;0,470;457;172;37,640;3015
4718610009;517;116,449;1984;0,000;0,240;507;1;0,200;3016
4718610010;606;146,686;1982;0,010;0,190;606;0;0,000;3017
4718610011;456;187,726;1974;0,000;0,290;456;0;0,000;3018
4718610013;536;128,909;1973;0,000;0,290;536;0;0,000;3019
4718610014;706;109,506;1983;0,010;0,220;654;0;0,000;3020
4718610015;512;85,000;1970;0,000;0,180;512;0;0,000;3021
4718610016;389;117,671;1979;0,010;0,370;334;2;0,600;3022
4718610017;404;100,740;1977;0,000;0,100;404;0;0,000;3023
4718610018;641;154,668;1986;0,000;0,170;501;1;0,200;3024
4718610019;572;83,753;1978;0,000;0,150;572;0;0,000;3025
4718610020;484;166,403;1974;0,000;0,200;484;0;0,000;3026
4718610021;548;164,312;1980;0,000;0,190;548;0;0,000;3027
4718610022;512;92,062;1978;0,000;0,060;512;0;0,000;3028
4718610024;623;145,193;1986;0,000;0,060;553;0;0,000;3029
4718610025;425;101,115;1974;0,000;0,170;425;0;0,000;3030
4718610026;516;100,527;1976;0,010;0,280;486;0;0,000;3031
4718610027;482;143,440;1985;0,000;0,060;482;2;0,410;3032
4718610028;348;146,293;1984;0,000;0,020;348;0;0,000;3033
4718610029;807;156,887;1991;0,000;0,360;807;0;0,000;3034
4718610030;943;188,823;2005;0,000;0,390;16;0;0,000;3035
4718610031;288;109,549;1981;0,000;0,070;288;0;0,000;3036
4718610032;529;136,784;1998;0,010;0,180;313;0;0,000;3037
4718610033;576;125,884;1990;0,000;0,130;547;0;0,000;3038
4718610034;516;161,391;1984;0,000;0,120;470;1;0,210;3039
4718610035;649;152,809;1988;0,000;0,060;649;0;0,000;3040
4718610036;377;120,660;1987;0,000;0,160;288;0;0,000;3041
4718610037;911;132,362;1988;0,000;0,180;911;0;0,000;3042
4718610038;576;145,948;1989;0,000;0,040;576;0;0,000;3043
4718610039;571;146,897;1989;0,000;0,130;571;1;0,180;3044
4718610040;504;170,044;1991;0,000;0,110;504;0;0,000;3045
4718610041;413;186,867;1994;0,010;0,380;314;0;0,000;3046
4718610042;813;143,154;1993;0,000;0,290;797;0;0,000;3047
4718610043;890;137,372;1996;0,000;0,210;570;0;0,000;3048
4718610044;724;127,747;1997;0,000;0,230;485;0;0,000;3049
4718610045;666;145,725;1997;0,000;0,190;526;0;0,000;3050
4718610046;703;144,569;2000;0,000;0,130;290;1;0,340;3051
4718610047;716;142,285;1998;0,000;0,120;539;0;0,000;3052
4718610048;307;304,596;1996;0,000;0,340;223;0;0,000;3053
4718610049;669;166,722;1992;0,000;0,320;512;0;0,000;3054
4718610050;751;128,490;2002;0,000;0,230;172;0;0,000;3055
4718610051;712;132,107;2001;0,000;0,200;164;0;0,000;3056
4718610052;1080;139,947;2009;0,000;0,130;0;0;;3057
4718610053;731;137,702;2010;0,000;0,370;0;0;;3058
4718610054;569;124,016;2005;0,000;0,190;0;0;;3059
4718610055;780;133,362;2008;0,000;0,280;0;0;;3060
4718610056;1252;140,053;2008;0,000;0,350;0;0;;3061
4718611001;723;101,177;1972;0,000;0,310;723;0;0,000;3062
4718611002;464;104,927;1973;0,010;0,470;444;0;0,000;3063
4718611003;833;118,993;1978;0,010;0,430;705;0;0,000;3064
4718611004;523;111,841;1984;0,010;0,240;362;0;0,000;3065
4718611005;850;85,812;1966;0,000;0,400;850;1;0,120;3066
4718611006;442;106,421;1967;0,010;0,260;442;0;0,000;3067
4718611007;767;103,580;1969;0,000;0,280;767;2;0,260;3068
4718611008;619;85,231;1964;0,000;0,350;619;1;0,160;3069
4718611009;416;104,834;1960;0,000;0,160;416;0;0,000;3070
4718611010;747;100,174;1960;0,000;0,140;747;1;0,130;3071
4718611012;430;101,428;1960;0,000;0,160;430;0;0,000;3072
4718611013;340;96,088;1960;0,000;0,120;340;0;0,000;3073
4718611014;555;106,793;1968;0,010;0,280;527;0;0,000;3074
4718611015;799;133,489;1980;0,010;0,260;765;2;0,260;3075
4718611016;595;127,185;1978;0,010;0,250;478;0;0,000;3076
4718611017;656;130,352;1987;0,010;0,550;311;12;3,860;3077
4718611018;587;115,111;1984;0,010;0,240;461;5;1,080;3078
4718611019;477;102,472;1974;0,000;0,160;477;0;0,000;3079
4718611020;702;94,818;1975;0,000;0,220;702;4;0,570;3080
4718611021;667;174,306;1998;0,010;0,540;174;3;1,720;3081
4718611022;430;79,558;1972;0,000;0,080;430;0;0,000;3082
4718611025;776;141,548;1978;0,000;0,080;776;0;0,000;3083
4718611026;901;117,991;1990;0,010;0,380;440;2;0,450;3084
4718611027;347;110,908;1979;0,000;0,170;347;0;0,000;3085
4718611028;721;111,535;1991;0,010;0,290;411;0;0,000;3086
