CUSEC;numero_bienes;superficie_media;antiguedad_media;dispersion_antiguedad;dispersion_superficie;viviendas_pre2000;viviendas_reformadas_2000;pct_reformado_2000;Seccion_id
3736501001;128;243,383;1971;0,020;0,740;115;20;17,390;2078
3736601001;49;188,857;1973;0,020;0,650;41;1;2,440;2079
3736701001;223;181,758;1974;0,020;0,780;184;21;11,410;2080
3736801001;13;267,154;1954;0,020;0,410;12;5;41,670;2081
3736901001;161;177,832;1973;0,020;0,570;135;48;35,560;2082
3737001001;191;205,618;1968;0,020;0,610;170;22;12,940;2083
3737101001;253;236,518;1979;0,010;0,490;222;18;8,110;2084
3737201001;84;329,250;1925;0,030;0,530;70;16;22,860;2085
3737301001;843;168,791;1964;0,010;0,720;769;223;29,000;2086
3737401001;771;202,074;1981;0,010;0,580;564;38;6,740;2087
3737501001;396;249,412;1974;0,010;0,510;337;59;17,510;2088
3737601001;880;146,150;1979;0,010;0,620;714;51;7,140;2089
3737601002;872;151,267;1979;0,010;0,640;683;59;8,640;2090
3737701001;247;251,814;1965;0,020;0,550;209;26;12,440;2091
3737801001;110;204,018;1968;0,020;0,500;99;15;15,150;2092
3737901001;97;236,247;1975;0,020;0,600;71;17;23,940;2093
3738001001;63;150,127;1975;0,020;0,640;45;11;24,440;2094
3738101001;177;171,650;1973;0,020;0,630;156;26;16,670;2095
3738201001;171;229,357;1947;0,020;0,640;163;51;31,290;2096
4000101001;532;241,940;1988;0,020;0,590;367;58;15,800;2097
4000201001;92;181,478;1968;0,020;0,500;70;19;27,140;2098
4000301001;250;225,844;1970;0,020;0,500;207;57;27,540;2099
4000401001;651;196,853;1977;0,020;0,590;555;88;15,860;2100
4000501001;94;216,340;1978;0,020;0,430;72;21;29,170;2101
4000601001;76;284,908;1961;0,020;0,430;67;51;76,120;2102
4000701001;195;210,749;1976;0,020;0,480;151;31;20,530;2103
4000801001;101;261,465;1973;0,020;0,460;81;16;19,750;2104
4000901001;167;165,695;1977;0,020;0,550;126;35;27,780;2105
4001001001;148;258,142;1951;0,020;0,470;134;50;37,310;2106
4001201001;308;234,659;1960;0,020;0,530;255;26;10,200;2107
4001301001;119;241,748;1964;0,020;0,600;99;16;16,160;2108
4001401001;138;160,942;1983;0,020;0,640;116;25;21,550;2109
4001501001;124;201,097;1970;0,020;0,580;101;35;34,650;2110
4001601001;66;255,894;1966;0,020;0,530;58;16;27,590;2111
4001701001;101;218,772;1976;0,020;0,530;65;12;18,460;2112
4001801001;109;208,321;1963;0,020;0,590;96;26;27,080;2113
4001901001;87;231,724;1972;0,020;0,500;65;12;18,460;2114
4002001001;485;204,371;1981;0,020;0,580;369;57;15,450;2115
4002101001;48;243,979;1982;0,020;0,540;29;6;20,690;2116
4002201001;348;237,876;1968;0,020;0,540;302;59;19,540;2117
4002401001;1508;178,245;1973;0,020;0,600;1174;147;12,520;2118
4002501001;176;250,858;1968;0,020;0,540;159;12;7,550;2119
4002601001;185;161,314;1982;0,020;0,530;122;23;18,850;2120
4002801001;137;221,664;1973;0,020;0,540;111;38;34,230;2121
4002901001;100;238,540;1965;0,020;0,510;77;7;9,090;2122
4003001001;498;289,400;1982;0,020;0,590;411;41;9,980;2123
4003101001;813;145,753;2000;0,010;0,570;182;14;7,690;2124
4003201001;531;166,938;1983;0,010;0,610;411;23;5,600;2125
4003301001;134;210,425;1985;0,020;0,510;79;12;15,190;2126
4003401001;153;198,458;1959;0,020;0,510;128;32;25,000;2127
4003501001;198;188,707;1995;0,020;0,570;108;11;10,190;2128
4003601001;559;252,852;1970;0,020;0,520;449;83;18,490;2129
4003701001;81;294,630;1959;0,010;0,520;78;14;17,950;2130
4003901001;352;209,179;1976;0,020;0,580;280;77;27,500;2131
4004001001;784;200,483;1971;0,020;0,680;602;97;16,110;2132
4004001002;1085;187,764;1986;0,010;0,630;740;41;5,540;2133
4004002001;855;235,389;1973;0,020;0,600;618;80;12,940;2134
4004101001;901;192,525;1987;0,010;0,640;520;45;8,650;2135
4004301001;834;240,731;1985;0,010;0,560;585;52;8,890;2136
4004301002;543;236,004;1980;0,020;0,540;427;49;11,480;2137
4004401001;238;211,887;1973;0,010;0,590;194;16;8,250;2138
4004501001;326;199,626;1977;0,020;0,590;255;35;13,730;2139
4004601001;285;187,046;1991;0,010;0,630;163;16;9,820;2140
4004701001;138;185,203;1967;0,020;0,710;124;27;21,770;2141
4004801001;119;173,739;1985;0,020;0,550;92;15;16,300;2142
4004901001;105;233,210;1968;0,020;0,480;76;22;28,950;2143
4005101001;92;203,587;1973;0,020;0,350;74;28;37,840;2144
4005201001;172;242,640;1983;0,020;0,490;127;35;27,560;2145
4005301001;227;206,877;1991;0,020;0,530;171;23;13,450;2146
4005401001;743;86,467;1974;0,010;1,030;699;8;1,140;2147
4005501001;62;272,645;1985;0,020;0,650;38;6;15,790;2148
4005601001;94;213,457;1961;0,010;0,430;88;23;26,140;2149
4005701001;565;209,798;1971;0,020;0,640;506;37;7,310;2150
4005701002;672;179,433;1983;0,010;0,520;518;40;7,720;2151
4005801001;332;271,063;1961;0,030;0,600;281;33;11,740;2152
4005901001;175;177,697;1980;0,020;0,560;129;20;15,500;2153
4006001001;157;282,280;1967;0,020;0,510;142;13;9,150;2154
4006101001;119;240,395;1982;0,020;0,530;84;20;23,810;2155
4006201001;78;217,833;1995;0,030;0,520;52;9;17,310;2156
4006301001;617;167,543;1970;0,020;0,660;535;38;7,100;2157
4006301002;764;176,453;1989;0,010;0,610;429;27;6,290;2158
4006301003;761;199,143;1969;0,020;0,620;591;63;10,660;2159
4006302001;1073;175,236;1978;0,010;0,690;880;29;3,300;2160
4006302002;943;155,748;1987;0,010;0,620;588;16;2,720;2161
4006302003;542;258,382;1972;0,020;0,550;454;69;15,200;2162
4006302004;1079;124,561;1989;0,010;0,540;725;2;0,280;2163
4006501001;414;228,674;1975;0,010;0,520;349;55;15,760;2164
4006801001;60;299,883;1944;0,030;0,440;48;8;16,670;2165
4006901001;67;276,045;1964;0,020;0,600;57;2;3,510;2166
4007001001;601;178,123;1996;0,010;0,490;245;15;6,120;2167
4007101001;57;258,456;1963;0,020;0,390;49;10;20,410;2168
4007201001;219;191,233;1996;0,020;0,370;61;21;34,430;2169
4007301001;376;264,412;1974;0,020;0,540;315;32;10,160;2170
4007401001;229;237,616;1975;0,020;0,510;188;25;13,300;2171
4007501001;221;254,023;1971;0,020;0,560;174;9;5,170;2172
4007601001;1114;119,924;1985;0,010;0,570;753;12;1,590;2173
4007601002;798;160,570;1988;0,010;0,600;480;5;1,040;2174
4007601003;1142;130,708;1985;0,010;0,700;721;13;1,800;2175
4007601004;879;160,279;1987;0,010;0,620;580;10;1,720;2176
4007602001;1025;128,748;1984;0,010;0,550;747;9;1,200;2177
4007602002;1015;183,775;1980;0,010;0,720;805;19;2,360;2178
4007602003;472;152,432;1975;0,010;0,800;415;12;2,890;2179
4007603001;825;176,356;1990;0,010;0,510;528;10;1,890;2180
4007604001;2080;162,702;1994;0,010;0,450;1030;5;0,490;2181
4007701001;1012;141,296;2001;0,010;0,650;126;11;8,730;2182
4007801001;120;267,150;1970;0,020;0,500;100;18;18,000;2183
4007901001;871;201,772;1995;0,010;0,570;462;57;12,340;2184
4008001001;137;183,401;1984;0,010;0,580;105;16;15,240;2185
4008101001;243;222,177;1969;0,020;0,480;194;24;12,370;2186
4008201001;122;316,672;1966;0,020;0,560;114;20;17,540;2187
4008301001;202;223,168;1969;0,020;0,490;160;55;34,380;2188
4008401001;84;210,024;1967;0,020;0,570;78;32;41,030;2189
4008601001;610;229,575;1979;0,020;0,560;497;26;5,230;2190
4008701001;106;264,132;1968;0,010;0,650;89;18;20,220;2191
4008801001;491;222,866;1967;0,020;0,460;394;72;18,270;2192
4008901001;251;256,633;1973;0,010;0,580;214;41;19,160;2193
4009101001;169;217,479;1964;0,020;0,570;155;36;23,230;2194
4009201001;219;195,662;1976;0,020;0,570;184;25;13,590;2195
4009301001;217;171,493;1977;0,020;0,570;160;26;16,250;2196
4009401001;363;215,479;1991;0,020;0,560;188;14;7,450;2197
4009501001;336;329,652;1974;0,020;0,450;295;44;14,920;2198
4009701001;320;192,634;2005;0,010;0,530;40;7;17,500;2199
4009901001;104;186,788;1957;0,020;0,570;89;15;16,850;2200
4010001001;399;217,213;1976;0,010;0,550;347;47;13,540;2201
4010101001;790;155,818;2002;0,010;0,470;108;12;11,110;2202
4010301001;154;172,825;1981;0,020;0,580;98;20;20,410;2203
4010401001;1018;118,605;2000;0,010;0,680;333;11;3,300;2204
4010501001;95;211,284;1977;0,020;0,630;71;10;14,080;2205
4010601001;320;233,081;1972;0,020;0,560;276;69;25,000;2206
4010701001;167;211,353;1981;0,020;0,550;119;24;20,170;2207
4010801001;218;197,142;1968;0,020;0,560;187;28;14,970;2208
4010901001;155;253,645;1976;0,020;0,490;124;27;21,770;2209
4011001001;540;184,361;1961;0,020;0,510;449;49;10,910;2210
4011101001;72;245,403;1978;0,020;0,510;62;1;1,610;2211
4011201001;1096;171,703;2001;0,010;0,680;427;6;1,410;2212
4011201002;927;237,621;2004;0,010;0,540;407;2;0,490;2213
4011301001;388;208,335;1987;0,010;0,570;248;14;5,650;2214
4011501001;190;222,737;1983;0,020;0,460;152;33;21,710;2215
4011801001;91;267,736;1968;0,020;0,510;73;21;28,770;2216
4011901001;216;231,444;1988;0,020;0,550;137;17;12,410;2217
4012001001;201;245,542;1996;0,020;0,490;97;17;17,530;2218
4012101001;448;214,283;1966;0,020;0,620;398;85;21,360;2219
4012201001;1525;162,560;1996;0,010;0,510;922;23;2,490;2220
4012301001;381;199,165;1976;0,020;0,530;277;45;16,250;2221
4012401001;181;239,497;1979;0,020;0,580;148;14;9,460;2222
4012501001;122;247,746;1975;0,020;0,490;94;18;19,150;2223
4012601001;140;212,843;1975;0,020;0,610;129;25;19,380;2224
4012701001;81;217,827;1962;0,010;0,610;68;18;26,470;2225
4012801001;178;280,961;1976;0,020;0,620;150;34;22,670;2226
4012901001;161;264,031;1984;0,020;0,630;129;8;6,200;2227
4013001001;176;177,977;1972;0,020;0,460;137;14;10,220;2228
4013101001;128;174,352;1974;0,020;0,570;104;19;18,270;2229
4013201001;158;192,456;1975;0,020;0,460;114;29;25,440;2230
4013401001;745;193,871;1969;0,020;0,580;626;55;8,790;2231
4013501001;296;232,983;1975;0,020;0,610;241;47;19,500;2232
4013601001;193;268,922;1977;0,020;0,540;142;26;18,310;2233
4013801001;758;170,992;1977;0,010;0,560;641;7;1,090;2234
4013801002;1089;193,320;1983;0,010;0,640;728;31;4,260;2235
4013901001;454;187,996;1980;0,010;0,610;348;27;7,760;2236
4014001001;211;210,033;1970;0,010;0,510;166;10;6,020;2237
4014101001;698;233,560;1981;0,020;0,520;521;54;10,360;2238
4014201001;145;194,103;1965;0,020;0,460;110;33;30,000;2239
4014301001;217;176,963;1980;0,020;0,450;165;32;19,390;2240
4014401001;104;171,173;1974;0,020;0,450;84;25;29,760;2241
4014501001;993;192,516;1974;0,020;0,580;822;54;6,570;2242
4014601001;499;148,739;1985;0,020;0,570;276;23;8,330;2243
4014801001;256;222,938;1983;0,020;0,560;215;40;18,600;2244
4014901001;608;245,304;1964;0,020;0,480;521;143;27,450;2245
4015001001;208;214,125;1971;0,020;0,540;158;34;21,520;2246
4015101001;55;289,709;1971;0,020;0,710;48;7;14,580;2247
4015201001;832;181,762;1989;0,020;0,590;529;53;10,020;2248
4015401001;34;247,853;1959;0,010;0,560;31;11;35,480;2249
4015501001;1285;168,613;1999;0,010;0,530;428;17;3,970;2250
4015501002;1609;180,782;2004;0,010;0,530;329;12;3,650;2251
4015601001;428;212,687;1979;0,020;0,700;284;29;10,210;2252
4015701001;103;197,680;1984;0,020;0,590;65;4;6,150;2253
4015801001;46;199,304;1969;0,020;0,560;38;14;36,840;2254
4015901001;152;228,947;1975;0,020;0,460;133;16;12,030;2255
4016001001;147;248,912;1964;0,020;0,520;138;30;21,740;2256
4016101001;128;180,820;1985;0,020;0,590;99;12;12,120;2257
4016201001;701;207,959;1982;0,020;0,540;520;122;23,460;2258
4016301001;92;279,043;1965;0,020;0,560;84;12;14,290;2259
4016401001;174;278,592;1979;0,020;0,580;140;51;36,430;2260
4016501001;145;197,807;1968;0,020;0,540;120;25;20,830;2261
4016601001;188;261,207;1979;0,010;0,570;137;18;13,140;2262
4016801001;90;221,500;1965;0,020;0,490;66;18;27,270;2263
4017001001;3208;150,199;1989;0,020;0,630;1770;121;6,840;2264
4017101001;115;182,035;1965;0,020;0,520;96;17;17,710;2265
4017201001;129;156,837;1982;0,010;0,490;93;27;29,030;2266
4017301001;144;209,882;1998;0,020;0,530;47;8;17,020;2267
4017401001;433;204,732;1975;0,010;0,630;371;68;18,330;2268
4017601001;416;215,250;1968;0,020;0,540;350;50;14,290;2269
4017701001;148;229,284;1953;0,020;0,570;138;10;7,250;2270
4017801001;137;263,839;1963;0,020;0,650;120;27;22,500;2271
4017901001;616;236,226;1981;0,010;0,490;428;54;12,620;2272
4018001001;336;281,967;1959;0,020;0,570;297;33;11,110;2273
4018101001;1389;112,056;1983;0,010;0,670;1059;22;2,080;2274
4018101002;1211;151,865;1988;0,020;0,870;905;46;5,080;2275
4018101003;942;117,878;1992;0,010;0,540;506;6;1,190;2276
4018102001;513;166,534;1984;0,010;0,620;411;33;8,030;2277
4018201001;250;233,588;1967;0,020;0,520;205;30;14,630;2278
4018301001;159;242,522;1973;0,010;0,470;121;29;23,970;2279
4018401001;409;259,839;1977;0,010;0,500;312;19;6,090;2280
4018501001;1198;251,284;1968;0,020;0,580;995;225;22,610;2281
4018601001;81;245,457;1975;0,020;0,600;59;20;33,900;2282
4018801001;170;218,606;1967;0,020;0,540;124;39;31,450;2283
4018901001;461;273,161;1975;0,020;0,570;406;32;7,880;2284
4019001001;82;227,963;1972;0,020;0,510;53;5;9,430;2285
4019101001;644;184,144;1980;0,020;0,540;498;115;23,090;2286
4019201001;208;218,812;1954;0,020;0,590;186;45;24,190;2287
4019301001;245;229,200;1981;0,010;0,450;166;8;4,820;2288
4019401001;530;157,713;1971;0,020;0,980;460;7;1,520;2289
4019401002;481;141,370;1975;0,010;0,860;433;9;2,080;2290
4019401003;386;143,427;1967;0,020;0,840;308;21;6,820;2291
4019401004;357;137,375;1972;0,010;0,910;295;1;0,340;2292
4019401005;504;141,036;1953;0,030;0,810;445;21;4,720;2293
4019402001;890;113,357;1970;0,010;0,690;845;20;2,370;2294
4019402002;412;98,765;1975;0,010;0,660;363;13;3,580;2295
4019403001;453;115,773;1984;0,010;0,450;388;16;4,120;2296
4019403002;557;121,084;1972;0,010;0,680;504;18;3,570;2297
4019403003;720;104,664;1975;0,010;0,500;559;2;0,360;2298
4019403004;447;134,691;1969;0,010;0,760;419;22;5,250;2299
4019403005;631;120,074;1975;0,010;0,440;604;34;5,630;2300
4019403006;601;105,110;1977;0,010;0,440;579;9;1,550;2301
4019403007;546;127,938;1979;0,010;0,420;532;0;0,000;2302
4019403008;584;105,315;1973;0,010;0,680;513;4;0,780;2303
4019403009;518;121,564;1979;0,000;0,290;518;4;0,770;2304
4019404001;799;110,831;1980;0,010;0,450;754;11;1,460;2305
4019404002;823;115,053;1978;0,010;0,480;782;20;2,560;2306
4019404003;569;96,833;1975;0,010;0,400;535;4;0,750;2307
4019404004;563;98,059;1975;0,010;0,320;542;0;0,000;2308
4019404005;407;93,415;1955;0,000;0,220;407;0;0,000;2309
4019404006;901;110,633;1984;0,010;0,300;681;0;0,000;2310
4019404007;609;104,829;1976;0,010;0,560;521;4;0,770;2311
4019404008;642;115,751;1983;0,010;0,300;482;0;0,000;2312
4019404009;732;109,907;1991;0,010;0,540;485;1;0,210;2313
4019404010;1365;194,429;1992;0,020;0,630;822;44;5,350;2314
4019405001;535;95,516;1981;0,010;0,390;396;0;0,000;2315
4019405002;876;104,107;1980;0,010;0,420;497;1;0,200;2316
4019405003;839;109,031;1992;0,010;0,430;435;0;0,000;2317
4019405004;684;63,101;1959;0,000;0,170;684;0;0,000;2318
4019405005;467;104,670;1986;0,000;0,290;440;0;0,000;2319
4019405006;546;152,396;1995;0,000;0,260;283;0;0,000;2320
4019405007;751;154,682;1998;0,000;0,250;516;0;0,000;2321
4019405008;637;202,586;1995;0,000;0,540;403;0;0,000;2322
4019406001;972;117,735;1983;0,010;0,560;815;7;0,860;2323
4019406002;497;98,412;1979;0,010;0,170;435;0;0,000;2324
4019406003;493;95,170;1976;0,000;0,200;493;0;0,000;2325
4019406004;566;90,643;1975;0,000;0,130;566;0;0,000;2326
4019406005;701;143,823;1976;0,010;0,580;630;16;2,540;2327
4019407001;559;136,973;1980;0,010;0,610;481;12;2,490;2328
4019407002;937;118,526;1984;0,010;0,490;890;4;0,450;2329
4019407003;921;104,100;1983;0,010;0,450;736;1;0,140;2330
4019407004;800;177,282;1983;0,020;0,740;528;21;3,980;2331
4019501001;1498;181,852;1980;0,020;0,650;1249;109;8,730;2332
4019601001;76;238,724;1966;0,020;0,410;68;15;22,060;2333
4019801001;50;258,220;1995;0,020;0,480;23;6;26,090;2334
4019901001;182;236,473;1994;0,020;0,530;107;21;19,630;2335
4020001001;82;248,988;1979;0,020;0,580;67;7;10,450;2336
4020101001;41;301,073;1966;0,020;0,530;38;12;31,580;2337
4020201001;195;203,205;1964;0,020;0,500;162;32;19,750;2338
4020301001;912;176,452;1999;0,010;0,640;323;16;4,950;2339
4020401001;346;196,272;1963;0,020;0,530;303;45;14,850;2340
4020501001;406;223,559;1978;0,020;0,480;324;29;8,950;2341
4020601001;330;220,958;1967;0,020;0,500;253;21;8,300;2342
4020701001;559;249,889;2002;0,020;0,460;196;29;14,800;2343
4020801001;997;217,632;1986;0,020;0,600;737;72;9,770;2344
4021001001;217;222,046;1980;0,020;0,440;170;45;26,470;2345
4021101001;74;190,730;1979;0,020;0,620;47;10;21,280;2346
4021201001;77;168,714;1971;0,020;0,420;69;1;1,450;2347
4021301001;128;274,883;1975;0,020;0,560;106;21;19,810;2348
4021401001;199;220,161;1977;0,020;0,540;154;16;10,390;2349
4021501001;254;199,500;1971;0,010;0,610;227;39;17,180;2350
4021601001;697;173,690;1998;0,020;0,600;272;12;4,410;2351
4021801001;175;193,417;1971;0,020;0,440;137;27;19,710;2352
4021901001;431;300,566;1976;0,010;0,550;371;18;4,850;2353
4022001001;106;184,783;1985;0,020;0,460;72;11;15,280;2354
4022101001;127;220,764;1967;0,020;0,520;98;35;35,710;2355
4022201001;270;235,856;1960;0,010;0,530;230;33;14,350;2356
4022301001;777;128,004;1988;0,010;0,670;417;25;6,000;2357
4022401001;94;186,096;1987;0,020;0,660;59;6;10,170;2358
4022501001;1017;209,613;1981;0,010;0,630;773;30;3,880;2359
4022801001;350;229,297;1979;0,010;0,440;286;58;20,280;2360
4022901001;113;185,221;1984;0,020;0,390;81;7;8,640;2361
4023001001;101;218,832;1974;0,020;0,650;72;2;2,780;2362
4023101001;224;241,076;1957;0,020;0,580;184;44;23,910;2363
4023301001;615;177,855;1993;0,020;0,560;277;23;8,300;2364
4023401001;407;187,953;1971;0,020;0,480;343;38;11,080;2365
4090101001;438;229,007;1992;0,010;0,520;235;4;1,700;2366
4090201001;185;262,173;1979;0,010;0,480;144;27;18,750;2367
4090301001;154;201,506;1976;0,020;0,520;126;10;7,940;2368
4090401001;387;238,884;1981;0,020;0,550;280;35;12,500;2369
4090501001;189;194,878;1976;0,020;0,530;152;45;29,610;2370
4090601001;716;171,553;1997;0,010;0,510;388;9;2,320;2371
4090601002;678;161,319;1996;0,000;0,690;531;0;0,000;2372
4200101001;324;222,633;1973;0,020;0,600;250;30;12,000;2373
4200301001;44;327,432;1961;0,020;0,570;33;14;42,420;2374
4200401001;1448;188,620;1979;0,010;0,710;1133;168;14,830;2375
4200401002;715;192,983;1972;0,010;0,630;554;183;33,030;2376
4200601001;155;220,723;1985;0,010;0,520;90;10;11,110;2377
4200701001;274;210,785;1954;0,020;0,500;233;57;24,460;2378
4200801001;391;145,220;1949;0,010;0,710;354;70;19,770;2379
4200901001;141;217,546;1940;0,010;0,770;135;11;8,150;2380
4201001001;23;288,130;1942;0,020;0,570;19;16;84,210;2381
4201101001;36;276,667;1970;0,020;0,560;32;13;40,620;2382
4201201001;65;217,446;1974;0,020;0,410;45;19;42,220;2383
4201301001;65;170,908;1944;0,020;0,730;58;6;10,340;2384
4201401001;84;192,298;1954;0,020;0,660;70;40;57,140;2385
4201501001;19;289,947;1948;0,010;0,440;19;10;52,630;2386
4201601001;20;359,950;1958;0,020;0,520;13;4;30,770;2387
4201701001;166;263,205;1962;0,020;0,620;119;40;33,610;2388
4201801001;172;252,267;1946;0,020;0,440;156;27;17,310;2389
4201901001;731;246,456;1970;0,020;0,550;574;165;28,750;2390
4202001001;1354;166,787;1971;0,010;0,620;1006;166;16,500;2391
4202001002;1305;125,417;1989;0,010;0,370;898;28;3,120;2392
4202001003;1271;133,905;1976;0,010;0,670;1131;100;8,840;2393
4202101001;58;246,379;1956;0,020;0,590;47;14;29,790;2394
4202201001;368;276,217;1946;0,020;0,600;326;36;11,040;2395
4202301001;55;203,527;1954;0,020;0,410;40;24;60,000;2396
4202401001;50;293,240;1939;0,020;0,580;40;19;47,500;2397
4202501001;1158;155,513;1959;0,010;0,670;1059;89;8,400;3512
4202501002;1398;188,095;1959;0,020;0,580;1149;110;9,570;3513
4202601001;67;199,343;1952;0,020;0,570;56;13;23,210;2398
4202701001;148;271,385;1958;0,020;0,530;120;43;35,830;2399
4202801001;76;222,303;1978;0,030;0,670;50;29;58,000;2400
4202901001;230;194,126;1954;0,020;0,530;180;31;17,220;2401
4203001001;198;195,369;1951;0,010;0,640;179;20;11,170;2402
4203101001;93;203,677;1957;0,020;0,540;73;24;32,880;2403
4203201001;234;191,393;1956;0,020;0,500;205;68;33,170;2404
4203301001;58;174,052;1956;0,020;0,540;49;35;71,430;2405
4203401001;99;223,465;1980;0,020;0,610;86;22;25,580;2406
4203501001;846;216,473;1962;0,020;0,610;681;127;18,650;2407
4203601001;104;151,413;1970;0,020;0,610;95;9;9,470;2408
4203701001;25;256,720;1948;0,020;0,440;23;5;21,740;2409
4203801001;29;244,586;1930;0,010;0,430;28;7;25,000;2410
4203901001;286;217,280;1986;0,020;0,600;261;43;16,480;2411
4204101001;14;325,000;1941;0,020;0,490;12;10;83,330;2412
4204201001;25;300,000;1975;0,020;0,620;15;5;33,330;2413
4204301001;1582;149,126;1987;0,010;0,660;976;92;9,430;2414
4204301002;1131;162,577;1982;0,010;0,670;863;82;9,500;2415
4204301003;1660;179,251;1967;0,020;0,570;1286;299;23,250;2416
4204401001;31;378,935;1932;0,010;0,450;30;12;40,000;2417
4204501001;388;200,258;1972;0,010;0,460;308;59;19,160;2418
4204601001;132;197,856;1992;0,020;0,590;109;23;21,100;2419
4204801001;94;187,585;1945;0,020;0,500;82;19;23,170;2420
4204901001;103;274,301;1948;0,020;0,540;88;52;59,090;2421
4205001001;137;161,277;1956;0,020;0,670;123;15;12,200;2422
4205101001;45;213,733;1931;0,020;0,670;41;27;65,850;2423
4205201001;41;195,707;1931;0,020;0,350;36;3;8,330;2424
4205301001;72;204,278;1935;0,010;0,390;67;8;11,940;2425
4205401001;50;276,180;1935;0,020;0,570;47;2;4,260;2426
4205501001;223;179,991;1958;0,020;0,550;195;35;17,950;2427
4205601001;50;367,140;1964;0,020;0,590;39;21;53,850;2428
4205701001;224;316,772;1974;0,020;0,530;209;21;10,050;2429
4205801001;335;235,379;1948;0,020;0,490;298;64;21,480;2430
4205901001;67;163,478;1965;0,020;0,690;65;6;9,230;2431
4206001001;39;198,872;1943;0,020;0,340;35;4;11,430;2432
4206101001;534;235,176;1975;0,020;0,540;411;104;25,300;2433
